Ctrl_602_R1B1	LMP_602_R1B1	Ola_602_R1B1	LMP.Olap_602_R1B1	Ctrl_602_R2B2	LMP_602_R2B2	Ola_602_R2B2	LMP.Olap_602_R2B2
ENSG00000159111.13|MRPL10	609	635	732	686	563	676	579	605
ENSG00000159128.14|IFNGR2	1359	1331.97	1421.82	1574.96	1454.85	1506.82	1480.93	1632.83
ENSG00000159131.17|GART	3689	3665	4183	4033	3853	4150	3747	4175
ENSG00000159140.20|SON	11863.99	13506.97	15296.93	13629.98	13675.96	13996	12924	13227
ENSG00000159147.18|DONSON	860.01	957.79	1011.24	1210.63	933.69	1034.97	877.8	1183.28
ENSG00000159164.10|SV2A	3699	3594	3896	3989	3603	4286	3552	3884
ENSG00000159199.14|ATP5MC1	683	530	665	619	539	540	580	550
ENSG00000159200.18|RCAN1	1153	1262	1435	1462	1434	1470	1298	1423
ENSG00000159202.18|UBE2Z	1790	1805	1941	2102	1784	2020	1740	1964
ENSG00000159208.16|CIART	551	585	628	555	466	565	459	485
ENSG00000159210.9|SNF8	1309	1206	1349	1366	1307	1447	1242	1398
ENSG00000159214.13|CCDC24	101.99	125	108	93	112	146	96	98
ENSG00000159216.18|RUNX1	1135	1251	1596	1289	1459	1308	1403	1284
ENSG00000159228.13|CBR1	539	529.73	640.74	631	541.74	567.22	506	560.43
ENSG00000159231.6|CBR3	214.88	221.94	305.98	299.95	268.47	264.6	247.66	314.55
ENSG00000159251.7|ACTC1	6	12	6	11	5	7	3	11
ENSG00000159256.13|MORC3	1197.55	1294.95	1424.2	1391.34	1423.96	1434.59	1329.37	1454.49
ENSG00000159259.8|CHAF1B	934	979	974	1392	861	1018	775	1267
ENSG00000159263.15|SIM2	125	105	102	122	84	108	92	95
ENSG00000159267.14|HLCS	891	810	1042	861	951	871	878	815
ENSG00000159289.6|GOLGA6A	8.21	10.22	5.32	4.83	8.9	9.69	17.57	6.27
ENSG00000159314.11|ARHGAP27	87	62	90	84	71	91	97	63
ENSG00000159322.17|ADPGK	1149.9	1176.94	1323.97	1314.93	1237.98	1251	1174	1340
ENSG00000159335.16|PTMS	3538	3379	3632	3823	3004	3567	3071	3107
ENSG00000159346.13|ADIPOR1	1511	1454	1502	1581	1384	1687	1417	1541
ENSG00000159348.13|CYB5R1	386	521	461	538	431	539	441	519
ENSG00000159352.15|PSMD4	3741	3483.99	3916.98	3807.97	3686.99	4007	3637	3854
ENSG00000159363.18|ATP13A2	530	636	584	586	469	680	603	617
ENSG00000159377.11|PSMB4	3593	3584	3821	3956	3551	4017	3486	4034
ENSG00000159387.7|IRX6	26	27	33	22	26	16	24	16
ENSG00000159388.6|BTG2	1809	1752	2055	1769	1969	1921	1902	1714
ENSG00000159399.9|HK2	414	431	501	418	372	420	379	414
ENSG00000159403.17|C1R	622	585	548.68	679.32	513	641.62	514.67	557.51
ENSG00000159409.14|CELF3	39	47	42	42	18	16	10	27
ENSG00000159423.17|ALDH4A1	702.61	753	754.2	786	683	892	686	740
ENSG00000159433.12|STARD9	1599	1562	1776	1530	1461	1813	1519	1580
ENSG00000159445.13|THEM4	704	722	937	850	728	733	737.99	684
ENSG00000159450.12|TCHH	361	297	371	368	354	343	295	393
ENSG00000159459.12|UBR1	1430	1534	1824	1658	1701	1698	1630	1834
ENSG00000159461.15|AMFR	1339	1321	1444	1510	1317	1440	1292	1421.96
ENSG00000159479.17|MED8	312	316	383	388.95	313	368	335	349
ENSG00000159556.10|ISL2	58	52.87	72.9	78.54	64	73.67	57	54.87
ENSG00000159579.14|RSPRY1	1589	1609	1713	1662	1668	1717	1485	1509
ENSG00000159588.15|CCDC17	41	38	43	33	31	34	27	46
ENSG00000159592.11|GPBP1L1	1028	1078	1236	1143	1250	1163	1079	1112
ENSG00000159593.15|NAE1	1798	1810	2036	1956	1900	1902	1704	2049
ENSG00000159596.7|TMEM69	323	340	351	365	321	337	271	287
ENSG00000159640.16|ACE	12	6	13	12	5	14	6	20
ENSG00000159658.11|EFCAB14	1289	1332	1541	1462	1418	1380	1297	1349
ENSG00000159685.10|CHCHD6	182	146	163	137	135	117	138	110
ENSG00000159692.15|CTBP1	1568.54	1656.14	1944.87	2078.75	1514.63	1810.8	1766.37	1651.71
ENSG00000159708.18|LRRC36	7	14	11	17	3	9	6	7
ENSG00000159712.10|ANKRD18CP	32	25	26	34	29	13	22	24
ENSG00000159713.11|TPPP3	33	33	18	27	18	29	15	22
ENSG00000159720.12|ATP6V0D1	1642	1662	1890	1907	1535	1811	1670	1674
ENSG00000159733.13|ZFYVE28	100	105	139	103	87	90	105	110
ENSG00000159753.14|CARMIL2	14	14	13	23	18	18	10	18
ENSG00000159761.15|C16orf86	20	28	30	33	26	28	46	29
ENSG00000159784.17|FAM131B	695	638	812	784	678	768	674	659
ENSG00000159788.19|RGS12	1294	1264	1502	1389	1307	1329	1378	1261
ENSG00000159792.10|PSKH1	762	897	886	957	669	871	732	872
ENSG00000159840.16|ZYX	2044	1885	2160	1961	1762	2053	1825	1803
ENSG00000159842.15|ABR	2148	2091.33	2444.58	2383	1997.15	2474.24	2351.92	2294.63
ENSG00000159871.15|LYPD5	93	115	104	87	69	95	79	94
ENSG00000159873.10|CCDC117	492	554	573	678	661	717	583	726
ENSG00000159882.13|ZNF230	153	158	184	192	159	193	147	172
ENSG00000159884.12|CCDC107	314.35	307.25	316.01	295.86	272.85	293.72	318.14	256.79
ENSG00000159885.14|ZNF222	106.82	90.73	102.57	109.89	118.56	121.84	110	129.83
ENSG00000159899.14|NPR2	1136.52	1089.53	1207.35	1231.4	1185.33	1345.83	1135.13	1141.38
ENSG00000159905.14|AC006213.1	81	98	106	105	104	132	117	140
ENSG00000159915.12|ZNF233	122	103.87	103.62	129	181	171.82	157	142
ENSG00000159917.17|ZNF235	157.16	185.15	218.29	218.76	214.11	256.54	167.83	235.47
ENSG00000159921.15|GNE	989	1171	1128	1163	1101	1112	1007	1134
ENSG00000159958.6|TNFRSF13C	63	68	69	83	30	55	42	58
ENSG00000160007.18|ARHGAP35	2468	2468	2806	2562	2235	2496	2292	2223
ENSG00000160014.16|CALM3	8417	9018	9287	10315	7409	9108	7847	8249
ENSG00000160049.12|DFFA	697.47	837.2	857.01	910.9	768.89	877.68	778.66	824.96
ENSG00000160050.14|CCDC28B	249	255	276	284	198	271	258	273
ENSG00000160051.11|IQCC	326.99	312.78	393.88	405.94	320	332.97	300.88	433
ENSG00000160055.19|TMEM234	154.11	185.22	213.42	193.47	173.43	237.78	190.88	224.62
ENSG00000160058.18|BSDC1	1526	1625	1731	1692	1648	1851	1639	1675
ENSG00000160062.15|ZBTB8A	276.1	334.77	356.42	314.88	293.87	288.64	254.63	321.69
ENSG00000160072.19|ATAD3B	180.44	222.12	284.73	240.41	212.12	224.35	237.88	239.65
ENSG00000160075.12|SSU72	615	591	677	610	542	540	546	588
ENSG00000160087.20|UBE2J2	203	221	193	232	184	239	195	198
ENSG00000160094.15|ZNF362	808	873	842	977	662	827	630	760
ENSG00000160097.18|FNDC5	225	237	229	237	188	211	181	213
ENSG00000160111.13|CPAMD8	106	124.61	139.73	141.64	79	124	102	116.73
ENSG00000160113.5|NR2F6	253	298	308	342	251	323	288	267
ENSG00000160117.15|ANKLE1	76	65	100	89	70	99	68	92
ENSG00000160124.9|CCDC58	274	250	297	276	298	349	249	317
ENSG00000160131.13|VMA21	723	827	916	995	800	836	753	855
ENSG00000160145.15|KALRN	493.49	391.62	511.15	391.26	454.77	407.71	465.48	402.9
ENSG00000160161.9|CILP2	19	16	18	20	10	19	11	20
ENSG00000160172.10|FAM86C2P	78.26	90	70	86.28	83.64	63	60	68.27
ENSG00000160179.18|ABCG1	286	286	302	321	236	215	213	216
ENSG00000160190.14|SLC37A1	184	229	239	231	251	310	217	274
ENSG00000160191.18|PDE9A	766	818	865	819	810	855	807	775
ENSG00000160193.11|WDR4	416	390	486	461	438	441	413	431
ENSG00000160194.18|NDUFV3	1055	945	1059	1103	929	1080	920	1000
ENSG00000160199.14|PKNOX1	616	617	671	642	659	638	600	521
ENSG00000160200.17|CBS	1238.02	1203.71	1423.07	1369.87	1220.23	1488.97	1169.81	1281.88
ENSG00000160201.11|U2AF1	1022.83	1101.32	1472.02	1346.23	1317.83	1417.07	1308.85	1591.26
ENSG00000160207.9|HSF2BP	96	94	81	86	81	77	87	92
ENSG00000160208.13|RRP1B	1937	2146	2236	2383	1964	2166	1831	2140
ENSG00000160209.19|PDXK	1576	1522	1568	1818	1356	1578	1398	1611
ENSG00000160211.17|G6PD	1779	1947	2043	2081.59	1993	2661	2364	2440
ENSG00000160213.7|CSTB	1393	1421	1579	1463	1456	1596	1543	1463
ENSG00000160214.12|RRP1	861	892	1000	1053	835	1037	896	963
ENSG00000160216.19|AGPAT3	1924	1953	2346	2237	1851	2056	1844	1938
ENSG00000160218.13|TRAPPC10	1005.13	1149.01	1370.63	1328.79	1086.23	1346.59	1152.36	1279.01
ENSG00000160219.12|GAB3	171	184	171	180	159	161	129	125
ENSG00000160221.18|GATD3A	83.79	134.2	139.66	132.41	100.6	60.61	170.78	71.71
ENSG00000160223.17|ICOSLG	8	6.35	3.02	14	4.79	7.03	3.63	5.09
ENSG00000160226.16|CFAP410	336.4	346.33	423.38	376.41	260.74	366.54	314.68	321.67
ENSG00000160229.12|ZNF66	38	69.1	60	48	33	49.32	41	51
ENSG00000160256.13|FAM207A	169	207	250	261	246	223	220	190
ENSG00000160271.16|RALGDS	1692	1913	1812	1885	1453	1834	1539	1545
ENSG00000160282.14|FTCD	17	19	38	22	8	13	16	37
ENSG00000160284.15|SPATC1L	197	173	188	203	187	212	189	182
ENSG00000160285.15|LSS	3665.99	3508	3737.01	3736.99	3470.96	4326	3799	3703
ENSG00000160293.17|VAV2	1322	1219	1502	1463	1205	1359	1199	1252
ENSG00000160294.11|MCM3AP	3521.94	3697.31	4015.7	3987.21	3546.66	4083.07	3548.35	3905.62
ENSG00000160298.17|C21orf58	593	710	766	1046	549	804	598	822
ENSG00000160299.17|PCNT	2126	2403	2679	2561	2068	2598	2237	2446
ENSG00000160305.18|DIP2A	1959	2094	2461	2105	2126	2402	2268	2319
ENSG00000160307.10|S100B	4802	4079	4931	4081	4815	4588	4537	3911
ENSG00000160310.18|PRMT2	2446	2374	2548	2357	2747	2833	2606	2635
ENSG00000160318.6|CLDND2	8	13	15	8	0	8	3	9
ENSG00000160321.15|ZNF208	111.58	119.55	166	135.24	161.69	147.25	151.05	150.06
ENSG00000160323.18|ADAMTS13	208	218	265	255	214	245	182	233
ENSG00000160325.14|CACFD1	416	459	428	486	386	452	403	386
ENSG00000160326.14|SLC2A6	300	332	339	390	304	415	401	377
ENSG00000160336.15|ZNF761	379.64	339.8	391.73	399.71	439.56	437.13	373.81	456.61
ENSG00000160345.13|C9orf116	46	28	35	28	22	42	24	21
ENSG00000160352.15|ZNF714	1105	1448.43	1564	1752.19	1401.34	1590.72	1307.44	1724.66
ENSG00000160360.13|GPSM1	1116	1131	1385.79	1309	1016.94	1315.98	1202.95	1182
ENSG00000160392.13|C19orf47	234	216	256	271	194	246	213	214
ENSG00000160401.15|CFAP157	16.89	18.59	29.02	21.47	21.23	25.99	30.71	22.22
ENSG00000160404.18|TOR2A	199	236	203	248	210	230	175	227
ENSG00000160408.14|ST6GALNAC6	1131.29	1193.03	1119.13	1185.41	1039	1213.83	1005.89	1052.29
ENSG00000160410.15|SHKBP1	604	602	580	643	558	635	597	606
ENSG00000160439.16|RDH13	168.07	172.25	165.89	187.9	143.57	185.34	151.27	182.33
ENSG00000160445.11|ZER1	695	714	810	848	642	819	730	758
ENSG00000160446.19|ZDHHC12	134	143	131	170	109	140	125	129
ENSG00000160447.7|PKN3	598	716	723	905	546	891	705	930
ENSG00000160460.16|SPTBN4	82	91	111	111	72	75	83	73
ENSG00000160469.16|BRSK1	608	636	704	673	653	749	600	664
ENSG00000160505.15|NLRP4	25	27	24	25	29	21	30	11
ENSG00000160539.6|PLPP7	115	135	144	164	109	132	126	96
ENSG00000160551.11|TAOK1	2320	2661	3191	2823	2988	2859	2712	2896
ENSG00000160563.14|MED27	707	652	820.65	776.84	738.67	730	849	747
ENSG00000160570.14|DEDD2	57	69	48	54	40	69	44	66
ENSG00000160584.16|SIK3	1572	1529	1855	1562	1634	1709	1594	1515
ENSG00000160588.10|MPZL3	15	17	10	25	21	21	18	9
ENSG00000160602.14|AC010761.1	195	194	215	204.38	172.48	234	187	197
ENSG00000160606.11|TLCD1	93	127	124	133.62	72.52	89	75	87
ENSG00000160613.12|PCSK7	1320.09	1372.44	1451.16	1500.89	1403.27	1694.54	1397.41	1566.13
ENSG00000160633.13|SAFB	3526.69	3392.93	3778.67	3751.97	3624.01	3895.62	3179.34	3392.32
ENSG00000160678.11|S100A1	40.73	44.44	61.43	78.21	49.32	57.22	59	56.76
ENSG00000160679.13|CHTOP	1355.77	1257.93	1415.88	1251.78	1321.85	1335.67	1204.96	1147.98
ENSG00000160685.13|ZBTB7B	143	134	180	190	136	178	175	188
ENSG00000160688.19|FLAD1	414	419	444	414	455	477	425	420
ENSG00000160691.18|SHC1	423.72	444.07	450.76	444.26	431.72	526.31	458.31	501.03
ENSG00000160695.14|VPS11	971	959	1021	991	911	959	841	923
ENSG00000160703.16|NLRX1	125	169	138	182	107	186	145	167
ENSG00000160710.16|ADAR	3026	3325	3633	3735	3127	3405	2945	3577
ENSG00000160712.13|IL6R	8	7	12	15	14	11	10	4
ENSG00000160714.10|UBE2Q1	961	980	1112	1014	1055	1175	968	1112
ENSG00000160716.5|CHRNB2	77	68	86	69.6	56	79	69	47
ENSG00000160741.17|CRTC2	514	556	555	562	454	615	485	561
ENSG00000160746.12|ANO10	205	202	292	230	228	221	203	209
ENSG00000160752.14|FDPS	2979.5	2685.72	3254.56	3167.94	3065.72	3266.27	3060.96	3298.24
ENSG00000160753.16|RUSC1	762.63	754.02	816	927.78	742.89	910.45	805	983.47
ENSG00000160766.14|GBAP1	343.34	407.49	426.31	451.94	346.16	445.35	351.42	423.08
ENSG00000160767.21|FAM189B	362	483	420	467	449	479	432	396
ENSG00000160781.17|PAQR6	694	779	809	837	625	830	637	746
ENSG00000160783.19|PMF1	1198.89	1238.31	1209.21	1395.18	1087.58	1248.56	1080.89	1326.03
ENSG00000160785.13|SLC25A44	1523	1482	1652	1685	1445	1687	1477	1657
ENSG00000160789.20|LMNA	290	293	319	345	279	380	267	323
ENSG00000160796.17|NBEAL2	421	433	498	463	323	385	340	425
ENSG00000160799.11|CCDC12	430	419	476	426	398	466	407	422
ENSG00000160801.14|PTH1R	18	23	30	22	24	19	28	33
ENSG00000160803.8|UBQLN4	3929.75	3829.39	4156	4449.96	3484.78	4220.33	3528.92	4047.79
ENSG00000160813.7|PPP1R35	122	153.14	164.44	154	141	145	175	118
ENSG00000160818.16|GPATCH4	1977	1756	2003	1847	1857	2012	1677	1826
ENSG00000160862.13|AZGP1	144.98	139	127	162	121	151	140	200
ENSG00000160867.15|FGFR4	11	25	23	29	18	15	24	17
ENSG00000160877.6|NACC1	2160.32	2511.9	2603.5	2599.91	2046.46	2421.14	2139.01	2176.33
ENSG00000160886.13|LY6K	3.08	3.25	6.29	0.83	1.56	8.82	16.32	9.81
ENSG00000160888.7|IER2	525.44	557	678	700.66	616.17	598.59	677.74	644
ENSG00000160908.15|ZNF394	422.09	441.02	450.49	474.71	379.54	485.87	441.08	424.49
ENSG00000160917.15|CPSF4	1381	1251	1371	1385	1239	1413	1265	1320
ENSG00000160932.11|LY6E	318	376	346	388	282	344	315	321
ENSG00000160948.14|VPS28	1008	971	1166	1011	976	1102	1107	893
ENSG00000160949.17|TONSL	723	798	805	1078	680	923	783	859
ENSG00000160953.16|PWWP3A	2338.3	2330.97	2661.44	2590.65	2415.5	2652.95	2453.76	2406.08
ENSG00000160957.13|RECQL4	990.89	1219.95	1252.55	1613.04	931.31	1338.74	1162.72	1536.58
ENSG00000160959.8|LRRC14	625.23	759.38	779.93	889.44	620.09	881.12	695.41	821.81
ENSG00000160961.12|ZNF333	636	662	829	679	697	742	625	616
ENSG00000160963.14|COL26A1	267	191	321	214	299	265	342	251
ENSG00000160972.9|PPP1R16A	252.28	219.82	321.89	267.09	256.99	282.23	255.73	254.69
ENSG00000160973.7|FOXH1	66.44	53.73	28.19	16.33	60.57	54.57	20.81	64.95
ENSG00000160991.16|ORAI2	1194.69	1324.89	1334.3	1346.1	1088.7	1425.54	1246.79	1297.38
ENSG00000160993.4|ALKBH4	319.31	267.11	309.7	307.9	301.3	325.46	246.21	258.62
ENSG00000160999.10|SH2B2	148	146	139	208	169	198	167	169
ENSG00000161010.15|MRNIP	642.81	702.76	745.28	722.71	787.44	746.88	735.29	758.91
ENSG00000161011.20|SQSTM1	1568.41	1563.24	1789.72	1889.29	1578.56	1896.12	1705.82	1928.38
ENSG00000161013.17|MGAT4B	906	946	976	1126	856	1038	866	969
ENSG00000161016.17|RPL8	9170	8602	9255	9183	7542	9531	7866	8193
ENSG00000161021.13|MAML1	961	1115	1225	1195	1049	1238	999	1213
ENSG00000161036.13|LRWD1	622	633	744	744	603	694	682	664
ENSG00000161040.16|FBXL13	8	13	20	14	15	17	21	15
ENSG00000161048.11|NAPEPLD	459	455	515	522	483	497	458	588
ENSG00000161057.12|PSMC2	2434	2405	2683	2808	2647	2677	2573	2637
ENSG00000161082.13|CELF5	81	87.24	90.96	101.92	42.96	55.37	82	51
ENSG00000161091.13|MFSD12	563.41	601.93	656.92	614.27	596.55	642.45	593.43	558.67
ENSG00000161149.12|TUBA3FP	23.79	49.28	30.72	28.33	22.74	37.01	38.58	39.63
ENSG00000161180.11|CCDC116	9	9	16	10	11	14	9	14
ENSG00000161202.19|DVL3	3889	4387	4356	4555	3907	4709	3900	4174
ENSG00000161203.13|AP2M1	4803	4659	4930	5460	4671	5357	4444	4962
ENSG00000161204.11|ABCF3	1128	1139	1173	1196	1178	1404	1046	1303
ENSG00000161217.12|PCYT1A	1189	1238.3	1507.42	1465.96	1430	1707	1367	1496
ENSG00000161265.15|U2AF1L4	259.51	249.24	233	220.53	198.83	209.35	199	170.45
ENSG00000161267.12|BDH1	358	404	367	500	313	493	321	447
ENSG00000161277.10|THAP8	85	129	114	113	92	113	110	105
ENSG00000161298.18|ZNF382	450	449	527	538	542.04	578	487	549
ENSG00000161328.11|LRRC56	18	42	43	33	25	27	23	28
ENSG00000161381.14|PLXDC1	238	188.09	323	249	224	194	206.1	190
ENSG00000161395.14|PGAP3	255	266	233.85	302	227	275	237	241
ENSG00000161513.12|FDXR	108	98	125	146	98	129	120	151
ENSG00000161526.15|SAP30BP	1312	1204	1345	1363	1208	1410	1269	1369
ENSG00000161533.12|ACOX1	817	971	1061	1002	896	1007	919	1037
ENSG00000161542.16|PRPSAP1	631	718	746	768	670	716	664	752
ENSG00000161547.16|SRSF2	3911.35	4019.61	4376.24	4398.22	4062.99	4100.06	4040.81	4003.23
ENSG00000161551.14|ZNF577	416.43	472	486.27	487.49	433	491.39	368	483.63
ENSG00000161558.11|TMEM143	85	80	117	93	67	97	69	65
ENSG00000161618.10|ALDH16A1	201	278	256	332	189	283	247	197.57
ENSG00000161638.11|ITGA5	116	87	118	93	76	86	86	96
ENSG00000161642.17|ZNF385A	398	300	368	350	246	382	311	356
ENSG00000161643.12|SIGLEC16	16.87	15	21.94	17	20.91	11.84	15	13
ENSG00000161647.18|MPP3	109	115	104	119	115	110	103	119
ENSG00000161653.10|NAGS	10	8	13	10	8	7	7	10
ENSG00000161654.9|LSM12	1101.6	1079.46	1269.4	1250.72	1149.42	1210.74	1000.43	1120.6
ENSG00000161664.6|ASB16	54.29	69	74.6	88.53	50	68.83	55.33	90.94
ENSG00000161671.16|EMC10	2425.47	2595.05	2634.28	2848.8	2374.31	2773.06	2550.22	2265.92
ENSG00000161677.11|JOSD2	45	63	64	65	70	65	74	59
ENSG00000161681.15|SHANK1	12	11	9	7	6	5	11	3
ENSG00000161682.14|FAM171A2	286	333	362	421	261	320	278	274
ENSG00000161692.18|DBF4B	927	1025	1091	1307	892	1153	1059	1206
ENSG00000161714.12|PLCD3	559	572	612	695	537	671	559	564
ENSG00000161791.14|FMNL3	1290.77	1194.95	1353.85	1397.84	1340.66	1309.9	1195.36	1261.46
ENSG00000161800.13|RACGAP1	2353	2975	3004	3438	2421	2950	2510	2864
ENSG00000161813.22|LARP4	648	798	875	912	838	861	842	939
ENSG00000161835.11|GRASP	86	86	63	109	63	88	77	101
ENSG00000161847.14|RAVER1	757.34	986.89	986.78	1005.05	788.22	915.1	929.79	733.23
ENSG00000161860.7|SYCE2	76.67	50	59.22	84.42	47	51.71	72.03	65
ENSG00000161888.11|SPC24	1304	1527	1455	2159	1107	1612	1162	1792
ENSG00000161904.12|LEMD2	688	651	791	693	624	712	671	689
ENSG00000161912.18|ADCY10P1	14	14	19	18	17	16	15	20
ENSG00000161914.10|ZNF653	125	131	154	155	145	156	169.47	141.82
ENSG00000161920.10|MED11	258	213	259.18	192	225	229.13	226.48	207
ENSG00000161921.15|CXCL16	441	424	479	455	340	391	322	350
ENSG00000161939.19|RNASEK-C17orf49	27.77	28.6	25.45	20.34	29.2	16.57	27.6	32.78
ENSG00000161955.16|TNFSF13	162.75	209	214	222	183	203.72	166.17	192
ENSG00000161956.13|SENP3	1511.48	1458.54	1539.96	1656.73	1366.23	1676.98	1496.09	1701.95
ENSG00000161958.11|FGF11	75.98	97.88	102.4	119.42	90.9	66.57	72.65	80.9
ENSG00000161960.15|EIF4A1	13681.39	12858.02	14709.64	13598.79	14533.56	14951.61	13974.6	14208.56
ENSG00000161970.14|RPL26	6802	6109.98	7272.5	6912.87	6450.52	6437.83	6140.78	5609.78
ENSG00000161980.5|POLR3K	200.96	214	244	265.96	216.91	228	183.88	256
ENSG00000161981.10|SNRNP25	503.04	553	607	618.04	577.09	647	524.12	576
ENSG00000161996.19|WDR90	486.36	546.06	646.13	612.63	393.78	485	483	580
ENSG00000161999.12|JMJD8	418.35	393.7	446.96	405.37	321.39	444.9	335.1	407.85
ENSG00000162004.17|CCDC78	242	280	277	285	228	260	250	230
ENSG00000162032.16|SPSB3	122.44	127.57	116.56	167.78	112.96	152.76	139.45	136.29
ENSG00000162062.15|TEDC2	134	174	164	243	148	176	150	188
ENSG00000162063.13|CCNF	659.87	815.86	823.9	911	619	867.92	763.87	806.57
ENSG00000162065.13|TBC1D24	405	471	465	532	417	519	399	458
ENSG00000162066.15|AMDHD2	393.85	419	487	509	365	473	419.29	475
ENSG00000162073.13|PAQR4	667.5	716.39	780.45	877.86	648.25	778.25	755.19	754.36
ENSG00000162076.13|FLYWCH2	52	62	77	77	63	86	90	86
ENSG00000162086.14|ZNF75A	955.14	912.93	1085	1151	1020.94	1030.56	916.19	1094.02
ENSG00000162104.10|ADCY9	682	618	797	845	732	775	738	750
ENSG00000162105.18|SHANK2	150	183	230	210	216	233	271	239
ENSG00000162129.13|CLPB	570.46	498.29	606.49	540.1	553.61	543.95	482.41	539.65
ENSG00000162139.10|NEU3	294	405	436	434	331	395	293	367
ENSG00000162144.9|CYB561A3	283.74	263.42	295.49	290.93	242.15	281.65	264.29	239.96
ENSG00000162148.11|PPP1R32	13	19.7	27.81	14.17	15	14	10	19
ENSG00000162174.12|ASRGL1	457.3	568.28	576.8	635	465.33	515.08	375.85	533
ENSG00000162188.6|GNG3	14	21	21	13.89	13.66	16	15.4	11
ENSG00000162191.13|UBXN1	1212	1125	1253	1211	1118	1224	990	1099
ENSG00000162194.12|LBHD1	124.8	149.36	172.36	181.98	132.58	153.15	151.87	149.21
ENSG00000162222.14|TTC9C	309	300	309	326	382	393	350	364
ENSG00000162227.8|TAF6L	404.85	457.5	459.24	503.39	386.01	497.45	396.12	439.34
ENSG00000162231.14|NXF1	2165	2135	2335	2430	2262	2608	2337	2310
ENSG00000162236.11|STX5	606	580	607	718	593	662	575	602
ENSG00000162241.12|SLC25A45	236	226	293	306	234	311	250	263
ENSG00000162244.11|RPL29	4132.82	4113.58	4371.72	4404.28	3671.27	3896.8	3869.52	3682.66
ENSG00000162298.18|SYVN1	929.63	989.48	1091.76	1056.48	914.54	1047.17	966.78	1005.3
ENSG00000162300.13|ZFPL1	349.09	328.37	349.28	359.42	299.65	355	304.45	309.17
ENSG00000162302.13|RPS6KA4	538	596	666	697	566	732	646	671
ENSG00000162337.12|LRP5	1732	1841	1978	1843	1519	1807	1636	1482
ENSG00000162341.17|TPCN2	238	249	286.83	276	192.75	264	247	233
ENSG00000162367.11|TAL1	5	7	14	10	0	2	10	6
ENSG00000162368.13|CMPK1	1327	1381	1546	1570	1525	1486	1409	1639
ENSG00000162373.13|BEND5	88	98	98	88	81	100	63	90
ENSG00000162377.6|COA7	702	756	844	802	772	758	680	793
ENSG00000162378.13|ZYG11B	737	889	1012	909	856	967	882	949
ENSG00000162384.14|CZIB	512	512	608	569	668	576	499	536
ENSG00000162385.11|MAGOH	427	385	469	447	477	474	429	412
ENSG00000162390.17|ACOT11	58	59.83	78	95	55.86	67	56	57.14
ENSG00000162396.6|PARS2	87	81	123	96	95	106	109	103
ENSG00000162402.14|USP24	1625	1643	2020	1561	1927	1793	1719	1633
ENSG00000162407.9|PLPP3	3065.2	2666	3711.86	2693	3488.66	2834.13	3342.44	2657.16
ENSG00000162408.11|NOL9	160	182	201	201	161	200	135	190
ENSG00000162409.11|PRKAA2	254	275	300	299	267	299	218	350
ENSG00000162413.16|KLHL21	301	346	334	367	269	265	282	285
ENSG00000162415.7|ZSWIM5	376	331	350	420	329	357	311	329
ENSG00000162419.12|GMEB1	337	307	374	351	341	353	299	321
ENSG00000162426.14|SLC45A1	17	20	34	39	18	24	25	28
ENSG00000162430.17|SELENON	6285.96	6570.92	7032.36	7049.7	6270.95	7372.4	6503.91	6619.75
ENSG00000162433.15|AK4	851.34	947.42	996.68	1025.08	845.91	878.94	735.99	888.58
ENSG00000162434.12|JAK1	1105	1209	1264	1219	1218	1200	1097	1211
ENSG00000162437.14|RAVER2	332	357	373	480	405	423	342	447
ENSG00000162441.12|LZIC	747	812	908	929	876	881	824	1008
ENSG00000162458.13|FBLIM1	577	618	591	595	717	876	648	741
ENSG00000162461.8|SLC25A34	135	113	107	141	89	123	114	112
ENSG00000162482.5|AKR7A3	8	5	7.4	16.25	6	6	6	6
ENSG00000162490.7|DRAXIN	350	362	386	482	278	294	236	313
ENSG00000162512.16|SDC3	2221	2405	2508	2629	2180	2656	2284	2436
ENSG00000162517.13|PEF1	318	367	336	305	303	380	337	349
ENSG00000162520.14|SYNC	69.41	56.7	74.76	62.45	59.66	84.26	73.36	81.71
ENSG00000162521.19|RBBP4	5317.58	5653.29	6354.21	6772.5	5910.31	6170.74	5276.61	6303.27
ENSG00000162522.11|KIAA1522	498	646	627	784	426	576	518	606
ENSG00000162526.7|TSSK3	44.32	43.12	40.2	49.56	37.98	46.98	38.09	31.65
ENSG00000162542.13|TMCO4	173	166	170	219	151	167	160	176
ENSG00000162545.6|CAMK2N1	762	757	854	910	905	1002	927	941
ENSG00000162551.14|ALPL	36	27	33	22	21	21	19	21
ENSG00000162572.20|SCNN1D	95	128	124	118	106	103	108	119
ENSG00000162576.16|MXRA8	56	69	72	84	76	70	66	76
ENSG00000162585.17|FAAP20	164.86	197.02	214.66	183.09	147.8	166.21	221.11	164.14
ENSG00000162599.16|NFIA	1578	1402	1847	1534	1456	1290	1328	1292
ENSG00000162600.12|OMA1	127	100	141	113	150	143	112	108
ENSG00000162601.10|MYSM1	824	935	1010	1052	1072	1032	861	1010
ENSG00000162604.12|TM2D1	252	198	268	274	270	289	260	226
ENSG00000162607.13|USP1	1373	1494	1545	1818	1467	1643	1289	1809
