Ctrl_602_R1B1	LMP_602_R1B1	Ola_602_R1B1	LMP.Olap_602_R1B1	Ctrl_602_R2B2	LMP_602_R2B2	Ola_602_R2B2	LMP.Olap_602_R2B2
ENSG00000154814.14|OXNAD1	171	176	204	248	197	214	195	243
ENSG00000154822.18|PLCL2	156	167	200	191	159	162	129	188
ENSG00000154832.14|CXXC1	916	930	1060	1075	884	1073	927	971
ENSG00000154839.10|SKA1	441	496	511	689	412	562	489	641
ENSG00000154845.15|PPP4R1	1637	1606	1841	1824	1822	1878	1644	1753
ENSG00000154856.13|APCDD1	536	633	713	962	401	582	526	637
ENSG00000154874.15|CCDC144B	1.13	14.2	30.53	9.31	7.38	10.85	3.52	9.91
ENSG00000154889.16|MPPE1	335.11	341.97	339.03	373.06	336.1	382.53	329.95	356.01
ENSG00000154898.15|CCDC144CP	47.78	55.15	76.99	50.33	83.97	59.87	52.09	50.15
ENSG00000154914.17|USP43	5	4	19	12	11	7	13	7
ENSG00000154917.11|RAB6B	665	696.71	762.71	797.25	654.86	696.14	609.14	634.53
ENSG00000154920.14|EME1	518.6	655.29	596.72	902.46	495.02	699.34	549.69	782.07
ENSG00000154928.18|EPHB1	1084	877	1238	999	942	790	866	689
ENSG00000154930.15|ACSS1	1027	999	1041	1042	962	922	833	911
ENSG00000154945.7|ANKRD40	1047.88	1107.71	1262	1269.34	1053.97	1111.71	1001.23	1093.19
ENSG00000154957.14|ZNF18	166	137	153	144	165	167	142	136
ENSG00000154978.13|VOPP1	2467.89	2261	2719	2591	2607	2737.58	2488	2562
ENSG00000155008.14|APOOL	322	336.5	411.71	350.61	357.67	318.75	346.72	313.83
ENSG00000155016.18|CYP2U1	513	536	643	606	651	591	550	583
ENSG00000155034.19|FBXL18	360.4	368.65	428.57	451.69	362.93	422.38	345.77	366.05
ENSG00000155066.16|PROM2	25	17	30	17	24	15	12	28
ENSG00000155085.15|AK9	100	102	130	112	108	120	97	81
ENSG00000155090.15|KLF10	310	355	390	411	374	413	396	418
ENSG00000155093.19|PTPRN2	91	84	108	87	118	107	66	90
ENSG00000155096.14|AZIN1	3136	3384	3789	3784	3711	3542	3238	3603
ENSG00000155097.12|ATP6V1C1	1210	1384	1582	1545	1498	1373	1376	1425
ENSG00000155099.8|PIP4P2	270	276	313	340	317	331	329	299
ENSG00000155100.10|OTUD6B	393	507	557	529	521	467	484	486
ENSG00000155111.15|CDK19	872	1095	1137	1177	911	1029	974	987
ENSG00000155115.7|GTF3C6	959	895	1029	948	1024	1016	920	1001
ENSG00000155158.20|TTC39B	75	66	94	77	73	74	79	68
ENSG00000155189.12|AGPAT5	2095	2270	2656	2615	2668	2549	2515	2650
ENSG00000155229.21|MMS19	1001	1041	1167	1060	1012	1090	978	1091
ENSG00000155252.13|PI4K2A	453.64	484	497	542.35	480.3	507	462.57	511
ENSG00000155254.13|MARVELD1	169	206	214	264	198	264	190	277
ENSG00000155256.17|ZFYVE27	396	379	435	408	380	460	366	440
ENSG00000155265.11|GOLGA7B	17	18	19	25	20	31	22	25
ENSG00000155275.19|TRMT44	114	99	108	138	106	135	162	125
ENSG00000155287.11|SLC25A28	291	310	302	290	282	310	284	310
ENSG00000155304.6|HSPA13	1159	1342	1397	1403	1535	1343	1309	1318
ENSG00000155313.15|USP25	257	197	218	215	267	236	237	184
ENSG00000155324.9|GRAMD2B	258	306	284	310.57	293	292	242	271
ENSG00000155329.12|ZCCHC10	169	178	222	178	206	188	194	209
ENSG00000155330.10|C16orf87	323	328	341	377	353	398	290	396
ENSG00000155363.18|MOV10	1837.97	1801.99	1951	2297	1647	2135	1640	2119
ENSG00000155366.16|RHOC	5339.73	4811.73	5359.93	4947.65	5515.06	6094	5534.24	5191.73
ENSG00000155367.15|PPM1J	26	27.39	31.36	23.87	17.59	27	29.47	39.74
ENSG00000155368.16|DBI	12932	10279	13438	11047	13130	11317	11434	10347
ENSG00000155380.11|SLC16A1	2039	2111	2275	2214	2153	2221	2028	2137
ENSG00000155393.13|HEATR3	367	469	466.96	447.96	488	422	444	472
ENSG00000155428.12|TRIM74	6.63	3.58	5.95	8.83	12.76	18.79	15.46	5.07
ENSG00000155438.12|NIFK	817.97	812	901.99	885	844.97	896	803.99	876.99
ENSG00000155463.13|OXA1L	1416	1461	1533	1603	1427	1487	1319	1450
ENSG00000155506.17|LARP1	3753	3955	4301	3987	3737	4122	3724	3874
ENSG00000155508.13|CNOT8	615	703	756	772	711	772	705	798
ENSG00000155530.3|LRGUK	31	16	26	17	19	13	29	15
ENSG00000155542.11|SETD9	241	266.7	279.9	305.81	296	250	224.92	301.71
ENSG00000155545.19|MIER3	2970	3179	3721	3759	3428	3465	3208	3670
ENSG00000155561.15|NUP205	1543	1781	1958	2057	1797	1936	1756	1899
ENSG00000155592.16|ZKSCAN2	402	346	365	381	339	345	311.14	351
ENSG00000155621.15|C9orf85	221	260	309	266	304	275	245	267
ENSG00000155629.15|PIK3AP1	64	91	88	108	62	78	52	85
ENSG00000155636.15|RBM45	113	150	192	170	173	157	170	153
ENSG00000155657.26|TTN	75.14	81.58	85.97	93.61	92	122.54	88.26	83.24
ENSG00000155660.11|PDIA4	2780	2629	3005	2879	3042	3107	2949	2802
ENSG00000155666.11|KDM8	112.16	132.39	103.87	100.82	106.74	109.11	90.97	78
ENSG00000155729.13|KCTD18	299	290	306	292	344	351	302	284
ENSG00000155744.9|FAM126B	366	417	463.84	467	467.06	500	406	520
ENSG00000155749.12|ALS2CR12	11	19	21	18	22	18	15	20
ENSG00000155755.19|TMEM237	860.29	989	1021.6	1129	1031	1157	1096	1249
ENSG00000155760.2|FZD7	323	381	352	513	254	292	300	352
ENSG00000155792.10|DEPTOR	146.79	180.89	137	160.29	91.97	122.89	86.93	108
ENSG00000155816.20|FMN2	61	54	57	80	62	52	65	63
ENSG00000155827.12|RNF20	1273	1339	1398	1473	1338	1523	1193	1436
ENSG00000155846.17|PPARGC1B	133	153	171	160	128	131	136	139
ENSG00000155849.15|ELMO1	388	303	425	353	285	231	281	225
ENSG00000155850.7|SLC26A2	433	518.66	588.02	543.71	593.97	501	483	557
ENSG00000155858.6|LSM11	161	197	221	285	224	195	170	227
ENSG00000155868.8|MED7	127	129	156	158	142	119	116	123
ENSG00000155876.5|RRAGA	652	690	756	730	800	725	687	655
ENSG00000155893.13|PXYLP1	454	463	484	518	472	515	462	482
ENSG00000155897.10|ADCY8	21	29	35	46	22	18	19	22
ENSG00000155903.11|RASA2	334	372	413	389	423	440	416	439
ENSG00000155906.18|RMND1	253	269	268	279	231	238	228	271
ENSG00000155957.17|TMBIM4	310	300	341	367	349	334	266	335
ENSG00000155959.11|VBP1	1636	1881	1964	2072	1931	1913	1904	2098
ENSG00000155961.5|RAB39B	248	247	283	302	293	343	280	293
ENSG00000155962.13|CLIC2	208	221	251	244	257	259	275	276
ENSG00000155970.12|MICU3	69	87	109	81	89	72	66	87
ENSG00000155975.10|VPS37A	416.41	518.36	553.51	479.31	604.59	573.5	515.01	533.02
ENSG00000155980.12|KIF5A	368	453	506	473	517	547	445	486
ENSG00000156006.5|NAT2	8	7	12	8	9	7	14	6
ENSG00000156011.17|PSD3	2384	2020	2987	2209	2513	1947	2298	2027
ENSG00000156017.13|CARNMT1	114	124	152	127	125	174	126	141
ENSG00000156026.14|MCU	407	407	450	438	422	397	397	393
ENSG00000156030.13|ELMSAN1	995	1126	1205	1331	1069	1377	1107	1241
ENSG00000156042.17|CFAP70	5.03	20.61	6.11	8.55	27.11	11	10.02	7.3
ENSG00000156050.9|FAM161B	186.81	186.88	227.58	183.94	217	252.98	222.72	232.87
ENSG00000156052.10|GNAQ	1197	1167	1469	1306	1357	1219	1206	1238
ENSG00000156103.16|MMP16	4306.88	4345.88	6178.98	4465.98	5578	4337.99	4914	4255.99
ENSG00000156110.13|ADK	299	215	334	231	250	226	257	224
ENSG00000156113.23|KCNMA1	101	98	125	127	109	121	130	122
ENSG00000156136.10|DCK	554	611	663	769	582	692	571	723
ENSG00000156140.10|ADAMTS3	160	156	270	226	204	161	176	178
ENSG00000156162.16|DPY19L4	920	1064	1254	1216	1113	1209	1066	1139
ENSG00000156170.13|NDUFAF6	216	192	219	207	212	188	223	225
ENSG00000156171.14|DRAM2	377	346	356	385	400	427	336	393.52
ENSG00000156172.6|C8orf37	117	100	132	154	117	123	123	125
ENSG00000156218.13|ADAMTSL3	0	10	2	8	2	3	4	4
ENSG00000156219.16|ART3	37	28	21	25	23	16	16	19
ENSG00000156232.7|WHAMM	431	518	545	591	487	640	534	685
ENSG00000156239.12|N6AMT1	169	150	179	151	193	194	155	148
ENSG00000156253.7|RWDD2B	322	334	366	355	304	361	351	328
ENSG00000156256.15|USP16	878.93	879.97	999.82	925.83	938.98	921	845	992.94
ENSG00000156261.13|CCT8	4414	4207.97	5066.97	4587.98	4538.98	4245.99	4243.98	4144.99
ENSG00000156265.15|MAP3K7CL	111	93	104	133	92	84	84	87
ENSG00000156273.16|BACH1	1525	1680	1887	1625	1495	1346	1322	1346
ENSG00000156298.12|TSPAN7	1626	1559	1555	1470	1403	1402	1239	1243
ENSG00000156299.13|TIAM1	657	755	801	903	722	824	771	928
ENSG00000156304.14|SCAF4	1631	1684	1822	1900	1707	1795	1603	1688
ENSG00000156313.13|RPGR	110	101	112	101	133	118	115	112
ENSG00000156345.17|CDK20	317	360	345	320	307	373	332	297
ENSG00000156374.16|PCGF6	187	197	215	219	164	196	177	233.98
ENSG00000156381.9|ANKRD9	512.95	525.78	589.3	766.84	502.75	628.74	548.09	628.36
ENSG00000156384.14|SFR1	90	91	92	141	99	113	81	125
ENSG00000156398.13|SFXN2	144	182	176	221	145	187	156	176
ENSG00000156411.9|ATP5MPL	1191	1292	1420	1329	1303	1311	1233	1264
ENSG00000156453.13|PCDH1	872	765	941	904	817	944	901	899
ENSG00000156467.9|UQCRB	2130	2252	2270	2288	2242	2255	1970	2241
ENSG00000156469.8|MTERF3	277	267	310	305	324	289	328	359
ENSG00000156471.12|PTDSS1	1028	991	1051	1161	1033	1099	1007	1125
ENSG00000156475.18|PPP2R2B	662	550	741	616	688	607.01	555	534
ENSG00000156482.11|RPL30	5694.9	5703.65	6422.66	5852.42	5560.91	5671.23	5367.06	5084.56
ENSG00000156500.15|FAM122C	66	90	100	115	83	91	93	101
ENSG00000156502.14|SUPV3L1	408	368	444	409	391	365	331	392
ENSG00000156504.16|FAM122B	568	632	642	766	586	610	481	718
ENSG00000156508.18|EEF1A1	108006.67	101935	113659.39	101326.51	100298.14	103322.25	95680.97	89341.37
ENSG00000156509.14|FBXO43	71	103	104	123	91	107	83	134
ENSG00000156510.13|HKDC1	13	43	44	57	39	45	32	36
ENSG00000156515.23|HK1	2866	2771	3057	3188	2896	3389	2974	3226
ENSG00000156521.14|TYSND1	303	312	303	322	247	266	247	255
ENSG00000156531.16|PHF6	1043	1255	1274	1366	1267	1302	1063	1324
ENSG00000156535.15|CD109	104	136	158	210	167	197	170	198
ENSG00000156587.16|UBE2L6	1170	1135	1257	1322	1045	1226	1036	1196
ENSG00000156599.11|ZDHHC5	1534	1641	1748	1782	1547	1889	1492	1692
ENSG00000156603.18|MED19	416	395	487	461	422	438	437	408
ENSG00000156639.12|ZFAND3	1719	1474	2033	1642	1717	1647	1707	1544
ENSG00000156642.16|NPTN	2393	2486	2851	2702	2718	2479	2558	2439
ENSG00000156650.14|KAT6B	898	916	1011	1119	864	1028	793	920
ENSG00000156671.14|SAMD8	617	624	758	632	748	674	600	663
ENSG00000156687.11|UNC5D	325	347	386	354	272	273	270	263
ENSG00000156689.7|GLYATL2	20	13	18	9	9	24	11	17
ENSG00000156697.13|UTP14A	447.36	405.4	470.38	426.04	480.2	480.09	398.78	453.78
ENSG00000156709.14|AIFM1	850	870	939	928	928	876	859	933
ENSG00000156711.17|MAPK13	8	5	4	4	5	12	8	7
ENSG00000156735.11|BAG4	285	314	388.78	443.64	356.15	372.41	320	386
ENSG00000156787.17|TBC1D31	241	300.23	306.92	396.43	278.14	306.17	269.21	368.14
ENSG00000156795.7|WDYHV1	189	171	235	157	204	201	201	209
ENSG00000156802.13|ATAD2	2640	3168	3329	4370.91	2905.77	3350	2759	4274
ENSG00000156804.7|FBXO32	309	317	404	313	256	257	265	292
ENSG00000156831.8|NSMCE2	232	233	264	289	284	269	256	285
ENSG00000156853.12|ZNF689	423	383	491	468	407	432	367	430
ENSG00000156858.11|PRR14	575	560	607	707	531	657	585	615
ENSG00000156860.15|FBRS	1296	1319	1362	1433	1240	1673	1358	1321
ENSG00000156869.13|FRRS1	7	13	21	21	12	17	14	12
ENSG00000156873.16|PHKG2	474.59	460.12	508.46	573.07	472.78	544.77	463.77	572.28
ENSG00000156875.14|MFSD14A	568.16	559.94	567.12	681.78	667.01	702.01	650.66	653.52
ENSG00000156876.10|SASS6	217	280	300	337	262	282	249	401
ENSG00000156925.12|ZIC3	19	14	18	30	12	8	19	17
ENSG00000156928.4|MALSU1	516.42	527.77	612.25	628.8	573.28	550.25	626.6	548.04
ENSG00000156931.15|VPS8	875	959	1004	961	1038	1013	971	909
ENSG00000156958.15|GALK2	258.2	233.53	248.73	234	252.52	224.18	268.64	236.84
ENSG00000156959.9|LHFPL4	1033	1062	1154	1185	824	978	735	959
ENSG00000156968.9|MPV17L	115	149	156	193	126	132	129	139
ENSG00000156970.12|BUB1B	3079.6	3976	3841	4528	3465	3948	3444	4351
ENSG00000156973.14|PDE6D	359	406	430	403	385	442	382	386
ENSG00000156976.17|EIF4A2	6214	6501	7163	6655.99	7159.02	6868	6181	6576.99
ENSG00000156983.15|BRPF1	784	792	839	887	630	874	719	810
ENSG00000156990.14|RPUSD3	413	413	422	456	478	527	444	456
ENSG00000157014.11|TATDN2	1178.29	1145.65	1247.47	1253.67	974.53	1154.66	1021.78	1188.61
ENSG00000157020.18|SEC13	1820	1667	1799	1827	1704	1937	1661	1870
ENSG00000157021.9|FAM92A1P1	4.14	6.31	6.15	5.21	12.31	3.11	6.1	1.04
ENSG00000157036.13|EXOG	281	295	381	341	280	322	313	375
ENSG00000157045.9|NTAN1	237.46	251.32	268.06	330.35	258.42	271.58	264.39	278.63
ENSG00000157064.11|NMNAT2	35	24	43	39	41	40	39	35
ENSG00000157077.14|ZFYVE9	434	399	516	493	512	485.93	481	479
ENSG00000157087.19|ATP2B2	222	245	260	277	207	249	204	216
ENSG00000157103.12|SLC6A1	12	10	10	13	9	7	7	10
ENSG00000157106.16|SMG1	1032.84	1210.01	1469.7	1302.8	1325.76	1384.81	1264.48	1406.24
ENSG00000157107.14|FCHO2	598	596	772	753	712	738	690	798
ENSG00000157110.16|RBPMS	761	650	832	717	618	705	686	684
ENSG00000157150.5|TIMP4	617	615	659	655	640	721	632	597
ENSG00000157152.17|SYN2	10	8	7	9	11	11	14	9
ENSG00000157168.19|NRG1	200	123	205	145	172	146	166	156
ENSG00000157181.16|ODR4	585	636	701	698	724	774	630	750
ENSG00000157184.7|CPT2	194.81	179.9	195.28	176.18	181	176.09	139.98	168.57
ENSG00000157191.20|NECAP2	746	700	693	732	647	788	673	729
ENSG00000157193.16|LRP8	833.91	874.54	1062.76	996.65	1125.68	1194.24	1112.54	1068.25
ENSG00000157212.18|PAXIP1	379.1	340.35	455.23	404.62	368.61	387.66	352.65	332.93
ENSG00000157214.14|STEAP2	2	8	9	12	10	3	3	3
ENSG00000157216.15|SSBP3	693.78	642.67	834.24	775.75	664.83	838.83	679.93	697.75
ENSG00000157224.16|CLDN12	860	1185	1121.69	1287	1229	1212	1142	1265
ENSG00000157227.13|MMP14	1134	1115	1199	1315	1001	1291	1084	1196
ENSG00000157240.3|FZD1	255	252	270	273	206	265	232	268
ENSG00000157259.8|GATAD1	861	848	976	940	998	949	805	863
ENSG00000157306.14|ZFHX2-AS1	277.85	378.25	394.06	359.46	304.08	382.96	311.43	370.92
ENSG00000157322.17|CLEC18A	14.47	30.31	12.48	6.01	21.32	33.77	12.49	17.93
ENSG00000157326.19|DHRS4	227.24	200.86	246.51	289.5	224.32	226.38	191.31	237.92
ENSG00000157335.20|CLEC18C	6.07	3.21	11.68	1.37	0	0	17.41	9.09
ENSG00000157343.8|ARMC12	52	48	64	57	48	47	38	72
ENSG00000157349.16|DDX19B	811.69	807.43	938.11	899.63	841.43	858.57	803.25	782.38
ENSG00000157350.13|ST3GAL2	666	741	840	842	733	799	765	730
ENSG00000157353.17|FUK	328	350	406	337	342	387	381	320
ENSG00000157379.14|DHRS1	199	195	226	240	195	285	240	277
ENSG00000157399.14|ARSE	53	45	56	58	43	52	37	51
ENSG00000157423.18|HYDIN	33.98	28.41	62.29	43.54	62.46	34.08	37.4	51.36
ENSG00000157426.14|AASDH	205	203	239	182	226	247	173	200
ENSG00000157429.15|ZNF19	62.88	61.48	50.88	66.35	66.76	58.48	54.8	58.58
ENSG00000157450.15|RNF111	593	694	805	727	795	852	761	775
ENSG00000157456.8|CCNB2	1632	2124	2057	2186	1611	1914	1758	1774
ENSG00000157470.12|FAM81A	29	28	43	30	32	38	31	34
ENSG00000157483.8|MYO1E	216	227	267	223	232	238	264	234
ENSG00000157500.12|APPL1	902	933	1111	1126	1054	1027	948.97	1103
ENSG00000157502.13|PWWP3B	22	17	14	21	18	15	22	17
ENSG00000157510.14|AFAP1L1	232	293	322	255	244	303	208	259
ENSG00000157514.16|TSC22D3	109	119	170	157	119	150	123	146
ENSG00000157538.14|VPS26C	1416.43	1494.02	1519.01	1473.77	1469.66	1482	1353.04	1397
ENSG00000157540.21|DYRK1A	2009.17	1957.12	2213.34	2007	2078	2141	1955	1954
ENSG00000157542.11|KCNJ6	4	9	6	7	6	1	4	11
ENSG00000157557.12|ETS2	220	198	241	248	291	242	280	263
ENSG00000157578.13|LCA5L	18	10.68	6.22	13	13	13.46	8	13.9
ENSG00000157593.19|SLC35B2	1844	1717	1878	1836.33	1671	1802	1626	1625
ENSG00000157600.12|TMEM164	879	743	923	796	808	792	757	700
ENSG00000157601.14|MX1	94	123	127	106	84	113	79	93
ENSG00000157613.10|CREB3L1	99	109	101	111	50	93	89	77
ENSG00000157617.17|C2CD2	132	137	130	170	158	170	139	149
ENSG00000157625.15|TAB3	457	538	569	565	600	593	502	566
ENSG00000157637.13|SLC38A10	815.31	927	976	958.43	811	978	835	869
ENSG00000157653.11|C9orf43	7	13	12	7	19	9	14	20
ENSG00000157654.17|PALM2-AKAP2	243.23	229.69	279.9	185.87	205.8	177.83	348.52	129.31
ENSG00000157657.14|ZNF618	1669	1828	1959	1998	1658	1758	1602	1738
ENSG00000157680.15|DGKI	38	44	59	43	50	62	47	53
ENSG00000157693.15|TMEM268	194	218	279	252	229	218	190	253
ENSG00000157734.14|SNX22	533.04	509.48	580.95	515.16	503.54	523.7	467.89	481.53
ENSG00000157741.15|UBN2	261	357	338	333	392	381	331	382
ENSG00000157764.13|BRAF	435.43	454.58	619.09	497.54	504.3	441.56	444.35	479.56
ENSG00000157766.16|ACAN	144	188	222	219	145	180	158	152
ENSG00000157778.8|PSMG3	391	399	477	508	420	483	424	469
ENSG00000157782.9|CABP1	6	5	9	15	9	13	12	5
ENSG00000157796.18|WDR19	632	623	710	588	735	697	620	603
ENSG00000157800.18|SLC37A3	401	449	461	421	464	466	464	454
ENSG00000157823.17|AP3S2	1042.99	1116.56	1210.02	1149.3	1008.29	1158.35	994.32	1048.52
ENSG00000157827.20|FMNL2	4173.97	4002.91	5309.93	4283.82	5065.92	4511.85	4639.94	4087.98
ENSG00000157833.13|GAREM2	1158	1192	1285	1459	1043	1273	1090	1177
ENSG00000157837.16|SPPL3	764	737	810	742	784	776	793	774
ENSG00000157851.17|DPYSL5	1234	1338	1419	1680	1080	1482	1096	1474
ENSG00000157869.15|RAB28	111	127	150	131	138	147	134	131
ENSG00000157870.16|PRXL2B	257	231	263.98	256	206	266.76	237	251
ENSG00000157873.17|TNFRSF14	65	58.21	80.71	68	60.84	71.71	73.88	66.89
ENSG00000157881.14|PANK4	186	199	216	240	229	198	227	225
ENSG00000157890.17|MEGF11	842	630	886	636	828	656	804	518
ENSG00000157895.11|C12orf43	323	326	375	388	321	330	322	327
ENSG00000157911.10|PEX10	146.61	134.5	166.81	115.63	147.04	155.16	125.83	92.33
ENSG00000157916.20|RER1	489.39	507.5	571.19	562.37	525.96	533.84	507.17	543.67
ENSG00000157927.16|RADIL	29	52	39	55	37	48	42	42
ENSG00000157933.10|SKI	497	497	569	530	493	584	469	495
ENSG00000157954.15|WIPI2	990	933	1026	1183	960	1027	979	1051
ENSG00000157978.11|LDLRAP1	332	350	392	403	361	398	419	440
ENSG00000157985.19|AGAP1	2391	1903	2751	1975.98	2175	1753	2197	1638
ENSG00000157992.12|KRTCAP3	29	33	46	32	43	23	48	33
ENSG00000157999.5|ANKRD61	5	11	19	7	16	7	4	6
ENSG00000158006.14|PAFAH2	349	371	412	392	398	443	402	438
ENSG00000158008.9|EXTL1	22	29	23	24	11	28	9	25
ENSG00000158019.20|BABAM2	449	318.92	469.75	337.11	427.36	333.09	393	326
ENSG00000158023.10|WDR66	24	16	18	30	22	30	22	25
ENSG00000158042.8|MRPL17	523	489	565	611	510	540	420	534
ENSG00000158062.20|UBXN11	297.05	317.11	311.01	381.04	299.04	335.11	305.15	388.06
ENSG00000158079.16|PTPDC1	248	271	319	328	301	312	325	377
ENSG00000158092.7|NCK1	615	573	716	671	656	731	630	671
ENSG00000158106.14|RHPN1	162	184	248	216	163	214	190	216
ENSG00000158109.15|TPRG1L	83	65	104	93	75	99	65.91	75
ENSG00000158122.12|PRXL2C	319	376	421	423	432	483	384	446
ENSG00000158158.12|CNNM4	388	415	441	476	369	438	345	414
ENSG00000158161.16|EYA3	758	882	916	990	913	975	920	954
ENSG00000158163.15|DZIP1L	200	211	239	309	173	248	212	213
ENSG00000158164.7|TMSB15A	369	409.75	405	411	369	358	300	361
ENSG00000158169.13|FANCC	942.44	973	1118	1156	1034	1070	993	1046.83
ENSG00000158186.13|MRAS	391	457	505	469	514	452	455	411
ENSG00000158195.11|WASF2	2024.97	2009.97	2220	2285	1996.97	2260	1938	2119
ENSG00000158201.10|ABHD3	285	299	370	368	329	345	304	384
ENSG00000158220.14|ESYT3	8	17	19	25	10	17	12	12
ENSG00000158234.12|FAIM	290	294	325	320	374	327	295	348
ENSG00000158246.8|TENT5B	41	51	59	89	44	62	89	49
ENSG00000158258.16|CLSTN2	90	46	120	39	109	47	71	27
ENSG00000158270.12|COLEC12	12	5	18	8	7	3	4	10
ENSG00000158286.13|RNF207	17	22	12	11	13	12	16	11
ENSG00000158290.16|CUL4B	786	857	930	931	941	937	776	990
ENSG00000158292.7|GPR153	229	267	260	334	177	279	226	246
ENSG00000158296.14|SLC13A3	17	21	13	30	13	23	10	14
ENSG00000158301.18|GPRASP2	322.26	329.22	368	421.93	352.15	371.36	319.67	385.32
ENSG00000158321.16|AUTS2	1359	1271	1416	1320	1139	1195	1105	1009
ENSG00000158352.15|SHROOM4	228	299	301	277	262	304	218	231
ENSG00000158373.8|HIST1H2BD	16	24	43	27	25	33	33	13
ENSG00000158402.20|CDC25C	278	334	358	404	251	337	299	343
ENSG00000158406.4|HIST1H4H	28	37	45	29	38	37	40	33
ENSG00000158411.11|MITD1	308	339	372.33	370	388	361	312	429
ENSG00000158417.11|EIF5B	2747.08	2669.32	3035.44	3230.18	3072.99	3118.16	2617.69	3125.21
ENSG00000158423.17|RIBC1	23	29	33	15	16	15	21	27
ENSG00000158427.15|TMSB15B	94.7	87.35	113.1	99.68	99.47	93.38	92.84	149.42
ENSG00000158435.8|CNOT11	845	858	977	905	924	1014	878	864
ENSG00000158445.10|KCNB1	102.22	131	126.31	113.79	84.45	111.63	71	77.75
ENSG00000158457.6|TSPAN33	241	252	254	299	230	294	256	273
ENSG00000158458.20|NRG2	170	164	204	151	153	141	153	134
ENSG00000158467.16|AHCYL2	710	695	797	706	761	738	679	700
ENSG00000158470.5|B4GALT5	6592	6993	8165	7705	7593	7494	7182	7020
ENSG00000158480.11|SPATA2	280	343	335	334	294	350	316	326
ENSG00000158483.16|FAM86C1	137.65	134.11	132.14	129	113.83	117.59	98.38	116.87
ENSG00000158526.8|TSR2	1710.05	1762.12	1894.05	1921.75	1510.8	1831.96	1586.69	1842.29
ENSG00000158528.12|PPP1R9A	361	357	480	383	489	407	406	399
ENSG00000158545.15|ZC3H18	1645	1644	1843	2011	1652	2019	1774	1854
ENSG00000158552.13|ZFAND2B	321	293	365	351	360	338	291	291
ENSG00000158555.15|GDPD5	45	47	51	48	39	46	52	46
ENSG00000158560.14|DYNC1I1	119	146	154	171	115	141	132	145
ENSG00000158571.10|PFKFB1	6	10	11	9	14	8	17	11
ENSG00000158604.15|TMED4	2020	2095	2335	2387	2428	2410	2197	2262
ENSG00000158615.9|PPP1R15B	1658	1795	1964	1982	1820	1911	1786	1998
ENSG00000158623.14|COPG2	1010.82	894.93	1119.98	917.77	1002.96	998.94	987.86	841.96
ENSG00000158636.16|EMSY	799	884	1030	1002	907	1015	986	994
ENSG00000158669.11|GPAT4	1885	1773	2040	2034	1929	2160	1928	2055
ENSG00000158683.8|PKD1L1	15	13	7	8	7	11	13	13
ENSG00000158691.14|ZSCAN12	244	297	274	275	283	333	273	333
ENSG00000158710.14|TAGLN2	788	762	836	870	844	913.99	810	879
ENSG00000158711.13|ELK4	915	1128.12	1208	1234.33	1101	1189.74	1076	1224
ENSG00000158715.6|SLC45A3	62	75	43	44	63	93	71	74
ENSG00000158717.10|RNF166	254	324	306	326	235	327	268	293
ENSG00000158747.14|NBL1	711	713	779	952	641	847	636.27	777
ENSG00000158773.14|USF1	881	928	912	964	865	1000	775	963
ENSG00000158792.16|SPATA2L	87	97	117	114	90	102	139	95
ENSG00000158793.14|NIT1	400.66	397.88	424.64	397.34	374.49	446.88	401.85	413.83
ENSG00000158796.17|DEDD	504.34	514.12	547.36	535.66	490.51	546.12	536.15	501.17
ENSG00000158805.12|ZNF276	1575.7	1472.87	1690.48	1417.25	1584.41	1688.65	1547.32	1419.29
ENSG00000158815.11|FGF17	8	10	6	16	6	13	13	10
ENSG00000158828.8|PINK1	1047.19	1056.51	1120.03	1141.27	969.91	1139.75	976.48	1131.01
ENSG00000158850.15|B4GALT3	318.91	312.68	331.78	317.51	303.78	305.36	298.53	320.56
ENSG00000158856.18|DMTN	64	79	59	96	71	82	106	89
ENSG00000158859.10|ADAMTS4	324	421	385	501	372	555	513	540
ENSG00000158863.22|FAM160B2	1032	1051	1073	1095	989	1223	995	1003
ENSG00000158864.12|NDUFS2	1680	1716	1753	1691	1726	1802	1575	1598
ENSG00000158869.11|FCER1G	6	4	5	3	6	14	7	2
ENSG00000158882.15|TOMM40L	279	249.25	325.58	283.42	275.56	304.57	286.71	269.32
ENSG00000158887.16|MPZ	37	23	24	34	24	37	35	42
ENSG00000158941.16|CCAR2	3719.66	3581.33	3834.19	4028.9	3318.86	3922.84	3185.9	3734.36
ENSG00000158966.15|CACHD1	571	534	613	623	613	628	646	592
ENSG00000158985.13|CDC42SE2	394	447	482	438	436	423	422	432
ENSG00000158987.20|RAPGEF6	346	386	436	461	421	418	397	388
ENSG00000159023.21|EPB41	741.11	760.17	868.98	958.4	641.12	798.6	605.88	793.36
ENSG00000159055.4|MIS18A	581	633	615	729	593	628	536	699
ENSG00000159063.13|ALG8	803	796	869	923	750	797	838	867
ENSG00000159069.14|FBXW5	736	822	827	896	707	864	781	782
ENSG00000159079.19|CFAP298	820.32	783.19	842.15	792.3	837.84	817.05	769.72	794.93
ENSG00000159082.17|SYNJ1	590	617	675	727	697	710	577	723
ENSG00000159086.15|PAXBP1	2297.29	2662.63	2920.58	2796.53	2691	2594	2418.18	2707
ENSG00000159110.19|IFNAR2	408.36	399.56	401.21	468.53	406.38	506.95	444.57	367.1
