Ola_602_R1B1	LMP.Olap_602_R1B1	Ola_602_R2B2	LMP.Olap_602_R2B2
ENSG00000170160.17|CCDC144A	9.71	20.39	18.55	19.46
ENSG00000170161.6|AL512625.1	294.77	318.07	271.59	296.45
ENSG00000170165.5|CR848007.1	107.75	90.46	64.62	96.32
ENSG00000170166.6|HOXD4	31.78	36.11	20.99	23.59
ENSG00000170175.11|CHRNB1	172	163	163	150
ENSG00000170185.9|USP38	559	514	409	582
ENSG00000170191.5|NANP	349	408	291	320
ENSG00000170222.11|ADPRM	46	51	49	58
ENSG00000170234.13|PWWP2A	310	310	313	369
ENSG00000170242.17|USP47	3000	2658	2586	2727
ENSG00000170248.15|PDCD6IP	1688.38	1557.26	1540.28	1626
ENSG00000170260.8|ZNF212	264	273	262	232
ENSG00000170264.13|FAM161A	442	475	372	554
ENSG00000170265.12|ZNF282	388	470	371	427
ENSG00000170266.16|GLB1	1035	943	1028	919
ENSG00000170270.5|GON7	203	206	190	208
ENSG00000170271.11|FAXDC2	184	199	113	131
ENSG00000170275.14|CRTAP	2382	2528	2160	2199
ENSG00000170291.14|ELP5	780	977	720.08	746
ENSG00000170293.9|CMTM8	44	42	44	40
ENSG00000170296.10|GABARAP	3456.83	3465.77	3202.26	3293.1
ENSG00000170310.15|STX8	376	271	350	273
ENSG00000170312.15|CDK1	3501	4371	3013	3965
ENSG00000170322.14|NFRKB	804	781	715	701
ENSG00000170325.14|PRDM10	313	307	248	300
ENSG00000170340.11|B3GNT2	199	274	236	284
ENSG00000170345.10|FOS	867	740	885	753
ENSG00000170348.9|TMED10	10572.98	9692.99	9507	9450.99
ENSG00000170364.12|SETMAR	184	169	164	195
ENSG00000170365.10|SMAD1	697	626	577	595
ENSG00000170382.12|LRRN2	1470	1432	1470	1366
ENSG00000170385.10|SLC30A1	446	402	347	376
ENSG00000170390.16|DCLK2	1889	1574	1467	1298
ENSG00000170396.8|ZNF804A	59	55	39	36
ENSG00000170417.16|TMEM182	110	93	109	93
ENSG00000170425.3|ADORA2B	49	47	42	76
ENSG00000170439.7|METTL7B	843	814	620	697
ENSG00000170445.14|HARS	1471.96	1475.13	1521.33	1532.61
ENSG00000170448.12|NFXL1	221	257	277.12	258
ENSG00000170456.16|DENND5B	894	774	656	714
ENSG00000170464.10|DNAJC18	591	442	395	436
ENSG00000170468.7|RIOX1	135	164	124	140
ENSG00000170469.10|SPATA24	44	48	32	29
ENSG00000170471.15|RALGAPB	1949	1770	1706	1770
ENSG00000170473.17|PYM1	205	217	223	227
ENSG00000170485.17|NPAS2	1697.23	1500.02	1911.15	1692.37
ENSG00000170500.12|LONRF2	420	386	246	337
ENSG00000170502.13|NUDT9	545	554	463	563
ENSG00000170515.14|PA2G4	3296.99	3508.99	2933.98	3429.99
ENSG00000170522.9|ELOVL6	884	946	966	1027
ENSG00000170525.21|PFKFB3	952	845	905	923
ENSG00000170537.13|TMC7	200	217	219	233
ENSG00000170540.15|ARL6IP1	6569.41	7768	5964	6574.1
ENSG00000170545.17|SMAGP	72	96	93	103
ENSG00000170549.4|IRX1	143	137.13	145	112
ENSG00000170558.9|CDH2	7063	6024	6841	6004
ENSG00000170561.13|IRX2	117	130	114	106
ENSG00000170571.12|EMB	239	214.62	237.94	237.91
ENSG00000170577.8|SIX2	43	71	35	43
ENSG00000170581.14|STAT2	1713	1921	1736	1881
ENSG00000170584.11|NUDCD2	430	449	361	436
ENSG00000170604.5|IRF2BP1	243	297	249	229
ENSG00000170606.15|HSPA4	2365	2137	1940	2161
ENSG00000170619.10|COMMD5	407.13	438.5	378.17	365.69
ENSG00000170629.14|DPY19L2P2	286.51	400.19	247.95	372.61
ENSG00000170631.15|ZNF16	173	147	124	123
ENSG00000170632.14|ARMC10	609	645.88	619	591
ENSG00000170633.16|RNF34	527.51	575.87	525	583.06
ENSG00000170634.13|ACYP2	100	98.11	93	87.37
ENSG00000170638.9|TRABD	440.15	509	478.64	478.38
ENSG00000170653.19|ATF7	1331.98	1267.56	1131.97	1155.63
ENSG00000170667.14|RASA4B	184.12	186.68	109.58	192.76
ENSG00000170677.6|SOCS6	1524	1646	1241	1504
ENSG00000170681.6|CAVIN4	27	36	19	32
ENSG00000170734.11|POLH	519	721	503	681
ENSG00000170759.11|KIF5B	9596	8868	8252	8787
ENSG00000170776.21|AKAP13	2438.76	1997.76	2031.87	1819.8
ENSG00000170779.10|CDCA4	1532	1850	1349	1639
ENSG00000170791.17|CHCHD7	143	115	97	108
ENSG00000170802.16|FOXN2	942	922	612	768
ENSG00000170832.13|USP32	1450.38	1167.27	1263.45	1239
ENSG00000170835.14|CEL	124.07	160	105	137
ENSG00000170836.11|PPM1D	568	704	493	547
ENSG00000170846.17|AC093323.1	263.62	261.41	223.96	247.22
ENSG00000170852.11|KBTBD2	1991	1987	1697	1895
ENSG00000170855.4|TRIAP1	281	243	268	289
ENSG00000170860.4|LSM3	954	1021	830	940
ENSG00000170871.12|KIAA0232	1501	1353	1309	1361
ENSG00000170873.18|MTSS1	2924.97	2511.92	2489.96	2534.98
ENSG00000170876.7|TMEM43	1716	1648	1775	1776
ENSG00000170881.4|RNF139	699	666	589	629
ENSG00000170889.14|RPS9	4107	4555	3443	4203
ENSG00000170891.11|CYTL1	1322	848	1843	1243
ENSG00000170892.11|TSEN34	685	744	560	662
ENSG00000170899.11|GSTA4	562	573	532	601
ENSG00000170903.11|MSANTD4	636.22	659.8	558.1	638.8
ENSG00000170906.15|NDUFA3	450.52	456.7	448.99	371.2
ENSG00000170915.9|PAQR8	388	391	334	343
ENSG00000170917.13|NUDT6	166.98	146.85	133.39	117.42
ENSG00000170919.15|TPT1-AS1	134.37	151.99	102.93	138.06
ENSG00000170921.15|TANC2	1499.47	1196	1035.33	1011
ENSG00000170946.15|DNAJC24	521.99	462.7	412.42	511.57
ENSG00000170949.17|ZNF160	730	675	595	650
ENSG00000170954.11|ZNF415	316	302	267	299
ENSG00000170961.7|HAS2	1103.36	969.32	1108.17	1092.37
ENSG00000170962.13|PDGFD	29	34	21	26
ENSG00000171004.18|HS6ST2	1166	776	1007	870
ENSG00000171016.12|PYGO1	420	443	328	491
ENSG00000171044.10|XKR6	46	27	40	32
ENSG00000171045.15|TSNARE1	116	98	81	72
ENSG00000171055.15|FEZ2	783	667	663	655
ENSG00000171056.8|SOX7	24	25	13.74	22
ENSG00000171067.11|C11orf24	528	639	561	568
ENSG00000171084.15|FAM86JP	26.07	22.12	21.89	13
ENSG00000171094.18|ALK	280	204	231	172
ENSG00000171097.14|KYAT1	246.27	235.49	186.55	233.17
ENSG00000171100.14|MTM1	187	200	163	183
ENSG00000171103.11|TRMT61B	220.52	193.22	169.76	200.27
ENSG00000171105.14|INSR	615	634	542	565
ENSG00000171109.19|MFN1	957	891	852	991
ENSG00000171121.16|KCNMB3	327.22	299.08	259.08	322.66
ENSG00000171126.8|KCNG3	11	23	14	26
ENSG00000171130.18|ATP6V0E2	1264.61	1305.68	1100.73	1075
ENSG00000171132.14|PRKCE	356	314	291	236
ENSG00000171135.14|JAGN1	357	383	365	333
ENSG00000171148.13|TADA3	2430.26	2174.46	1999.91	2301.7
ENSG00000171150.9|SOCS5	396	378	331	381
ENSG00000171155.8|C1GALT1C1	162	122	131	118
ENSG00000171159.5|C9orf16	294.8	300.79	279.18	211.34
ENSG00000171160.18|MORN4	200	164	176	195
ENSG00000171161.13|ZNF672	127	138	103	99
ENSG00000171163.15|ZNF692	404	413	361	411
ENSG00000171169.9|NAIF1	200	176	158	176
ENSG00000171189.17|GRIK1	277	164	238	149
ENSG00000171202.7|TMEM126A	265	261	269	282
ENSG00000171204.12|TMEM126B	626	643	559	582
ENSG00000171206.14|TRIM8	652	691.52	591	666.21
ENSG00000171208.9|NETO2	3439	3569	2925	3309
ENSG00000171222.10|SCAND1	268.18	273.82	236.02	213.94
ENSG00000171223.6|JUNB	338.95	382	293.9	303
ENSG00000171227.7|TMEM37	28	29	23	17
ENSG00000171241.9|SHCBP1	1580	1754	1402	1718
ENSG00000171246.6|NPTX1	76	56	243	196
ENSG00000171262.11|FAM98B	2354	2345	2134	2363
ENSG00000171291.8|ZNF439	439.82	416.45	335	460
ENSG00000171295.12|ZNF440	428.18	381.28	366	398
ENSG00000171298.13|GAA	834	842	851	768
ENSG00000171302.17|CANT1	930	902	872	844
ENSG00000171303.7|KCNK3	47	35	22	21
ENSG00000171307.19|ZDHHC16	439	481	482	454
ENSG00000171310.11|CHST11	2729	2402	2160	1922
ENSG00000171311.12|EXOSC1	263	262	262	265
ENSG00000171314.9|PGAM1	3323.56	3432.54	2968.94	3128.69
ENSG00000171316.12|CHD7	3877	3043	2755	2615
ENSG00000171320.14|ESCO2	885	1315	728	1340
ENSG00000171357.6|LURAP1	62	37.05	51.88	38.99
ENSG00000171365.17|CLCN5	402	413	264	321
ENSG00000171368.12|TPPP	569.36	497.78	489.92	519.91
ENSG00000171385.9|KCND3	3260	2486	2734	2210
ENSG00000171388.12|APLN	23	26	13	19
ENSG00000171408.14|PDE7B	44	25	39	21
ENSG00000171421.13|MRPL36	390	376	360	308
ENSG00000171425.10|ZNF581	196.06	214.79	160.19	219.49
ENSG00000171428.14|NAT1	78	111	69	78
ENSG00000171443.7|ZNF524	55.45	50	62	57
ENSG00000171444.18|MCC	1898	1457	1651	1467
ENSG00000171448.9|ZBTB26	373	379	324	398
ENSG00000171451.14|DSEL	4508.77	3693.35	3727.97	3521.68
ENSG00000171453.19|POLR1C	508.83	530.16	511.08	446.47
ENSG00000171456.19|ASXL1	4253	4211	3616	3858
ENSG00000171462.15|DLK2	60	77	46	65
ENSG00000171466.10|ZNF562	1385.76	1516.86	1174.26	1293
ENSG00000171467.16|ZNF318	1519	1534	1322	1505
ENSG00000171469.11|ZNF561	1143	1146	1043.02	1248
ENSG00000171475.14|WIPF2	1167	1055	1052	1127
ENSG00000171483.13|SSX6P	23	36	30	41
ENSG00000171488.15|LRRC8C	141	112	112	150
ENSG00000171490.13|RSL1D1	1632	1626	1438	1524
ENSG00000171492.14|LRRC8D	1003	876	873	892
ENSG00000171497.5|PPID	661.29	739.95	689.6	766.51
ENSG00000171503.11|ETFDH	229.71	211.05	197.4	209.49
ENSG00000171517.6|LPAR3	22	22	8	21
ENSG00000171530.14|TBCA	2089	1924	1831	1809
ENSG00000171533.11|MAP6	327	263	245	231
ENSG00000171551.12|ECEL1	12	10	6	10
ENSG00000171552.13|BCL2L1	1485.02	1340.98	1309.33	1363.06
ENSG00000171566.12|PLRG1	1241	1142	1083	1231
ENSG00000171570.11|RAB4B-EGLN2	18.19	0	7.69	28.77
ENSG00000171574.18|ZNF584	226	256	183	209
ENSG00000171587.15|DSCAM	52	39	53	49
ENSG00000171603.17|CLSTN1	4353	4356	4076	4151
ENSG00000171604.12|CXXC5	571	605	541	528
ENSG00000171606.18|ZNF274	1424	1417	1231	1484
ENSG00000171608.15|PIK3CD	88	93	55	96
ENSG00000171612.7|SLC25A33	270.82	290.52	201.51	247.25
ENSG00000171617.14|ENC1	5232.31	5867.79	3568.78	4391.73
ENSG00000171621.14|SPSB1	73	80	79	68
ENSG00000171634.18|BPTF	3242.03	2943.4	2738.78	2863.08
ENSG00000171649.12|ZIK1	879	937.05	780	878
ENSG00000171680.21|PLEKHG5	403	422	375	366
ENSG00000171681.12|ATF7IP	2441	2137	2099	2072
ENSG00000171700.14|RGS19	189	244	235	226
ENSG00000171703.17|TCEA2	1037	1057	857	974
ENSG00000171720.10|HDAC3	874	964	836	849
ENSG00000171723.15|GPHN	443	296	360	307
ENSG00000171724.3|VAT1L	30	10	17	16
ENSG00000171729.14|TMEM51	546.64	488	435.93	393.79
ENSG00000171735.19|CAMTA1	191	218	165	167
ENSG00000171757.15|LRRC34	54.97	25.44	42.68	60.63
ENSG00000171763.19|SPATA5L1	423	459	381	410
ENSG00000171766.16|GATM	800	770	733	751
ENSG00000171786.6|NHLH1	40	41	13	21
ENSG00000171790.15|SLFNL1	25.62	24.52	19.73	27.74
ENSG00000171791.13|BCL2	229	266	198	266
ENSG00000171792.11|RHNO1	1100	1327	971	1195
ENSG00000171793.15|CTPS1	1691	1823	1398	1736
ENSG00000171806.12|METTL18	115	87	83	126
ENSG00000171812.13|COL8A2	115	125	106	84
ENSG00000171813.14|PWWP2B	43	34	48	40
ENSG00000171815.5|PCDHB1	23	41	35	53
ENSG00000171817.17|ZNF540	22	18.22	14	19
ENSG00000171823.7|FBXL14	163	159	97	98
ENSG00000171824.14|EXOSC10	1989.5	2075.44	1810.99	2007.1
ENSG00000171827.10|ZNF570	321.88	323	308	368.84
ENSG00000171848.15|RRM2	3503	5653	2843	5284
ENSG00000171853.16|TRAPPC12	526	477	490	435
ENSG00000171858.18|RPS21	1682	1710	1536	1419
ENSG00000171861.11|MRM3	309	300	301	379.92
ENSG00000171862.11|PTEN	881.42	831.55	775.8	868.09
ENSG00000171863.14|RPS7	5844.46	5561.07	4692.55	4878.22
ENSG00000171865.10|RNASEH1	1338	1210	1052	1086
ENSG00000171867.16|PRNP	2572	2599	2079	2411
ENSG00000171877.21|FRMD5	2909	2198	2655	2179
ENSG00000171903.16|CYP4F11	163	164	161	186
ENSG00000171914.16|TLN2	738.03	607.7	487.99	508.57
ENSG00000171928.14|TVP23B	564.95	521.08	575.65	623.01
ENSG00000171931.12|FBXW10	11.34	15.2	21.09	12.74
ENSG00000171940.13|ZNF217	2093.99	2085	1978.99	2414.99
ENSG00000171943.11|SRGAP2C	932.77	941.66	936.54	901.52
ENSG00000171951.5|SCG2	2007	2149	1216	1379
ENSG00000171953.16|ATPAF2	314.8	328.74	312.75	304.2
ENSG00000171960.11|PPIH	479	512	396	399.95
ENSG00000171962.17|DRC3	81.28	53.31	59.5	48.52
ENSG00000171970.13|ZNF57	106	112.72	82	100
ENSG00000171984.15|SHLD1	116	100	109	117
ENSG00000171988.19|JMJD1C	2222.1	1821.27	1514.09	1625.14
ENSG00000171992.13|SYNPO	45	65	18	38
ENSG00000172000.7|ZNF556	65	52	53	46
ENSG00000172006.11|ZNF554	161	128	109	103
ENSG00000172007.6|RAB33B	29.6	23	44.8	38.74
ENSG00000172009.15|THOP1	1627	1822	1358	1675
ENSG00000172014.12|ANKRD20A4	268.94	212.12	253.69	280.32
ENSG00000172020.12|GAP43	2059	1882	2260	1983
ENSG00000172031.7|EPHX4	71	50	72	56
ENSG00000172037.14|LAMB2	4462	4330	4545	4511
ENSG00000172046.18|USP19	1179	1257	1028	1080
ENSG00000172053.18|QARS	2341	2375	1974	2208
ENSG00000172057.10|ORMDL3	1301	1503	1145	1326
ENSG00000172058.15|SERF1A	37.31	26.06	33.15	17.95
ENSG00000172059.11|KLF11	202.63	180.81	135.57	173.76
ENSG00000172062.16|SMN1	913.31	869.72	873.71	890.89
ENSG00000172071.12|EIF2AK3	520	530	552	518
ENSG00000172081.14|MOB3A	1305	1298	1269	1344
ENSG00000172086.8|KRCC1	396	389	398	413
ENSG00000172113.9|NME6	498.5	456.81	456.5	456.12
ENSG00000172115.8|CYCS	4043	3976	3441	3745
ENSG00000172123.12|SLFN12	161	205	192	190
ENSG00000172159.16|FRMD3	145	138	85	143
ENSG00000172164.15|SNTB1	2305	1896.97	2129.07	1950.32
ENSG00000172167.8|MTBP	386	436	274	459
ENSG00000172171.11|TEFM	111.92	158.32	177	137.23
ENSG00000172172.7|MRPL13	927	1073	870	953
ENSG00000172175.14|MALT1	846	902.95	840	1009
ENSG00000172183.15|ISG20	94	100	115	123
ENSG00000172197.10|MBOAT1	141	171	130	148
ENSG00000172201.12|ID4	3388	2717	3052	2597
ENSG00000172216.5|CEBPB	228.12	348.04	233.26	252.63
ENSG00000172239.14|PAIP1	2596.89	2528.03	2296.02	2625.82
ENSG00000172244.9|C5orf34	319	381	236	396.97
ENSG00000172262.11|ZNF131	1197	1268	1050	1263
ENSG00000172264.17|MACROD2	381	275	310	277
ENSG00000172269.19|DPAGT1	620	677.05	639.18	604.03
ENSG00000172270.19|BSG	11858.61	11614.29	10719.6	10400.37
ENSG00000172273.12|HINFP	490	521	473	527
ENSG00000172292.14|CERS6	1512.6	1389.27	1149.62	1365.89
ENSG00000172296.13|SPTLC3	9	26	13	13
ENSG00000172301.11|COPRS	835	910	709	888
ENSG00000172315.6|TP53RK	463	425	341	402
ENSG00000172318.5|B3GALT1	353	217.82	293	215
ENSG00000172331.12|BPGM	1055	935	1147	1029
ENSG00000172336.5|POP7	411	456	400	403
ENSG00000172339.10|ALG14	71	77	58	66
ENSG00000172340.14|SUCLG2	467.97	372.97	403	366.99
ENSG00000172350.10|ABCG4	19	11	17	17
ENSG00000172354.10|GNB2	2761	2666	2528	2518
ENSG00000172361.6|CFAP53	16	17	13	23
ENSG00000172366.20|MCRIP2	176	154	135	158
ENSG00000172375.13|C2CD2L	406	448.95	312.82	421.97
ENSG00000172379.21|ARNT2	5114	5116.92	4322	4627.99
ENSG00000172380.6|GNG12	950	932	936	978
ENSG00000172382.10|PRSS27	37.01	34.01	28	23
ENSG00000172409.6|CLP1	298	276.24	253	280
ENSG00000172426.16|RSPH9	23.32	12.15	8.45	16.97
ENSG00000172428.11|COPS9	390	409	317	332
ENSG00000172432.19|GTPBP2	1480	1603	1356	1615
ENSG00000172456.17|FGGY	47	63	59	38
ENSG00000172458.4|IL17D	146.13	166.08	120.22	123.05
ENSG00000172465.14|TCEAL1	176.95	173	134.26	153
ENSG00000172466.16|ZNF24	3097	2979	2846	3112
ENSG00000172469.16|MANEA	489	519	440	527
ENSG00000172476.4|RAB40A	17.19	15.37	11	14.96
ENSG00000172493.20|AFF1	1151	1074	1017	1104
ENSG00000172500.12|FIBP	1152	1200	1067	1092
ENSG00000172508.10|CARNS1	28	28	23	25
ENSG00000172530.20|BANP	210.89	178.64	158.83	159.16
ENSG00000172531.15|PPP1CA	3024.45	3174.12	2765.2	2983.29
ENSG00000172534.14|HCFC1	5635	5409	4565	4415
ENSG00000172548.14|NIPAL4	3	12	12	8
ENSG00000172575.12|RASGRP1	523	524	394	443
ENSG00000172586.8|CHCHD1	325	299	288	290
ENSG00000172590.18|MRPL52	560	516	521	524
ENSG00000172594.13|SMPDL3A	105	139	109	140
ENSG00000172602.11|RND1	21	40	38	33
ENSG00000172613.8|RAD9A	370.55	497.88	360.8	439.71
ENSG00000172638.13|EFEMP2	104	101	98	111
ENSG00000172650.13|AGAP5	158.07	153.39	125.46	142.84
ENSG00000172661.18|WASHC2C	1710.84	1529.8	1521.19	1532.69
ENSG00000172663.9|TMEM134	186	138	136	151
ENSG00000172667.11|ZMAT3	614	622	565	590
ENSG00000172671.19|ZFAND4	81	84	87	115
ENSG00000172687.13|ZNF738	557	578	453	576
ENSG00000172725.14|CORO1B	846.96	914.27	864.88	784.13
ENSG00000172728.15|FUT10	254	232	195	210
ENSG00000172731.14|LRRC20	368	351	325	278
ENSG00000172732.12|MUS81	1081	1055.89	1006	1067
ENSG00000172733.11|PURG	116	138	145	147
ENSG00000172738.12|TMEM217	12.64	9.22	11.38	13.42
ENSG00000172742.5|OR4D9	5	11	5	20
ENSG00000172748.14|ZNF596	94.49	75.04	111.72	97.94
ENSG00000172757.13|CFL1	17503.34	17698.27	15896.78	16569.91
ENSG00000172765.17|TMCC1	787	743	721	770
ENSG00000172766.19|NAA16	784	775	674	694
ENSG00000172775.17|FAM192A	2701.37	2843.89	2208.07	2513.21
ENSG00000172780.16|RAB43	28.86	73.32	41.87	15.67
ENSG00000172785.18|CBWD1	78.64	89.82	110.96	67.35
ENSG00000172789.3|HOXC5	21.49	30.83	14.26	23.73
ENSG00000172794.20|RAB37	24	16	20	6
ENSG00000172795.16|DCP2	2115	2446	1877	2471
ENSG00000172803.18|SNX32	39.66	48.83	36.22	38.09
ENSG00000172809.13|RPL38	2304.35	2429.76	2045.82	1892.8
ENSG00000172819.17|RARG	231	222	191	247
ENSG00000172828.13|CES3	22	23	6	17
ENSG00000172830.13|SSH3	63	70	73	65
ENSG00000172831.12|CES2	701.53	709.9	658.68	640.46
ENSG00000172840.6|PDP2	576	668	508	617
ENSG00000172845.15|SP3	2756	2705	2395	2655
ENSG00000172869.14|DMXL1	838	812	768	824
ENSG00000172878.14|METAP1D	285	309	225	270
ENSG00000172888.12|ZNF621	1389	1453	1374	1546
ENSG00000172889.16|EGFL7	116	157	91	111
ENSG00000172890.12|NADSYN1	1422	1414	1407	1658
ENSG00000172893.15|DHCR7	1876	2211	2176	2389
ENSG00000172915.18|NBEA	637	387	650	441
ENSG00000172922.9|RNASEH2C	1227.8	1324.25	1156.46	1310.15
ENSG00000172932.14|ANKRD13D	716	735	694	775
ENSG00000172936.14|MYD88	13	18	5	7
ENSG00000172939.9|OXSR1	840	784	768	781
ENSG00000172943.19|PHF8	1641	1411	1263	1444
ENSG00000172954.13|LCLAT1	574	570	484	510
ENSG00000172965.15|MIR4435-2HG	269.12	231.15	353.06	291.08
ENSG00000172977.13|KAT5	1510.2	1450.75	1342.54	1365.85
ENSG00000172985.10|SH3RF3	996	867	784	726
ENSG00000172986.12|GXYLT2	26	21	12	14
ENSG00000172992.12|DCAKD	917	957	813	711
ENSG00000173011.12|TADA2B	463	489	391	449
ENSG00000173013.5|CCDC96	31	42	30	34
ENSG00000173020.11|GRK2	1343	1398	1169	1365
ENSG00000173039.19|RELA	1800	1883	1764	1848
ENSG00000173041.12|ZNF680	916	874.16	771	951.27
ENSG00000173064.13|HECTD4	1500	1279	1179	1213
ENSG00000173065.13|FAM222B	1126.27	1352.31	1024.38	1146.56
ENSG00000173068.18|BNC2	16	20	15	9
ENSG00000173083.15|HPSE	308	260	253	260
ENSG00000173085.14|COQ2	429	404	379	340
ENSG00000173113.6|TRMT112	1866.4	1955.17	1770.67	1943.06
ENSG00000173114.13|LRRN3	340	545	236	394
ENSG00000173120.15|KDM2A	2324	2339	2170	2174
ENSG00000173137.12|ADCK5	122	120	113	110
ENSG00000173141.5|MRPL57	471	508	429	453
ENSG00000173145.11|NOC3L	498	471	447	469
ENSG00000173153.14|ESRRA	506.6	495.83	485.33	455.94
ENSG00000173163.10|COMMD1	264.31	213.83	252.1	276.99
ENSG00000173166.18|RAPH1	1045.41	1042.94	933.47	1003.39
ENSG00000173171.14|MTX1	493.66	485	385	466.66
ENSG00000173175.14|ADCY5	139	136	140	95
ENSG00000173193.15|PARP14	1125	1204	967	1142
ENSG00000173207.13|CKS1B	702.79	798	637	757
ENSG00000173208.4|ABCD2	45	62	19	33
ENSG00000173209.23|AHSA2P	2936.41	3048.46	2732.78	3241.95
ENSG00000173214.5|MFSD4B	141	124	108	147
ENSG00000173218.15|VANGL1	674	737	601	638
ENSG00000173221.14|GLRX	210	230	273	290
ENSG00000173226.17|IQCB1	506	489	391	544
ENSG00000173227.14|SYT12	354	310	331	298
ENSG00000173230.15|GOLGB1	1673	1727	1454	1724
ENSG00000173258.12|ZNF483	50	40	28	38
ENSG00000173264.14|GPR137	894.74	970.6	767.37	963.25
ENSG00000173272.16|MZT2A	227.61	253.84	228.11	191.24
ENSG00000173273.16|TNKS	2412.42	2170	2053.18	2060.54
ENSG00000173275.12|ZNF449	187	142	140	143
ENSG00000173276.14|ZBTB21	1016	1174	854	1185
ENSG00000173281.5|PPP1R3B	310	271	221	299
ENSG00000173295.7|FAM86B3P	43	38	32	31
ENSG00000173320.12|STOX2	282	298	156	224
ENSG00000173327.8|MAP3K11	968	993	902	840
ENSG00000173334.4|TRIB1	502	482	452	431
ENSG00000173402.11|DAG1	3273	3166	2920	2895
ENSG00000173404.5|INSM1	322	378	171	225
ENSG00000173409.14|ARV1	259	271	243	274
ENSG00000173418.11|NAA20	997	1011	953	1002
ENSG00000173436.15|MICOS10	546	555	542.73	558
ENSG00000173442.13|EHBP1L1	257	211	205	200
ENSG00000173451.7|THAP2	91.27	72.82	102.95	93
ENSG00000173456.4|RNF26	1068.92	1189.33	877	968
ENSG00000173457.11|PPP1R14B	3818.57	3781.76	3399.96	3289.18
ENSG00000173465.7|SSSCA1	355.07	432.42	397.63	388.03
ENSG00000173473.11|SMARCC1	4437	3779	3418	3480
ENSG00000173480.11|ZNF417	397.08	364.8	337.43	364.69
ENSG00000173482.16|PTPRM	16	20	15	16
ENSG00000173486.13|FKBP2	841.94	786.26	760.18	742.99
ENSG00000173511.9|VEGFB	1693	1810	1368	1566
ENSG00000173517.10|PEAK1	3468	2968	2658	2713
ENSG00000173531.15|MST1	397.59	362.72	302.58	303.85
ENSG00000173540.12|GMPPB	601.21	639.08	528.03	640.02
ENSG00000173542.8|MOB1B	1521	1592	1333	1640
ENSG00000173545.5|ZNF622	383	369	343	337
ENSG00000173546.7|CSPG4	6236.97	5224.99	6324.98	5332
ENSG00000173548.8|SNX33	1171	1233.3	1026	1166.94
ENSG00000173557.15|C2orf70	22	24	16	19
ENSG00000173559.12|NABP1	83	120.97	53	87
ENSG00000173575.21|CHD2	5982.85	4972.26	4402.35	4498.89
ENSG00000173581.7|CCDC106	388	419.85	317	320
ENSG00000173588.14|CEP83	208.48	228.79	194	236.68
ENSG00000173598.14|NUDT4	2506.7	2294.58	2346.39	2223.8
ENSG00000173599.14|PC	759.81	808.2	671.57	671.31
ENSG00000173611.17|SCAI	292.5	274.83	254	304.38
ENSG00000173614.14|NMNAT1	199	195	215	233
ENSG00000173621.9|LRFN4	652.19	635.8	568.43	504.69
ENSG00000173638.19|SLC19A1	423.51	437.35	386.94	314.72
ENSG00000173641.17|HSPB7	363	417	337	416
ENSG00000173653.7|RCE1	368.66	426.78	362.26	362
ENSG00000173660.12|UQCRH	1520.95	1433.74	1188.91	1270.5
ENSG00000173674.11|EIF1AX	2078.8	2152.52	1765.45	2143.57
ENSG00000173681.16|BCLAF3	391	320	314	338
ENSG00000173692.13|PSMD1	3437	3226	3109	3178
ENSG00000173698.18|ADGRG2	455	496	398	472
ENSG00000173705.9|SUSD5	440	326	337	349
ENSG00000173706.14|HEG1	2784	2850	2841	3089
ENSG00000173715.16|C11orf80	284.34	273.22	252.74	281
ENSG00000173726.11|TOMM20	3676.53	3530.37	2908.13	3231.83
ENSG00000173744.17|AGFG1	1321	1277	1265	1223
ENSG00000173757.9|STAT5B	1788.62	1815.26	1667.38	1714.12
ENSG00000173786.17|CNP	3871.03	4141.08	3550.65	3825.84
ENSG00000173801.17|JUP	56	90	39	56
ENSG00000173805.15|HAP1	85	103	73	82
ENSG00000173812.11|EIF1	5047	4844	5023	5018
ENSG00000173818.17|ENDOV	202	184	238	182
ENSG00000173821.19|AC124319.1	3884.36	3098.86	3211.57	3091.35
ENSG00000173825.7|TIGD3	56	40	37	50
ENSG00000173846.13|PLK3	58	71	60	75
ENSG00000173848.19|NET1	811	1006	717	952
ENSG00000173852.14|DPY19L1	2835.47	2865.27	2941.47	3189.81
ENSG00000173867.10|AC013489.1	72.74	21.08	20.78	61.92
ENSG00000173875.13|ZNF791	995	903	871	872
ENSG00000173889.16|PHC3	1120	1073	903	1148
ENSG00000173894.11|CBX2	1718	1763	1414	1772
ENSG00000173898.13|SPTBN2	703	768	493	560
ENSG00000173905.8|GOLIM4	5084	5238	4170	4652
ENSG00000173914.12|RBM4B	738.92	779.43	734.77	733.62
ENSG00000173915.16|ATP5MD	500	457	486	513
ENSG00000173926.6|MARCH3	77	55	64	74
ENSG00000173928.2|SWSAP1	24.61	20.6	17.32	21.69
ENSG00000173933.20|RBM4	3276.93	3300.31	3007.46	3191.29
ENSG00000173947.14|PIFO	25	24	11	25
ENSG00000173950.16|XXYLT1	670	665	676	536
ENSG00000173960.14|UBXN2A	860	885	838	946
ENSG00000173988.12|LRRC63	11	14	9	6
ENSG00000173991.5|TCAP	121	151	116	133
ENSG00000173992.9|CCS	451	462	403	469
ENSG00000174007.8|CEP19	93	172	122	164
ENSG00000174010.9|KLHL15	327	290	254	272
