Ola_602_R1B1	LMP.Olap_602_R1B1	Ola_602_R2B2	LMP.Olap_602_R2B2
ENSG00000174013.8|FBXO45	620	671	554	686
ENSG00000174015.10|SPERT	13	10	11	14
ENSG00000174021.11|GNG5	1134	1311	1047	1048.93
ENSG00000174028.6|FAM3C2	149.56	106.82	107.82	87.67
ENSG00000174032.17|SLC25A30	155	188	157	205
ENSG00000174080.11|CTSF	287	274	212	255
ENSG00000174099.11|MSRB3	431	391	460	401
ENSG00000174106.3|LEMD3	541	597	553	595
ENSG00000174109.5|C16orf91	125	118	138	110
ENSG00000174125.8|TLR1	15	21	11	14
ENSG00000174132.9|FAM174A	86	82	50	69
ENSG00000174136.12|RGMB	870.87	1208.99	666.92	982.42
ENSG00000174137.12|FAM53A	20	14	8	8
ENSG00000174151.14|CYB561D1	191	174	143	144
ENSG00000174165.8|ZDHHC24	255.18	250.32	219.92	226.78
ENSG00000174173.7|TRMT10C	589	601	565	637
ENSG00000174177.13|CTU2	254	253.31	218	266.38
ENSG00000174197.16|MGA	2498	2374	2048	2251
ENSG00000174206.12|C12orf66	80	64	61	60
ENSG00000174227.16|PIGG	1301	1230	1228	1233
ENSG00000174231.17|PRPF8	7176	6959	5644	6240
ENSG00000174233.11|ADCY6	1140.58	1145.28	952.09	1188.85
ENSG00000174238.14|PITPNA	1906.95	1824.6	1770.62	1741.59
ENSG00000174243.10|DDX23	2389	2513	2014	2405
ENSG00000174276.6|ZNHIT2	24	27	26	34
ENSG00000174279.4|EVX2	11	14	12	14
ENSG00000174282.12|ZBTB4	2332	2304	1941	2171
ENSG00000174292.12|TNK1	28	12	19	22
ENSG00000174306.21|ZHX3	1432.41	1261.42	1010.55	1003.91
ENSG00000174307.6|PHLDA3	14	15	18	19
ENSG00000174327.6|SLC16A13	52	69	76	87
ENSG00000174343.6|CHRNA9	11	14	8	0
ENSG00000174348.13|PODN	47.29	48.11	49.27	44.27
ENSG00000174353.17|STAG3L3	1102.26	1099.49	887.9	962.8
ENSG00000174365.19|SNHG11	286	265	237	255
ENSG00000174371.17|EXO1	759	1054	653	1036
ENSG00000174373.16|RALGAPA1	895.81	700.65	767.48	761.93
ENSG00000174384.9|PMS2P6	65.33	61.9	43.83	71.72
ENSG00000174405.13|LIG4	306	264	314	312
ENSG00000174428.17|GTF2IRD2B	925.74	853.49	716.41	834.5
ENSG00000174437.17|ATP2A2	7695	7437	6335	6699
ENSG00000174442.12|ZWILCH	1228.22	1534.5	1040.16	1490.57
ENSG00000174444.15|RPL4	18037.11	17660.74	14847.93	15352.86
ENSG00000174446.13|SNAPC5	319.57	288.57	259.92	271.17
ENSG00000174453.9|VWC2L	34	22	30	29
ENSG00000174456.14|C12orf76	149.75	177.62	149.53	159.52
ENSG00000174460.4|ZCCHC12	617	497	443	498
ENSG00000174483.20|BBS1	602.82	503.68	522.54	541.22
ENSG00000174485.15|DENND4A	541	562	459	529
ENSG00000174498.14|IGDCC3	330	422	283	365
ENSG00000174500.13|GCSAM	14	22	18	12
ENSG00000174501.14|ANKRD36C	125.38	142.59	125.92	160.03
ENSG00000174514.13|MFSD4A	11	17.67	7	5
ENSG00000174516.15|PELI3	119.55	134.13	120.66	127.02
ENSG00000174521.7|TTC9B	32	30	16	24
ENSG00000174529.7|TMEM81	59	46	50	69
ENSG00000174547.13|MRPL11	636	687	543	689
ENSG00000174564.13|IL20RB	31	28	31	30
ENSG00000174574.16|AKIRIN1	1428	1368	1327	1324
ENSG00000174579.4|MSL2	770	817	659	730
ENSG00000174586.11|ZNF497	51.57	47.55	54.31	79.91
ENSG00000174599.5|TRAM1L1	50	59	42	45
ENSG00000174606.14|ANGEL2	869	757	727	889
ENSG00000174611.12|KY	29	44	17	24
ENSG00000174628.16|IQCK	162.36	147.63	129.9	139.89
ENSG00000174640.13|SLCO2A1	326	310	284	265
ENSG00000174652.19|ZNF266	1149	1371	1131	1353
ENSG00000174669.12|SLC29A2	44.91	49.81	53.41	64.22
ENSG00000174672.16|BRSK2	491	557	485	517
ENSG00000174684.7|B4GAT1	1061	1072	1048	1045
ENSG00000174695.10|TMEM167A	2928.86	2745.46	2443.8	2811.95
ENSG00000174705.13|SH3PXD2B	2017	1842	1668	1708
ENSG00000174718.12|RESF1	518	581	491	618
ENSG00000174720.16|LARP7	1412.96	1299.88	1196	1167
ENSG00000174721.9|FGFBP3	566.96	424	666.95	464.95
ENSG00000174738.13|NR1D2	1760	1649	1383	1528
ENSG00000174740.8|PABPC5	80	68	58	58
ENSG00000174744.14|BRMS1	789	852	676	885
ENSG00000174748.20|RPL15	11751.94	11076.21	10000.05	9655.97
ENSG00000174775.17|HRAS	596	667	638	639
ENSG00000174776.11|WDR49	32	35	44	44
ENSG00000174780.16|SRP72	2934	2794	2345	2626
ENSG00000174791.11|RIN1	272	281	285	272
ENSG00000174796.12|THAP6	249	229	203	269
ENSG00000174799.10|CEP135	445	485	327	507
ENSG00000174804.4|FZD4	330.28	317.45	278.77	231.02
ENSG00000174827.13|PDZK1	12	10.49	11.44	7.58
ENSG00000174839.13|DENND6A	413	458	348	388
ENSG00000174840.9|PDE12	498	519	434	515
ENSG00000174842.17|GLMN	280	233	197	287
ENSG00000174851.16|YIF1A	668.66	623.7	643.18	617
ENSG00000174871.11|CNIH2	388.34	543.3	357.82	381
ENSG00000174886.13|NDUFA11	990.64	1081.53	911.32	930.33
ENSG00000174891.13|RSRC1	748	594	636	547
ENSG00000174903.16|RAB1B	3508.9	3438.2	2973.34	2993.75
ENSG00000174915.12|PTDSS2	463	442	372	453
ENSG00000174917.8|MICOS13	350	321	354	293
ENSG00000174928.16|C3orf33	71	73.96	60	76
ENSG00000174938.14|SEZ6L2	1800	1769	1581	1606
ENSG00000174939.11|ASPHD1	232.84	230	197	187.45
ENSG00000174943.11|KCTD13	311.16	362	314	329.55
ENSG00000174945.13|AMZ1	22	16	34	26
ENSG00000174953.14|DHX36	1926	1769	1657	1740
ENSG00000174963.17|ZIC4	63	62	36	40
ENSG00000174989.13|FBXW8	721.99	743.96	557	551.99
ENSG00000174996.11|KLC2	1508	1538.01	1544.11	1565.67
ENSG00000175029.17|CTBP2	1013.49	949.53	937.37	888.9
ENSG00000175040.6|CHST2	282	321	297	253
ENSG00000175048.17|ZDHHC14	202	170	169	174
ENSG00000175054.15|ATR	649	555	517	609
ENSG00000175061.17|SNHG29	5026.67	5049.63	4187.51	4162.97
ENSG00000175063.17|UBE2C	2704	3420	2481	2586
ENSG00000175066.16|GK5	586	658	404	588
ENSG00000175073.8|VCPIP1	609	673	583	666
ENSG00000175087.10|PDIK1L	542	575	439	521
ENSG00000175093.5|SPSB4	727	762	591	698
ENSG00000175104.15|TRAF6	1142	1004	1128	998
ENSG00000175105.7|ZNF654	381	332	341	353
ENSG00000175110.11|MRPS22	674	613	557	646
ENSG00000175115.12|PACS1	1497	1548	1290	1312
ENSG00000175130.7|MARCKSL1	7574	7312	6827	6912
ENSG00000175137.11|SH3BP5L	245	284	248	264
ENSG00000175147.12|TMEM51-AS1	65.36	53.92	48.07	44.41
ENSG00000175155.9|YPEL2	200	201	161	152
ENSG00000175161.13|CADM2	192	77	150	82
ENSG00000175166.17|PSMD2	6308	6546	5688	6352
ENSG00000175170.15|FAM182B	56	39.84	42	28
ENSG00000175175.6|PPM1E	655.63	669.94	542.83	628.36
ENSG00000175182.15|FAM131A	145.92	129	117	141.53
ENSG00000175183.10|CSRP2	892	961	894	1036
ENSG00000175193.13|PARL	554.26	624.99	466.52	534.03
ENSG00000175197.12|DDIT3	261.77	226.57	195.34	189.51
ENSG00000175198.17|PCCA	371.83	287.74	334.71	260.84
ENSG00000175203.15|DCTN2	1904	1919	1827	1943
ENSG00000175213.2|ZNF408	179	152	144	182
ENSG00000175215.11|CTDSP2	2483	2255	2092	2161
ENSG00000175216.14|CKAP5	11143	11240	9335	10204
ENSG00000175220.12|ARHGAP1	1214	1397	1170	1270
ENSG00000175221.15|MED16	1022	1067	999	868
ENSG00000175224.16|ATG13	1468	1469	1325.02	1367.6
ENSG00000175229.7|GAL3ST3	83	85	76	61
ENSG00000175265.17|GOLGA8A	8342.9	7813.95	6667.97	7843.91
ENSG00000175274.18|TP53I11	1742	1851	1635	1920
ENSG00000175279.22|CENPS	104.59	110.29	83.32	123.71
ENSG00000175283.7|DOLK	492	505	422	446
ENSG00000175305.17|CCNE2	643.55	948.16	536.63	846.44
ENSG00000175309.15|PHYKPL	382.4	361.29	387.59	381.45
ENSG00000175322.11|ZNF519	351	377	225	381
ENSG00000175324.10|LSM1	468.44	450.47	381.22	431
ENSG00000175334.8|BANF1	3013.72	3110	2675	2807
ENSG00000175348.11|TMEM9B	528	544	485	526
ENSG00000175352.11|NRIP3	134	180	105	141
ENSG00000175354.20|PTPN2	486	495	475	483
ENSG00000175356.13|SCUBE2	140	195	120	206
ENSG00000175376.9|EIF1AD	766	821	694	836
ENSG00000175387.16|SMAD2	1333	1209	1176	1320
ENSG00000175390.14|EIF3F	2434.26	2441.06	2176	2226.32
ENSG00000175395.16|ZNF25	668	484	551	469
ENSG00000175414.7|ARL10	963	933.5	963	1133
ENSG00000175416.13|CLTB	295	295	234	255
ENSG00000175445.16|LPL	3569	2732	4142	3602
ENSG00000175449.14|RFESD	21	24	20.71	27
ENSG00000175455.15|CCDC14	3691	4447	3189	4826
ENSG00000175463.11|TBC1D10C	54	49	35	61
ENSG00000175467.15|SART1	1892	1930	1518	1708
ENSG00000175470.20|PPP2R2D	401	403	338	381
ENSG00000175471.19|MCTP1	33	48	38	46
ENSG00000175482.9|POLD4	158.78	101.75	95.79	94.58
ENSG00000175497.16|DPP10	1045	587	795	558
ENSG00000175505.11|CLCF1	41	41	21	59
ENSG00000175536.7|LIPT2	44.58	35.45	24	21
ENSG00000175544.13|CABP4	13	19	9	11
ENSG00000175548.9|ALG10B	498.62	568.18	400.84	574.79
ENSG00000175550.8|DRAP1	1169	1235	1129	1139
ENSG00000175556.16|LONRF3	241	262	235	272
ENSG00000175564.13|UCP3	33	22	29	30
ENSG00000175567.9|UCP2	775	988	704	907
ENSG00000175573.7|C11orf68	661	613	628	624
ENSG00000175575.12|PAAF1	475	500	412	466
ENSG00000175581.13|MRPL48	321	321	301	292
ENSG00000175582.19|RAB6A	2216.99	2224	2250	2187
ENSG00000175592.8|FOSL1	141	155	201	173
ENSG00000175595.14|ERCC4	309.74	331	299.85	312.9
ENSG00000175600.15|SUGCT	50	29	40	35
ENSG00000175602.3|CCDC85B	74	76	84	84
ENSG00000175606.11|TMEM70	316	363	345	331
ENSG00000175611.11|LINC00476	52.31	61.81	42.29	70.72
ENSG00000175634.15|RPS6KB2	558	559	457	514
ENSG00000175643.10|RMI2	391	383.16	409	418
ENSG00000175662.17|TOM1L2	771	834	701	665
ENSG00000175691.9|ZNF77	296	268	270	300
ENSG00000175701.10|MTLN	77	70	75	69
ENSG00000175711.8|B3GNTL1	96.27	71.44	76.44	54.52
ENSG00000175727.14|MLXIP	2700	2676	2145	2276
ENSG00000175741.5|RWDD4P2	19.15	12.79	5.25	2.33
ENSG00000175745.13|NR2F1	835.74	849.88	642.41	611.98
ENSG00000175756.13|AURKAIP1	192	207	174	186
ENSG00000175764.14|TTLL11	61	56	80	48
ENSG00000175768.13|TOMM5	1513.7	1542.01	1355.83	1359.67
ENSG00000175782.10|SLC35E3	312	354	248	338
ENSG00000175787.16|ZNF169	96	82	75	81
ENSG00000175792.11|RUVBL1	2269.22	2112.07	1969.1	2010.99
ENSG00000175806.15|MSRA	344	262	324	264
ENSG00000175826.12|CTDNEP1	2169.89	2160.44	1847.35	2017.86
ENSG00000175832.13|ETV4	1940	1989	1839	2216
ENSG00000175854.12|SWI5	302	324	270	358
ENSG00000175866.15|BAIAP2	425.2	491	422	448
ENSG00000175879.9|HOXD8	221.53	220.96	195.9	203.73
ENSG00000175893.11|ZDHHC21	466	382	358	405
ENSG00000175895.4|PLEKHF2	367	378	392	421
ENSG00000175899.14|A2M	14042.61	12602.22	16305.79	15572.86
ENSG00000175906.5|ARL4D	86	110	62	76
ENSG00000175920.18|DOK7	12	16	16	11
ENSG00000175928.5|LRRN1	1639	1106	1412	1112
ENSG00000175931.13|UBE2O	1583	1590	1361	1493
ENSG00000175938.7|ORAI3	172.84	155.12	126.33	126.1
ENSG00000175970.11|UNC119B	1282.83	1406.2	1126.02	1294.45
ENSG00000175984.15|DENND2C	13	11	8	6
ENSG00000176014.12|TUBB6	2185.43	2559.37	2210.94	2460.17
ENSG00000176018.13|LYSMD3	545	543	536	627
ENSG00000176022.6|B3GALT6	186	173	166	161
ENSG00000176024.18|ZNF613	168	160	144	164
ENSG00000176046.8|NUPR1	65	97	87	99
ENSG00000176049.16|JAKMIP2	243	267.75	236	240
ENSG00000176054.6|RPL23P2	13	17	13	5
ENSG00000176055.10|MBLAC2	157	172.92	123	169.74
ENSG00000176058.13|TPRN	325	370	312	319
ENSG00000176087.15|SLC35A4	1547	1655	1457	1503
ENSG00000176095.12|IP6K1	934	1044	983	1015
ENSG00000176101.12|SSNA1	607	551	562	557
ENSG00000176102.13|CSTF3	1496	1584	1360	1584
ENSG00000176105.14|YES1	2096.9	1986.83	1841.88	2082.92
ENSG00000176108.9|CHMP6	254	294.72	254.8	225
ENSG00000176124.13|DLEU1	169.36	152.85	110.33	164.56
ENSG00000176125.5|UFSP1	8	13	19	14
ENSG00000176134.5|AL445665.1	21.15	24.8	18.47	3.87
ENSG00000176136.6|MC5R	8	8	12	15
ENSG00000176142.13|TMEM39A	590	524	515	567
ENSG00000176148.16|TCP11L1	365	408	321	397
ENSG00000176155.18|CCDC57	598.25	632.82	523.2	528.55
ENSG00000176165.10|FOXG1	201	199	169	173
ENSG00000176170.13|SPHK1	100	102	91	119
ENSG00000176171.11|BNIP3	514	524	510	526
ENSG00000176182.6|MYPOP	83	67	82	86
ENSG00000176208.9|ATAD5	506	707	423	669
ENSG00000176209.11|SMIM19	298	281	225	247
ENSG00000176222.8|ZNF404	128.64	136.9	131.77	134.03
ENSG00000176225.13|RTTN	1110	1082	835	903
ENSG00000176236.6|C10orf111	11	13	4	7
ENSG00000176244.7|ACBD7	833	1058	615	776
ENSG00000176248.9|ANAPC2	1075	1097	863	962
ENSG00000176261.15|ZBTB8OS	340	328	314	326
ENSG00000176273.15|SLC35G1	84	108	71	100
ENSG00000176293.19|ZNF135	463.16	463.12	428.03	463.3
ENSG00000176340.4|COX8A	2499.94	2620	2139	2116
ENSG00000176371.14|ZSCAN2	383	329.98	280	290.7
ENSG00000176381.6|PRR18	11	18	15	15
ENSG00000176383.9|B3GNT4	12.18	15.5	7.55	19.09
ENSG00000176386.9|CDC26	383.61	372.49	417.81	446.27
ENSG00000176387.7|HSD11B2	52	55	24	61
ENSG00000176390.12|CRLF3	360.1	358.53	319.73	345.85
ENSG00000176393.11|RNPEP	935.31	1039.63	865.61	922.6
ENSG00000176396.10|EID2	337	314	298	295
ENSG00000176401.5|EID2B	119	137	100	109
ENSG00000176406.22|RIMS2	444	265	293	259
ENSG00000176407.18|KCMF1	846	784	796	763
ENSG00000176410.7|DNAJC30	255	333	274	284
ENSG00000176422.14|SPRYD4	311	270.77	261	240
ENSG00000176428.6|VPS37D	68	75	61	48
ENSG00000176438.12|SYNE3	560	677	577	674
ENSG00000176444.19|CLK2	1659	1721	1634	1630
ENSG00000176454.14|LPCAT4	711	726	651	744
ENSG00000176463.14|SLCO3A1	41	16	10	24
ENSG00000176472.10|ZNF575	6.01	4	12	11
ENSG00000176473.13|WDR25	134	110.42	127	114
ENSG00000176476.9|SGF29	243.89	246.47	228.21	249.48
ENSG00000176485.11|PLA2G16	375	355	309	338
ENSG00000176490.5|DIRAS1	1695	1881.88	1422.85	1635
ENSG00000176531.10|PHLDB3	76	96	69	89
ENSG00000176533.13|GNG7	1765	1644	1322	1356
ENSG00000176542.10|USF3	392	371	334	341
ENSG00000176563.9|CNTD1	18.23	46.85	55.91	45.03
ENSG00000176593.7|AC008969.1	732.37	569.1	633.06	601.73
ENSG00000176595.4|KBTBD11	30	23	23	40
ENSG00000176597.12|B3GNT5	26	33	26	41.52
ENSG00000176601.12|MAP3K19	32	20	35	27
ENSG00000176619.13|LMNB2	7977	8968	6667	7317
ENSG00000176623.12|RMDN1	774.32	788.45	653.88	733.59
ENSG00000176624.11|MEX3C	1721	1865	1543	1648
ENSG00000176641.11|RNF152	29	15	28	14
ENSG00000176658.17|MYO1D	169	156	170	130
ENSG00000176681.14|LRRC37A	229.96	223.14	184.64	215.77
ENSG00000176700.20|SCAND2P	659.52	590.65	551.85	549.63
ENSG00000176714.9|CCDC121	87	68	71	54
ENSG00000176715.16|ACSF3	709.77	683.87	643	636.51
ENSG00000176720.6|BOK	126	155	136	151
ENSG00000176731.12|C8orf59	436.76	405.93	352.72	372.27
ENSG00000176732.6|PFN4	14	19	8	24
ENSG00000176749.9|CDK5R1	415	445	331	407
ENSG00000176771.17|NCKAP5	449	318	372	286
ENSG00000176783.15|RUFY1	548	475	442.92	414
ENSG00000176809.10|LRRC37A3	156.95	142.12	95.46	112.78
ENSG00000176826.15|FKBP9P1	38.43	32.56	34.09	32.84
ENSG00000176834.14|VSIG10	385	434	336	436.52
ENSG00000176842.14|IRX5	146.41	185.29	142	148
ENSG00000176845.13|METRNL	100	102	88	78
ENSG00000176853.16|FAM91A1	1198.96	1145.95	990.98	1082
ENSG00000176868.2|AL358781.1	926.06	1017.48	835.97	1021.85
ENSG00000176871.8|WSB2	1167.37	1247.76	1059.07	1148.4
ENSG00000176887.7|SOX11	1607	1826	1248	1414
ENSG00000176890.16|TYMS	3725.43	4408.94	3116.55	4309.79
ENSG00000176894.10|PXMP2	326	297	235.2	250.04
ENSG00000176896.8|TCEANC	53	63	59	48
ENSG00000176903.4|PNMA1	2644	2555	2667	2721
ENSG00000176909.12|MAMSTR	26	33	26	25
ENSG00000176912.3|TYMSOS	15.01	25.18	24.02	38.07
ENSG00000176915.15|ANKLE2	1210	1294	1160	1194
ENSG00000176927.15|EFCAB5	12	15	11	17
ENSG00000176928.6|GCNT4	99	100	105	125
ENSG00000176933.5|TOB2P1	35	35	33	29
ENSG00000176945.17|MUC20	29.54	56.27	28.59	32.9
ENSG00000176946.12|THAP4	415	440	416	432
ENSG00000176953.12|NFATC2IP	1479.44	1565.83	1240	1568.02
ENSG00000176971.3|FIBIN	110	122	80	71
ENSG00000176973.8|FAM89B	457.93	499.58	469.37	541.97
ENSG00000176974.20|SHMT1	1016.08	1256.6	858.66	1117.86
ENSG00000176978.14|DPP7	672	719	638	605
ENSG00000176986.16|SEC24C	2261.46	2259.81	2070.46	2216.73
ENSG00000176994.11|SMCR8	1300.92	1359.4	1127.34	1183.14
ENSG00000177000.12|MTHFR	729	712	698	724
ENSG00000177025.3|C19orf18	68	72	61	59
ENSG00000177030.16|DEAF1	1112	1161	901	940
ENSG00000177034.16|MTX3	1980	2090	1577	2050
ENSG00000177042.14|TMEM80	247	243	224	230
ENSG00000177045.9|SIX5	240.62	225.22	163.15	188.81
ENSG00000177051.6|FBXO46	194.63	202.61	203.13	203
ENSG00000177054.14|ZDHHC13	437	460	385	428
ENSG00000177058.12|SLC38A9	232	247	253	333
ENSG00000177082.12|WDR73	1393.86	1299.13	1216.88	1303.38
ENSG00000177084.16|POLE	2745	3152	2225	2909
ENSG00000177098.8|SCN4B	39	45	22	31
ENSG00000177103.14|DSCAML1	47	36	24	34
ENSG00000177105.10|RHOG	241	258	243	235
ENSG00000177106.16|EPS8L2	29	19	31	28
ENSG00000177108.5|ZDHHC22	2018.91	2170.97	1486.99	1771.96
ENSG00000177119.16|ANO6	600	448	516	451
ENSG00000177125.5|ZBTB34	611	705	484	578
ENSG00000177144.7|NUDT4B	27.65	31.12	58.02	59.43
ENSG00000177150.13|FAM210A	274	286	265	303
ENSG00000177156.11|TALDO1	1526	1703	1354	1483
ENSG00000177169.10|ULK1	749	726	695	564
ENSG00000177181.15|RIMKLA	230	265	185	236
ENSG00000177189.13|RPS6KA3	1067	953	890	993
ENSG00000177192.13|PUS1	290	245	218	212
ENSG00000177200.17|CHD9	2510	2213	1923	2004
ENSG00000177225.17|GATD1	1261	1271	1020	1085
ENSG00000177239.15|MAN1B1	1961	1811	1796	1842
ENSG00000177283.7|FZD8	367	422	374	408
ENSG00000177301.15|KCNA2	2646	2654	1938	2334
ENSG00000177302.15|TOP3A	1724.16	1863.09	1428.08	1769
ENSG00000177303.10|CASKIN2	639.75	689.87	554.57	556.92
ENSG00000177311.11|ZBTB38	907	885	933	1038
ENSG00000177335.10|C8orf31	65	63	51	40
ENSG00000177337.7|DLGAP1-AS1	80	75	84	81
ENSG00000177352.10|CCDC71	272	306	274	274
ENSG00000177359.20|AC024940.2	5.95	6.73	12.41	10.51
ENSG00000177363.5|LRRN4CL	21	16	27	25
ENSG00000177370.5|TIMM22	911.42	803	688.08	715.37
ENSG00000177374.13|HIC1	18.91	15.72	13.95	24.78
ENSG00000177380.14|PPFIA3	141	144	124	112
ENSG00000177383.4|MAGEF1	2649	2506	2327	2418
ENSG00000177409.12|SAMD9L	353	327	324	341
ENSG00000177410.12|ZFAS1	1244.06	1136.21	1026	1065.25
ENSG00000177426.20|TGIF1	986	846	1043	1027
ENSG00000177427.13|MIEF2	86	121	99	133
ENSG00000177432.7|NAP1L5	407	452	346	396
ENSG00000177453.7|NIM1K	188	128	226	212
ENSG00000177463.15|NR2C2	2168.09	1995.49	1801.25	1883.19
ENSG00000177469.13|CAVIN1	3142	3561	2988	3684
ENSG00000177479.19|ARIH2	1738.7	1688.94	1366	1550.25
ENSG00000177485.7|ZBTB33	803	742	675	728
ENSG00000177508.12|IRX3	240.59	297.71	227	258
ENSG00000177511.6|ST8SIA3	21	25	16	22
ENSG00000177519.4|RPRM	9	20	7	11
ENSG00000177542.11|SLC25A22	611	596	536.1	550
ENSG00000177548.13|RABEP2	129	132	130	133
ENSG00000177556.12|ATOX1	417	435.29	510	477
ENSG00000177565.16|TBL1XR1	2811	2632	2275	2446
ENSG00000177576.11|C18orf32	505.32	484.47	500.48	656.45
ENSG00000177595.18|PIDD1	527	780	495	582
ENSG00000177599.13|ZNF491	95	113	100	119
ENSG00000177600.9|RPLP2	3701	3304	3007	2986
ENSG00000177602.5|HASPIN	364	466	316	410
ENSG00000177606.6|JUN	1405	1310	1331	1157
ENSG00000177613.8|CSTF2T	1626	1581	1389	1585
ENSG00000177614.11|PGBD5	619	677	576	645
ENSG00000177628.16|GBA	1708.69	1741.06	1577.58	1571.92
ENSG00000177640.15|CASC2	23	18	29	21
ENSG00000177646.19|ACAD9	804.81	814.99	709.95	740
ENSG00000177663.13|IL17RA	255	299	258	264
ENSG00000177666.17|PNPLA2	549	610.97	448.97	473
ENSG00000177669.3|MBOAT4	13	14	11	4
ENSG00000177674.16|AGTRAP	278	317	237	216
ENSG00000177675.8|CD163L1	190	218	181	199
ENSG00000177679.16|SRRM3	52	43	30	28
ENSG00000177683.14|THAP5	737	867.65	584	789.77
ENSG00000177685.17|CRACR2B	48	66	71	51
ENSG00000177692.11|DNAJC28	65	83	60	73
ENSG00000177694.16|NAALADL2	45	11	32	10
ENSG00000177697.19|CD151	2292.21	2479.4	2298.28	2365.7
ENSG00000177700.6|POLR2L	646.79	771.6	639.72	561.3
ENSG00000177706.9|FAM20C	560	577	546	541
ENSG00000177707.11|NECTIN3	687	609	629	698
ENSG00000177721.4|ANXA2R	57.98	42	32	26
ENSG00000177728.17|TMEM94	3460.25	3488.13	2745.43	2900.08
ENSG00000177731.16|FLII	2458	2573	2576	2675
ENSG00000177732.8|SOX12	1897	1856	1443	1669
ENSG00000177733.6|HNRNPA0	2514	2453	2160	2214
ENSG00000177738.3|AC025171.1	16	8	13	20
ENSG00000177788.5|AL162595.1	38	43	31	29
ENSG00000177791.11|MYOZ1	16	20	18	10
ENSG00000177807.9|KCNJ10	1026	919	915	926
ENSG00000177830.17|CHID1	1020	968	919	935
ENSG00000177839.6|PCDHB9	517.6	441.03	414.62	406.61
ENSG00000177842.12|ZNF620	172	217	154	177
ENSG00000177853.14|ZNF518A	849	765	672	880
ENSG00000177854.8|TMEM187	45	58	57	70
ENSG00000177868.12|SVBP	176	163	148	197
ENSG00000177873.13|ZNF619	167	133	111	136
ENSG00000177875.4|CCDC184	16	7	26	13
ENSG00000177879.16|AP3S1	992	987	925	1021
ENSG00000177885.15|GRB2	1680	1708	1451	1625
ENSG00000177888.7|ZBTB41	441	372	373	417
ENSG00000177889.10|UBE2N	1612.85	1501.72	1367.75	1477.78
ENSG00000177917.10|ARL6IP6	792	858	806	873.52
ENSG00000177932.6|ZNF354C	654.13	686.39	540.03	699
ENSG00000177943.14|MAMDC4	352	388.12	330	308
ENSG00000177946.6|CENPBD1	589	615	593	623
ENSG00000177951.17|BET1L	1022.08	983.26	911	941
ENSG00000177954.13|RPS27	5122.99	4986.96	4346.99	4455.29
ENSG00000177963.14|RIC8A	2570	2473	2415	2632
ENSG00000177971.8|IMP3	727.9	786.79	652.41	705.04
ENSG00000177981.11|ASB8	327	300	273	350
ENSG00000177984.7|LCN15	689	716	663	608
ENSG00000177990.11|DPY19L2	154.69	150.76	114.16	162.76
ENSG00000178026.13|LRRC75B	292	316	299	295
ENSG00000178028.14|DMAP1	938	998	857	933
ENSG00000178031.17|ADAMTSL1	36	41	23	38
ENSG00000178035.12|IMPDH2	2647	2985	2355	2767
ENSG00000178053.18|MLF1	245	327	239	266
ENSG00000178057.14|NDUFAF3	283	283	262	239
ENSG00000178074.6|C2orf69	507	551	426	510
ENSG00000178075.20|GRAMD1C	327.5	381	341	419.8
ENSG00000178078.11|STAP2	88	100	85	104
ENSG00000178093.13|TSSK6	28	28	22	25
ENSG00000178096.9|BOLA1	95	97	75	73
ENSG00000178104.19|PDE4DIP	1590.64	1791.49	1431.35	1677.57
ENSG00000178105.11|DDX10	412	333	367	318
ENSG00000178127.13|NDUFV2	1287.71	1323.25	1163.82	1279.88
ENSG00000178149.17|DALRD3	258.77	196.83	232.4	233.39
ENSG00000178150.10|ZNF114	22	29	17	31
ENSG00000178163.8|ZNF518B	1717	1562	1472	1565
ENSG00000178177.15|LCORL	422.8	357.63	324.47	341.86
ENSG00000178184.16|PARD6G	71.82	111	85.95	112.72
ENSG00000178187.7|ZNF454	122	118	107	147
ENSG00000178188.14|SH2B1	1205	1260	1097	1145
ENSG00000178201.4|VN1R1	47	48.58	44.95	35
ENSG00000178202.13|KDELC2	1573	1788	1390	1791
ENSG00000178209.15|PLEC	2319	2067	2016	1818
ENSG00000178229.8|ZNF543	161	229	127	171
ENSG00000178233.17|TMEM151B	118.04	148.79	72.54	99.01
ENSG00000178234.13|GALNT11	573.92	552.88	502.84	567.95
ENSG00000178252.18|WDR6	4862.23	5042.17	4152.6	4770.61
ENSG00000178295.15|GEN1	790	978	703	951
ENSG00000178301.3|AQP11	25	34	33	30
ENSG00000178307.9|TMEM11	334	388	387	361
ENSG00000178338.11|ZNF354B	191.79	184.24	158.83	233.98
ENSG00000178381.11|ZFAND2A	139	107	116	119
ENSG00000178385.15|PLEKHM3	440	376	345	382
ENSG00000178386.13|AC092072.1	150.25	130.93	112.75	107.24
ENSG00000178401.16|DNAJC22	388	443	324	417
ENSG00000178409.13|BEND3	351	380	248	314
ENSG00000178425.14|NT5DC1	92.81	89	83	82.23
ENSG00000178440.6|LINC00843	401.22	248.44	312.37	349.37
ENSG00000178445.9|GLDC	805.99	690.98	762	721.99
ENSG00000178449.9|COX14	135.83	138	129	144.71
ENSG00000178460.18|MCMDC2	26.01	22	38.08	25.01
ENSG00000178464.6|RPL10P16	11.79	19.76	20.28	13.54
ENSG00000178467.18|P4HTM	210	220.3	200	214
ENSG00000178498.16|DTX3	1757	1869	1619	1725
