LMP_602_R1B1	LMP.Olap_602_R1B1	LMP_602_R2B2	LMP.Olap_602_R2B2
ENSG00000174444.15|RPL4	16642.74	17660.74	16535.75	15352.86
ENSG00000174446.13|SNAPC5	296.04	288.57	310.79	271.17
ENSG00000174453.9|VWC2L	21	22	34	29
ENSG00000174456.14|C12orf76	169	177.62	152.47	159.52
ENSG00000174460.4|ZCCHC12	478	497	509	498
ENSG00000174483.20|BBS1	511.53	503.68	557.64	541.22
ENSG00000174485.15|DENND4A	446.97	562	527	529
ENSG00000174498.14|IGDCC3	343	422	362	365
ENSG00000174500.13|GCSAM	15	22	12	12
ENSG00000174501.14|ANKRD36C	129.42	142.59	151.53	160.03
ENSG00000174514.13|MFSD4A	9.88	17.67	6.26	5
ENSG00000174516.15|PELI3	141.04	134.13	163.05	127.02
ENSG00000174521.7|TTC9B	28	30	10	24
ENSG00000174529.7|TMEM81	52	46	48	69
ENSG00000174547.13|MRPL11	624	687	676	689
ENSG00000174564.13|IL20RB	27	28	18	30
ENSG00000174574.16|AKIRIN1	1282	1368	1411	1324
ENSG00000174579.4|MSL2	643	817	780	730
ENSG00000174586.11|ZNF497	46.28	47.55	53.11	79.91
ENSG00000174599.5|TRAM1L1	70	59	47	45
ENSG00000174606.14|ANGEL2	827	757	812	889
ENSG00000174611.12|KY	30	44	25	24
ENSG00000174628.16|IQCK	118.94	147.63	148.73	139.89
ENSG00000174640.13|SLCO2A1	262	310	238	265
ENSG00000174652.19|ZNF266	1194	1371	1318	1353
ENSG00000174669.12|SLC29A2	44.1	49.81	49.67	64.22
ENSG00000174672.16|BRSK2	528	557	556	517
ENSG00000174684.7|B4GAT1	943	1072	1057	1045
ENSG00000174695.10|TMEM167A	2724.58	2745.46	2808.87	2811.95
ENSG00000174705.13|SH3PXD2B	1840	1842	1999	1708
ENSG00000174718.12|RESF1	533	581	631	618
ENSG00000174720.16|LARP7	1153	1299.88	1271.94	1167
ENSG00000174721.9|FGFBP3	403	424	503.94	464.95
ENSG00000174738.13|NR1D2	1447	1649	1432	1528
ENSG00000174740.8|PABPC5	66	68	82	58
ENSG00000174744.14|BRMS1	679	852	897	885
ENSG00000174748.20|RPL15	11044.22	11076.21	10550.63	9655.97
ENSG00000174775.17|HRAS	533	667	722	639
ENSG00000174776.11|WDR49	30	35	42	44
ENSG00000174780.16|SRP72	2778	2794	2783	2626
ENSG00000174791.11|RIN1	192.85	281	274	272
ENSG00000174796.12|THAP6	210	229	268	269
ENSG00000174799.10|CEP135	412	485	448	507
ENSG00000174804.4|FZD4	270.33	317.45	256.74	231.02
ENSG00000174827.13|PDZK1	10.37	10.49	8.56	7.58
ENSG00000174839.13|DENND6A	429	458	407	388
ENSG00000174840.9|PDE12	465	519	560	515
ENSG00000174842.17|GLMN	230	233	250	287
ENSG00000174851.16|YIF1A	663.29	623.7	690.23	617
ENSG00000174871.11|CNIH2	418.71	543.3	400.77	381
ENSG00000174886.13|NDUFA11	994.47	1081.53	1034.09	930.33
ENSG00000174891.13|RSRC1	577	594	600.22	547
ENSG00000174903.16|RAB1B	3212.59	3438.2	3643.7	2993.75
ENSG00000174915.12|PTDSS2	404	442	475	453
ENSG00000174917.8|MICOS13	273	321	376	293
ENSG00000174928.16|C3orf33	81.87	73.96	82	76
ENSG00000174938.14|SEZ6L2	1686	1769	1789	1606
ENSG00000174939.11|ASPHD1	162.62	230	211.6	187.45
ENSG00000174943.11|KCTD13	317.38	362	354.4	329.55
ENSG00000174945.13|AMZ1	9	16	18	26
ENSG00000174953.14|DHX36	1710	1769	1770	1740
ENSG00000174963.17|ZIC4	52.72	62	45	40
ENSG00000174989.13|FBXW8	685.99	743.96	678.96	551.99
ENSG00000174996.11|KLC2	1571.61	1538.01	1878.69	1565.67
ENSG00000175029.17|CTBP2	926.17	949.53	991.42	888.9
ENSG00000175040.6|CHST2	280	321	291	253
ENSG00000175048.17|ZDHHC14	145	170	184	174
ENSG00000175054.15|ATR	542	555	597	609
ENSG00000175061.17|SNHG29	4662.89	5049.63	4505.7	4162.97
ENSG00000175063.17|UBE2C	2865	3420	2797	2586
ENSG00000175066.16|GK5	593	658	534	588
ENSG00000175073.8|VCPIP1	656	673	710	666
ENSG00000175087.10|PDIK1L	493	575	452	521
ENSG00000175093.5|SPSB4	670	762	615	698
ENSG00000175104.15|TRAF6	923	1004	1118	998
ENSG00000175105.7|ZNF654	279	332	385	353
ENSG00000175110.11|MRPS22	572	613	653	646
ENSG00000175115.12|PACS1	1486	1548	1417	1312
ENSG00000175130.7|MARCKSL1	7190	7312	7843	6912
ENSG00000175137.11|SH3BP5L	225	284	295	264
ENSG00000175147.12|TMEM51-AS1	34.19	53.92	79.14	44.41
ENSG00000175155.9|YPEL2	175	201	182	152
ENSG00000175161.13|CADM2	94	77	70	82
ENSG00000175166.17|PSMD2	5808	6546	6526	6352
ENSG00000175170.15|FAM182B	33	39.84	41	28
ENSG00000175175.6|PPM1E	506.09	669.94	601.62	628.36
ENSG00000175182.15|FAM131A	132.13	129	128.39	141.53
ENSG00000175183.10|CSRP2	898	961	1047	1036
ENSG00000175193.13|PARL	495.21	624.99	600	534.03
ENSG00000175197.12|DDIT3	207.8	226.57	205.37	189.51
ENSG00000175198.17|PCCA	266.73	287.74	303.66	260.84
ENSG00000175203.15|DCTN2	1745	1919	2063	1943
ENSG00000175213.2|ZNF408	154	152	194	182
ENSG00000175215.11|CTDSP2	2059	2255	2310	2161
ENSG00000175216.14|CKAP5	10277	11240	10695	10204
ENSG00000175220.12|ARHGAP1	1218	1397	1409	1270
ENSG00000175221.15|MED16	1003	1067	1092	868
ENSG00000175224.16|ATG13	1393	1469	1471	1367.6
ENSG00000175229.7|GAL3ST3	107	85	90	61
ENSG00000175265.17|GOLGA8A	7372.45	7813.95	8062.67	7843.91
ENSG00000175274.18|TP53I11	1631	1851	1944	1920
ENSG00000175279.22|CENPS	78.96	110.29	77.03	123.71
ENSG00000175283.7|DOLK	416	505	466	446
ENSG00000175305.17|CCNE2	613.48	948.16	686.58	846.44
ENSG00000175309.15|PHYKPL	350.86	361.29	428.83	381.45
ENSG00000175322.11|ZNF519	310	377	326.96	381
ENSG00000175324.10|LSM1	407.18	450.47	443.59	431
ENSG00000175334.8|BANF1	2615	3110	2926.76	2807
ENSG00000175348.11|TMEM9B	440	544	570	526
ENSG00000175352.11|NRIP3	161	180	123	141
ENSG00000175354.20|PTPN2	436	495	497	483
ENSG00000175356.13|SCUBE2	155	195	138	206
ENSG00000175376.9|EIF1AD	724	821	838	836
ENSG00000175387.16|SMAD2	1137	1209	1313	1320
ENSG00000175390.14|EIF3F	2285.62	2441.06	2376.38	2226.32
ENSG00000175395.16|ZNF25	588	484	543	469
ENSG00000175414.7|ARL10	820	933.5	1010.29	1133
ENSG00000175416.13|CLTB	252	295	310	255
ENSG00000175445.16|LPL	2515	2732	3469	3602
ENSG00000175449.14|RFESD	22	24	24.6	27
ENSG00000175455.15|CCDC14	3575	4447	4131	4826
ENSG00000175463.11|TBC1D10C	53	49	47	61
ENSG00000175467.15|SART1	1672	1930	1963	1708
ENSG00000175470.20|PPP2R2D	380	403	408	381
ENSG00000175471.19|MCTP1	33	48	35	46
ENSG00000175482.9|POLD4	110.85	101.75	116.99	94.58
ENSG00000175497.16|DPP10	654	587	639	558
ENSG00000175505.11|CLCF1	39	41	41	59
ENSG00000175536.7|LIPT2	38	35.45	38	21
ENSG00000175544.13|CABP4	16	19	20.51	11
ENSG00000175548.9|ALG10B	453.34	568.18	494.44	574.79
ENSG00000175550.8|DRAP1	1005	1235	1318	1139
ENSG00000175556.16|LONRF3	211	262	319	272
ENSG00000175564.13|UCP3	21	22	23	30
ENSG00000175567.9|UCP2	826	988	887	907
ENSG00000175573.7|C11orf68	612	613	640	624
ENSG00000175575.12|PAAF1	426	500	499	466
ENSG00000175581.13|MRPL48	262	321	286	292
ENSG00000175582.19|RAB6A	2131	2224	2326.98	2187
ENSG00000175592.8|FOSL1	135	155	161	173
ENSG00000175595.14|ERCC4	262.69	331	322.51	312.9
ENSG00000175600.15|SUGCT	41	29	33	35
ENSG00000175602.3|CCDC85B	88	76	74	84
ENSG00000175606.11|TMEM70	275	363	377	331
ENSG00000175611.11|LINC00476	56.43	61.81	62.69	70.72
ENSG00000175634.15|RPS6KB2	520	559	543	514
ENSG00000175643.10|RMI2	303	383.16	362	418
ENSG00000175662.17|TOM1L2	795	834	835	665
ENSG00000175691.9|ZNF77	248	268	313	300
ENSG00000175701.10|MTLN	61	70	93	69
ENSG00000175711.8|B3GNTL1	79.09	71.44	79.44	54.52
ENSG00000175727.14|MLXIP	2417	2676	2519	2276
ENSG00000175741.5|RWDD4P2	10.41	12.79	8.03	2.33
ENSG00000175745.13|NR2F1	718.9	849.88	675.66	611.98
ENSG00000175756.13|AURKAIP1	179	207	232	186
ENSG00000175764.14|TTLL11	38	56	59	48
ENSG00000175768.13|TOMM5	1275.69	1542.01	1393.36	1359.67
ENSG00000175782.10|SLC35E3	285	354	325	338
ENSG00000175787.16|ZNF169	80	82	62	81
ENSG00000175792.11|RUVBL1	1936.5	2112.07	2137.54	2010.99
ENSG00000175806.15|MSRA	237	262	267	264
ENSG00000175820.3|CCDC168	14	8	11	10
ENSG00000175826.12|CTDNEP1	1784.15	2160.44	2033.32	2017.86
ENSG00000175832.13|ETV4	1796	1989	2182	2216
ENSG00000175854.12|SWI5	275	324	348	358
ENSG00000175866.15|BAIAP2	389	491	480	448
ENSG00000175879.9|HOXD8	200.32	220.96	240.79	203.73
ENSG00000175893.11|ZDHHC21	371	382	434	405
ENSG00000175895.4|PLEKHF2	322	378	381	421
ENSG00000175899.14|A2M	10851.89	12602.22	15450.53	15572.86
ENSG00000175906.5|ARL4D	97	110	90	76
ENSG00000175920.18|DOK7	21	16	13	11
ENSG00000175928.5|LRRN1	1255	1106	1412	1112
ENSG00000175931.13|UBE2O	1449	1590	1665	1493
ENSG00000175938.7|ORAI3	141.13	155.12	182.4	126.1
ENSG00000175970.11|UNC119B	1272.58	1406.2	1341.42	1294.45
ENSG00000176014.12|TUBB6	2008.35	2559.37	2441.23	2460.17
ENSG00000176018.13|LYSMD3	507	543	642	627
ENSG00000176022.6|B3GALT6	166	173	175	161
ENSG00000176024.18|ZNF613	135	160	165	164
ENSG00000176046.8|NUPR1	70	97	93	99
ENSG00000176049.16|JAKMIP2	265	267.75	297	240
ENSG00000176054.6|RPL23P2	12.01	17	9	5
ENSG00000176055.10|MBLAC2	153	172.92	169	169.74
ENSG00000176058.13|TPRN	318	370	325	319
ENSG00000176087.15|SLC35A4	1484	1655	1531	1503
ENSG00000176095.12|IP6K1	916	1044	1066	1015
ENSG00000176101.12|SSNA1	539	551	571	557
ENSG00000176102.13|CSTF3	1348	1584	1404	1584
ENSG00000176105.14|YES1	1885.94	1986.83	2078.96	2082.92
ENSG00000176108.9|CHMP6	271.73	294.72	268	225
ENSG00000176124.13|DLEU1	171.74	152.85	136.17	164.56
ENSG00000176125.5|UFSP1	9	13	14	14
ENSG00000176134.5|AL445665.1	13.59	24.8	14.92	3.87
ENSG00000176136.6|MC5R	10	8	16	15
ENSG00000176142.13|TMEM39A	546	524	579	567
ENSG00000176148.16|TCP11L1	351	408	375	397
ENSG00000176155.18|CCDC57	606.22	632.82	549.8	528.55
ENSG00000176165.10|FOXG1	171	199	194	173
ENSG00000176170.13|SPHK1	114	102	81	119
ENSG00000176171.11|BNIP3	525	524	508.86	526
ENSG00000176182.6|MYPOP	58	67	79	86
ENSG00000176208.9|ATAD5	481	707	515	669
ENSG00000176209.11|SMIM19	243.8	281	302	247
ENSG00000176222.8|ZNF404	138.69	136.9	154.94	134.03
ENSG00000176225.13|RTTN	983	1082	893	903
ENSG00000176236.6|C10orf111	11	13	13	7
ENSG00000176244.7|ACBD7	866	1058	780	776
ENSG00000176248.9|ANAPC2	936	1097	959	962
ENSG00000176261.15|ZBTB8OS	317	328	332	326
ENSG00000176273.15|SLC35G1	109	108	116	100
ENSG00000176293.19|ZNF135	411.07	463.12	493.09	463.3
ENSG00000176340.4|COX8A	2277.93	2620	2332	2116
ENSG00000176371.14|ZSCAN2	330.98	329.98	273.94	290.7
ENSG00000176381.6|PRR18	13	18	15	15
ENSG00000176383.9|B3GNT4	10.07	15.5	6.18	19.09
ENSG00000176386.9|CDC26	331.23	372.49	466.52	446.27
ENSG00000176387.7|HSD11B2	41	55	43	61
ENSG00000176390.12|CRLF3	312.37	358.53	346.42	345.85
ENSG00000176393.11|RNPEP	975.47	1039.63	926.42	922.6
ENSG00000176396.10|EID2	295	314	316	295
ENSG00000176401.5|EID2B	95	137	135	109
ENSG00000176406.22|RIMS2	217	265	250	259
ENSG00000176407.18|KCMF1	750	784	820	763
ENSG00000176410.7|DNAJC30	314	333	274	284
ENSG00000176422.14|SPRYD4	263	270.77	260	240
ENSG00000176428.6|VPS37D	63	75	64	48
ENSG00000176438.12|SYNE3	541	677	672	674
ENSG00000176444.19|CLK2	1491	1721	1822	1630
ENSG00000176454.14|LPCAT4	709	726	809	744
ENSG00000176463.14|SLCO3A1	26	16	19	24
ENSG00000176472.10|ZNF575	5	4	12	11
ENSG00000176473.13|WDR25	97	110.42	102	114
ENSG00000176476.9|SGF29	217.87	246.47	270.52	249.48
ENSG00000176485.11|PLA2G16	353	355	360	338
ENSG00000176490.5|DIRAS1	1567	1881.88	1780	1635
ENSG00000176531.10|PHLDB3	82	96	101	89
ENSG00000176533.13|GNG7	1608	1644	1570	1356
ENSG00000176542.10|USF3	336	371	367	341
ENSG00000176563.9|CNTD1	64.16	46.85	44.18	45.03
ENSG00000176593.7|AC008969.1	592.7	569.1	609.09	601.73
ENSG00000176595.4|KBTBD11	34	23	17	40
ENSG00000176597.12|B3GNT5	29	33	28.85	41.52
ENSG00000176601.12|MAP3K19	24	20	23	27
ENSG00000176619.13|LMNB2	7443	8968	7881	7317
ENSG00000176623.12|RMDN1	644.32	788.45	680.74	733.59
ENSG00000176624.11|MEX3C	1575	1865	1713	1648
ENSG00000176641.11|RNF152	10	15	14	14
ENSG00000176658.17|MYO1D	126	156	152	130
ENSG00000176681.14|LRRC37A	193.03	223.14	181.08	215.77
ENSG00000176700.20|SCAND2P	601.91	590.65	567.84	549.63
ENSG00000176714.9|CCDC121	98	68	71	54
ENSG00000176715.16|ACSF3	581.95	683.87	664.2	636.51
ENSG00000176720.6|BOK	143	155	152	151
ENSG00000176731.12|C8orf59	365.66	405.93	374.65	372.27
ENSG00000176732.6|PFN4	20	19	12	24
ENSG00000176749.9|CDK5R1	378	445	413	407
ENSG00000176771.17|NCKAP5	294	318	326	286
ENSG00000176783.15|RUFY1	451	475	508	414
ENSG00000176809.10|LRRC37A3	129.94	142.12	163.33	112.78
ENSG00000176826.15|FKBP9P1	33.39	32.56	35.71	32.84
ENSG00000176834.14|VSIG10	410	434	394	436.52
ENSG00000176842.14|IRX5	122.69	185.29	171	148
ENSG00000176845.13|METRNL	102	102	113	78
ENSG00000176853.16|FAM91A1	1014.99	1145.95	1088.98	1082
ENSG00000176868.2|AL358781.1	965.74	1017.48	861.22	1021.85
ENSG00000176871.8|WSB2	1159	1247.76	1267.41	1148.4
ENSG00000176887.7|SOX11	1515	1826	1548	1414
ENSG00000176890.16|TYMS	3441.18	4408.94	3840.13	4309.79
ENSG00000176894.10|PXMP2	299	297	271.47	250.04
ENSG00000176896.8|TCEANC	47	63	54	48
ENSG00000176903.4|PNMA1	2352	2555	2808	2721
ENSG00000176909.12|MAMSTR	16	33	18	25
ENSG00000176912.3|TYMSOS	25.07	25.18	20	38.07
ENSG00000176915.15|ANKLE2	1066	1294	1269	1194
ENSG00000176920.12|FUT2	14	10	16	8
ENSG00000176927.15|EFCAB5	13	15	14	17
ENSG00000176928.6|GCNT4	82	100	128	125
ENSG00000176933.5|TOB2P1	35	35	42	29
ENSG00000176945.17|MUC20	51.34	56.27	29.37	32.9
ENSG00000176946.12|THAP4	396	440	398	432
ENSG00000176953.12|NFATC2IP	1337.42	1565.83	1505.57	1568.02
ENSG00000176971.3|FIBIN	112	122	60	71
ENSG00000176973.8|FAM89B	441.57	499.58	508.49	541.97
ENSG00000176974.20|SHMT1	969.84	1256.6	1022.26	1117.86
ENSG00000176978.14|DPP7	639	719	657	605
ENSG00000176986.16|SEC24C	2054.76	2259.81	2320.1	2216.73
ENSG00000176994.11|SMCR8	1164.16	1359.4	1280.74	1183.14
ENSG00000177000.12|MTHFR	672.54	712	758	724
ENSG00000177025.3|C19orf18	44	72	45	59
ENSG00000177030.16|DEAF1	1044	1161	1070	940
ENSG00000177034.16|MTX3	1881	2090	1868	2050
ENSG00000177042.14|TMEM80	229	243	226	230
ENSG00000177045.9|SIX5	170.34	225.22	155.65	188.81
ENSG00000177051.6|FBXO46	179	202.61	209	203
ENSG00000177054.14|ZDHHC13	395	460	421	428
ENSG00000177058.12|SLC38A9	203	247	267	333
ENSG00000177082.12|WDR73	1228.04	1299.13	1416.55	1303.38
ENSG00000177084.16|POLE	2648	3152	2791	2909
ENSG00000177098.8|SCN4B	34	45	34	31
ENSG00000177103.14|DSCAML1	20	36	22	34
ENSG00000177105.10|RHOG	224	258	248	235
ENSG00000177106.16|EPS8L2	23	19	27	28
ENSG00000177108.5|ZDHHC22	1731	2170.97	1918.97	1771.96
ENSG00000177119.16|ANO6	440	448	526	451
ENSG00000177125.5|ZBTB34	522	705	647	578
ENSG00000177144.7|NUDT4B	32.44	31.12	58.38	59.43
ENSG00000177150.13|FAM210A	247	286	275	303
ENSG00000177156.11|TALDO1	1452	1703	1610	1483
ENSG00000177169.10|ULK1	671	726	732	564
ENSG00000177173.5|NAP1L4P1	4	3	18	10
ENSG00000177181.15|RIMKLA	265	265	234	236
ENSG00000177189.13|RPS6KA3	868	953	1032	993
ENSG00000177192.13|PUS1	243.96	245	278	212
ENSG00000177200.17|CHD9	2092	2213	2103	2004
ENSG00000177225.17|GATD1	1139	1271	1228	1085
ENSG00000177239.15|MAN1B1	1779	1811	2035	1842
ENSG00000177283.7|FZD8	332	422	434	408
ENSG00000177301.15|KCNA2	2595	2654	2404	2334
ENSG00000177302.15|TOP3A	1535.08	1863.09	1786.08	1769
ENSG00000177303.10|CASKIN2	611.6	689.87	617.7	556.92
ENSG00000177311.11|ZBTB38	829	885	989	1038
ENSG00000177335.10|C8orf31	59	63	48	40
ENSG00000177337.7|DLGAP1-AS1	80	75	80	81
ENSG00000177352.10|CCDC71	269	306	254	274
ENSG00000177363.5|LRRN4CL	12	16	14	25
ENSG00000177370.5|TIMM22	715.67	803	762.76	715.37
ENSG00000177374.13|HIC1	23.12	15.72	25.44	24.78
ENSG00000177380.14|PPFIA3	112	144	104	112
ENSG00000177383.4|MAGEF1	2155	2506	2409	2418
ENSG00000177409.12|SAMD9L	313	327	306	341
ENSG00000177410.12|ZFAS1	1192	1136.21	1042.81	1065.25
ENSG00000177426.20|TGIF1	913	846	1126	1027
ENSG00000177427.13|MIEF2	122	121	95	133
ENSG00000177432.7|NAP1L5	379	452	368	396
ENSG00000177453.7|NIM1K	149	128	206	212
ENSG00000177463.15|NR2C2	1870	1995.49	1825.17	1883.19
ENSG00000177469.13|CAVIN1	3109	3561	3745	3684
ENSG00000177479.19|ARIH2	1533	1688.94	1602	1550.25
ENSG00000177485.7|ZBTB33	651	742	780	728
ENSG00000177508.12|IRX3	273.31	297.71	314	258
ENSG00000177511.6|ST8SIA3	12	25	17	22
ENSG00000177519.4|RPRM	18	20	7	11
ENSG00000177542.11|SLC25A22	529	596	595.72	550
ENSG00000177548.13|RABEP2	119	132	143	133
ENSG00000177556.12|ATOX1	373	435.29	499	477
ENSG00000177565.16|TBL1XR1	2321	2632	2471	2446
ENSG00000177576.11|C18orf32	507.87	484.47	540.28	656.45
ENSG00000177595.18|PIDD1	599	780	554	582
ENSG00000177599.13|ZNF491	107	113	125	119
ENSG00000177600.9|RPLP2	3053	3304	3272	2986
ENSG00000177602.5|HASPIN	360	466	407	410
ENSG00000177606.6|JUN	1096	1310	1366	1157
ENSG00000177613.8|CSTF2T	1507	1581	1599	1585
ENSG00000177614.11|PGBD5	533	677	633	645
ENSG00000177628.16|GBA	1491.51	1741.06	1695.65	1571.92
ENSG00000177640.15|CASC2	18	18	13	21
ENSG00000177646.19|ACAD9	693.91	814.99	785.96	740
ENSG00000177663.13|IL17RA	233	299	312	264
ENSG00000177666.17|PNPLA2	475	610.97	511	473
ENSG00000177674.16|AGTRAP	241	317	270	216
ENSG00000177675.8|CD163L1	182	218	209	199
ENSG00000177679.16|SRRM3	48	43	50	28
ENSG00000177683.14|THAP5	699	867.65	661.68	789.77
ENSG00000177685.17|CRACR2B	56	66	50	51
ENSG00000177692.11|DNAJC28	64	83	67	73
ENSG00000177694.16|NAALADL2	17	11	21	10
ENSG00000177697.19|CD151	2136.82	2479.4	2541.06	2365.7
ENSG00000177700.6|POLR2L	527.18	771.6	630.94	561.3
ENSG00000177706.9|FAM20C	496	577	594	541
ENSG00000177707.11|NECTIN3	540	609	655	698
ENSG00000177721.4|ANXA2R	48	42	30	26
ENSG00000177728.17|TMEM94	3188.4	3488.13	3170.3	2900.08
ENSG00000177731.16|FLII	2312	2573	2946	2675
ENSG00000177732.8|SOX12	1714	1856	1874	1669
ENSG00000177733.6|HNRNPA0	2243	2453	2452	2214
ENSG00000177738.3|AC025171.1	12	8	7	20
ENSG00000177788.5|AL162595.1	29	43	48	29
ENSG00000177791.11|MYOZ1	18	20	25	10
ENSG00000177807.9|KCNJ10	981	919	1030	926
ENSG00000177830.17|CHID1	966	968	1052	935
ENSG00000177839.6|PCDHB9	447.84	441.03	516.25	406.61
ENSG00000177842.12|ZNF620	155	217	197	177
ENSG00000177853.14|ZNF518A	776	765	821	880
ENSG00000177854.8|TMEM187	50	58	57	70
ENSG00000177868.12|SVBP	139	163	169	197
ENSG00000177873.13|ZNF619	131	133	121	136
ENSG00000177875.4|CCDC184	13	7	13	13
ENSG00000177879.16|AP3S1	871	987	1022	1021
ENSG00000177885.15|GRB2	1528	1708	1650	1625
ENSG00000177888.7|ZBTB41	347	372	431	417
ENSG00000177889.10|UBE2N	1439.4	1501.72	1430.11	1477.78
ENSG00000177917.10|ARL6IP6	727	858	711	873.52
ENSG00000177932.6|ZNF354C	609.75	686.39	656.37	699
ENSG00000177943.14|MAMDC4	347	388.12	340	308
ENSG00000177946.6|CENPBD1	593	615	673	623
ENSG00000177951.17|BET1L	951.4	983.26	1031.27	941
ENSG00000177954.13|RPS27	4727.37	4986.96	4651.92	4455.29
ENSG00000177963.14|RIC8A	2416	2473	2772	2632
ENSG00000177971.8|IMP3	662.71	786.79	681.59	705.04
ENSG00000177981.11|ASB8	309	300	320	350
ENSG00000177984.7|LCN15	621	716	701	608
ENSG00000177990.11|DPY19L2	126.66	150.76	136.71	162.76
ENSG00000178026.13|LRRC75B	254	316	324	295
ENSG00000178028.14|DMAP1	968	998	988	933
ENSG00000178031.17|ADAMTSL1	37	41	36	38
ENSG00000178035.12|IMPDH2	2576	2985	2785	2767
ENSG00000178053.18|MLF1	240	327	256	266
ENSG00000178057.14|NDUFAF3	197	283	217	239
ENSG00000178074.6|C2orf69	517	551	506	510
ENSG00000178075.20|GRAMD1C	300	381	416	419.8
ENSG00000178078.11|STAP2	86	100	110	104
ENSG00000178093.13|TSSK6	26	28	22	25
ENSG00000178096.9|BOLA1	76	97	110	73
ENSG00000178104.19|PDE4DIP	1543.81	1791.49	1640.68	1677.57
ENSG00000178105.11|DDX10	333	333	338	318
ENSG00000178127.13|NDUFV2	1138.82	1323.25	1228.82	1279.88
ENSG00000178149.17|DALRD3	203.56	196.83	257.5	233.39
ENSG00000178150.10|ZNF114	26	29	26	31
ENSG00000178163.8|ZNF518B	1418	1562	1668	1565
ENSG00000178177.15|LCORL	362.39	357.63	315.23	341.86
ENSG00000178184.16|PARD6G	73.91	111	79	112.72
ENSG00000178187.7|ZNF454	132	118	135	147
ENSG00000178188.14|SH2B1	1116	1260	1195	1145
ENSG00000178201.4|VN1R1	32.63	48.58	62.74	35
ENSG00000178202.13|KDELC2	1372	1788	1510	1791
ENSG00000178209.15|PLEC	2010	2067	2223	1818
ENSG00000178229.8|ZNF543	162	229	186	171
ENSG00000178233.17|TMEM151B	113.55	148.79	107.3	99.01
ENSG00000178234.13|GALNT11	512.9	552.88	574.93	567.95
ENSG00000178252.18|WDR6	4617.44	5042.17	5179.5	4770.61
ENSG00000178295.15|GEN1	854	978	807	951
ENSG00000178301.3|AQP11	28	34	34	30
ENSG00000178307.9|TMEM11	347	388	409	361
ENSG00000178338.11|ZNF354B	166.81	184.24	209.82	233.98
ENSG00000178381.11|ZFAND2A	105	107	128	119
ENSG00000178385.15|PLEKHM3	326	376	399	382
ENSG00000178386.13|AC092072.1	106.09	130.93	110.39	107.24
ENSG00000178401.16|DNAJC22	350	443	414	417
ENSG00000178409.13|BEND3	335	380	330	314
ENSG00000178425.14|NT5DC1	82	89	90	82.23
ENSG00000178440.6|LINC00843	330.02	248.44	488.05	349.37
ENSG00000178445.9|GLDC	703	690.98	852.99	721.99
ENSG00000178449.9|COX14	121	138	130	144.71
ENSG00000178460.18|MCMDC2	24.01	22	23.01	25.01
ENSG00000178464.6|RPL10P16	11.63	19.76	14.27	13.54
ENSG00000178467.18|P4HTM	182	220.3	190	214
ENSG00000178498.16|DTX3	1583	1869	1896	1725
ENSG00000178502.6|KLHL11	415.86	413.74	347.14	368.75
ENSG00000178531.6|CTXN1	303	331	338	271
ENSG00000178537.10|SLC25A20	120	116	119	125
ENSG00000178538.10|CA8	213	229	216	214
ENSG00000178567.7|EPM2AIP1	978	1027	1032	1024
ENSG00000178568.15|ERBB4	5	14	7	10
ENSG00000178573.7|MAF	671	707	785	745
ENSG00000178585.15|CTNNBIP1	575	670	622	583
ENSG00000178605.13|GTPBP6	211	188	206.5	171.5
ENSG00000178605.13|PAR|Y|GTPBP6	211	188	206.5	171.5
ENSG00000178607.16|ERN1	237	229	222	198
ENSG00000178623.12|GPR35	23.75	24	34	13
ENSG00000178662.16|CSRNP3	87	98	74	62
ENSG00000178665.16|ZNF713	321.36	407.79	420.66	381.79
ENSG00000178685.14|PARP10	677	750	748	700
ENSG00000178691.11|SUZ12	1833.07	2158.15	1949.68	2036.06
ENSG00000178694.10|NSUN3	239.7	255	227	254
ENSG00000178700.7|DHFR2	122.3	101	129	94
ENSG00000178718.6|RPP25	28	45	35	70
ENSG00000178719.17|GRINA	1900	2218	2073	1830
ENSG00000178722.12|C5orf64	9	11	15	18
ENSG00000178741.12|COX5A	1639	1992	1786	1884
ENSG00000178752.16|ERFE	302	403	369	378
ENSG00000178761.15|FAM219B	2460.53	2568.64	2776.59	2845.66
ENSG00000178764.8|ZHX2	548	552	588	487
ENSG00000178773.15|CPNE7	71	69	67	61
ENSG00000178802.18|MPI	938.47	1084.36	1054.41	987.34
ENSG00000178803.11|ADORA2A-AS1	10	14.91	4	8
ENSG00000178809.11|TRIM73	80.75	72.1	69.61	87.27
ENSG00000178852.16|EFCAB13	11	15	9	8
ENSG00000178860.8|MSC	42.19	47.78	75.29	57.76
ENSG00000178878.12|APOLD1	118.33	138.17	128	145.58
ENSG00000178882.14|RFLNA	32	35.09	28	38.05
ENSG00000178896.9|EXOSC4	236.49	243.79	274.19	259.41
ENSG00000178904.19|DPY19L3	1033	1088	1027	949
ENSG00000178913.7|TAF7	2470	2625	2629	2794
ENSG00000178917.16|ZNF852	95	118.51	109.24	103
ENSG00000178919.8|FOXE1	413	468	418	404
ENSG00000178921.14|PFAS	1672	1889	1745	1598
ENSG00000178922.16|HYI	333.9	434.63	424.75	341.95
ENSG00000178927.18|CYBC1	1128	1256	1277	1310
ENSG00000178935.5|ZNF552	103.95	122.16	140.31	110.41
