LMP_602_R1B1	LMP.Olap_602_R1B1	LMP_602_R2B2	LMP.Olap_602_R2B2
ENSG00000108424.10|KPNB1	7300.82	8376.02	8009.39	7784.01
ENSG00000108433.16|GOSR2	1155.66	1204.18	1296.5	1231.46
ENSG00000108439.10|PNPO	629	735.87	692.9	667.57
ENSG00000108443.14|RPS6KB1	970.79	1039.99	1014	1028.93
ENSG00000108448.21|TRIM16L	752.87	837.64	1053.42	1050.17
ENSG00000108465.15|CDK5RAP3	4716	5341	5316.29	5314
ENSG00000108468.15|CBX1	2772	3251	2826	2743
ENSG00000108469.15|RECQL5	773.1	772	812	782.62
ENSG00000108474.16|PIGL	169.8	197.91	192.61	195.78
ENSG00000108479.11|GALK1	139	240	191	153
ENSG00000108506.12|INTS2	1007	1071	1166	1139
ENSG00000108509.21|CAMTA2	1103.91	1232	1265.63	1117.36
ENSG00000108510.10|MED13	2085	2125	2331	2208
ENSG00000108515.17|ENO3	305	334.01	338.01	328
ENSG00000108518.7|PFN1	5832	6594.99	6407.99	5677
ENSG00000108523.15|RNF167	1375	1572	1675	1504
ENSG00000108528.14|SLC25A11	786	981	884	802
ENSG00000108551.5|RASD1	20	23	15	26
ENSG00000108556.9|CHRNE	17.34	18.9	13.29	18.3
ENSG00000108557.19|RAI1	908.83	1108.56	925.13	792.73
ENSG00000108559.12|NUP88	1419.5	1816.29	1732.29	1714.68
ENSG00000108561.8|C1QBP	1731	1947	1953.29	1774.26
ENSG00000108578.15|BLMH	1217	1279	1304	1342
ENSG00000108582.12|CPD	2464	2635	2744	2776
ENSG00000108587.15|GOSR1	1042.9	1123.92	1150	1139.85
ENSG00000108588.14|CCDC47	2490	2804	2717	2704
ENSG00000108590.11|MED31	171.53	179.91	192.36	207.16
ENSG00000108592.17|FTSJ3	1741.06	1893.5	1955.93	1846.65
ENSG00000108599.15|AKAP10	608	702	702	726
ENSG00000108602.18|ALDH3A1	57	92	71	87
ENSG00000108604.15|SMARCD2	590	683	627	652
ENSG00000108639.7|SYNGR2	195	237	221	200
ENSG00000108641.15|B9D1	183.83	235.73	207.45	226.04
ENSG00000108651.10|UTP6	888	985	1029	1042
ENSG00000108654.14|DDX5	16889.31	17389.86	18792.21	18043
ENSG00000108666.10|C17orf75	315	337	336.49	295
ENSG00000108669.16|CYTH1	927	1031	1011	852
ENSG00000108671.11|PSMD11	2483	3050	2993	3021
ENSG00000108679.13|LGALS3BP	2755	3033	2988	2713
ENSG00000108733.10|PEX12	162	197	159	145
ENSG00000108771.13|DHX58	156	148	142	134
ENSG00000108773.11|KAT2A	2493	2904	2647	2610.07
ENSG00000108774.14|RAB5C	2311	2510	2682	2278.2
ENSG00000108784.10|NAGLU	504	556	550	469
ENSG00000108786.10|HSD17B1	146.09	187.26	157.46	163.15
ENSG00000108788.11|MLX	982.4	1155.98	1169.67	1217.25
ENSG00000108797.12|CNTNAP1	1759.48	2027.25	2341.13	2170.88
ENSG00000108799.13|EZH1	736	786	832	779
ENSG00000108819.11|PPP1R9B	1808	2020	2185	1932
ENSG00000108821.13|COL1A1	49	40	41	29
ENSG00000108823.16|SGCA	30	29	51	37
ENSG00000108825.17|PTGES3L-AARSD1	26.67	45.23	24	31.45
ENSG00000108826.16|MRPL27	592	678	790	712
ENSG00000108828.16|VAT1	1753	1932	2169	1948
ENSG00000108829.10|LRRC59	2518.66	2752.54	2776.66	2778.93
ENSG00000108830.10|RND2	640	656	683	601
ENSG00000108840.15|HDAC5	1676	1928	1872	1703
ENSG00000108846.16|ABCC3	30	44	56	26
ENSG00000108848.16|LUC7L3	4244	4647	4642	4561
ENSG00000108852.14|MPP2	464	483	393	437
ENSG00000108854.16|SMURF2	486	585	601	619
ENSG00000108861.9|DUSP3	1065	1243	1196	1164
ENSG00000108883.13|EFTUD2	3262	3590	3634	3412
ENSG00000108924.14|HLF	158	167	138	174
ENSG00000108932.12|SLC16A6	19	36	26	21
ENSG00000108946.14|PRKAR1A	4611	5032	5230	4996
ENSG00000108947.5|EFNB3	516	526	527	441
ENSG00000108953.17|YWHAE	13736	14582	14712	13016
ENSG00000108960.9|MMD	142	160	138	156
ENSG00000108961.14|RANGRF	530.68	659.7	654.45	536.36
ENSG00000108963.17|DPH1	595.61	680.11	644.87	574.07
ENSG00000108984.15|MAP2K6	102	112	88	102
ENSG00000109016.17|DHRS7B	197	241	192	235
ENSG00000109046.15|WSB1	4324	4388	4716	4429
ENSG00000109062.12|SLC9A3R1	444	492	434	463
ENSG00000109063.15|MYH3	190	214	235	193
ENSG00000109065.11|NAT9	928	924	1071	969
ENSG00000109066.13|TMEM104	712	854	775	706
ENSG00000109072.14|VTN	24	32	24	24
ENSG00000109079.10|TNFAIP1	926.54	1022.11	1167.24	1083.55
ENSG00000109083.13|IFT20	231.56	262.11	266.14	261.43
ENSG00000109084.14|TMEM97	1295.44	1671.89	1401.86	1536.57
ENSG00000109089.7|CDR2L	496	669	513	536
ENSG00000109099.15|PMP22	623.95	708.89	683	683.77
ENSG00000109103.11|UNC119	740	830	836	793
ENSG00000109107.14|ALDOC	80	89	94	83.71
ENSG00000109111.15|SUPT6H	3495	3640	3708	3599
ENSG00000109118.14|PHF12	2677	2989	2866	2482
ENSG00000109133.13|TMEM33	1366	1683	1530	1466
ENSG00000109171.15|SLAIN2	717	813	829	829
ENSG00000109180.14|OCIAD1	3660	3950	4061	3993
ENSG00000109184.15|DCUN1D4	2979	3156	2861	2897
ENSG00000109189.13|USP46	647	811	757	740
ENSG00000109220.11|CHIC2	206	233	188	230
ENSG00000109265.14|KIAA1211	558	572	578	469
ENSG00000109270.13|LAMTOR3	761	909	906	839
ENSG00000109320.12|NFKB1	655	741	754	699
ENSG00000109323.9|MANBA	687.9	727.08	720	756
ENSG00000109332.20|UBE2D3	3400	3478.33	3772	3659.07
ENSG00000109339.22|MAPK10	550.22	625	604	600.84
ENSG00000109381.19|ELF2	635	807	752	814
ENSG00000109390.12|NDUFC1	412.15	473.86	479.21	450.93
ENSG00000109436.8|TBC1D9	370	416	413	404
ENSG00000109445.11|ZNF330	528	583	611	592
ENSG00000109452.12|INPP4B	787	893	901	877
ENSG00000109458.8|GAB1	952	1037	1116	1080
ENSG00000109466.14|KLHL2	288	322	344	388
ENSG00000109472.14|CPE	335	380	249	252
ENSG00000109475.16|RPL34	2137	2311	2147	2032
ENSG00000109501.13|WFS1	646.33	714.12	737.81	638.72
ENSG00000109519.13|GRPEL1	570	572	605	620
ENSG00000109534.17|GAR1	358	485	431	408
ENSG00000109536.12|FRG1	649.4	732.05	816.45	838.24
ENSG00000109572.13|CLCN3	938	918	1017	1026
ENSG00000109576.14|AADAT	292	272	275	301
ENSG00000109586.12|GALNT7	693	760	941	933
ENSG00000109606.13|DHX15	3789	4162	3933	3965
ENSG00000109618.12|SEPSECS	374	418	417	397
ENSG00000109654.15|TRIM2	1088	1189	1053	1019
ENSG00000109670.15|FBXW7	935	1046	943	1032.97
ENSG00000109674.4|NEIL3	363	516	444	480
ENSG00000109680.11|TBC1D19	71	74	81	94
ENSG00000109685.18|NSD2	5110	5894	5493	5528
ENSG00000109686.18|SH3D19	2187.07	2246.33	2567.78	2324.75
ENSG00000109689.16|STIM2	1247	1364	1446	1290
ENSG00000109705.7|NKX3-2	31	55	30	39
ENSG00000109736.15|MFSD10	613	642	628	559
ENSG00000109738.11|GLRB	256	260	213	247
ENSG00000109756.9|RAPGEF2	1136	1104	1180	1020
ENSG00000109758.8|HGFAC	21	12	16	10
ENSG00000109762.16|SNX25	405	362	494	479.96
ENSG00000109771.15|LRP2BP	67	65	78	74
ENSG00000109775.11|UFSP2	705.68	764.8	799.56	752.68
ENSG00000109787.13|KLF3	799	880.97	847	805
ENSG00000109790.16|KLHL5	945	963.76	1061	1021
ENSG00000109794.13|FAM149A	88.57	117	119.95	95.01
ENSG00000109805.10|NCAPG	1414.61	1791.37	1529.77	1632.14
ENSG00000109814.12|UGDH	629	718.66	689	688.58
ENSG00000109819.9|PPARGC1A	161	183	143	150
ENSG00000109832.14|DDX25	114	127	117.66	127.51
ENSG00000109846.8|CRYAB	512	609	516	465
ENSG00000109861.16|CTSC	1462	1704	1777	1934
ENSG00000109881.17|CCDC34	766	1034	727	893
ENSG00000109911.19|ELP4	401.91	402.39	430.42	409.26
ENSG00000109917.11|ZPR1	1001	1093	1157	1110.34
ENSG00000109919.10|MTCH2	2658	2996	2822	2900
ENSG00000109920.12|FNBP4	2701	2915	2930	2817
ENSG00000109927.10|TECTA	49.06	35.84	51.12	40.73
ENSG00000109929.10|SC5D	769	872	893	863
ENSG00000109956.13|B3GAT1	728	840	788	776
ENSG00000109971.14|HSPA8	22921	25112	29068	26843
ENSG00000110002.15|VWA5A	10	8	20	11
ENSG00000110011.13|DNAJC4	404.86	423.79	503.08	413.04
ENSG00000110013.12|SIAE	425.09	432.64	472.4	482.95
ENSG00000110025.13|SNX15	661	805	714.77	795
ENSG00000110031.12|LPXN	59	76	90	57
ENSG00000110042.8|DTX4	11	19	5	10
ENSG00000110046.13|ATG2A	632	728	690	594
ENSG00000110047.18|EHD1	705	680	756	606
ENSG00000110048.12|OSBP	2277	2362	2376	2262
ENSG00000110060.9|PUS3	229	265	233	284
ENSG00000110063.10|DCPS	743	851	758	705
ENSG00000110066.15|KMT5B	1112	1113	1138	1152
ENSG00000110074.10|FOXRED1	1000	1261	1155	1124
ENSG00000110075.14|PPP6R3	2515.36	2677	2516.94	2420.94
ENSG00000110076.18|NRXN2	198	221	149	138
ENSG00000110080.18|ST3GAL4	343	429	302	336
ENSG00000110090.13|CPT1A	1160	1232	1199	1145
ENSG00000110092.3|CCND1	789.86	913.93	936.19	1017.69
ENSG00000110104.13|CCDC86	903.75	950.39	988.12	875.42
ENSG00000110107.9|PRPF19	4242	4756	4477	4379
ENSG00000110108.10|TMEM109	690	812	798	727
ENSG00000110169.11|HPX	15	23	20	13
ENSG00000110171.20|TRIM3	415	466	425	479
ENSG00000110172.12|CHORDC1	460	540	656.98	655
ENSG00000110200.8|ANAPC15	378.29	423.34	363.1	324.03
ENSG00000110218.9|PANX1	404	434	435	430
ENSG00000110237.4|ARHGEF17	1000.99	1058.8	997.99	950.95
ENSG00000110274.16|CEP164	1002	1120	1166	1052
ENSG00000110315.7|RNF141	709	745	718	709
ENSG00000110318.13|CEP126	188	185	197	205
ENSG00000110321.17|EIF4G2	16954	18075	18145.52	17282
ENSG00000110328.6|GALNT18	383	461	422	388
ENSG00000110330.8|BIRC2	638	761	823	842
ENSG00000110344.9|UBE4A	1102.77	1258.66	1248.81	1152.98
ENSG00000110367.13|DDX6	3035	3389	3143	3038
ENSG00000110395.6|CBL	1737.88	1766	1866	1817.8
ENSG00000110400.11|NECTIN1	522	579	731	597
ENSG00000110422.12|HIPK3	1381	1514	1470	1463
ENSG00000110427.15|KIAA1549L	2179.98	2350.99	2618.98	2575.97
ENSG00000110429.14|FBXO3	1060	1177	1299	1214
ENSG00000110435.11|PDHX	485.03	589.05	571.05	585.19
ENSG00000110436.13|SLC1A2	48	44	20	16
ENSG00000110442.12|COMMD9	731	874	816	820
ENSG00000110446.11|SLC15A3	14	21	9	10
ENSG00000110455.13|ACCS	214	276	259	251
ENSG00000110492.15|MDK	3702	4228	4117	3842
ENSG00000110497.14|AMBRA1	613	720	681	620
ENSG00000110514.19|MADD	1796	1944	1926	1873
ENSG00000110536.14|PTPMT1	766.02	802.89	763.94	775.63
ENSG00000110583.13|NAA40	1601.95	1868	1710	1655
ENSG00000110619.17|CARS	1212.7	1297	1466	1402.99
ENSG00000110628.14|SLC22A18	47	45	45	45
ENSG00000110651.11|CD81	4266	4479	4779	4224
ENSG00000110660.15|SLC35F2	193	205	196	147
ENSG00000110675.13|ELMOD1	163	169	217	256
ENSG00000110693.17|SOX6	2190	2363	2254	2106
ENSG00000110696.10|C11orf58	3664	3946	4053	4038
ENSG00000110697.13|PITPNM1	213	315	225	220
ENSG00000110700.7|RPS13	3706	3914	3598.99	3465
ENSG00000110711.10|AIP	462	482	523	443
ENSG00000110713.17|NUP98	2770	3087	3073	2867
ENSG00000110717.13|NDUFS8	474	547	498	444
ENSG00000110719.10|TCIRG1	25	29	13	20
ENSG00000110721.12|CHKA	914.57	1081.99	993.25	1008.26
ENSG00000110756.17|HPS5	303	357	344	396
ENSG00000110768.12|GTF2H1	742	803	849	832
ENSG00000110801.13|PSMD9	306.41	349	331.76	300.06
ENSG00000110811.20|P3H3	334	427	371	371.99
ENSG00000110841.14|PPFIBP1	1792	1915.96	2009	1920.96
ENSG00000110844.13|PRPF40B	307.05	271.16	274.18	286.44
ENSG00000110851.12|PRDM4	555.99	634.96	581.92	585
ENSG00000110871.15|COQ5	457	517	489	517
ENSG00000110880.10|CORO1C	4838	5428	5566	5370
ENSG00000110881.11|ASIC1	427	390	402	348
ENSG00000110888.17|CAPRIN2	655	696	716	742
ENSG00000110900.15|TSPAN11	260	277	256	163
ENSG00000110906.13|KCTD10	684	741	809	721
ENSG00000110911.15|SLC11A2	655	785	722	770
ENSG00000110917.8|MLEC	3502	3914	3802	3755
ENSG00000110921.14|MVK	229.1	232	266.06	270.17
ENSG00000110925.6|CSRNP2	607	679	714	723
ENSG00000110931.19|CAMKK2	565	623	638	582
ENSG00000110955.9|ATP5F1B	6669	7040	6998	6496
ENSG00000110958.16|PTGES3	2910	3260	3042	3162
ENSG00000110987.8|BCL7A	590	583	562	508
ENSG00000111011.18|RSRC2	1541	1615	1786	1822
ENSG00000111012.10|CYP27B1	85	112	123	117
ENSG00000111052.7|LIN7A	8	21	26	26
ENSG00000111077.17|TNS2	1648	1562.68	1961.73	1616.75
ENSG00000111087.10|GLI1	104	143	95	107
ENSG00000111110.12|PPM1H	110	152	118	112
ENSG00000111142.14|METAP2	1758	1861	1950	1898
ENSG00000111144.10|LTA4H	687	760	726	658
ENSG00000111145.8|ELK3	188	204	198	181.81
ENSG00000111186.13|WNT5B	81	97	71	92
ENSG00000111196.10|MAGOHB	253	343	330	367
ENSG00000111203.13|ITFG2	439.4	401.7	407.04	415.58
ENSG00000111206.12|FOXM1	3846.83	4869.86	4188.8	4341.65
ENSG00000111215.12|PRR4	49.28	26.37	22.66	23.48
ENSG00000111224.14|PARP11	150	145	156	150
ENSG00000111229.16|ARPC3	1229.99	1281.76	1411.97	1389.94
ENSG00000111231.9|GPN3	254.99	329.04	325	334.44
ENSG00000111237.18|VPS29	668	843	812	922
ENSG00000111247.14|RAD51AP1	778	991	756	1055
ENSG00000111249.14|CUX2	195	225	184	173
ENSG00000111252.10|SH2B3	866	1021	932	889
ENSG00000111254.8|AKAP3	16	21	29	22
ENSG00000111261.14|MANSC1	386	398	477	474
ENSG00000111266.8|DUSP16	1245	1327	1338	1224
ENSG00000111269.3|CREBL2	524	627	545	619
ENSG00000111271.14|ACAD10	483	516	513	470
ENSG00000111275.13|ALDH2	810	921	944	905
ENSG00000111276.11|CDKN1B	1440	1668	1658	1580
ENSG00000111300.10|NAA25	609	618	640	647
ENSG00000111325.16|OGFOD2	150.21	207.86	194.52	158.82
ENSG00000111328.7|CDK2AP1	2915.96	3258.43	3316.42	3195.04
ENSG00000111331.13|OAS3	2215	3003	2289	2517
ENSG00000111341.9|MGP	96	75	28	38
ENSG00000111348.9|ARHGDIB	7	13	9	11
ENSG00000111358.14|GTF2H3	563	624	557	592
ENSG00000111361.12|EIF2B1	693.36	706.08	766.99	759.41
ENSG00000111364.16|DDX55	510.64	549.92	581.01	550.59
ENSG00000111371.15|SLC38A1	2850	3178	3408	3794
ENSG00000111405.9|ENDOU	21	14	24	14
ENSG00000111412.6|C12orf49	542	645	605	527
ENSG00000111445.14|RFC5	523.93	689.19	577.59	665.57
ENSG00000111450.14|STX2	557	645	671	710.65
ENSG00000111452.13|ADGRD1	10	21	10	14
ENSG00000111481.10|COPZ1	1751	1699	1718	1608
ENSG00000111490.13|TBC1D30	26	38	32	30
ENSG00000111530.13|CAND1	2015	2176	2109	2276
ENSG00000111540.16|RAB5B	1682	1893	1716	1798
ENSG00000111554.14|MDM1	213	267	224	251
ENSG00000111581.10|NUP107	1338	1534	1429	1612
ENSG00000111596.12|CNOT2	690.19	729.16	806.69	689.88
ENSG00000111602.12|TIMELESS	2753	3822	3083	3371
ENSG00000111605.18|CPSF6	1823	2034	2048	1928
ENSG00000111615.14|KRR1	1243.27	1514.7	1361.48	1474.48
ENSG00000111639.8|MRPL51	1148.58	1309.49	1268.7	1260.92
ENSG00000111640.15|GAPDH	25661.5	27624.85	29975.46	27583.36
ENSG00000111641.11|NOP2	1323	1267.05	1408.26	1205.5
ENSG00000111642.15|CHD4	7091.29	7809	7478.08	6822.01
ENSG00000111644.8|ACRBP	31	40	45	30
ENSG00000111647.13|UHRF1BP1L	409	401	388	375
ENSG00000111652.10|COPS7A	544	574	585	485
ENSG00000111653.20|ING4	363	415	421	370
ENSG00000111664.10|GNB3	359.36	437.01	474.52	459.66
ENSG00000111665.11|CDCA3	1070.64	1362.99	1075.48	1042.34
ENSG00000111666.11|CHPT1	179	187	185.96	207
ENSG00000111667.13|USP5	2162	2358	2410	2169
ENSG00000111669.15|TPI1	5482.99	6410	6113.99	6020.99
ENSG00000111670.16|GNPTAB	391	421	439	405
ENSG00000111671.9|SPSB2	50	73	63	61
ENSG00000111674.9|ENO2	1247	1568	1462	1559
ENSG00000111676.15|ATN1	4423	4802	4973	4364
ENSG00000111678.11|C12orf57	674.96	743.63	727.64	660.45
ENSG00000111684.11|LPCAT3	315.01	367.5	391.92	358.95
ENSG00000111696.12|NT5DC3	48	55	44	60
ENSG00000111707.12|SUDS3	647	677.97	645	683.75
ENSG00000111711.10|GOLT1B	452	516	498	501
ENSG00000111716.12|LDHB	5182.07	5770.48	5450.07	5363.78
ENSG00000111725.11|PRKAB1	350	345	346	317
ENSG00000111726.13|CMAS	304	374	368	347
ENSG00000111727.12|HCFC2	221	261	289	299
ENSG00000111728.10|ST8SIA1	135	162	159	168
ENSG00000111731.12|C2CD5	652	645	689	736
ENSG00000111737.12|RAB35	680.37	797.58	828	773
ENSG00000111752.11|PHC1	1435.61	1581.81	1559.38	1400.85
ENSG00000111775.3|COX6A1	1251.69	1491	1408	1382
ENSG00000111783.12|RFX4	1453.93	1507.44	1579.72	1450.88
ENSG00000111785.20|RIC8B	429	467	528	492
ENSG00000111786.9|SRSF9	1629.12	1731.88	1727.34	1694.4
ENSG00000111788.10|AC009533.1	253.15	334.04	305.36	291.74
ENSG00000111790.14|FGFR1OP2	520	517	593	596
ENSG00000111799.21|COL12A1	1394	1662	1445	1475
ENSG00000111801.16|BTN3A3	178.79	187.13	197.2	151.62
ENSG00000111802.14|TDP2	593	644	756	793
ENSG00000111817.17|DSE	60.34	70	56.94	47.37
ENSG00000111832.13|RWDD1	348	309	385	376
ENSG00000111843.14|TMEM14C	473	569	512	500
ENSG00000111845.5|PAK1IP1	473	506	416	442
ENSG00000111846.17|GCNT2	795	944	996	1004
ENSG00000111850.11|SMIM8	154	155	139	136
ENSG00000111859.17|NEDD9	809	979	1043	993
ENSG00000111860.14|CEP85L	453	494	492	478
ENSG00000111875.8|ASF1A	771.25	819.72	882.14	857.45
ENSG00000111877.17|MCM9	300.75	339.28	281.86	316.55
ENSG00000111879.19|FAM184A	280	350	313	336
ENSG00000111880.16|RNGTT	569	572	601	597
ENSG00000111886.10|GABRR2	22	16	17	29
ENSG00000111897.7|SERINC1	3519	3648	3701	3650
ENSG00000111906.17|HDDC2	459	421	467	418
ENSG00000111911.7|HINT3	283.15	331.31	331.34	317.26
ENSG00000111912.20|NCOA7	124	179	147	146
ENSG00000111913.18|RIPOR2	22	26	12	11
ENSG00000111961.18|SASH1	1591	1666	1781	1681
ENSG00000111962.8|UST	255	285	270	283
ENSG00000112029.10|FBXO5	630.86	804.9	651.96	775
ENSG00000112031.16|MTRF1L	544.64	488.2	578.18	549.41
ENSG00000112033.14|PPARD	488	604	458	421
ENSG00000112039.4|FANCE	188	225	240	248
ENSG00000112062.10|MAPK14	711	783	806	820
ENSG00000112078.14|KCTD20	1560	1732	1813	1718
ENSG00000112079.9|STK38	628	574	706	661
ENSG00000112081.17|SRSF3	5695	5895	5351	5348
ENSG00000112096.18|SOD2	713.09	704	675.05	719.06
ENSG00000112110.10|MRPL18	374	391	439	473
ENSG00000112118.19|MCM3	3970	4754	4139	4535
ENSG00000112130.17|RNF8	393	445	409	418
ENSG00000112139.16|MDGA1	273	327	242	280
ENSG00000112144.15|ICK	410	439	467	394
ENSG00000112146.16|FBXO9	574	613	597	598
ENSG00000112149.10|CD83	436	478	450	527
ENSG00000112159.12|MDN1	653	720	759	642
ENSG00000112167.10|SAYSD1	187	212	214	199
ENSG00000112182.15|BACH2	193	180	171	168
ENSG00000112183.15|RBM24	7	21	24	18
ENSG00000112186.12|CAP2	837	849	854	787
ENSG00000112200.17|ZNF451	895.54	991.9	982.03	968.14
ENSG00000112208.11|BAG2	135.86	171.3	168.25	170.55
ENSG00000112210.12|RAB23	334.14	422.7	356.75	420.45
ENSG00000112232.9|KHDRBS2	83.47	69.89	105.75	92
ENSG00000112234.9|FBXL4	272	348	314	355
ENSG00000112237.13|CCNC	732	818.37	727.24	793.39
ENSG00000112242.15|E2F3	1287	1366	1237	1380
ENSG00000112245.11|PTP4A1	1260.55	1360.3	1437.78	1407.5
ENSG00000112249.14|ASCC3	386	524	467	535
ENSG00000112276.14|BVES	839	954	884	908
ENSG00000112280.16|COL9A1	114	88	164	111
ENSG00000112282.18|MED23	677	857	726	788
ENSG00000112290.13|WASF1	725	767	863	800
ENSG00000112293.15|GPLD1	106.28	73.76	89.84	83.08
ENSG00000112294.12|ALDH5A1	746	802	716	660
ENSG00000112297.15|CRYBG1	75	77	82	81
ENSG00000112304.11|ACOT13	552.04	600.06	657.56	535.8
ENSG00000112305.14|SMAP1	687.57	692.81	787.86	639.28
ENSG00000112306.8|RPS12	4024.99	4771.98	3973	3821.99
ENSG00000112308.13|C6orf62	1781.68	1888.34	1889.66	1937.89
ENSG00000112309.10|B3GAT2	24.43	36.19	19.14	16.72
ENSG00000112312.10|GMNN	548	735	569	664
ENSG00000112319.19|EYA4	1557	1602	1702	1540.99
ENSG00000112320.12|SOBP	1380	1470	1449	1385
ENSG00000112333.11|NR2E1	115	142	161	155
ENSG00000112335.15|SNX3	1604	1853	1792	1693
ENSG00000112339.14|HBS1L	689	738	695	733
ENSG00000112343.11|TRIM38	364.32	401	327	408.58
ENSG00000112357.13|PEX7	43	44	43	50
ENSG00000112365.4|ZBTB24	433	446	424	393.43
ENSG00000112367.10|FIG4	359	400	392	408
ENSG00000112378.12|PERP	26	20	29	32
ENSG00000112379.9|ARFGEF3	188	223	220	224
ENSG00000112394.17|SLC16A10	69	91	73	72
ENSG00000112406.5|HECA	352	472	371	465
ENSG00000112414.14|ADGRG6	290	307	253	253
ENSG00000112419.14|PHACTR2	77	75	71	110
ENSG00000112425.15|EPM2A	39	32	38	40
ENSG00000112473.18|SLC39A7	2727.82	2981	3238.41	3096.45
ENSG00000112511.17|PHF1	959	1165	1070	1038
ENSG00000112514.15|CUTA	1140	1369	1292	1220
ENSG00000112531.17|QKI	6928	7420	7624	7357
ENSG00000112539.15|C6orf118	9	11	13	14
ENSG00000112559.14|MDFI	867	957	955	836
ENSG00000112561.18|TFEB	171	173	174	155
ENSG00000112576.12|CCND3	623	845	744	694
ENSG00000112578.10|BYSL	548	624	663	583
ENSG00000112584.13|FAM120B	482	536	616	480
ENSG00000112592.14|TBP	231	278	287	262
ENSG00000112599.9|GUCA1B	32	42	54	33
ENSG00000112624.12|BICRAL	295	276	280	270
ENSG00000112640.15|PPP2R5D	1582.91	1748.89	1664.12	1501.21
ENSG00000112651.12|MRPL2	308	349	334	307
ENSG00000112655.16|PTK7	1904	2149	2083	2011
ENSG00000112658.8|SRF	944	983	1073	890
ENSG00000112659.14|CUL9	1468	1603.81	1445	1384
ENSG00000112667.12|DNPH1	207	232	177	182
ENSG00000112679.14|DUSP22	528	567	665	632
ENSG00000112685.14|EXOC2	1177	1163	1368	1200
ENSG00000112695.11|COX7A2	1186	1217	1154	1063
ENSG00000112697.16|TMEM30A	3042	3071	2920	3056
ENSG00000112699.11|GMDS	139	174	135	155
ENSG00000112701.18|SENP6	1299	1415	1371	1398
ENSG00000112715.21|VEGFA	1911.6	2260.03	2122.35	2163.83
ENSG00000112739.17|PRPF4B	2060	2090	2185	2188
ENSG00000112742.10|TTK	1250	1401	1196	1178
ENSG00000112759.18|SLC29A1	1036	1293	1002	1150
ENSG00000112763.17|BTN2A1	614	585.69	726	623
ENSG00000112769.19|LAMA4	5903	6631	6102	5728
ENSG00000112773.16|TENT5A	185	220	166	148
ENSG00000112787.13|FBRSL1	416	486	472	438
ENSG00000112851.14|ERBIN	3839	4011	4074	4121
ENSG00000112852.6|PCDHB2	35.46	23.59	27.53	23.28
ENSG00000112855.16|HARS2	494.27	458.81	479.21	520.2
ENSG00000112874.10|NUDT12	390	387	420	433
ENSG00000112877.8|CEP72	320	424.19	387.21	395
ENSG00000112893.9|MAN2A1	747	855	809	828
ENSG00000112902.12|SEMA5A	4023	4131	3875	3372
ENSG00000112941.14|TENT4A	1140	1246	1141	1122
ENSG00000112972.15|HMGCS1	5515.96	5484.28	6415.77	6142.43
ENSG00000112977.15|DAP	2199	2310	2122	2026
ENSG00000112981.5|NME5	27	25	18	20
ENSG00000112983.17|BRD8	1800	1825	1843	1712
ENSG00000112984.12|KIF20A	1763	1694	1571	1298
ENSG00000112992.17|NNT	3289.69	3729.05	3521.03	3418
ENSG00000112996.11|MRPS30	834	863	910	866
ENSG00000113013.14|HSPA9	4072	4283	4409	4384
ENSG00000113048.16|MRPS27	1971	2095	2113	2124.02
ENSG00000113068.9|PFDN1	767	848	839	805
ENSG00000113070.8|HBEGF	70	91	113	128
ENSG00000113083.14|LOX	44	62	47	33
ENSG00000113108.19|APBB3	434	447	446	401
ENSG00000113119.12|TMCO6	163	147	157	168
ENSG00000113140.11|SPARC	12361	13962	16241.99	16676.99
ENSG00000113141.18|IK	1557	1603.99	1784.99	1741
ENSG00000113161.16|HMGCR	4286	4595	5380	5238
ENSG00000113163.16|COL4A3BP	1543	1652.58	2231.55	2298.78
ENSG00000113194.13|FAF2	1250	1287	1277	1227
ENSG00000113205.5|PCDHB3	548.43	528.34	541.38	510.82
ENSG00000113209.8|PCDHB5	1548.69	1648.64	1701.88	1532.69
ENSG00000113211.5|PCDHB6	25.09	32.23	32.13	19.1
ENSG00000113212.6|PCDHB7	23	18	18	14.01
ENSG00000113231.13|PDE8B	278.61	320.52	291.34	383.08
ENSG00000113240.13|CLK4	357	377	415	452
ENSG00000113248.6|PCDHB15	77.27	79.55	93.59	85.47
ENSG00000113262.16|GRM6	32	35	36	46
ENSG00000113269.14|RNF130	680	623	738	722
ENSG00000113272.14|THG1L	202	253	231	212
ENSG00000113273.17|ARSB	353	394	414	353
ENSG00000113282.13|CLINT1	1116	1170	1094	1151
ENSG00000113296.14|THBS4	333	277	308	280
ENSG00000113300.12|CNOT6	811	926	897	844
ENSG00000113312.11|TTC1	535	521	528	520
ENSG00000113318.10|MSH3	502.66	550.63	557.54	540.65
ENSG00000113319.13|RASGRF2	33	33	29	25
ENSG00000113328.19|CCNG1	501	590	504	500
ENSG00000113356.12|POLR3G	247	283.08	271	323.26
ENSG00000113360.16|DROSHA	2639	3065	2772	2929
ENSG00000113361.13|CDH6	1748.87	1722	1392	1244
ENSG00000113368.12|LMNB1	3580	4095	4068	3959
ENSG00000113369.9|ARRDC3	1952	2179	1959	2150
ENSG00000113384.14|GOLPH3	1539	1711	1645	1639
ENSG00000113387.12|SUB1	3779	4401	4208	3897
ENSG00000113391.19|FAM172A	445	432	406	408
ENSG00000113407.13|TARS	2872	3130	3283	3232
