Ctrl_602_R1B1	LMP.Olap_602_R1B1	Ctrl_602_R2B2	LMP.Olap_602_R2B2
ENSG00000173137.12|ADCK5	98	120	84	110
ENSG00000173141.5|MRPL57	421	508	446	453
ENSG00000173145.11|NOC3L	426	471	526	469
ENSG00000173153.14|ESRRA	416.49	495.83	448.45	455.94
ENSG00000173163.10|COMMD1	235.67	213.83	257.03	276.99
ENSG00000173166.18|RAPH1	705.96	1042.94	1008.78	1003.39
ENSG00000173171.14|MTX1	418.67	485	439.55	466.66
ENSG00000173175.14|ADCY5	139.54	136	113	95
ENSG00000173193.15|PARP14	895	1204	1032	1142
ENSG00000173207.13|CKS1B	569	798	605	757
ENSG00000173208.4|ABCD2	40	62	31	33
ENSG00000173209.23|AHSA2P	2743.97	3048.46	2950.23	3241.95
ENSG00000173214.5|MFSD4B	100	124	125	147
ENSG00000173218.15|VANGL1	576	737	572	638
ENSG00000173221.14|GLRX	213	230	299	290
ENSG00000173226.17|IQCB1	447	489	463	544
ENSG00000173227.14|SYT12	306	310	240	298
ENSG00000173230.15|GOLGB1	1299	1727	1600	1724
ENSG00000173258.12|ZNF483	22	40	29	38
ENSG00000173264.14|GPR137	817.58	970.6	810.71	963.25
ENSG00000173272.16|MZT2A	175.85	253.84	211.35	191.24
ENSG00000173273.16|TNKS	1974.15	2170	2130.57	2060.54
ENSG00000173275.12|ZNF449	126	142	150	143
ENSG00000173276.14|ZBTB21	778	1174	948	1185
ENSG00000173281.5|PPP1R3B	253	271	295	299
ENSG00000173295.7|FAM86B3P	26	38	33	31
ENSG00000173320.12|STOX2	212	298	198	224
ENSG00000173327.8|MAP3K11	825	993	768	840
ENSG00000173334.4|TRIB1	494	482	480	431
ENSG00000173402.11|DAG1	2926	3166	2734	2895
ENSG00000173404.5|INSM1	276	378	161	225
ENSG00000173409.14|ARV1	245	271	280	274
ENSG00000173418.11|NAA20	842	1011	1015	1002
ENSG00000173436.15|MICOS10	488	555	565	558
ENSG00000173442.13|EHBP1L1	193	211	207	200
ENSG00000173451.7|THAP2	67	72.82	111	93
ENSG00000173456.4|RNF26	967	1189.33	799	968
ENSG00000173457.11|PPP1R14B	3871.36	3781.76	3353.03	3289.18
ENSG00000173465.7|SSSCA1	303.11	432.42	327.06	388.03
ENSG00000173473.11|SMARCC1	3667	3779	3694	3480
ENSG00000173480.11|ZNF417	304.29	364.8	328.86	364.69
ENSG00000173482.16|PTPRM	19	20	15	16
ENSG00000173486.13|FKBP2	864.19	786.26	665.51	742.99
ENSG00000173511.9|VEGFB	1578	1810	1379	1566
ENSG00000173517.10|PEAK1	2683	2968	2669	2713
ENSG00000173531.15|MST1	357.39	362.72	327.44	303.85
ENSG00000173540.12|GMPPB	546.5	639.08	476.58	640.02
ENSG00000173542.8|MOB1B	1275	1592	1607	1640
ENSG00000173545.5|ZNF622	362	369	349	337
ENSG00000173546.7|CSPG4	4790.13	5224.99	5444.99	5332
ENSG00000173548.8|SNX33	1128.28	1233.3	1031.46	1166.94
ENSG00000173557.15|C2orf70	30	24	14	19
ENSG00000173559.12|NABP1	79	120.97	98	87
ENSG00000173575.21|CHD2	5029.39	4972.26	4793.61	4498.89
ENSG00000173581.7|CCDC106	344.97	419.85	323	320
ENSG00000173588.14|CEP83	207	228.79	203.51	236.68
ENSG00000173598.14|NUDT4	2086.27	2294.58	2605.67	2223.8
ENSG00000173599.14|PC	616.05	808.2	588.66	671.31
ENSG00000173611.17|SCAI	207	274.83	255.17	304.38
ENSG00000173614.14|NMNAT1	169	195	207	233
ENSG00000173621.9|LRFN4	494.95	635.8	463.34	504.69
ENSG00000173638.19|SLC19A1	390.01	437.35	337.37	314.72
ENSG00000173641.17|HSPB7	292	417	332	416
ENSG00000173653.7|RCE1	336	426.78	331	362
ENSG00000173660.12|UQCRH	1415.95	1433.74	1303.6	1270.5
ENSG00000173674.11|EIF1AX	1854.58	2152.52	2035.46	2143.57
ENSG00000173681.16|BCLAF3	249	320	354	338
ENSG00000173692.13|PSMD1	3006	3226	3278	3178
ENSG00000173698.18|ADGRG2	335	496	333	472
ENSG00000173705.9|SUSD5	394	326	432	349
ENSG00000173706.14|HEG1	2153	2850	2610	3089
ENSG00000173714.7|WFIKKN2	11	12	3	5
ENSG00000173715.16|C11orf80	271	273.22	265	281
ENSG00000173726.11|TOMM20	3172.44	3530.37	3203.2	3231.83
ENSG00000173744.17|AGFG1	1035	1277	1311	1223
ENSG00000173757.9|STAT5B	1714.73	1815.26	1674.33	1714.12
ENSG00000173786.17|CNP	3757.97	4141.08	3572.59	3825.84
ENSG00000173801.17|JUP	58	90	46	56
ENSG00000173805.15|HAP1	66	103	55	82
ENSG00000173812.11|EIF1	4393	4844	5107	5018
ENSG00000173818.17|ENDOV	185	184	207	182
ENSG00000173821.19|AC124319.1	2953.29	3098.86	2994.42	3091.35
ENSG00000173825.7|TIGD3	54	40	27	50
ENSG00000173846.13|PLK3	63	71	66	75
ENSG00000173848.19|NET1	674	1006	760	952
ENSG00000173852.14|DPY19L1	2266.73	2865.27	3208.79	3189.81
ENSG00000173867.10|AC013489.1	54.44	21.08	51.3	61.92
ENSG00000173875.13|ZNF791	742	903	900	872
ENSG00000173889.16|PHC3	751	1073	1025	1148
ENSG00000173894.11|CBX2	1408	1763	1282	1772
ENSG00000173898.13|SPTBN2	573	768	428	560
ENSG00000173905.8|GOLIM4	4289	5238	4547	4652
ENSG00000173914.12|RBM4B	700.15	779.43	739.53	733.62
ENSG00000173915.16|ATP5MD	456	457	485	513
ENSG00000173926.6|MARCH3	53	55	86	74
ENSG00000173928.2|SWSAP1	25.28	20.6	9.99	21.69
ENSG00000173933.20|RBM4	3042.07	3300.31	2941.85	3191.29
ENSG00000173947.14|PIFO	10	24	20	25
ENSG00000173950.16|XXYLT1	661	665	667	536
ENSG00000173960.14|UBXN2A	713	885	872	946
ENSG00000173991.5|TCAP	147	151	94	133
ENSG00000173992.9|CCS	377	462	447	469
ENSG00000174007.8|CEP19	131	172	139	164
ENSG00000174010.9|KLHL15	208	290	282	272
ENSG00000174013.8|FBXO45	464	671	575	686
ENSG00000174015.10|SPERT	12	10	12	14
ENSG00000174021.11|GNG5	1061	1311	1120	1048.93
ENSG00000174028.6|FAM3C2	122.6	106.82	115.61	87.67
ENSG00000174032.17|SLC25A30	139	188	165	205
ENSG00000174080.11|CTSF	306	274	205	255
ENSG00000174099.11|MSRB3	365	391	436	401
ENSG00000174106.3|LEMD3	457	597	623	595
ENSG00000174109.5|C16orf91	104	118	87	110
ENSG00000174125.8|TLR1	12	21	10	14
ENSG00000174132.9|FAM174A	45	82	74	69
ENSG00000174136.12|RGMB	709.33	1208.99	718.02	982.42
ENSG00000174137.12|FAM53A	11	14	11	8
ENSG00000174151.14|CYB561D1	147	174	137	144
ENSG00000174165.8|ZDHHC24	237.86	250.32	252.34	226.78
ENSG00000174173.7|TRMT10C	514	601	618	637
ENSG00000174177.13|CTU2	215.27	253.31	236	266.38
ENSG00000174197.16|MGA	1793	2374	2055	2251
ENSG00000174206.12|C12orf66	38	64	86	60
ENSG00000174227.16|PIGG	1030	1230	1154	1233
ENSG00000174231.17|PRPF8	6442	6959	5900	6240
ENSG00000174233.11|ADCY6	921.98	1145.28	987.41	1188.85
ENSG00000174238.14|PITPNA	1755.74	1824.6	1818.61	1741.59
ENSG00000174243.10|DDX23	2264	2513	2277	2405
ENSG00000174276.6|ZNHIT2	22	27	25	34
ENSG00000174279.4|EVX2	21	14	26	14
ENSG00000174282.12|ZBTB4	1970	2304	1923	2171
ENSG00000174292.12|TNK1	21	12	20	22
ENSG00000174306.21|ZHX3	1207.61	1261.42	1038.22	1003.91
ENSG00000174307.6|PHLDA3	23	15	15	19
ENSG00000174327.6|SLC16A13	64	69	60	87
ENSG00000174343.6|CHRNA9	15	14	3	0
ENSG00000174348.13|PODN	50.49	48.11	57	44.27
ENSG00000174353.17|STAG3L3	732.42	1099.49	893.29	962.8
ENSG00000174365.19|SNHG11	268	265	229	255
ENSG00000174371.17|EXO1	696	1054	738	1036
ENSG00000174373.16|RALGAPA1	678.17	700.65	861.62	761.93
ENSG00000174384.9|PMS2P6	62.49	61.9	33.7	71.72
ENSG00000174405.13|LIG4	256	264	351	312
ENSG00000174428.17|GTF2IRD2B	728.76	853.49	765.47	834.5
ENSG00000174437.17|ATP2A2	6297	7437	6531	6699
ENSG00000174442.12|ZWILCH	987.51	1534.5	1238.9	1490.57
ENSG00000174444.15|RPL4	16967.75	17660.74	14853.72	15352.86
ENSG00000174446.13|SNAPC5	250.97	288.57	319.83	271.17
ENSG00000174453.9|VWC2L	32	22	40	29
ENSG00000174456.14|C12orf76	128.62	177.62	163.56	159.52
ENSG00000174460.4|ZCCHC12	531	497	520	498
ENSG00000174483.20|BBS1	552.14	503.68	511.66	541.22
ENSG00000174485.15|DENND4A	439	562	529	529
ENSG00000174498.14|IGDCC3	306	422	307	365
ENSG00000174500.13|GCSAM	20	22	25	12
ENSG00000174501.14|ANKRD36C	101.36	142.59	122.72	160.03
ENSG00000174514.13|MFSD4A	13	17.67	4	5
ENSG00000174516.15|PELI3	127.35	134.13	76.79	127.02
ENSG00000174521.7|TTC9B	28	30	35	24
ENSG00000174529.7|TMEM81	64	46	75	69
ENSG00000174547.13|MRPL11	631	687	601	689
ENSG00000174564.13|IL20RB	35	28	30	30
ENSG00000174574.16|AKIRIN1	1301	1368	1465	1324
ENSG00000174579.4|MSL2	699	817	677	730
ENSG00000174586.11|ZNF497	56.04	47.55	57.13	79.91
ENSG00000174599.5|TRAM1L1	61	59	60	45
ENSG00000174606.14|ANGEL2	639	757	835	889
ENSG00000174611.12|KY	36	44	29	24
ENSG00000174628.16|IQCK	163	147.63	145.84	139.89
ENSG00000174640.13|SLCO2A1	271	310	232	265
ENSG00000174652.19|ZNF266	999	1371	1175	1353
ENSG00000174669.12|SLC29A2	55.72	49.81	45.74	64.22
ENSG00000174672.16|BRSK2	482	557	451	517
ENSG00000174684.7|B4GAT1	919	1072	975	1045
ENSG00000174695.10|TMEM167A	2213	2745.46	2844.83	2811.95
ENSG00000174705.13|SH3PXD2B	1609	1842	1674	1708
ENSG00000174718.12|RESF1	461	581	528	618
ENSG00000174720.16|LARP7	1195.99	1299.88	1317	1167
ENSG00000174721.9|FGFBP3	482.97	424	686.72	464.95
ENSG00000174738.13|NR1D2	1461	1649	1528	1528
ENSG00000174740.8|PABPC5	62	68	69	58
ENSG00000174744.14|BRMS1	804	852	737	885
ENSG00000174748.20|RPL15	11157.19	11076.21	10030.88	9655.97
ENSG00000174775.17|HRAS	615	667	555	639
ENSG00000174776.11|WDR49	24	35	28	44
ENSG00000174780.16|SRP72	2510	2794	2632	2626
ENSG00000174791.11|RIN1	269	281	235	272
ENSG00000174796.12|THAP6	222	229	243	269
ENSG00000174799.10|CEP135	338	485	388	507
ENSG00000174804.4|FZD4	319.59	317.45	276.74	231.02
ENSG00000174839.13|DENND6A	368	458	465	388
ENSG00000174840.9|PDE12	434	519	488	515
ENSG00000174842.17|GLMN	215	233	263	287
ENSG00000174851.16|YIF1A	599.78	623.7	591.3	617
ENSG00000174871.11|CNIH2	384.22	543.3	313.7	381
ENSG00000174886.13|NDUFA11	978.18	1081.53	840.81	930.33
ENSG00000174891.13|RSRC1	549	594	649	547
ENSG00000174903.16|RAB1B	3360.52	3438.2	2715.53	2993.75
ENSG00000174915.12|PTDSS2	418	442	382	453
ENSG00000174917.8|MICOS13	302	321	330	293
ENSG00000174928.16|C3orf33	71	73.96	76.29	76
ENSG00000174938.14|SEZ6L2	1628	1769	1431	1606
ENSG00000174939.11|ASPHD1	149.43	230	181.26	187.45
ENSG00000174943.11|KCTD13	316.57	362	271.74	329.55
ENSG00000174945.13|AMZ1	23	16	32	26
ENSG00000174953.14|DHX36	1630	1769	1855	1740
ENSG00000174963.17|ZIC4	44	62	61	40
ENSG00000174989.13|FBXW8	642	743.96	646.99	551.99
ENSG00000174996.11|KLC2	1450	1538.01	1479.18	1565.67
ENSG00000175029.17|CTBP2	865.18	949.53	959.5	888.9
ENSG00000175040.6|CHST2	257	321	234	253
ENSG00000175048.17|ZDHHC14	171	170	182	174
ENSG00000175054.15|ATR	515	555	631.04	609
ENSG00000175061.17|SNHG29	4588.51	5049.63	4381	4162.97
ENSG00000175063.17|UBE2C	2113	3420	2004	2586
ENSG00000175066.16|GK5	447	658	430	588
ENSG00000175073.8|VCPIP1	539	673	629	666
ENSG00000175087.10|PDIK1L	393	575	468	521
ENSG00000175093.5|SPSB4	672	762	647	698
ENSG00000175104.15|TRAF6	994	1004	1121	998
ENSG00000175105.7|ZNF654	269	332	384	353
ENSG00000175110.11|MRPS22	527	613	625	646
ENSG00000175115.12|PACS1	1300	1548	1205	1312
ENSG00000175130.7|MARCKSL1	7422	7312	6867	6912
ENSG00000175137.11|SH3BP5L	241	284	249	264
ENSG00000175147.12|TMEM51-AS1	52.31	53.92	63.24	44.41
ENSG00000175155.9|YPEL2	172	201	162	152
ENSG00000175161.13|CADM2	134	77	135	82
ENSG00000175166.17|PSMD2	5786	6546	5827	6352
ENSG00000175170.15|FAM182B	26	39.84	29.64	28
ENSG00000175175.6|PPM1E	536.75	669.94	594.65	628.36
ENSG00000175182.15|FAM131A	104	129	104	141.53
ENSG00000175183.10|CSRP2	941	961	959	1036
ENSG00000175193.13|PARL	598.06	624.99	549	534.03
ENSG00000175197.12|DDIT3	201.67	226.57	236.64	189.51
ENSG00000175198.17|PCCA	334.96	287.74	316.85	260.84
ENSG00000175203.15|DCTN2	1851	1919	1817	1943
ENSG00000175213.2|ZNF408	164	152	164	182
ENSG00000175215.11|CTDSP2	2055	2255	2110	2161
ENSG00000175216.14|CKAP5	9077	11240	9473	10204
ENSG00000175220.12|ARHGAP1	1318	1397	1020	1270
ENSG00000175221.15|MED16	943	1067	833	868
ENSG00000175224.16|ATG13	1462.02	1469	1237	1367.6
ENSG00000175229.7|GAL3ST3	73	85	54	61
ENSG00000175265.17|GOLGA8A	7085.03	7813.95	7322.89	7843.91
ENSG00000175274.18|TP53I11	1698	1851	1576	1920
ENSG00000175279.22|CENPS	80.63	110.29	97.21	123.71
ENSG00000175283.7|DOLK	420	505	407	446
ENSG00000175305.17|CCNE2	598.26	948.16	590.8	846.44
ENSG00000175309.15|PHYKPL	326.76	361.29	408.66	381.45
ENSG00000175322.11|ZNF519	281	377	297	381
ENSG00000175324.10|LSM1	404	450.47	412.89	431
ENSG00000175334.8|BANF1	2852.81	3110	2706.52	2807
ENSG00000175348.11|TMEM9B	410	544	505	526
ENSG00000175352.11|NRIP3	93	180	86	141
ENSG00000175354.20|PTPN2	391	495	476	483
ENSG00000175356.13|SCUBE2	111	195	126	206
ENSG00000175376.9|EIF1AD	688	821	673	836
ENSG00000175387.16|SMAD2	1147	1209	1346	1320
ENSG00000175390.14|EIF3F	2214.99	2441.06	2099.82	2226.32
ENSG00000175395.16|ZNF25	614	484	715	469
ENSG00000175414.7|ARL10	672	933.5	890.84	1133
ENSG00000175416.13|CLTB	288	295	190	255
ENSG00000175445.16|LPL	2928	2732	4490	3602
ENSG00000175449.14|RFESD	34	24	31.66	27
ENSG00000175455.15|CCDC14	2904	4447	3659	4826
ENSG00000175463.11|TBC1D10C	33	49	50	61
ENSG00000175467.15|SART1	1895	1930	1529	1708
ENSG00000175470.20|PPP2R2D	342	403	393	381
ENSG00000175471.19|MCTP1	36	48	39	46
ENSG00000175482.9|POLD4	90.53	101.75	95.87	94.58
ENSG00000175497.16|DPP10	996	587	939	558
ENSG00000175505.11|CLCF1	35	41	41	59
ENSG00000175536.7|LIPT2	17	35.45	34	21
ENSG00000175544.13|CABP4	15	19	8	11
ENSG00000175548.9|ALG10B	376.32	568.18	475.82	574.79
ENSG00000175550.8|DRAP1	1115	1235	1083	1139
ENSG00000175556.16|LONRF3	175	262	237	272
ENSG00000175564.13|UCP3	23	22	31	30
ENSG00000175567.9|UCP2	678	988	665	907
ENSG00000175573.7|C11orf68	626	613	540	624
ENSG00000175575.12|PAAF1	418	500	461	466
ENSG00000175581.13|MRPL48	307	321	338	292
ENSG00000175582.19|RAB6A	1990.99	2224	2365	2187
ENSG00000175592.8|FOSL1	149	155	141	173
ENSG00000175595.14|ERCC4	252	331	325	312.9
ENSG00000175600.15|SUGCT	48	29	49	35
ENSG00000175602.3|CCDC85B	79	76	77	84
ENSG00000175606.11|TMEM70	305	363	339	331
ENSG00000175611.11|LINC00476	55.67	61.81	59.44	70.72
ENSG00000175634.15|RPS6KB2	508	559	456	514
ENSG00000175643.10|RMI2	325	383.16	338	418
ENSG00000175662.17|TOM1L2	701	834	624	665
ENSG00000175691.9|ZNF77	233	268	264	300
ENSG00000175697.10|GPR156	10	7	12	4
ENSG00000175701.10|MTLN	76	70	78	69
ENSG00000175711.8|B3GNTL1	86.93	71.44	88.42	54.52
ENSG00000175727.14|MLXIP	2064	2676	1991	2276
ENSG00000175745.13|NR2F1	746.97	849.88	672.83	611.98
ENSG00000175756.13|AURKAIP1	189	207	126	186
ENSG00000175764.14|TTLL11	57	56	43	48
ENSG00000175768.13|TOMM5	1407.91	1542.01	1432.49	1359.67
ENSG00000175782.10|SLC35E3	266	354	258	338
ENSG00000175787.16|ZNF169	88	82	84	81
ENSG00000175792.11|RUVBL1	1930.42	2112.07	2074.46	2010.99
ENSG00000175806.15|MSRA	314	262	319	264
ENSG00000175826.12|CTDNEP1	1961.27	2160.44	1848.41	2017.86
ENSG00000175832.13|ETV4	1714	1989	1805	2216
ENSG00000175854.12|SWI5	287	324	240	358
ENSG00000175866.15|BAIAP2	407	491	379.14	448
ENSG00000175879.9|HOXD8	230.31	220.96	257.92	203.73
ENSG00000175893.11|ZDHHC21	327	382	412	405
ENSG00000175895.4|PLEKHF2	348	378	404	421
ENSG00000175899.14|A2M	11813.37	12602.22	15702.8	15572.86
ENSG00000175906.5|ARL4D	78	110	45	76
ENSG00000175920.18|DOK7	11	16	6	11
ENSG00000175928.5|LRRN1	1469	1106	1685	1112
ENSG00000175931.13|UBE2O	1354	1590	1297	1493
ENSG00000175938.7|ORAI3	137.12	155.12	128.33	126.1
ENSG00000175970.11|UNC119B	1111.07	1406.2	1192.77	1294.45
ENSG00000176014.12|TUBB6	2048.14	2559.37	1916.97	2460.17
ENSG00000176018.13|LYSMD3	444	543	588	627
ENSG00000176022.6|B3GALT6	197	173	170	161
ENSG00000176024.18|ZNF613	155	160	135	164
ENSG00000176046.8|NUPR1	100	97	86	99
ENSG00000176049.16|JAKMIP2	286	267.75	260	240
ENSG00000176054.6|RPL23P2	13	17	14	5
ENSG00000176055.10|MBLAC2	140	172.92	158	169.74
ENSG00000176058.13|TPRN	265	370	270	319
ENSG00000176087.15|SLC35A4	1385	1655	1371	1503
ENSG00000176095.12|IP6K1	896	1044	903	1015
ENSG00000176101.12|SSNA1	527	551	505	557
ENSG00000176102.13|CSTF3	1329	1584	1449	1584
ENSG00000176105.14|YES1	1770.98	1986.83	2089.87	2082.92
ENSG00000176108.9|CHMP6	245	294.72	277	225
ENSG00000176124.13|DLEU1	148.28	152.85	161.72	164.56
ENSG00000176125.5|UFSP1	10	13	11	14
ENSG00000176134.5|AL445665.1	11.36	24.8	15.45	3.87
ENSG00000176142.13|TMEM39A	497	524	601	567
ENSG00000176148.16|TCP11L1	293	408	328	397
ENSG00000176155.18|CCDC57	542.72	632.82	512.95	528.55
ENSG00000176165.10|FOXG1	145	199	149	173
ENSG00000176170.13|SPHK1	91	102	101	119
ENSG00000176171.11|BNIP3	456	524	526.73	526
ENSG00000176182.6|MYPOP	78	67	82	86
ENSG00000176208.9|ATAD5	438	707	444	669
ENSG00000176209.11|SMIM19	250	281	277	247
ENSG00000176222.8|ZNF404	110.76	136.9	142.68	134.03
ENSG00000176225.13|RTTN	825	1082	864	903
ENSG00000176236.6|C10orf111	14	13	10.47	7
ENSG00000176244.7|ACBD7	673	1058	551	776
ENSG00000176248.9|ANAPC2	835	1097	879	962
ENSG00000176261.15|ZBTB8OS	331	328	346	326
ENSG00000176273.15|SLC35G1	60	108	90	100
ENSG00000176293.19|ZNF135	437.77	463.12	452.29	463.3
ENSG00000176340.4|COX8A	1966.93	2620	1890	2116
ENSG00000176371.14|ZSCAN2	336	329.98	294.53	290.7
ENSG00000176381.6|PRR18	15	18	24	15
ENSG00000176383.9|B3GNT4	14	15.5	7.78	19.09
ENSG00000176386.9|CDC26	390.19	372.49	380.13	446.27
ENSG00000176387.7|HSD11B2	30	55	25	61
ENSG00000176390.12|CRLF3	259.15	358.53	330.21	345.85
ENSG00000176393.11|RNPEP	875.71	1039.63	792.3	922.6
ENSG00000176396.10|EID2	274	314	305	295
ENSG00000176401.5|EID2B	107	137	95	109
ENSG00000176406.22|RIMS2	291	265	313	259
ENSG00000176407.18|KCMF1	722	784	884	763
ENSG00000176410.7|DNAJC30	277	333	295	284
ENSG00000176422.14|SPRYD4	274.76	270.77	308	240
ENSG00000176428.6|VPS37D	53	75	44	48
ENSG00000176438.12|SYNE3	442	677	556	674
ENSG00000176444.19|CLK2	1586	1721	1664	1630
ENSG00000176454.14|LPCAT4	704	726	690	744
ENSG00000176463.14|SLCO3A1	27	16	15	24
ENSG00000176472.10|ZNF575	5	4	12	11
ENSG00000176473.13|WDR25	134	110.42	100	114
ENSG00000176476.9|SGF29	230.81	246.47	198.41	249.48
ENSG00000176485.11|PLA2G16	274	355	275	338
ENSG00000176490.5|DIRAS1	1496	1881.88	1467	1635
ENSG00000176531.10|PHLDB3	88	96	79	89
ENSG00000176533.13|GNG7	1588	1644	1431	1356
ENSG00000176542.10|USF3	269	371	318	341
ENSG00000176563.9|CNTD1	39.84	46.85	27.01	45.03
ENSG00000176593.7|AC008969.1	541.67	569.1	644.92	601.73
ENSG00000176595.4|KBTBD11	33	23	20	40
ENSG00000176597.12|B3GNT5	15.43	33	20.55	41.52
ENSG00000176601.12|MAP3K19	26	20	40	27
ENSG00000176619.13|LMNB2	6765	8968	6182	7317
ENSG00000176623.12|RMDN1	673.81	788.45	785	733.59
ENSG00000176624.11|MEX3C	1385	1865	1802	1648
ENSG00000176641.11|RNF152	7	15	15	14
ENSG00000176658.17|MYO1D	137	156	145	130
ENSG00000176681.14|LRRC37A	162.28	223.14	180.97	215.77
ENSG00000176700.20|SCAND2P	544.83	590.65	435.76	549.63
ENSG00000176714.9|CCDC121	60	68	99	54
ENSG00000176715.16|ACSF3	573.99	683.87	575.15	636.51
ENSG00000176720.6|BOK	130	155	127	151
ENSG00000176731.12|C8orf59	381.44	405.93	392.2	372.27
ENSG00000176732.6|PFN4	16	19	14	24
ENSG00000176749.9|CDK5R1	408	445	365	407
ENSG00000176771.17|NCKAP5	371	318	386	286
ENSG00000176783.15|RUFY1	418	475	475.95	414
ENSG00000176809.10|LRRC37A3	139.96	142.12	171.71	112.78
ENSG00000176826.15|FKBP9P1	32.66	32.56	58.92	32.84
ENSG00000176834.14|VSIG10	361.32	434	414	436.52
ENSG00000176842.14|IRX5	104.44	185.29	122.83	148
ENSG00000176845.13|METRNL	111	102	76	78
ENSG00000176853.16|FAM91A1	863.96	1145.95	1046.98	1082
ENSG00000176868.2|AL358781.1	1076.3	1017.48	934.28	1021.85
ENSG00000176871.8|WSB2	1117.33	1247.76	1085.94	1148.4
ENSG00000176887.7|SOX11	1474	1826	1356	1414
ENSG00000176890.16|TYMS	3376.9	4408.94	3255.46	4309.79
ENSG00000176894.10|PXMP2	268	297	240	250.04
ENSG00000176896.8|TCEANC	44	63	44	48
ENSG00000176903.4|PNMA1	2380	2555	2748	2721
ENSG00000176909.12|MAMSTR	18	33	22	25
ENSG00000176912.3|TYMSOS	18	25.18	14.01	38.07
ENSG00000176915.15|ANKLE2	1068	1294	1165	1194
ENSG00000176927.15|EFCAB5	6	15	9	17
ENSG00000176928.6|GCNT4	67	100	95	125
ENSG00000176933.5|TOB2P1	24	35	27	29
ENSG00000176945.17|MUC20	31.01	56.27	17.43	32.9
ENSG00000176946.12|THAP4	417	440	369	432
ENSG00000176953.12|NFATC2IP	1225.84	1565.83	1379.11	1568.02
ENSG00000176971.3|FIBIN	108	122	79	71
ENSG00000176973.8|FAM89B	555.89	499.58	444.94	541.97
ENSG00000176974.20|SHMT1	949.35	1256.6	897.39	1117.86
ENSG00000176978.14|DPP7	581	719	530	605
ENSG00000176986.16|SEC24C	2036.2	2259.81	2118.28	2216.73
ENSG00000176994.11|SMCR8	1133.65	1359.4	1087.61	1183.14
ENSG00000177000.12|MTHFR	674	712	653	724
ENSG00000177025.3|C19orf18	63	72	63	59
ENSG00000177030.16|DEAF1	1008	1161	840	940
ENSG00000177034.16|MTX3	1579	2090	1775	2050
ENSG00000177042.14|TMEM80	199	243	221	230
ENSG00000177045.9|SIX5	131.46	225.22	137.74	188.81
ENSG00000177051.6|FBXO46	147.6	202.61	143	203
ENSG00000177054.14|ZDHHC13	337	460	402	428
ENSG00000177058.12|SLC38A9	209	247	287	333
ENSG00000177082.12|WDR73	1207.8	1299.13	1483.97	1303.38
ENSG00000177084.16|POLE	2273	3152	2147	2909
ENSG00000177098.8|SCN4B	30	45	22	31
ENSG00000177103.14|DSCAML1	36	36	29	34
ENSG00000177105.10|RHOG	205	258	199	235
ENSG00000177106.16|EPS8L2	20	19	28	28
ENSG00000177108.5|ZDHHC22	1975.98	2170.97	1566.99	1771.96
ENSG00000177119.16|ANO6	478	448	565	451
ENSG00000177125.5|ZBTB34	494	705	540	578
ENSG00000177144.7|NUDT4B	54.15	31.12	50.2	59.43
ENSG00000177150.13|FAM210A	236	286	284	303
ENSG00000177156.11|TALDO1	1378	1703	1201	1483
ENSG00000177169.10|ULK1	599	726	532	564
ENSG00000177181.15|RIMKLA	183	265	198	236
ENSG00000177189.13|RPS6KA3	843	953	1084	993
ENSG00000177192.13|PUS1	225	245	209	212
ENSG00000177200.17|CHD9	1919	2213	2135	2004
ENSG00000177225.17|GATD1	1071	1271	1027	1085
ENSG00000177239.15|MAN1B1	1684	1811	1693	1842
ENSG00000177283.7|FZD8	306	422	327	408
ENSG00000177301.15|KCNA2	2044	2654	2036	2334
ENSG00000177302.15|TOP3A	1520	1863.09	1408	1769
ENSG00000177303.10|CASKIN2	484.12	689.87	480.55	556.92
ENSG00000177311.11|ZBTB38	761	885	930	1038
ENSG00000177335.10|C8orf31	51	63	58	40
ENSG00000177337.7|DLGAP1-AS1	72	75	70	81
ENSG00000177352.10|CCDC71	256	306	278	274
ENSG00000177363.5|LRRN4CL	24	16	23	25
ENSG00000177370.5|TIMM22	733	803	727.85	715.37
ENSG00000177374.13|HIC1	20.51	15.72	23.86	24.78
ENSG00000177380.14|PPFIA3	137	144	91	112
ENSG00000177383.4|MAGEF1	2237	2506	2484	2418
ENSG00000177409.12|SAMD9L	281	327	332	341
ENSG00000177410.12|ZFAS1	1077.78	1136.21	1078	1065.25
ENSG00000177426.20|TGIF1	896	846	1044	1027
ENSG00000177427.13|MIEF2	92	121	97	133
ENSG00000177432.7|NAP1L5	353	452	376	396
ENSG00000177453.7|NIM1K	166	128	221	212
ENSG00000177463.15|NR2C2	1683.19	1995.49	1947.93	1883.19
ENSG00000177469.13|CAVIN1	2892	3561	3027	3684
ENSG00000177479.19|ARIH2	1488.35	1688.94	1490.78	1550.25
ENSG00000177485.7|ZBTB33	626	742	780	728
ENSG00000177508.12|IRX3	173.56	297.71	248.17	258
ENSG00000177511.6|ST8SIA3	18	25	9	22
ENSG00000177519.4|RPRM	7	20	4	11
ENSG00000177542.11|SLC25A22	552.17	596	516	550
ENSG00000177548.13|RABEP2	117	132	116	133
ENSG00000177556.12|ATOX1	438	435.29	465	477
ENSG00000177565.16|TBL1XR1	2395	2632	2561	2446
ENSG00000177576.11|C18orf32	466.67	484.47	590.91	656.45
