Ctrl_602_R1B1	LMP.Olap_602_R1B1	Ctrl_602_R2B2	LMP.Olap_602_R2B2
ENSG00000169288.18|MRPL1	419	409	449	475
ENSG00000169297.7|NR0B1	91	82	79	66
ENSG00000169299.14|PGM2	688	739	719	735
ENSG00000169302.16|STK32A	47	91.53	51	65
ENSG00000169330.8|MINAR1	102	87	113	111
ENSG00000169359.15|SLC33A1	519	602.07	648.13	613
ENSG00000169371.13|SNUPN	264.07	301.23	254.01	286.9
ENSG00000169372.13|CRADD	108	76	112	97
ENSG00000169375.15|SIN3A	2668	2994.32	2452.91	2750.37
ENSG00000169379.15|ARL13B	240	279	327	344
ENSG00000169398.19|PTK2	3003	2850	2927	2577
ENSG00000169410.9|PTPN9	2112	2600	2459	2488
ENSG00000169418.10|NPR1	32	32	26	29
ENSG00000169439.12|SDC2	405	556	349	413
ENSG00000169446.5|MMGT1	378	450	413.85	448
ENSG00000169490.17|TM2D2	714	777	902	800
ENSG00000169499.15|PLEKHA2	1816	2020	2234	1921
ENSG00000169504.15|CLIC4	3737	4551	4671	4641
ENSG00000169515.7|CCDC8	13	23	13	12
ENSG00000169519.21|METTL15	200.9	207.16	246.89	191
ENSG00000169554.20|ZEB2	1269.53	1173.68	1320.73	1166.22
ENSG00000169562.10|GJB1	124	130	104	180
ENSG00000169564.6|PCBP1	3185	3586	3335.83	3331
ENSG00000169567.11|HINT1	1185	1366	1449	1409
ENSG00000169570.10|DTWD2	72	81	69	70
ENSG00000169592.15|INO80E	923.28	1054.44	938.13	1077.2
ENSG00000169598.15|DFFB	53	62	48	73
ENSG00000169599.12|NFU1	355	457	398	425
ENSG00000169604.19|ANTXR1	2067	1855	2070	1485
ENSG00000169607.13|CKAP2L	1445	2447	1557	1982
ENSG00000169609.14|C15orf40	420.4	480	423	416
ENSG00000169612.4|RAMAC	478.85	528.32	438.74	525.73
ENSG00000169621.10|APLF	91	110	95	139.68
ENSG00000169627.8|BOLA2B	264.8	286.44	209.47	262.71
ENSG00000169629.11|RGPD8	37.21	34.77	57.6	63.32
ENSG00000169635.10|HIC2	194	280	200	233
ENSG00000169641.13|LUZP1	1478	1777	1716	1863
ENSG00000169660.16|HEXD	237	286.14	236	227
ENSG00000169668.11|BCRP2	19.47	10.26	21.95	13.38
ENSG00000169679.14|BUB1	2215	2857	2277	2527
ENSG00000169682.18|SPNS1	759.3	775.78	662.6	760.2
ENSG00000169683.8|LRRC45	363	397	316	336
ENSG00000169684.13|CHRNA5	165.27	192.42	170.3	184.37
ENSG00000169689.15|CENPX	379	423	321	372
ENSG00000169692.13|AGPAT2	308	430	250	335
ENSG00000169696.16|ASPSCR1	416	577	339	435
ENSG00000169710.9|FASN	3437	4190	2956	3220
ENSG00000169714.16|CNBP	4275	4679	4545	4560
ENSG00000169718.17|DUS1L	722	976	728	802
ENSG00000169727.12|GPS1	1694.71	1876.94	1400.97	1545.47
ENSG00000169733.12|RFNG	606.29	633.06	511.03	591.53
ENSG00000169738.7|DCXR	627	760	582	628
ENSG00000169740.14|ZNF32	963.21	869.48	1054.99	944.24
ENSG00000169744.13|LDB2	718	745	840	747
ENSG00000169750.9|RAC3	376	384	309	350
ENSG00000169752.17|NRG4	52.67	41.06	45.08	34.27
ENSG00000169756.16|LIMS1	687.21	800.94	794.42	757.45
ENSG00000169760.17|NLGN1	162	144	126	96
ENSG00000169762.17|TAPT1	296	403	323	358
ENSG00000169764.15|UGP2	5417	5440	5540	5224
ENSG00000169783.12|LINGO1	1604	1979	1227	1246
ENSG00000169813.16|HNRNPF	3389	3388	3344	3241
ENSG00000169814.13|BTD	107.37	122.34	146.09	125.03
ENSG00000169826.8|CSGALNACT2	716	910	963	1018
ENSG00000169840.4|GSX1	29	12	16	11
ENSG00000169851.15|PCDH7	138	131	156	141
ENSG00000169855.20|ROBO1	5817	5330	5575	4296
ENSG00000169857.8|AVEN	266	286	302	288
ENSG00000169860.7|P2RY1	234	325	239	293
ENSG00000169862.19|CTNND2	1847	1247	1496	983
ENSG00000169871.13|TRIM56	1753	2009	1754	2148.71
ENSG00000169884.14|WNT10B	12	18	12	11
ENSG00000169891.18|REPS2	12	17	19	15
ENSG00000169895.6|SYAP1	693	834	790	773
ENSG00000169902.15|TPST1	547	491	580	563
ENSG00000169905.12|TOR1AIP2	1464.97	1699	1576	1645
ENSG00000169908.12|TM4SF1	1781	2033	2179	2256
ENSG00000169914.6|OTUD3	985	1331	1179	1325
ENSG00000169919.17|GUSB	1524	1818	1441	1700.91
ENSG00000169925.16|BRD3	1300.75	1559.56	1223.84	1311.44
ENSG00000169926.11|KLF13	1975	2311	2052	2250
ENSG00000169951.9|ZNF764	166	171	188	170
ENSG00000169955.7|ZNF747	236.76	329.4	242.37	276.57
ENSG00000169957.10|ZNF768	716.99	996	714.99	916.99
ENSG00000169964.8|TMEM42	166.02	149	168	148
ENSG00000169967.16|MAP3K2	530	735.98	677	684
ENSG00000169972.12|PUSL1	50	62	44	68
ENSG00000169976.6|SF3B5	483	535	441	506
ENSG00000169981.11|ZNF35	207	221	207	209
ENSG00000169989.2|TIGD4	24	35	30	25
ENSG00000169991.11|IFFO2	608.54	775	684	761
ENSG00000169992.10|NLGN2	3105	3468	2608	2801
ENSG00000170004.16|CHD3	645	880	533	626
ENSG00000170006.12|TMEM154	61	82	81	90
ENSG00000170017.12|ALCAM	574	380	384	240
ENSG00000170027.7|YWHAG	5073	5967	5771	5935
ENSG00000170035.16|UBE2E3	2022	1970	2425	2192
ENSG00000170037.13|CNTROB	1371	1779	1203	1579
ENSG00000170043.11|TRAPPC1	642	718	664	726
ENSG00000170049.9|KCNAB3	318	415	235	349
ENSG00000170054.14|SERPINA9	43	53	63	39
ENSG00000170088.14|TMEM192	350	399	351	347
ENSG00000170089.15|AC106795.1	117.55	138.37	72.89	67.55
ENSG00000170100.13|ZNF778	727	706	684	673
ENSG00000170113.16|NIPA1	1273	1673	1535	1742
ENSG00000170142.11|UBE2E1	1022	1221	1268	1180
ENSG00000170144.20|HNRNPA3	12404.91	14463.21	12946.32	13140.86
ENSG00000170145.5|SIK2	1302.95	1686	1251	1270
ENSG00000170153.11|RNF150	80	58	60	55
ENSG00000170160.17|CCDC144A	9.5	20.39	10.47	19.46
ENSG00000170161.6|AL512625.1	225.93	318.07	288.89	296.45
ENSG00000170165.5|CR848007.1	83.15	90.46	66.93	96.32
ENSG00000170166.6|HOXD4	39.92	36.11	29.43	23.59
ENSG00000170175.11|CHRNB1	152	163	149	150
ENSG00000170185.9|USP38	400	514	540	582
ENSG00000170191.5|NANP	285	408	269	320
ENSG00000170222.11|ADPRM	52	51	63	58
ENSG00000170234.13|PWWP2A	284	310	313	369
ENSG00000170242.17|USP47	2692	2658	2826	2727
ENSG00000170248.15|PDCD6IP	1416.91	1557.26	1609	1626
ENSG00000170260.8|ZNF212	224	273	220	232
ENSG00000170264.13|FAM161A	312	475	458	554
ENSG00000170265.12|ZNF282	321	470	341	427
ENSG00000170266.16|GLB1	935.98	943	1042	919
ENSG00000170270.5|GON7	184	206	188	208
ENSG00000170271.11|FAXDC2	167	199	118	131
ENSG00000170275.14|CRTAP	2161	2528	2252	2199
ENSG00000170291.14|ELP5	736	977	732	746
ENSG00000170293.9|CMTM8	34	42	50	40
ENSG00000170296.10|GABARAP	3281.52	3465.77	3107.82	3293.1
ENSG00000170310.15|STX8	341	271	361	273
ENSG00000170312.15|CDK1	2798	4371	3005	3965
ENSG00000170322.14|NFRKB	705	781	727	701
ENSG00000170325.14|PRDM10	264	307	288	300
ENSG00000170340.11|B3GNT2	166	274	244	284
ENSG00000170345.10|FOS	643	740	780	753
ENSG00000170348.9|TMED10	9428	9692.99	10365.98	9450.99
ENSG00000170364.12|SETMAR	221	169	161	195
ENSG00000170365.10|SMAD1	582	626	603	595
ENSG00000170382.12|LRRN2	1464	1432	1364	1366
ENSG00000170385.10|SLC30A1	348	402	378	376
ENSG00000170390.16|DCLK2	1768	1574	1603	1298
ENSG00000170396.8|ZNF804A	37	55	32	36
ENSG00000170417.16|TMEM182	111	93	117	93
ENSG00000170425.3|ADORA2B	41	47	41	76
ENSG00000170439.7|METTL7B	753	814	648	697
ENSG00000170445.14|HARS	1435.16	1475.13	1501.13	1532.61
ENSG00000170448.12|NFXL1	223	257	247	258
ENSG00000170456.16|DENND5B	722	774	795	714
ENSG00000170464.10|DNAJC18	409	442	487	436
ENSG00000170468.7|RIOX1	129	164	143	140
ENSG00000170469.10|SPATA24	29	48	31	29
ENSG00000170471.15|RALGAPB	1447	1770	1852	1770
ENSG00000170473.17|PYM1	201	217	214	227
ENSG00000170485.17|NPAS2	1346.26	1500.02	1679.82	1692.37
ENSG00000170500.12|LONRF2	273	386	274	337
ENSG00000170502.13|NUDT9	471	554	519	563
ENSG00000170515.14|PA2G4	3178	3508.99	3088.99	3429.99
ENSG00000170522.9|ELOVL6	799	946	1137	1027
ENSG00000170525.21|PFKFB3	813	845	911	923
ENSG00000170537.13|TMC7	187	217	210	233
ENSG00000170540.15|ARL6IP1	4910.05	7768	5342.14	6574.1
ENSG00000170545.17|SMAGP	87	96	73	103
ENSG00000170549.4|IRX1	126.24	137.13	148	112
ENSG00000170558.9|CDH2	6404.99	6024	7334	6004
ENSG00000170561.13|IRX2	86	130	105	106
ENSG00000170571.12|EMB	193.9	214.62	268.77	237.91
ENSG00000170577.8|SIX2	54	71	22	43
ENSG00000170581.14|STAT2	1526	1921	1692	1881
ENSG00000170584.11|NUDCD2	392	449	383	436
ENSG00000170604.5|IRF2BP1	200	297	198	229
ENSG00000170606.15|HSPA4	2043	2137	2071	2161
ENSG00000170619.10|COMMD5	346.75	438.5	349.45	365.69
ENSG00000170629.14|DPY19L2P2	201.32	400.19	228.08	372.61
ENSG00000170631.15|ZNF16	192	147	130	123
ENSG00000170632.14|ARMC10	530	645.88	634	591
ENSG00000170633.16|RNF34	480	575.87	530	583.06
ENSG00000170634.13|ACYP2	86	98.11	103.01	87.37
ENSG00000170638.9|TRABD	377.93	509	452.25	478.38
ENSG00000170653.19|ATF7	1053.1	1267.56	1190.78	1155.63
ENSG00000170667.14|RASA4B	119.18	186.68	132.52	192.76
ENSG00000170677.6|SOCS6	1258	1646	1394	1504
ENSG00000170681.6|CAVIN4	28	36	25	32
ENSG00000170734.11|POLH	368	721	446	681
ENSG00000170759.11|KIF5B	7395	8868	8937	8787
ENSG00000170776.21|AKAP13	1886.34	1997.76	2036.14	1819.8
ENSG00000170779.10|CDCA4	1281	1850	1204.95	1639
ENSG00000170791.17|CHCHD7	114	115	130	108
ENSG00000170802.16|FOXN2	722	922	713	768
ENSG00000170832.13|USP32	1111.77	1167.27	1274.86	1239
ENSG00000170835.14|CEL	144	160	84	137
ENSG00000170836.11|PPM1D	501	704	514	547
ENSG00000170846.17|AC093323.1	267.82	261.41	277.87	247.22
ENSG00000170852.11|KBTBD2	1593	1987	1773	1895
ENSG00000170855.4|TRIAP1	266	243	264	289
ENSG00000170860.4|LSM3	824	1021	914	940
ENSG00000170871.12|KIAA0232	1219	1353	1373	1361
ENSG00000170873.18|MTSS1	2595.98	2511.92	2617.96	2534.98
ENSG00000170876.7|TMEM43	1511	1648	1766	1776
ENSG00000170881.4|RNF139	584	666	610	629
ENSG00000170889.14|RPS9	4154	4555	3395	4203
ENSG00000170891.11|CYTL1	1125	848	1834	1243
ENSG00000170892.11|TSEN34	582	744	571	662
ENSG00000170899.11|GSTA4	543	573	566	601
ENSG00000170903.11|MSANTD4	517.88	659.8	647.01	638.8
ENSG00000170906.15|NDUFA3	435.89	456.7	361.97	371.2
ENSG00000170915.9|PAQR8	286	391	320	343
ENSG00000170917.13|NUDT6	133.57	146.85	143.03	117.42
ENSG00000170919.15|TPT1-AS1	128.99	151.99	137.36	138.06
ENSG00000170921.15|TANC2	1173.28	1196	1093.65	1011
ENSG00000170946.15|DNAJC24	400.9	462.7	481.33	511.57
ENSG00000170949.17|ZNF160	682	675	757	650
ENSG00000170954.11|ZNF415	231	302	311	299
ENSG00000170961.7|HAS2	935.14	969.32	1224.07	1092.37
ENSG00000170962.13|PDGFD	28	34	30	26
ENSG00000171004.18|HS6ST2	886	776	1272	870
ENSG00000171016.12|PYGO1	320	443	364	491
ENSG00000171044.10|XKR6	27	27	33	32
ENSG00000171045.15|TSNARE1	101	98	82	72
ENSG00000171055.15|FEZ2	704	667	751	655
ENSG00000171056.8|SOX7	15.53	25	22	22
ENSG00000171067.11|C11orf24	560	639	559	568
ENSG00000171084.15|FAM86JP	25.02	22.12	26	13
ENSG00000171094.18|ALK	251	204	268	172
ENSG00000171097.14|KYAT1	231.73	235.49	193.47	233.17
ENSG00000171100.14|MTM1	157	200	163	183
ENSG00000171103.11|TRMT61B	129.45	193.22	153.95	200.27
ENSG00000171105.14|INSR	538	634	492	565
ENSG00000171109.19|MFN1	802	891	896	991
ENSG00000171121.16|KCNMB3	318.13	299.08	326.02	322.66
ENSG00000171126.8|KCNG3	11	23	12	26
ENSG00000171130.18|ATP6V0E2	1157.33	1305.68	1017	1075
ENSG00000171132.14|PRKCE	332	314	332	236
ENSG00000171135.14|JAGN1	354	383	354	333
ENSG00000171148.13|TADA3	2325.48	2174.46	2121.36	2301.7
ENSG00000171150.9|SOCS5	307	378	414	381
ENSG00000171155.8|C1GALT1C1	134	122	146	118
ENSG00000171159.5|C9orf16	265.56	300.79	180	211.34
ENSG00000171160.18|MORN4	174	164	181	195
ENSG00000171161.13|ZNF672	110	138	111	99
ENSG00000171163.15|ZNF692	425	413	331	411
ENSG00000171169.9|NAIF1	174	176	151	176
ENSG00000171189.17|GRIK1	249	164	282	149
ENSG00000171202.7|TMEM126A	216	261	236	282
ENSG00000171204.12|TMEM126B	554	643	628	582
ENSG00000171206.14|TRIM8	562.97	691.52	553	666.21
ENSG00000171208.9|NETO2	2991	3569	3146	3309
ENSG00000171222.10|SCAND1	187.14	273.82	193.39	213.94
ENSG00000171223.6|JUNB	246.8	382	248	303
ENSG00000171227.7|TMEM37	26	29	18	17
ENSG00000171241.9|SHCBP1	1222	1754	1456	1718
ENSG00000171246.6|NPTX1	44	56	142	196
ENSG00000171262.11|FAM98B	2111	2345	2221	2363
ENSG00000171291.8|ZNF439	366	416.45	353.83	460
ENSG00000171295.12|ZNF440	329	381.28	345.17	398
ENSG00000171298.13|GAA	795	842	702	768
ENSG00000171302.17|CANT1	809	902	837	844
ENSG00000171303.7|KCNK3	33	35	22	21
ENSG00000171307.19|ZDHHC16	471	481	424	454
ENSG00000171310.11|CHST11	2355	2402	2244	1922
ENSG00000171311.12|EXOSC1	218	262	283	265
ENSG00000171314.9|PGAM1	3042.93	3432.54	2875.58	3128.69
ENSG00000171316.12|CHD7	3085	3043	2901	2615
ENSG00000171320.14|ESCO2	658	1315	756	1340
ENSG00000171357.6|LURAP1	41.32	37.05	31	38.99
ENSG00000171365.17|CLCN5	295	413	295	321
ENSG00000171368.12|TPPP	472.72	497.78	459.43	519.91
ENSG00000171385.9|KCND3	2787	2486	2862	2210
ENSG00000171388.12|APLN	32	26	20	19
ENSG00000171408.14|PDE7B	37	25	49	21
ENSG00000171421.13|MRPL36	352	376	412	308
ENSG00000171425.10|ZNF581	178.1	214.79	166.06	219.49
ENSG00000171428.14|NAT1	70	111	97	78
ENSG00000171443.7|ZNF524	42	50	50	57
ENSG00000171444.18|MCC	1563	1457	1823	1467
ENSG00000171448.9|ZBTB26	307	379	374	398
ENSG00000171450.5|CDK5R2	13	10	10	10
ENSG00000171451.14|DSEL	3535.02	3693.35	4063.04	3521.68
ENSG00000171453.19|POLR1C	506.27	530.16	535.2	446.47
ENSG00000171456.19|ASXL1	3674	4211	3749	3858
ENSG00000171462.15|DLK2	60	77	49	65
ENSG00000171466.10|ZNF562	1085.77	1516.86	1344.93	1293
ENSG00000171467.16|ZNF318	1250	1534	1390	1505
ENSG00000171469.11|ZNF561	968	1146	1164.74	1248
ENSG00000171475.14|WIPF2	979	1055	1045	1127
ENSG00000171483.13|SSX6P	20	36	25	41
ENSG00000171488.15|LRRC8C	108	112	153	150
ENSG00000171490.13|RSL1D1	1611	1626	1505	1524
ENSG00000171492.14|LRRC8D	817	876	934	892
ENSG00000171497.5|PPID	633.03	739.95	693.54	766.51
ENSG00000171503.11|ETFDH	219.97	211.05	259.46	209.49
ENSG00000171517.6|LPAR3	17	22	21	21
ENSG00000171530.14|TBCA	1946	1924	1989	1809
ENSG00000171533.11|MAP6	241	263	248	231
ENSG00000171552.13|BCL2L1	1411.36	1340.98	1381.7	1363.06
ENSG00000171566.12|PLRG1	1051	1142	1198	1231
ENSG00000171570.11|RAB4B-EGLN2	11.56	0	10.1	28.77
ENSG00000171574.18|ZNF584	216	256	232	209
ENSG00000171587.15|DSCAM	35	39	50	49
ENSG00000171603.17|CLSTN1	4053	4356	4116	4151
ENSG00000171604.12|CXXC5	501	605	490	528
ENSG00000171606.18|ZNF274	1251	1417	1318	1484
ENSG00000171608.15|PIK3CD	87	93	42	96
ENSG00000171612.7|SLC25A33	226.35	290.52	247.18	247.25
ENSG00000171617.14|ENC1	4003.89	5867.79	3561.69	4391.73
ENSG00000171621.14|SPSB1	61	80	49	68
ENSG00000171634.18|BPTF	2499.63	2943.4	2914.03	2863.08
ENSG00000171649.12|ZIK1	748	937.05	800	878
ENSG00000171680.21|PLEKHG5	359	422	334	366
ENSG00000171681.12|ATF7IP	1890	2137	2242	2072
ENSG00000171700.14|RGS19	172	244	182	226
ENSG00000171703.17|TCEA2	866	1057	846	974
ENSG00000171720.10|HDAC3	792	964	842	849
ENSG00000171723.15|GPHN	372	296	381	307
ENSG00000171724.3|VAT1L	9	10	18	16
ENSG00000171729.14|TMEM51	497.83	488	447.76	393.79
ENSG00000171735.19|CAMTA1	161	218	152	167
ENSG00000171757.15|LRRC34	45	25.44	29.9	60.63
ENSG00000171763.19|SPATA5L1	377	459	465	410
ENSG00000171766.16|GATM	753	770	829	751
ENSG00000171786.6|NHLH1	25	41	18	21
ENSG00000171790.15|SLFNL1	15.13	24.52	21.97	27.74
ENSG00000171791.13|BCL2	228	266	222	266
ENSG00000171792.11|RHNO1	966	1327	873	1195
ENSG00000171793.15|CTPS1	1499	1823	1489	1736
ENSG00000171806.12|METTL18	90	87	91	126
ENSG00000171812.13|COL8A2	90	125	82	84
ENSG00000171813.14|PWWP2B	38	34	54	40
ENSG00000171815.5|PCDHB1	35	41	35	53
ENSG00000171817.17|ZNF540	14	18.22	29.43	19
ENSG00000171823.7|FBXL14	107	159	147	98
ENSG00000171824.14|EXOSC10	1701.97	2075.44	1876.8	2007.1
ENSG00000171827.10|ZNF570	280.82	323	289	368.84
ENSG00000171848.15|RRM2	3012	5653	2937	5284
ENSG00000171853.16|TRAPPC12	449	477	468	435
ENSG00000171858.18|RPS21	1593	1710	1434	1419
ENSG00000171861.11|MRM3	275	300	314	379.92
ENSG00000171862.11|PTEN	649.4	831.55	861.28	868.09
ENSG00000171863.14|RPS7	5447.42	5561.07	5099.78	4878.22
ENSG00000171865.10|RNASEH1	1141	1210	1181	1086
ENSG00000171867.16|PRNP	2270	2599	2165	2411
ENSG00000171877.21|FRMD5	2376	2198	2906	2179
ENSG00000171903.16|CYP4F11	126	164	177	186
ENSG00000171914.16|TLN2	622.45	607.7	497	508.57
ENSG00000171928.14|TVP23B	477.44	521.08	645.94	623.01
ENSG00000171931.12|FBXW10	9.41	15.2	21.15	12.74
ENSG00000171940.13|ZNF217	1660.98	2085	1951.98	2414.99
ENSG00000171943.11|SRGAP2C	812.92	941.66	1051.18	901.52
ENSG00000171951.5|SCG2	1790	2149	1101	1379
ENSG00000171953.16|ATPAF2	324.63	328.74	320	304.2
ENSG00000171960.11|PPIH	434	512	436	399.95
ENSG00000171962.17|DRC3	72.54	53.31	67	48.52
ENSG00000171970.13|ZNF57	89.23	112.72	100	100
ENSG00000171984.15|SHLD1	86	100	120	117
ENSG00000171988.19|JMJD1C	1765.65	1821.27	1807.09	1625.14
ENSG00000171992.13|SYNPO	62	65	34	38
ENSG00000172000.7|ZNF556	59	52	55	46
ENSG00000172006.11|ZNF554	110	128	110.01	103
ENSG00000172007.6|RAB33B	26.25	23	32	38.74
ENSG00000172009.15|THOP1	1507	1822	1314	1675
ENSG00000172014.12|ANKRD20A4	203.81	212.12	304.43	280.32
ENSG00000172020.12|GAP43	1871	1882	2066	1983
ENSG00000172031.7|EPHX4	45	50	54	56
ENSG00000172037.14|LAMB2	3915	4330	4131	4511
ENSG00000172046.18|USP19	1072	1257	1052	1080
ENSG00000172053.18|QARS	2176	2375	1889	2208
ENSG00000172057.10|ORMDL3	1199	1503	1168	1326
ENSG00000172058.15|SERF1A	15.29	26.06	39.33	17.95
ENSG00000172059.11|KLF11	186.33	180.81	158.02	173.76
ENSG00000172062.16|SMN1	889.18	869.72	899.01	890.89
ENSG00000172071.12|EIF2AK3	468.14	530	562	518
ENSG00000172081.14|MOB3A	1112	1298	1158	1344
ENSG00000172086.8|KRCC1	367	389	459	413
ENSG00000172113.9|NME6	435.85	456.81	501.71	456.12
ENSG00000172115.8|CYCS	3379	3976	3699	3745
ENSG00000172123.12|SLFN12	164	205	206	190
ENSG00000172159.16|FRMD3	105	138	101	143
ENSG00000172164.15|SNTB1	2053	1896.97	2308.38	1950.32
ENSG00000172167.8|MTBP	282	436	296	459
ENSG00000172171.11|TEFM	127.82	158.32	163.92	137.23
ENSG00000172172.7|MRPL13	834	1073	885	953
ENSG00000172175.14|MALT1	628	902.95	826	1009
ENSG00000172183.15|ISG20	85	100	97	123
ENSG00000172197.10|MBOAT1	107	171	125	148
ENSG00000172201.12|ID4	2773	2717	3084	2597
ENSG00000172216.5|CEBPB	127.89	348.04	215.11	252.63
ENSG00000172239.14|PAIP1	2241.54	2528.03	2712.75	2625.82
ENSG00000172244.9|C5orf34	215.94	381	276	396.97
ENSG00000172262.11|ZNF131	1097	1268	1116	1263
ENSG00000172264.17|MACROD2	315	275	354	277
ENSG00000172269.19|DPAGT1	557	677.05	622	604.03
ENSG00000172270.19|BSG	10437.94	11614.29	10066.95	10400.37
ENSG00000172273.12|HINFP	458	521	511	527
ENSG00000172292.14|CERS6	1115.25	1389.27	1429.63	1365.89
ENSG00000172296.13|SPTLC3	16	26	21	13
ENSG00000172301.11|COPRS	795	910	836	888
ENSG00000172315.6|TP53RK	368	425	414	402
ENSG00000172318.5|B3GALT1	247	217.82	365	215
ENSG00000172331.12|BPGM	1022	935	1212	1029
ENSG00000172336.5|POP7	401	456	356	403
ENSG00000172339.10|ALG14	105	77	84	66
ENSG00000172340.14|SUCLG2	423.92	372.97	458	366.99
ENSG00000172350.10|ABCG4	11	11	14	17
ENSG00000172354.10|GNB2	2459	2666	2306	2518
ENSG00000172361.6|CFAP53	12	17	17	23
ENSG00000172366.20|MCRIP2	147	154	137	158
ENSG00000172375.13|C2CD2L	391	448.95	351	421.97
ENSG00000172379.21|ARNT2	4338	5116.92	4441	4627.99
ENSG00000172380.6|GNG12	845	932	998	978
ENSG00000172382.10|PRSS27	32	34.01	22	23
ENSG00000172409.6|CLP1	256	276.24	266	280
ENSG00000172426.16|RSPH9	18.33	12.15	26.52	16.97
ENSG00000172428.11|COPS9	312	409	311	332
ENSG00000172432.19|GTPBP2	1369	1603	1414	1615
ENSG00000172456.17|FGGY	59	63	68	38
ENSG00000172458.4|IL17D	152.65	166.08	105.53	123.05
ENSG00000172465.14|TCEAL1	145.35	173	159	153
ENSG00000172466.16|ZNF24	2633	2979	3186	3112
ENSG00000172469.16|MANEA	396	519	527	527
ENSG00000172476.4|RAB40A	9.37	15.37	11.62	14.96
ENSG00000172493.20|AFF1	876	1074	957	1104
ENSG00000172500.12|FIBP	1101	1200	1030	1092
ENSG00000172508.10|CARNS1	20	28	22	25
ENSG00000172530.20|BANP	183	178.64	150.25	159.16
ENSG00000172531.15|PPP1CA	2956.41	3174.12	2593.32	2983.29
ENSG00000172534.14|HCFC1	4785	5409	4056	4415
ENSG00000172575.12|RASGRP1	402	524	440	443
ENSG00000172586.8|CHCHD1	268	299	316	290
ENSG00000172590.18|MRPL52	466	516	564	524
ENSG00000172594.13|SMPDL3A	136	139	155	140
ENSG00000172602.11|RND1	27	40	22	33
ENSG00000172613.8|RAD9A	421.59	497.88	304.68	439.71
ENSG00000172638.13|EFEMP2	122	101	74	111
ENSG00000172650.13|AGAP5	145.88	153.39	166.62	142.84
ENSG00000172661.18|WASHC2C	1446.21	1529.8	1660.02	1532.69
ENSG00000172663.9|TMEM134	140	138	173	151
ENSG00000172667.11|ZMAT3	533	622	639	590
ENSG00000172671.19|ZFAND4	74	84	109	115
ENSG00000172687.13|ZNF738	487	578	572	576
ENSG00000172725.14|CORO1B	798.6	914.27	753.11	784.13
ENSG00000172728.15|FUT10	219	232	236	210
ENSG00000172731.14|LRRC20	381	351	315	278
ENSG00000172732.12|MUS81	978	1055.89	966.47	1067
ENSG00000172733.11|PURG	103	138	122	147
ENSG00000172742.5|OR4D9	7	11	13	20
ENSG00000172748.14|ZNF596	108.41	75.04	108	97.94
ENSG00000172757.13|CFL1	16610.57	17698.27	15988.04	16569.91
ENSG00000172765.17|TMCC1	736	743	787	770
ENSG00000172766.19|NAA16	609	775	721	694
ENSG00000172771.12|EFCAB12	10	8	12	10
ENSG00000172775.17|FAM192A	2457.77	2843.89	2331.7	2513.21
ENSG00000172780.16|RAB43	8.1	73.32	100.39	15.67
ENSG00000172785.18|CBWD1	97.76	89.82	89.83	67.35
ENSG00000172789.3|HOXC5	28.3	30.83	8.96	23.73
ENSG00000172794.20|RAB37	10	16	12	6
ENSG00000172795.16|DCP2	1599	2446	2002	2471
ENSG00000172803.18|SNX32	39.43	48.83	41.48	38.09
ENSG00000172809.13|RPL38	2294.62	2429.76	2050.42	1892.8
ENSG00000172819.17|RARG	181	222	208	247
ENSG00000172828.13|CES3	16	23	14	17
ENSG00000172830.13|SSH3	44	70	75	65
ENSG00000172831.12|CES2	687.62	709.9	653.06	640.46
ENSG00000172840.6|PDP2	473	668	488	617
ENSG00000172845.15|SP3	2352	2705	2721	2655
ENSG00000172869.14|DMXL1	681	812	853	824
ENSG00000172878.14|METAP1D	220	309	243	270
ENSG00000172888.12|ZNF621	1153	1453	1322	1546
ENSG00000172889.16|EGFL7	111	157	73	111
ENSG00000172890.12|NADSYN1	1290	1414	1329	1658
ENSG00000172893.15|DHCR7	1711	2211	2078	2389
ENSG00000172915.18|NBEA	481	387	706	441
ENSG00000172922.9|RNASEH2C	1125.66	1324.25	1101.02	1310.15
ENSG00000172932.14|ANKRD13D	676	735	632	775
ENSG00000172936.14|MYD88	16	18	18	7
ENSG00000172939.9|OXSR1	720	784	783	781
ENSG00000172943.19|PHF8	1369	1411	1390	1444
ENSG00000172954.13|LCLAT1	475	570	524	510
ENSG00000172965.15|MIR4435-2HG	203.71	231.15	315.95	291.08
ENSG00000172977.13|KAT5	1557.34	1450.75	1390.98	1365.85
ENSG00000172985.10|SH3RF3	712	867	752	726
ENSG00000172986.12|GXYLT2	34	21	12	14
ENSG00000172992.12|DCAKD	815	957	682	711
ENSG00000173011.12|TADA2B	430	489	466	449
ENSG00000173013.5|CCDC96	36	42	25	34
ENSG00000173020.11|GRK2	1130	1398	1139	1365
ENSG00000173039.19|RELA	1684	1883	1614	1848
ENSG00000173041.12|ZNF680	802	874.16	754.61	951.27
ENSG00000173064.13|HECTD4	1031	1279	1004	1213
ENSG00000173065.13|FAM222B	1029	1352.31	1086.29	1146.56
ENSG00000173068.18|BNC2	18	20	11	9
ENSG00000173083.15|HPSE	201	260	253	260
ENSG00000173085.14|COQ2	438	404	391	340
ENSG00000173113.6|TRMT112	1941.51	1955.17	1780.55	1943.06
ENSG00000173114.13|LRRN3	269	545	245	394
ENSG00000173120.15|KDM2A	1993	2339	2199	2174
