	Ctrl_602_R1B1	Ola_602_R1B1	Ctrl_602_R2B2	Ola_602_R2B2
ENSG00000005007.12|UPF1	7.13484952767877	7.18350257572994	7.06248873034697	7.25586337306174
ENSG00000005020.13|SKAP2	4.24052864063111	4.17516956014531	4.23799186485711	4.17770633591932
ENSG00000005022.6|SLC25A5	7.86726951704862	7.76674052918644	7.82016821494098	7.81384183129408
ENSG00000005059.16|MCUB	3.77827239089274	3.79974831698975	3.99082820080641	3.58719250707608
ENSG00000005073.5|HOXA11	1.69958812756982	1.44550130058978	1.57539575162426	1.56969367653535
ENSG00000005075.15|POLR2J	6.21578201228235	6.03632303387912	6.047764101279	6.20434094488247
ENSG00000005100.13|DHX33	6.15853651465483	6.19034319574388	6.2495490351748	6.09933067522392
ENSG00000005156.11|LIG3	5.52651230567937	5.42086149479376	5.49198651499913	5.45538728547399
ENSG00000005175.10|RPAP3	4.78602478417517	4.8060193856391	4.89705958544186	4.69498458437242
ENSG00000005189.19|REXO5	2.64941994923636	2.75125531965006	2.34461374441091	3.05606152447552
ENSG00000005194.15|CIAPIN1	6.42658313878515	6.29583981854762	6.3624230095051	6.35999994782767
ENSG00000005206.17|SPPL2B	6.61363865348883	6.78156071190164	6.54841396572075	6.84678539966972
ENSG00000005238.19|FAM214B	4.67927901441891	4.70495800356738	4.66191348764942	4.72232353033687
ENSG00000005249.13|PRKAR2B	2.80772427950833	2.90831966608187	2.85098461823161	2.86505932735859
ENSG00000005302.18|MSL3	5.97785804621335	6.01655501835368	5.98732259192363	6.0070904726434
ENSG00000005339.14|CREBBP	6.50154748483139	6.65786894282252	6.54035667758499	6.61905975006892
ENSG00000005379.17|TSPOAP1	2.28530603577417	2.03844555464237	2.23848983865509	2.08526175176145
ENSG00000005436.13|GCFC2	5.16586298480126	5.22703639453572	5.14137174140076	5.25152763793622
ENSG00000005448.16|WDR54	4.72051919283716	4.68746309644786	4.72194592969951	4.68603635958551
ENSG00000005469.11|CROT	4.32558115358137	4.40295752648248	4.35660902364141	4.37192965642244
ENSG00000005483.20|KMT2E	7.14159383785642	7.21309438431373	7.21740686586004	7.13728135631011
ENSG00000005486.17|RHBDD2	6.21562405053404	6.16050111117622	6.08344987279098	6.29267528891928
ENSG00000005513.10|SOX8	5.13734943080165	5.15911286142136	5.12279784151117	5.17366445071184
ENSG00000005700.15|IBTK	5.96148683699463	6.13370950637007	6.06006398788367	6.03513235548104
ENSG00000005801.18|ZNF195	5.68720845835898	5.83322401783395	5.87517767096994	5.645254805223
ENSG00000005810.18|MYCBP2	5.34952538565582	5.62868090932435	5.5270166812243	5.45118961375587
ENSG00000005812.11|FBXL3	4.7343070347345	4.82488501285345	4.83907727022445	4.7201147773635
ENSG00000005882.11|PDK2	4.55035814454058	4.39900749047121	4.28681065418495	4.66255498082684
