	Ola_602_R1B1	LMP.Olap_602_R1B1	Ola_602_R2B2	LMP.Olap_602_R2B2
ENSG00000167770.11|OTUB1	7.25694170029599	7.3485802611739	7.33805995071247	7.26746201075742
ENSG00000167771.6|RCOR2	3.65646618639754	4.03526101451653	3.68027170236456	4.01145549854952
ENSG00000167772.12|ANGPTL4	0.743228750578024	1.80544739637267	0.381125731844743	2.16755041510595
ENSG00000167775.11|CD320	5.37098070295624	5.32773849300457	5.2712998845847	5.42741931137611
ENSG00000167778.9|SPRYD3	3.72326157551902	3.37841378556156	3.55888710456496	3.54278825651563
ENSG00000167779.9|IGFBP6	-0.434833424756234	-0.70359773981823	-0.51245146201447	-0.625979702559993
ENSG00000167785.9|ZNF558	6.25332817825342	6.0676582972032	6.18747241772815	6.13351405772848
ENSG00000167792.12|NDUFV1	6.81139953530597	6.948852059594	6.80307725890642	6.95717433599355
ENSG00000167797.7|CDK2AP2	4.56340545650548	4.55980661386153	4.57230449502921	4.5509075753378
ENSG00000167799.10|NUDT8	1.33002453476012	0.486544676673378	1.04498638570878	0.771582825724715
ENSG00000167807.15|AC011511.1	2.32263612052454	2.80644089589637	3.04355974747689	2.08551726894402
ENSG00000167815.12|PRDX2	8.00047548222204	8.16809533374847	7.97678448470939	8.19178633126112
ENSG00000167840.13|ZNF232	5.34414781716717	5.44827751576608	5.22244598975358	5.56997934317966
ENSG00000167842.15|MIS12	5.80308579428572	5.92001214369079	5.80221263595642	5.9208853020201
ENSG00000167861.16|HID1	2.70576701127081	3.1428724829599	2.9485705910949	2.90006890313581
ENSG00000167862.10|MRPL58	4.44733730535777	4.39016356684284	4.57248223894955	4.26501863325105
ENSG00000167863.12|ATP5PD	6.11324581202337	6.17500768968149	6.0978643694003	6.19038913230457
ENSG00000167874.6|TMEM88	0.279962326131017	-0.00277620333520896	0.302395850833655	-0.0252097280378463
ENSG00000167881.15|SRP68	6.92488614953258	6.90318788918897	6.88132443004997	6.94674960867158
ENSG00000167889.12|MGAT5B	4.36516924876118	4.38876514525968	4.31667459620908	4.43725979781179
ENSG00000167900.12|TK1	5.2733786579253	5.84075947581722	5.32117471807701	5.79296341566551
ENSG00000167904.15|TMEM68	4.09572567099115	4.1736185490006	4.12814646740926	4.1411977525825
ENSG00000167912.5|AC090152.1	2.63766243769064	2.45477377771286	2.26662023939325	2.82581597601025
ENSG00000167920.8|TMEM99	3.35017330432727	3.47840024186962	3.31883975374248	3.50973379245441
ENSG00000167925.16|GHDC	3.45673120904675	3.49478686565432	3.32874638169773	3.62277169300334
ENSG00000167930.16|FAM234A	5.70559310778724	5.7910922564999	5.84833767201604	5.64834769227109
ENSG00000167962.14|ZNF598	4.57541508591251	4.64873012422291	4.75829905408165	4.46584615605376
ENSG00000167964.12|RAB26	0.687865154674393	1.26053821527414	0.589784057772472	1.35861931217606
ENSG00000167965.18|MLST8	5.15632291022839	5.10651861208518	5.17951907625864	5.08332244605493
ENSG00000167967.16|E4F1	4.44979109842274	4.207922310666	4.58411536417612	4.07359804491262
ENSG00000167968.13|DNASE1L2	1.04653788544826	0.744423427647177	1.19197004788022	0.59899126521522
ENSG00000167969.13|ECI1	4.11751095664929	4.04240619795403	4.18595785616441	3.97395929843892
ENSG00000167971.15|CASKIN1	2.54381703700979	2.55841290642244	2.61011223843984	2.49211770499239
ENSG00000167972.14|ABCA3	6.65478039230654	6.5770283571064	6.62464859324325	6.60716015616968
ENSG00000167977.9|KCTD5	5.32932062749164	5.27876059245633	5.46684790743958	5.14123331250839
ENSG00000167978.17|SRRM2	9.5516953319761	9.56186196141014	9.52807268911562	9.58548460427061
ENSG00000167981.7|ZNF597	2.66186661468679	2.60411551505139	2.62486604051083	2.64111608922735
ENSG00000167985.6|SDHAF2	4.4040614986955	4.67237690567851	4.57388483759078	4.50255356678322
ENSG00000167986.13|DDB1	8.76106067812259	8.71892843295232	8.73067461853275	8.74931449254216
ENSG00000167987.11|VPS37C	4.24624320318931	4.33168985791674	4.27684616987335	4.30108689123269
ENSG00000167992.13|VWCE	1.37910674803452	1.0684049707489	1.50687457205804	0.940637146725371
ENSG00000167994.12|RAB3IL1	3.87711809839748	3.98933412321874	3.88029960159625	3.98615262001997
ENSG00000167995.16|BEST1	1.64613174365146	1.40713288583245	1.5096033255086	1.54366130397531
ENSG00000167996.16|FTH1	10.4814312240297	10.5542596473076	10.5537033974747	10.4819874738626
ENSG00000168000.14|BSCL2	4.34346182925793	4.66853151913792	4.52026009743238	4.49173325096347
ENSG00000168002.12|POLR2G	5.76213978011853	5.70800709748037	5.81739087408468	5.65275600351422
ENSG00000168003.16|SLC3A2	6.54677778312861	6.61169886828246	6.54469994597276	6.61377670543831
ENSG00000168005.9|SPINDOC	5.56869004845679	5.89468592266277	5.66291871654989	5.80045725456967
ENSG00000168010.11|ATG16L2	5.30645289276739	5.688585431797	5.36162621148807	5.63341211307632
ENSG00000168014.16|C2CD3	5.82813413858028	5.81908503014555	5.86459633322059	5.78262283550523
ENSG00000168016.14|TRANK1	2.9960609707855	3.07198689782317	2.92101265017267	3.14703521843599
ENSG00000168026.18|TTC21A	2.73554833659146	2.8688527672686	2.72573641919525	2.87866468466481
ENSG00000168028.14|RPSA	9.00609845994164	9.01696289378741	9.04905801457627	8.97400333915278
ENSG00000168036.18|CTNNB1	8.80141672684549	8.92388036857131	8.8626485477084	8.8626485477084
ENSG00000168038.11|ULK4	1.30727485733889	1.02573598382813	0.975545133641381	1.35746570752565
ENSG00000168040.4|FADD	4.33364022137603	4.38127541239954	4.42766436799323	4.28725126578234
ENSG00000168056.15|LTBP3	7.03337270280877	7.12628583542741	7.0464643091779	7.11319422905828
ENSG00000168061.15|SAC3D1	4.1831010610592	4.81834520152217	4.30251373354925	4.69893252903212
ENSG00000168062.10|BATF2	0.986459354968775	1.5558992473005	1.26796482458042	1.27439377768885
ENSG00000168066.20|SF1	8.52755613970937	8.55604111486258	8.53797090742851	8.54562634714344
ENSG00000168067.12|MAP4K2	4.78935476916817	5.12406231764847	4.84341542626434	5.07000166055231
ENSG00000168071.22|CCDC88B	2.57214563314803	2.52001995787646	2.5019044700957	2.59026112092879
ENSG00000168077.14|SCARA3	6.67612136105574	7.09961465408603	6.81169667004292	6.96403934509886
ENSG00000168078.10|PBK	6.59717769476149	6.82075759855796	6.60311597765865	6.81481931566079
ENSG00000168090.10|COPS6	7.11122943455635	7.2326101133868	7.16323890068883	7.18060064725432
ENSG00000168092.14|PAFAH1B2	7.29034273944337	7.38855644957914	7.31193565342345	7.36696353559907
ENSG00000168096.14|ANKS3	3.64706200225697	3.75266429207556	3.82429134478394	3.57543494954858
ENSG00000168101.14|NUDT16L1	4.46578804520583	4.07850857697681	4.4356003873382	4.10869623484444
ENSG00000168116.14|KIAA1586	4.83738227350201	4.98864652215221	4.75491281193126	5.07111598372297
ENSG00000168118.11|RAB4A	4.71611969659819	4.89111313661494	4.77958224600531	4.82765058720782
ENSG00000168135.4|KCNJ4	1.96039243549559	2.37665672552953	2.23848126504695	2.09856789597816
ENSG00000168137.15|SETD5	7.97006334646221	7.8179697660095	7.90104886365946	7.88698424881225
ENSG00000168152.13|THAP9	3.59881648612958	3.48506187780742	3.41320567880529	3.67067268513171
