	Ctrl_923_R2B1	LMP_923_R2B1	Ola_923_R2B1	LMP.Olap_923_R2B1	Ctrl_923_R3B1	LMP_923_R3B1	Ola_923_R3B1	LMP.Olap_923_R3B1	Ctrl_923_R1B2	LMP_923_R1B2	Ola_923_R1B2	LMP.Olap_923_R1B2
ENSG00000169764.15|UGP2	7.84533023931142	7.76585240861422	7.56293811772753	7.65914393896849	7.61942291554065	7.54951286091744	7.52455190182387	7.7431830851614	7.70913360957747	7.71858144334214	7.58997806877917	7.61727461233373
ENSG00000169783.12|LINGO1	4.70287467954061	4.3862949569041	4.87587543397448	4.56019831044794	5.07642112341131	4.59494075455446	4.94248604619667	4.4487814813092	4.87522887188561	4.45036626008108	4.96319350374464	4.50514775745806
ENSG00000169813.16|HNRNPF	7.67044086986642	7.64926035249455	7.67044086986642	7.43687955625772	7.66764666887969	7.65975186933253	7.60210589754871	7.39520532216514	7.63961251775578	7.66520494061941	7.61833769597757	7.45271054885283
ENSG00000169814.13|BTD	3.1916926401405	3.49256641515077	3.27272658615435	3.30593636993648	3.39542880496575	3.43838161764583	3.41017970210141	3.43078659702345	3.4359446994206	3.54512943154224	3.32313278541776	3.16464245017868
ENSG00000169826.8|CSGALNACT2	3.92045673434849	3.68865362172342	3.59339410061352	3.67049447074628	3.6665504321086	3.63086179626646	3.52933526827178	3.45687299868458	3.62042043356396	3.79711116303583	3.72922628237066	3.43155183241112
ENSG00000169851.15|PCDH7	3.54938909673112	3.84236145380784	3.68035504685748	3.0705013897589	3.49866522971355	3.46527212694987	3.73744509707646	2.8858325371865	3.4751622279418	3.51705061462072	3.77086740764074	3.10183073883761
ENSG00000169855.20|ROBO1	8.51534116279203	8.28721535099632	8.52066106542712	8.20021257531697	8.49491812322725	8.22646381263611	8.47640402997638	8.15125722798386	8.47953670331527	8.26758078358815	8.57502384429562	8.11409534297899
ENSG00000169857.8|AVEN	4.06375768706014	3.46928850323031	3.8028544483559	3.77266263925936	3.82591945808573	3.80429475554331	3.77118618517084	3.80809630724009	3.96980758933473	3.59253269978351	3.82332892191216	3.77336078094242
ENSG00000169860.7|P2RY1	4.59837307982736	4.71785899592102	4.56631017523739	4.81192547055427	4.44728908366104	4.7542524897996	4.63815315727323	4.72258700072739	4.52957992775612	4.69693359809126	4.6951511875975	4.70671001305576
ENSG00000169862.19|CTNND2	5.97894107580089	5.64027399432423	6.17351125191938	5.83513057215913	6.05131660857188	5.61874083871261	6.21809974216966	5.74625323744439	6.00530665776286	5.55901316899751	6.23712391193528	5.82968992185545
