	Ctrl_827_R1B1	Ola_827_R1B1	Ctrl_827_R2B1	Ola_827_R2B1	Ctrl_827_R3B2	Ola_827_R3B2
ENSG00000112367.10|FIG4	4.46833276838976	4.57368172744381	4.40883403917333	4.49134738301816	4.42222685758599	4.54887110142654
ENSG00000112378.12|PERP	5.5966427400896	5.68487726459858	6.4126362036997	6.07366733822964	6.0067019649942	5.87720980831457
ENSG00000112406.5|HECA	4.68021785897577	4.87436149035569	5.58793165463403	5.07837877143551	4.96700741802732	5.14343746967318
ENSG00000112414.14|ADGRG6	4.06399537700677	4.26426726665468	3.89856351491164	4.10469207737826	4.03798657985434	4.12777253812133
ENSG00000112419.14|PHACTR2	4.96717679903311	4.90495817845188	4.7360399121284	4.87502002245248	4.85992528410522	4.88167217192772
ENSG00000112425.15|EPM2A	3.40364669490612	3.52586824081277	3.12202438301287	3.23751640564096	3.32482293228653	3.31970492989983
ENSG00000112473.18|SLC39A7	7.61376050211677	7.58326171940001	8.00749825294938	7.67137411235499	7.69342264616867	7.74452464724191
ENSG00000112511.17|PHF1	5.18967306266695	5.15701277122617	6.33461139354005	5.82317475870727	5.63990456867198	5.61233142439824
ENSG00000112514.15|CUTA	5.85084045782334	5.86731533432012	6.18507773261722	6.03870256371024	5.97359027674964	5.99737776748583
ENSG00000112530.11|PACRG	-0.602311503958208	-0.576587185454128	-0.98571815652344	-0.620751659910434	-0.553224591571718	-0.839459661351387
ENSG00000112531.17|QKI	7.95048774548361	8.00932380064057	8.16779739414481	8.08666500200665	8.04240576931456	8.06473120182326
ENSG00000112539.15|C6orf118	0.504732742800343	0.211247498738608	-0.171434935095578	-0.0654571991525349	0.390091278854165	-0.150547225208745
ENSG00000112541.14|PDE10A	3.17726877500055	3.21696379977965	4.63851491016431	4.01270695624277	3.70753445383495	3.81519276675869
ENSG00000112559.14|MDFI	-0.168499670327848	-0.910433016549377	0.241936378436563	-0.020071725933514	0.302369564800575	-0.730903581987664
ENSG00000112561.18|TFEB	2.99456115092047	2.90713198373359	3.06402220664259	3.14063380840195	3.07256656325004	2.98060801159926
ENSG00000112576.12|CCND3	5.30719059620734	5.37132997134261	4.49956515168444	5.10166125246948	5.08544732512736	5.05442616072458
ENSG00000112578.10|BYSL	5.05618383618247	5.13113022982966	4.36895863130241	4.82317056084961	4.87990873167964	4.80981289740245
ENSG00000112584.13|FAM120B	5.44685602219599	5.39869277569471	5.22221635628223	5.39073354294634	5.35334586430973	5.37590348424991
ENSG00000112592.14|TBP	3.82874633121799	4.08258577746703	4.0708150607083	3.88793901552234	3.95644262600501	3.97860046645282
ENSG00000112599.9|GUCA1B	-0.150422342527323	-0.548717043165008	0.704424343684612	-0.860155881858466	-0.247486845357404	-0.179948616575689
ENSG00000112624.12|BICRAL	4.89704456523363	4.99352892650691	5.15506406187388	5.08974009582878	4.99930885245924	5.06837997226236
ENSG00000112640.15|PPP2R5D	6.44049119586097	6.37643287327885	6.16764529881052	6.31113793783968	6.30475617286228	6.34309748003273
ENSG00000112651.12|MRPL2	4.19126759448537	4.3633305780878	4.34101399043509	4.43133266040519	4.44787824195964	4.21559416974708
ENSG00000112655.16|PTK7	7.27543695757527	7.3147024862455	7.17913272385114	7.41903509950606	7.19755412467839	7.39659950891059
ENSG00000112658.8|SRF	6.33585275986471	6.10253499246719	6.31175646981315	6.29207358785916	6.22023208144946	6.30087682355265
ENSG00000112659.14|CUL9	5.98650560761151	6.17210406051232	5.93579112751419	5.9469338589382	5.92904048866322	6.0916268386249
ENSG00000112667.12|DNPH1	2.60540041587904	3.06244748148403	2.22732132686057	2.98107145196887	2.74807044344819	2.69004989464807
ENSG00000112679.14|DUSP22	4.06428971528657	3.76680006362513	4.18189594741505	4.00843685525336	3.96719585475465	4.0435154360354
ENSG00000112685.14|EXOC2	6.12535196273878	6.32184074636521	5.66839015754679	6.01824002457333	6.06731530399281	5.99959614161925
ENSG00000112695.11|COX7A2	6.08052079575454	6.20751811495642	6.57283238007637	6.2827290469945	6.33590691288952	6.23589325600139
ENSG00000112697.16|TMEM30A	7.48172541637569	7.72426004708471	7.77169752240107	7.6628774835907	7.60990524615447	7.71037498857161
ENSG00000112699.11|GMDS	3.34714253242075	3.4143906187882	3.10852776495241	3.333938398142	3.10916539453331	3.49283426261836
ENSG00000112701.18|SENP6	6.76679182549586	6.74453907506916	6.63719063658508	6.65702650688659	6.69211250031589	6.71066152170246
ENSG00000112715.21|VEGFA	7.93140780190814	7.68283847786789	11.112404474366	10.0295149644416	8.92894189194364	9.44914096734819
ENSG00000112739.17|PRPF4B	7.17842206125845	7.27479520811855	7.14954755466737	7.13393552058263	7.19493824098594	7.17341193132756
ENSG00000112742.10|TTK	5.56110275601413	5.57516170323343	5.35945951852367	5.27538037286621	5.54978606118846	5.33576611413026
ENSG00000112759.18|SLC29A1	4.29525588971787	4.32400741378328	5.27845171748969	4.79106653287408	4.57053465082871	4.77385612610376
ENSG00000112763.17|BTN2A1	6.16753141202091	6.12817754209882	6.29548456431259	6.10695861066536	6.16533264467172	6.18374341987712
ENSG00000112769.19|LAMA4	8.66301941607764	8.71445309852851	8.21400136330809	8.44054604428582	8.45460461602458	8.56140534507546
ENSG00000112773.16|TENT5A	4.34199698507937	4.55193594289145	4.39781304911134	4.24873692156561	4.45844721222901	4.31179423709487
ENSG00000112787.13|FBRSL1	4.016318819621	3.88342893887513	3.68434980414575	4.00668375384766	3.85647918028438	3.93891147796039
ENSG00000112812.16|PRSS16	-0.152616156260647	-1.00478123476707	0.510766071930945	0.250089758601059	-0.0172539431479015	-0.181016837099957
ENSG00000112851.14|ERBIN	6.96053494009414	7.05137404753062	7.1210726613517	7.1031694290945	7.05772058156633	7.06035495746915
ENSG00000112855.16|HARS2	5.75962988355156	5.88987937491834	5.95417402112498	5.95787461226006	5.8860552757963	5.89472367013117
ENSG00000112874.10|NUDT12	3.95032773028095	4.09298130467929	4.20073520250673	3.82988098534583	4.03384954304166	4.00311306836473
ENSG00000112877.8|CEP72	2.13907245947732	1.74148957208171	1.21203464418998	1.71038145908124	1.85066761958033	1.55082144783479
ENSG00000112893.9|MAN2A1	5.35613260184101	5.52458030396575	5.61698214051853	5.56598883462217	5.50340971498313	5.5284322254906
ENSG00000112902.12|SEMA5A	6.93421196159863	7.0260032145335	7.79539532893356	7.35350897442097	7.2371096572961	7.31745008244724
ENSG00000112941.14|TENT4A	4.38863174317956	4.28782870156704	5.27998898980941	4.76713544522361	4.77102555706649	4.59076688282332
ENSG00000112964.14|GHR	-0.606239369946987	0.286693907235004	-0.787768269604817	-1.61218033940704	-0.906727044559797	-0.453019991302124
