Ctrl_417_R1B1	LMP_417_R1B1	Ctrl_417_R2B2	LMP_417_R2B2	Ctrl_417_R3B2	LMP_417_R3B2
ENSG00000167447.12|SMG8	838.96	703.96	609.07	643	881.98	798.31
ENSG00000167460.16|TPM4	17646.07	14509.79	14758.87	13220.84	15346.86	13032.22
ENSG00000167461.12|RAB8A	2226.28	1966.65	1894.41	1785.16	1922.8	1936.74
ENSG00000167468.16|GPX4	5259	5234	4076	4009	4296	4973
ENSG00000167470.12|MIDN	1637	1511	1480	1448	1118	1326
ENSG00000167483.18|FAM129C	32	43	20	19	26	22
ENSG00000167491.17|GATAD2A	1614	1478	1199	1169	1351	1683
ENSG00000167508.12|MVD	1423	1229	1122	930	796	1314
ENSG00000167513.9|CDT1	364	338	335	337	305	467
ENSG00000167515.10|TRAPPC2L	858	747	620	532	809	692
ENSG00000167522.16|ANKRD11	2260.53	2071.26	1907.16	1641.38	1816.32	1964.06
ENSG00000167523.13|SPATA33	226	203	177	207	246	222
ENSG00000167524.14|RSKR	133.9	158.12	145.86	119.85	124.17	118.7
ENSG00000167526.13|RPL13	4356.96	3941.96	3332.94	3064.95	3323.91	3163.99
ENSG00000167528.12|ZNF641	529	477	438	357	383	370
ENSG00000167535.8|CACNB3	1030	977	800	732	833	957
ENSG00000167536.14|DHRS13	564.51	509.86	507.23	486.5	261.51	430.03
ENSG00000167543.16|TP53I13	755	776	615	671	545	804
ENSG00000167548.15|KMT2D	1829.33	1759.33	1574.75	1153.56	1110.36	1160
ENSG00000167549.18|CORO6	715	885	484	493	737	895
ENSG00000167550.11|RHEBL1	48	44	33	50	50	68
ENSG00000167552.14|TUBA1A	11063.43	9381.09	8482.6	8667.91	17998.27	18219.41
ENSG00000167553.15|TUBA1C	77.41	92.82	55.5	45.07	62.71	75.61
ENSG00000167554.15|ZNF610	102	119	81	88	87	66
ENSG00000167555.14|ZNF528	407	338	367	294	397	273
ENSG00000167562.12|ZNF701	159.03	161.6	164.1	132.96	195.27	174.26
ENSG00000167565.13|SERTAD3	138	133.03	103	107	103	113
ENSG00000167566.17|NCKAP5L	830.47	827	764.33	609.49	600	727
ENSG00000167578.18|RAB4B	393.91	348.8	232.27	193.9	199.75	229.72
ENSG00000167588.13|GPD1	14233	10071	14845	10096	2638	1242
ENSG00000167595.15|PROSER3	247	245.33	216	219.14	205	213.61
ENSG00000167601.12|AXL	906	961	792	769	1369	1316
ENSG00000167604.14|AD000864.1	38	38	34	34	43	37
ENSG00000167614.13|TTYH1	84	47	47	35	31	33
ENSG00000167615.16|LENG8	4104.78	4219.44	3556.45	3217	3225.56	3273.75
ENSG00000167617.3|CDC42EP5	66	56	78	50	30	39
ENSG00000167619.12|TMEM145	348	395	349	366	165	154
ENSG00000167625.10|ZNF526	96	69	106	94	87	118
ENSG00000167632.15|TRAPPC9	965	660	831	594	700	523
ENSG00000167635.11|ZNF146	924	719.26	692	671.55	737	722
ENSG00000167637.17|ZNF283	82	63	81	45	67	62
ENSG00000167645.17|YIF1B	328	301	277	292	258	340
ENSG00000167654.18|ATCAY	11	19	23	10	19	25
ENSG00000167657.14|DAPK3	969	928	732	699	850	1072
ENSG00000167658.16|EEF2	32140	30638	27242	25151	22330	27582
ENSG00000167670.16|CHAF1A	1622	1488	1421	1464	1827	1984
ENSG00000167671.12|UBXN6	2015.55	1965.8	1508.11	1378.99	1228.95	1464.05
ENSG00000167674.15|HDGFL2	1850	1946	1526	1503	1278	1657
ENSG00000167680.16|SEMA6B	97	90	38	57	76	156
ENSG00000167685.15|ZNF444	317	318	250	199	189	184
ENSG00000167693.17|NXN	234	227	208	176	238	188
ENSG00000167695.15|FAM57A	1239	1083	1151	1066	1349	1240
ENSG00000167699.13|GLOD4	2406	2169	1973	1911	2682	2423
ENSG00000167700.9|MFSD3	314	309	210	186	161	234
ENSG00000167701.14|GPT	112.21	131	109	82	22	28
ENSG00000167702.12|KIFC2	3325.35	3409.79	2849.63	2589.37	2279.9	2953.86
ENSG00000167703.14|SLC43A2	463.25	474.07	449	417	264	291.06
ENSG00000167716.18|WDR81	901.42	997.85	751.34	729.3	696.63	948.01
ENSG00000167720.13|SRR	688.27	630.84	552.33	622.68	628.37	481.16
ENSG00000167721.10|TSR1	1568.73	1137.74	1185.67	1123.32	1423.63	1355.25
ENSG00000167733.13|HSD11B1L	319.93	324.49	289.63	273.13	223.65	207.12
ENSG00000167740.9|CYB5D2	1288	1228	1008	991	784	792
ENSG00000167747.14|C19orf48	623	543	513	528	454	619
ENSG00000167748.11|KLK1	14	11	10	14	28	25
ENSG00000167766.18|ZNF83	1517	1447	1275	1289	1313	1118
ENSG00000167767.14|KRT80	16	19	12	15	4	20
ENSG00000167770.11|OTUB1	1957	1858	1379	1152	1551	1466
ENSG00000167771.6|RCOR2	831	880	814	673	659	792
ENSG00000167772.12|ANGPTL4	108	134	516	401	106	143
ENSG00000167774.2|AC010323.1	0	127.69	32.71	0.02	0	125.44
ENSG00000167775.11|CD320	1033	836	931	732	664	773
ENSG00000167778.9|SPRYD3	489	476	474	402	443	375
ENSG00000167779.9|IGFBP6	386	385	302	295	421	353
ENSG00000167785.9|ZNF558	1114.77	936.42	845.74	850	799.72	530.95
ENSG00000167792.12|NDUFV1	3308	3311	2703	2482	2323	2612
ENSG00000167797.7|CDK2AP2	644	627	542	535	348	449
ENSG00000167807.15|AC011511.1	62.4	82.56	47.54	45.54	61.04	56.47
ENSG00000167815.12|PRDX2	8028.43	7734	6768	6451	6565	7508
ENSG00000167840.13|ZNF232	258.82	266.38	244.62	233	326	292.36
ENSG00000167842.15|MIS12	814.93	727.55	679.37	614.49	704.55	712.37
ENSG00000167862.10|MRPL58	427	357	295	314	375	270
ENSG00000167863.12|ATP5PD	2336.5	1975	1602.54	1622	2103	1785.84
ENSG00000167881.15|SRP68	3087	2603	2415	2152	2441	2178
ENSG00000167889.12|MGAT5B	193	201	116	110	71	103
ENSG00000167900.12|TK1	1072	970	925	894	1297	1554
ENSG00000167904.15|TMEM68	310.27	285.54	268.47	228.57	222.54	186.18
ENSG00000167912.5|AC090152.1	49.04	52	58	38	58.07	51
ENSG00000167920.8|TMEM99	397	270	267	256	315	260
ENSG00000167925.16|GHDC	1088	1047	950	820	643	703
ENSG00000167930.16|FAM234A	2117.94	2060.25	1716.01	1601.17	1260.2	1445.84
ENSG00000167962.14|ZNF598	522.63	487.82	397.62	459.75	356.39	547.59
ENSG00000167964.12|RAB26	542	601	440	449	548	624
ENSG00000167965.18|MLST8	1120	1129.85	874.21	738.88	568.89	750.2
ENSG00000167967.16|E4F1	405	412	324	270	226	304
ENSG00000167968.13|DNASE1L2	48.83	19	29	22	15.31	14
ENSG00000167969.13|ECI1	588	555	452	537	393	535
ENSG00000167971.15|CASKIN1	167.51	167.47	122.8	124.42	61.6	79.5
ENSG00000167972.14|ABCA3	3434	3550	3236	2916	2458	3239
ENSG00000167977.9|KCTD5	970	915.9	879.99	774.93	850.89	853
ENSG00000167978.17|SRRM2	23927.13	23498	24649.04	20427.05	17127.05	15840.02
ENSG00000167981.7|ZNF597	136	127	110	112	124	110
ENSG00000167984.18|NLRC3	32	21	29	19	12	10
ENSG00000167985.6|SDHAF2	569.71	451.46	406.26	414.63	515.51	421.52
ENSG00000167986.13|DDB1	7606.42	7108.2	6300.95	6043	6309	5791.23
ENSG00000167987.11|VPS37C	639	630	534	469	525	494
ENSG00000167992.13|VWCE	11	21	16	8	16	11
ENSG00000167994.12|RAB3IL1	588	533	345	447	294	458
ENSG00000167995.16|BEST1	44.24	45.45	52.96	38.53	27.61	16.43
ENSG00000167996.16|FTH1	60399.43	54746.61	36972.37	35134.08	33795	30156.6
ENSG00000168000.14|BSCL2	1561.19	1324.02	1198.33	1084.71	1035.34	903.96
ENSG00000168002.12|POLR2G	1860	1533	1329	1224	1285	1218
ENSG00000168003.16|SLC3A2	6700	5422	4595	4660	5059	5257
ENSG00000168005.9|SPINDOC	521	513	515	507	485	608
ENSG00000168010.11|ATG16L2	1351.56	1471.46	945.05	1022.02	976	1093.18
ENSG00000168014.16|C2CD3	891	822	752	676	758	686
ENSG00000168016.14|TRANK1	182	132	168	150	260	211
ENSG00000168026.18|TTC21A	108.25	112.67	77.26	78	147	108
ENSG00000168028.14|RPSA	7231.4	5683.07	4782.97	4572.73	8185.43	6931.2
ENSG00000168036.18|CTNNB1	6296	5563	4871	4535	6139	5305
ENSG00000168038.11|ULK4	65	47	50	54	70	56
ENSG00000168040.4|FADD	410.03	336.68	326.4	370	520.38	516.23
ENSG00000168056.15|LTBP3	4168	4280	3576	3005	2675	2922
ENSG00000168061.15|SAC3D1	398	411	353	428	287	412
ENSG00000168062.10|BATF2	209	162	155	123	96	78
ENSG00000168066.20|SF1	5313	4760	4341	4005	4441	4433
ENSG00000168067.12|MAP4K2	808	860	705	718	722	765
ENSG00000168071.22|CCDC88B	208	210	163	168	96	136
ENSG00000168077.14|SCARA3	1693	1615	1703	1645	2095	2345
ENSG00000168078.10|PBK	1187	913	1215	1186	1518	1363
ENSG00000168090.10|COPS6	3521	2918	2459	2318	2941	2675
ENSG00000168092.14|PAFAH1B2	2483	2182	2141	2033	2440	2353
ENSG00000168096.14|ANKS3	247	184	148	142	155	185
ENSG00000168101.14|NUDT16L1	447	400	345	309	339	333
ENSG00000168116.14|KIAA1586	407.74	389.65	382	363.35	476.34	370.36
ENSG00000168118.11|RAB4A	756	608	602	545	694	542
ENSG00000168137.15|SETD5	4005	3522	3372	2936	3442	2907
ENSG00000168152.13|THAP9	104	81	80.42	86	63.35	84.06
ENSG00000168159.12|RNF187	3524	3416	3080	2837	2565	2894
ENSG00000168172.9|HOOK3	1617	1385	1497	1333	1263	1062
ENSG00000168175.15|MAPK1IP1L	3566	3128	3111	2679	3188	2943
ENSG00000168209.5|DDIT4	1098.46	993.48	1485.3	1459.86	915.18	883.18
ENSG00000168214.20|RBPJ	2411	1889	2123	1889	2316	1856
ENSG00000168216.12|LMBRD1	1286	1032	986	918	922	613
ENSG00000168228.15|ZCCHC4	264	210	222	211	288	226
ENSG00000168234.13|TTC39C	300.11	227	250	238	295.12	292
ENSG00000168237.18|GLYCTK	361.57	333.02	221	225	310.19	362
ENSG00000168243.11|GNG4	362	321	279	315	555	635
ENSG00000168246.6|UBTD2	830	702	646	672	790	729
ENSG00000168255.20|POLR2J3	431.67	340.44	288.97	253.94	292.3	217.12
ENSG00000168256.18|NKIRAS2	1934.19	1790.64	1460	1352.02	1344	1336.03
ENSG00000168259.15|DNAJC7	1555.6	1233.96	1194.97	1219.17	1430.75	1196.44
ENSG00000168264.10|IRF2BP2	1551.06	1556.45	1498.5	1439.41	1538.15	1271.89
ENSG00000168268.11|NT5DC2	2633	2708	2050	2133	2282	2739
ENSG00000168273.8|SMIM4	216.06	177.83	193	171.12	251.7	207.32
ENSG00000168275.15|COA6	331.34	226.93	225	191	252.97	266
ENSG00000168280.17|KIF5C	36175	28663	30007	23462	16530	9975
ENSG00000168282.5|MGAT2	543.91	671.25	835.93	579.27	314.47	800.85
ENSG00000168283.14|BMI1	1898.05	1500.85	1579.61	1570.8	1834.89	1378.36
ENSG00000168286.2|THAP11	598	553	461	481	476	436
ENSG00000168288.13|MMADHC	1875.4	1503.23	1333.57	1292.99	1632.1	1450.39
ENSG00000168291.13|PDHB	1858.04	1447.88	1211.41	1062.28	1664.76	1483.74
ENSG00000168297.15|PXK	588	448	449	370	691	557
ENSG00000168300.14|PCMTD1	360	356	321	284	285	209
ENSG00000168301.13|KCTD6	203	193	184	172	237	172
ENSG00000168303.8|MPLKIP	408	361	271	262	298	296
ENSG00000168306.13|ACOX2	89	83	62	123	76	122
ENSG00000168310.11|IRF2	1018	788	782	736	869	742
ENSG00000168348.4|INSM2	46	40	103	105	18	14
ENSG00000168374.11|ARF4	3032	2587	2286.74	2111.78	4047.66	3446
ENSG00000168385.18|SEPT2	13541	11180.12	11008	10828	10863	8923.11
ENSG00000168386.18|FILIP1L	550	473	671	601	548	468
ENSG00000168389.17|MFSD2A	542	515	660	671	318	356
ENSG00000168393.13|DTYMK	997	840	934	830	801	860
ENSG00000168394.11|TAP1	4270.79	3894.14	3602.81	3442.65	4465.01	4114.4
ENSG00000168395.15|ING5	2421.32	2269.34	1820.92	1710.4	1483.12	1419.13
ENSG00000168397.17|ATG4B	1848	1984	1513	1323	1199	1344
ENSG00000168404.13|MLKL	113	86	132	89	191	208
ENSG00000168405.17|CMAHP	52	34	83	52	31	47
ENSG00000168411.14|RFWD3	1857	1479	1594	1717	2285	2249
ENSG00000168434.13|COG7	591.97	521.36	434.56	371.99	349.62	323.97
ENSG00000168438.15|CDC40	881	698	706	701	784	739
ENSG00000168439.16|STIP1	6089	5170	5082	4782	5852	5791
ENSG00000168461.13|RAB31	1918	1449	1465	1434	3031	2501
ENSG00000168476.12|REEP4	242	258	235	235	243	320
ENSG00000168477.19|TNXB	59.6	65	51.14	32.11	23	31
ENSG00000168487.19|BMP1	680	746	510	520	561	634
ENSG00000168488.18|ATXN2L	4482.14	4188.71	3889.26	3501.2	3959.16	4084.06
ENSG00000168490.14|PHYHIP	12	14	10	10	33	64
ENSG00000168495.13|POLR3D	427	364	345	344	353	278
ENSG00000168496.4|FEN1	3276	2791	2615	3075	4107	4439
ENSG00000168502.17|MTCL1	653	570	605	523	978	1138
ENSG00000168517.10|HEXIM2	127.12	174	163.19	152.38	72.3	92.7
ENSG00000168522.13|FNTA	768	614	548	574	887.78	731
ENSG00000168528.12|SERINC2	380	421	327	333	481	704
ENSG00000168538.16|TRAPPC11	628	497	511	444	657	517
ENSG00000168539.4|CHRM1	38	38	15.7	30	1	9
ENSG00000168556.7|ING2	172	167	157	157	241	252
ENSG00000168564.6|CDKN2AIP	427	323	273	275	465	397
ENSG00000168566.13|SNRNP48	538	498	466	476	574	503
ENSG00000168569.7|TMEM223	332.58	283.12	247.83	225.05	217.16	227.39
ENSG00000168575.10|SLC20A2	1048	828.1	973	745.48	579.01	479
ENSG00000168591.16|TMUB2	1755.88	1844.21	1458.11	1313	1432	1323
ENSG00000168610.14|STAT3	4620	4090	4258	3898	4033	3661
ENSG00000168612.4|ZSWIM1	277	267	249	229	249	224
ENSG00000168615.12|ADAM9	4994	3903	4166	3801	5332	4855
ENSG00000168646.13|AXIN2	117	147	86	101	158	172
ENSG00000168653.11|NDUFS5	1423	1138	928	895	1354	1307
ENSG00000168661.14|ZNF30	89	80	73	72	45	49
ENSG00000168672.4|FAM84B	2302.62	2119.26	2202.23	2323.14	3067.97	2991.01
ENSG00000168675.18|LDLRAD4	104	96	114	128	95	83
ENSG00000168679.18|SLC16A4	477.97	409.97	400	378	272	183
ENSG00000168701.19|TMEM208	590	547	369	401	462	440
ENSG00000168702.17|LRP1B	333	161.72	258	112	296.47	89.67
ENSG00000168710.18|AHCYL1	3110	2731	2350	2304	3014	2829
ENSG00000168724.16|DNAJC21	1077	934	863	845	1074	1001
ENSG00000168734.14|PKIG	442	380	387	406	370	413
ENSG00000168743.12|NPNT	2138	1702	1671	1502	360	252
ENSG00000168758.11|SEMA4C	812	771	718	701	529	640
ENSG00000168763.16|CNNM3	1347.45	1329.74	957.67	892.92	859.64	702.47
ENSG00000168765.17|GSTM4	1297.18	1077.27	870.94	852.94	1348.19	1178.52
ENSG00000168769.13|TET2	645	515	542	458	572	441
ENSG00000168778.12|TCTN2	188	179	119	144	239.76	253
ENSG00000168781.22|PPIP5K1	1183.46	1264.21	933	890.15	1215.57	1112.18
ENSG00000168785.8|TSPAN5	1323	1053	1084	1016	1741	1377
ENSG00000168792.5|ABHD15	567	549.61	433	416.38	618	605.67
ENSG00000168795.5|ZBTB5	450	488	478	420	362	294
ENSG00000168802.13|CHTF8	1930.8	1841.48	1418.65	1321.97	2023.74	1634.36
ENSG00000168803.15|ADAL	623	572	436	487	500	390
ENSG00000168806.7|LCMT2	424	395	358	391	339	397
ENSG00000168807.16|SNTB2	821	681	737	730	787	618.12
ENSG00000168811.7|IL12A	39	39	21	41	32	40
ENSG00000168813.17|ZNF507	596	505	502	432	556	481
ENSG00000168818.10|STX18	752	607	546	538.99	580	478
ENSG00000168824.14|NSG1	320	386	220	238	486	442
ENSG00000168826.16|ZBTB49	139	125	126	130	132	148
ENSG00000168827.14|GFM1	1459	1224	1102	1018	1513	1337
ENSG00000168852.13|TPTE2P5	31.18	26.45	14.5	11.12	21.94	7.51
ENSG00000168872.17|DDX19A	1093.45	952.97	838.05	721.17	894.52	790.4
ENSG00000168874.13|ATOH8	37	23	31	20	61	42
ENSG00000168876.9|ANKRD49	287	268	274	239	301	242
ENSG00000168883.20|USP39	1784	1482	1449	1276	1587	1494
ENSG00000168884.14|TNIP2	422	484	379	383	547	606
ENSG00000168887.11|C2orf68	885	744	693	594	638	530
ENSG00000168890.14|TMEM150A	349	383	178	165	287	280
ENSG00000168894.9|RNF181	930	853	739	694	961	991
ENSG00000168899.5|VAMP5	199	185	149	148	228	244
ENSG00000168904.15|LRRC28	535	445	412	345	560	418
ENSG00000168906.13|MAT2A	6807.9	5324.67	5423.28	5163.24	6481.01	5392.11
ENSG00000168913.7|ENHO	172	175	107	125	87	154
ENSG00000168916.15|ZNF608	558	526	504	444	571	494
ENSG00000168924.15|LETM1	1330	1263	1112	1063	1205	1429
ENSG00000168936.11|TMEM129	1993	1951	1762	1603	1079	1371
ENSG00000168938.5|PPIC	1141	925.99	882	745.99	1009.99	915
ENSG00000168939.11|PAR|Y|SPRY3	35.5	24	42	25.5	47	28
ENSG00000168939.11|SPRY3	35.5	24	42	25.5	47	28
ENSG00000168944.15|CEP120	406	334	351	370	400	377
ENSG00000168958.19|MFF	2973	2457	2382	2285	2370	1957
ENSG00000168961.17|LGALS9	11.17	5	20	15	12	20
ENSG00000168970.22|JMJD7-PLA2G4B	825.72	891.86	685.3	542.58	587.84	539.12
ENSG00000168993.15|CPLX1	23	38	14	23	17	33
ENSG00000168994.13|PXDC1	264	255.73	176.43	251.41	318.58	360.15
ENSG00000169016.17|E2F6	820.44	625	498.52	563.61	657.13	509.15
ENSG00000169018.6|FEM1B	2033	1650	1828	1721	1889	1644
ENSG00000169019.11|COMMD8	299	248	180	241	346	251
ENSG00000169020.10|ATP5ME	1470.96	1123.27	1012.33	994.31	870.29	1096.11
ENSG00000169021.6|UQCRFS1	1164	1015	887	820.61	1020	931
ENSG00000169032.9|MAP2K1	6231.74	4762.05	4701.22	4158.41	2970.49	2509.82
ENSG00000169045.17|HNRNPH1	10615	9293	9382.44	8751.13	10268.49	8862
ENSG00000169047.5|IRS1	437	420	408	373	267	293
ENSG00000169057.22|MECP2	2449	2202	2173	2088	1438	1506
ENSG00000169062.15|UPF3A	3144.45	2681.83	2188.57	2191.76	2288.72	1953.78
ENSG00000169067.4|ACTBL2	32	20	26	17	47	24
ENSG00000169083.16|AR	978	799	743	695	968	825
ENSG00000169084.13|DHRSX	144	108.5	89.5	92.5	110	109
ENSG00000169084.13|PAR|Y|DHRSX	144	108.5	89.5	92.5	110	109
ENSG00000169085.13|VXN	398.19	337.64	346.13	353.37	328.95	320.09
ENSG00000169087.11|HSPBAP1	161	128	130	123	213	177
ENSG00000169093.16|ASMTL	284.16	258.36	238.41	198.11	180.75	151.88
ENSG00000169093.16|PAR|Y|ASMTL	284.16	258.36	238.41	198.11	180.75	151.88
ENSG00000169100.14|PAR|Y|SLC25A6	1970.5	1819.5	1450.5	1244	1379.5	1862.5
ENSG00000169100.14|SLC25A6	1970.5	1819.5	1450.5	1244	1379.5	1862.5
ENSG00000169105.7|CHST14	1363	1327	1122	1044	993	1023
ENSG00000169116.11|PARM1	485	336	357	296	1332	1127
ENSG00000169118.18|CSNK1G1	826.03	695.95	655.02	628.26	1214.75	1115.53
ENSG00000169122.11|FAM110B	148	125	93	104	86	65
ENSG00000169126.15|ARMC4	126	96	80	72.8	222	192
ENSG00000169129.15|AFAP1L2	126	97	103	81	196	220
ENSG00000169131.13|ZNF354A	285.7	289.93	279.1	228.36	291.85	267.64
ENSG00000169136.11|ATF5	294.26	318.99	276.09	272.25	274.83	311.09
ENSG00000169139.12|UBE2V2	1223	971	945	935	1243	938
ENSG00000169155.10|ZBTB43	761	710	599	659	905	852
ENSG00000169169.14|CPT1C	1367	1299	1044	966	898	988
ENSG00000169180.11|XPO6	2590	2242	2139	1915	2293	2176
ENSG00000169188.5|APEX2	682	576	561	504	722	679
ENSG00000169189.17|NSMCE1	704	562	508	513	472	392
ENSG00000169193.12|CCDC126	203	174	153	169	232	155
ENSG00000169203.16|NPIPB12	168.21	151.17	113.55	121.09	118.42	125.52
ENSG00000169213.7|RAB3B	2780	2085	2366	2020	2699	2091
ENSG00000169217.9|CD2BP2	1857	1768	1673	1494	1926	1796
ENSG00000169221.14|TBC1D10B	1540.91	1512.49	1247.01	1227.37	1247	1429.4
ENSG00000169223.15|LMAN2	2500	2274	2127	1905	1955	2128
ENSG00000169228.14|RAB24	572.64	618.74	373.59	462.42	558	484.61
ENSG00000169230.10|PRELID1	1937.01	1602.92	1378.37	1231.36	1830.83	1697.52
ENSG00000169231.13|THBS3	1191.21	1175.54	816.91	783.46	1105.55	1053.93
ENSG00000169239.13|CA5B	135.71	110.13	115.21	120.93	89.54	72.94
ENSG00000169241.19|SLC50A1	1050	894	686	716	1066	999
ENSG00000169242.12|EFNA1	138	125	116	120	92	84
ENSG00000169246.16|NPIPB3	221.28	273.23	251.11	181.36	187.74	148.66
ENSG00000169247.12|SH3TC2	59	41	38	40	37	39
ENSG00000169249.12|ZRSR2	219.74	234.6	180	182.79	197.77	185.74
ENSG00000169251.12|NMD3	709	626	650	522	1064	980
ENSG00000169258.7|GPRIN1	963.98	944	796	840	902	1032
ENSG00000169271.3|HSPB3	38	36	30	41	14	11
ENSG00000169282.17|KCNAB1	20	7	14	13	116	89
ENSG00000169288.18|MRPL1	132	117	84	74	107	135
ENSG00000169299.14|PGM2	821	672	735	699	843	730
ENSG00000169302.16|STK32A	120	127	99	60	157	133
ENSG00000169330.8|MINAR1	36	29	44	38	47	35
ENSG00000169359.15|SLC33A1	941	812	739	760.42	923	857.82
ENSG00000169371.13|SNUPN	771.31	654.85	687.95	584.09	663.35	575.55
ENSG00000169372.13|CRADD	127	104	85	97	89	73
ENSG00000169375.15|SIN3A	3648.83	3160.12	2850.17	2671.46	3075.12	2636.94
ENSG00000169379.15|ARL13B	446	331	404	418	498	486
ENSG00000169398.19|PTK2	3465	2707	3127	2469	2668	2012
ENSG00000169410.9|PTPN9	1851	1613	1491	1436	1955	1637.97
ENSG00000169418.10|NPR1	2012	1823	1993	1768	853	898
ENSG00000169432.15|SCN9A	152	96	148.93	94.99	66	38
ENSG00000169439.12|SDC2	29074	19897	24661	17806	11468	5660
ENSG00000169446.5|MMGT1	1167.71	972	961.69	957	1022	937
ENSG00000169490.17|TM2D2	977	832	747	735	841	793
ENSG00000169499.15|PLEKHA2	2341	1843	1938	1750	1985	1607
ENSG00000169504.15|CLIC4	7356	5690	6321	5495.84	7214	5774.84
ENSG00000169519.21|METTL15	129	105	95.84	111.97	150	137.76
ENSG00000169554.20|ZEB2	4621.97	3892.6	4614.19	3965.3	3284.69	2385.78
ENSG00000169564.6|PCBP1	5145.37	4173.48	4115	3852.71	4025	3685.63
ENSG00000169567.11|HINT1	2747	2159	2060	2264	2515	2493
ENSG00000169570.10|DTWD2	452	317	431	308	462	296
ENSG00000169592.15|INO80E	1183.44	1219.18	1186.89	1075.06	1036.84	940.96
ENSG00000169598.15|DFFB	164	169	129	105	152	117
ENSG00000169599.12|NFU1	635	589	434	460	463	456
ENSG00000169604.19|ANTXR1	2324	1908	1721	1520	2009	1653
ENSG00000169607.13|CKAP2L	1620	1314.79	1607	1822	1915	2043.37
ENSG00000169609.14|C15orf40	421	389	316.88	304.09	423	321
ENSG00000169612.4|RAMAC	541.45	447.45	367.4	409.43	568.15	487.85
ENSG00000169618.6|PROKR1	267.05	251.97	235.33	263.77	423.89	450
ENSG00000169621.10|APLF	82.95	84.03	49.67	54.23	115.11	100
ENSG00000169627.8|BOLA2B	198.05	198.43	138.8	159.85	107.02	143.3
ENSG00000169629.11|RGPD8	39.67	50.46	27.62	54.09	59.19	46.57
ENSG00000169635.10|HIC2	213	172	231	185	173.61	170
ENSG00000169641.13|LUZP1	1611	1352	1557	1396	2330	2049.89
ENSG00000169660.16|HEXD	134	178.03	110	118	75	96
ENSG00000169679.14|BUB1	2006	1670	2133	2385	2781	2859
ENSG00000169682.18|SPNS1	1125.75	1107.96	836.64	673.24	666.89	870.34
ENSG00000169683.8|LRRC45	448	441	434	430	479	472
ENSG00000169684.13|CHRNA5	161.21	139.35	87.99	102.04	185.58	210.94
ENSG00000169689.15|CENPX	1047	785	767	730	904	1035
ENSG00000169692.13|AGPAT2	216	200	127	154	100	157
ENSG00000169696.16|ASPSCR1	806	839	623	561	465	629
ENSG00000169710.9|FASN	5892	5441	4832	4193	3954	6746
ENSG00000169714.16|CNBP	4951	3874	3683	3550	4038	3537
ENSG00000169718.17|DUS1L	1028	1017	764	727	765	927
ENSG00000169727.12|GPS1	2100.01	1992.98	1663.44	1520.71	1337.01	1652.3
ENSG00000169733.12|RFNG	696.99	715.02	550.56	423.29	449.99	512.7
ENSG00000169738.7|DCXR	1222	1134	841	846	752	942
ENSG00000169740.14|ZNF32	691.74	482.07	421.23	402.65	489.34	357
ENSG00000169744.13|LDB2	60	41	34	20	23	10
ENSG00000169750.9|RAC3	403	433	387	286	290	424
ENSG00000169752.17|NRG4	15.1	11.88	9.42	16.24	8.87	13.41
ENSG00000169756.16|LIMS1	2005.85	1773.03	1718.08	1619.77	1863.35	1522.42
ENSG00000169758.13|TMEM266	17	13	20	15	16	20
ENSG00000169760.17|NLGN1	1018	719	985	739	1211	766
ENSG00000169762.17|TAPT1	1567	1386	1494	1437	1396	1164
ENSG00000169764.15|UGP2	2711	2213	2236	2162	2127	1741
ENSG00000169783.12|LINGO1	43	44	24	36	8	24
ENSG00000169813.16|HNRNPF	3426	3046	2816	2679	2865	2771
ENSG00000169814.13|BTD	350.88	241.4	261.69	185.35	283.07	179.21
ENSG00000169826.8|CSGALNACT2	1116	1033	948	942	884	724
ENSG00000169851.15|PCDH7	5224	3973	4949	3695	4520	3695
ENSG00000169855.20|ROBO1	6466	5275	5978	4997	4712	3583
ENSG00000169857.8|AVEN	181	145	95	128	226	190
ENSG00000169860.7|P2RY1	41	50	55	36	15	26
ENSG00000169862.19|CTNND2	24	24	46	27	51	40
ENSG00000169871.13|TRIM56	2112	2008	1958	1703	1962	1833
ENSG00000169884.14|WNT10B	93	73	81	60	73	63
ENSG00000169885.10|CALML6	13	26	13	10	5	5
ENSG00000169891.18|REPS2	565	473	392	336	148	86
ENSG00000169895.6|SYAP1	1210	1129	894	818	1257	1061
ENSG00000169902.15|TPST1	712	503	536	522	796	605
ENSG00000169905.12|TOR1AIP2	1542	1353	1357	1357	1400	1183
ENSG00000169908.12|TM4SF1	1862	1458	2022	1968	1720	1522
ENSG00000169914.6|OTUD3	1045	910	942	991	1010	736
ENSG00000169918.9|OTUD7A	30.06	18.61	13.37	15.46	9.13	3.24
ENSG00000169919.17|GUSB	3008.94	2546	2164	2172	2261	2217
ENSG00000169925.16|BRD3	1067.72	1025.45	919.05	878.21	685.77	728.52
ENSG00000169926.11|KLF13	1490	1497	1414	1275	1290	1221
ENSG00000169933.13|FRMPD4	9	8	14	6	18	13
ENSG00000169951.9|ZNF764	96	134	93	91	104	94
ENSG00000169955.7|ZNF747	458.81	405.18	342.2	310.8	326.92	342.08
ENSG00000169957.10|ZNF768	931.99	917.99	736.99	692.99	749	740
ENSG00000169962.5|TAS1R3	13	14	15	10	3	4
ENSG00000169964.8|TMEM42	531	470	356.35	341.3	496	404.06
