Ctrl_923_R2B1	Ola_923_R2B1	Ctrl_923_R3B1	Ola_923_R3B1	Ctrl_923_R1B2	Ola_923_R1B2
ENSG00000163930.10|BAP1	2144	2285	2670	1995	2539	2301
ENSG00000163931.16|TKT	6057	7233	9574	7045	7508	7678
ENSG00000163932.14|PRKCD	346	377	442	340	397	346
ENSG00000163933.10|RFT1	711	780	954	640	913	762
ENSG00000163935.14|SFMBT1	490	397.29	478	339.36	495	447
ENSG00000163938.17|GNL3	2429	2523	2862	2012	2890	2501
ENSG00000163939.18|PBRM1	1856.5	1817.12	2344.01	1537.59	2185.09	2124.57
ENSG00000163945.16|UVSSA	499	627	772	509	623	636
ENSG00000163946.13|TASOR	1019.77	967.85	1066.52	682.36	1056.74	941.29
ENSG00000163947.11|ARHGEF3	629	522	740	496	687	575
ENSG00000163950.13|SLBP	1200	1138	1230	892	1360	1262
ENSG00000163956.12|LRPAP1	1577	1716	2334	1459	1824	1722
ENSG00000163959.10|SLC51A	17	12	24.08	15	11	28
ENSG00000163960.12|UBXN7	2061	2045	2213	1551	2079	2117
ENSG00000163961.4|RNF168	827	898	1217	753	931	1023
ENSG00000163964.14|PIGX	589	564	617	421	625	583
ENSG00000163975.12|MELTF	162	201	250	177	174	165
ENSG00000163995.20|ABLIM2	38	28	48	13	29	30
ENSG00000164008.16|C1orf50	176.02	163.53	195.01	145.18	200.92	157.62
ENSG00000164010.15|ERMAP	247.22	229.49	345.61	210.58	267.22	302.85
ENSG00000164011.18|ZNF691	263	242	309	197	320	253
ENSG00000164022.16|AIMP1	895.45	902	996.59	658.7	1019.6	927.21
ENSG00000164023.14|SGMS2	63.37	55	53	29	52	47.85
ENSG00000164024.12|METAP1	1156	1017	1254	872	1287	1090
ENSG00000164031.17|DNAJB14	939	917	1001	711	982	1007
ENSG00000164032.12|H2AFZ	7273	7579	8174	5639	8318	7426
ENSG00000164038.15|SLC9B2	227.45	227	221	175	226.11	219
ENSG00000164039.15|BDH2	422.55	413	445	282	478.89	347
ENSG00000164040.16|PGRMC2	1345	1238	1375	996	1351	1376
ENSG00000164045.11|CDC25A	903	879	1140	772	1127	1060
ENSG00000164048.14|ZNF589	780	976	1041.85	684.83	905.76	812
ENSG00000164050.13|PLXNB1	3969	4739	5768	4013	4758	4329
ENSG00000164051.14|CCDC51	300	364	379	290	358.33	338.47
ENSG00000164053.21|ATRIP	368.55	420.12	499.49	345.82	437.67	406.28
ENSG00000164054.15|SHISA5	1728	1793	2456	1648	1982	1883
ENSG00000164056.11|SPRY1	1717	1816	2426	1659	2119	1967
ENSG00000164061.5|BSN	245	383	420	355	316	393
ENSG00000164062.13|APEH	2000	2074	2441	1824	2222	2025
ENSG00000164066.13|INTU	147	154	174	133	180	167
ENSG00000164068.16|RNF123	772.81	984.92	1130.18	819.15	973.22	902.88
ENSG00000164070.12|HSPA4L	560.88	599.56	773.45	495.69	717.44	705.76
ENSG00000164073.10|MFSD8	419	419	436.1	290.43	435	419
ENSG00000164074.15|ABHD18	162	176	229.9	132.57	187	165
ENSG00000164076.17|CAMKV	668	832	918	667	791	810
ENSG00000164077.14|MON1A	144	132	187	123	172	143
ENSG00000164080.13|RAD54L2	1246	1291	1589	1143.93	1469	1354.98
ENSG00000164081.12|TEX264	472	517	606	460.07	545	535.02
ENSG00000164082.15|GRM2	45	44	51	34	62	53
ENSG00000164086.10|DUSP7	319	394	482	378	402	397
ENSG00000164087.7|POC1A	360	485	525	397	494	450
ENSG00000164088.18|PPM1M	189	231	224	160	224	203
ENSG00000164091.12|WDR82	4915	5067.99	5583	4038	5488	5451
ENSG00000164096.13|C4orf3	1227	1172	1367	924	1376	1246
ENSG00000164104.11|HMGB2	5678	5292	6573	4137	6503	5386
ENSG00000164105.4|SAP30	406	384	485	346	473	431
ENSG00000164106.8|SCRG1	85	37	62	17	103	34
ENSG00000164107.8|HAND2	51.85	49.59	49	53	51.03	42
ENSG00000164109.14|MAD2L1	1247	1334	1479	1129	1522	1374
ENSG00000164111.15|ANXA5	2891	2789	3095	2040	3040	2925
ENSG00000164114.19|MAP9	457	532	531.91	410	566.9	557
ENSG00000164117.13|FBXO8	196.91	197.48	221.8	157.33	220.48	201.44
ENSG00000164118.13|CEP44	336.09	322.52	327.2	279.67	332.52	364.56
ENSG00000164124.10|TMEM144	5	26	5	9	3	12
ENSG00000164134.13|NAA15	1868	1800	2248	1497	2101	2114
ENSG00000164142.16|FAM160A1	56	65	63	52	81	70
ENSG00000164144.16|ARFIP1	706	672	698	530	756	710
ENSG00000164151.12|ICE1	1723	1703	1997	1306	1686	1890
ENSG00000164161.10|HHIP	27	30	31	22	29	25
ENSG00000164162.14|ANAPC10	128	111.51	130.36	91.11	144.18	113.32
ENSG00000164163.11|ABCE1	2512.97	2276	2772.99	1886.99	2716	2641
ENSG00000164164.16|OTUD4	1152.02	1086	1361	895	1402.99	1355
ENSG00000164167.12|LSM6	264	246	296	188	286	285
ENSG00000164168.7|TMEM184C	1017	826	1102	676	1036	937
ENSG00000164169.13|PRMT9	214	226	256	207	252	204
ENSG00000164171.11|ITGA2	921	998	1091	672	931	1065
ENSG00000164172.19|MOCS2	736	735	894	562	833	783
ENSG00000164180.13|TMEM161B	655.67	657	791.05	511.08	664.19	605
ENSG00000164182.11|NDUFAF2	284.77	251	286.89	181.82	301.48	270.76
ENSG00000164187.7|LMBRD2	539	527	566	387	560	497
ENSG00000164188.8|RANBP3L	6	10	18	4	12	19
ENSG00000164190.18|NIPBL	1936	1958	2297	1518	2122	2156
ENSG00000164197.12|RNF180	197	179	208	136	204	218
ENSG00000164199.18|ADGRV1	270	309	404	226	321	351
ENSG00000164209.17|SLC25A46	902	922	1029	661	986	975
ENSG00000164211.13|STARD4	783.82	665	872	594	933	819
ENSG00000164219.10|PGGT1B	797.9	740.03	960.14	577.43	802.27	769.98
ENSG00000164220.7|F2RL2	24	25	16	19	15	16
ENSG00000164221.13|CCDC112	363	377	385	250	365	329
ENSG00000164236.12|ANKRD33B	134	131.62	124	102	113	112
ENSG00000164241.13|C5orf63	76	83	78	57	73	55
ENSG00000164244.20|PRRC1	1492	1498	1796	1280	1726	1620
ENSG00000164251.5|F2RL1	113	143	80	70	106	107
ENSG00000164252.13|AGGF1	1233.71	1094.81	1224.73	858.28	1257.29	1138.13
ENSG00000164253.14|WDR41	785	859.77	906.28	601	913.39	846
ENSG00000164258.12|NDUFS4	738	672	733	512	742	712
ENSG00000164284.15|GRPEL2	702	655	724.99	504	700	696
ENSG00000164291.16|ARSK	184	196	273	157	241	256
ENSG00000164292.13|RHOBTB3	3241.93	3109	3831.98	2585	3696	3526.55
ENSG00000164296.7|TIGD6	223.76	212	218.44	162	231.95	227.97
ENSG00000164300.17|SERINC5	3606.36	3467.17	4426	2613.24	4199.85	3582.86
ENSG00000164305.19|CASP3	1146	1146	1179	825	1184	1187
ENSG00000164306.11|PRIMPOL	192.75	210.22	218.39	135.15	198.89	230.93
ENSG00000164307.13|ERAP1	591.45	595.07	721.39	444.03	664.35	579.42
ENSG00000164308.16|ERAP2	660	728	749	486	654	665
ENSG00000164323.14|CFAP97	2249	2175	2470	1804	2358	2381
ENSG00000164327.13|RICTOR	389	414	442	309	431	419
ENSG00000164329.13|TENT2	613	590	713	459	652	687
ENSG00000164330.17|EBF1	64	76	68	51	72	71
ENSG00000164331.10|ANKRA2	231.83	228.84	198.95	151	187.73	208.93
ENSG00000164332.8|UBLCP1	761	656	728	445	744	729
ENSG00000164338.10|UTP15	416.17	389.16	485.05	314	536.27	456.07
ENSG00000164342.12|TLR3	30	31	31	23	31	24
ENSG00000164346.10|NSA2	1744.06	1632.63	2071.92	1304.93	1998.55	1773.57
ENSG00000164347.18|GFM2	884.14	844.09	912.42	601.22	925.41	768.72
ENSG00000164362.19|TERT	54	66	76	52	74	74
ENSG00000164366.3|CCDC127	528.71	576	727.45	505.43	682.77	683.31
ENSG00000164398.13|ACSL6	65	78	92	53	64	60
ENSG00000164402.14|SEPT8	1699.24	1625.2	2221.49	1376.92	1883.96	1615.09
ENSG00000164403.14|SHROOM1	140	182	229	150	199	161
ENSG00000164404.8|GDF9	25.24	20	24.24	6	12	28.81
ENSG00000164405.11|UQCRQ	1314.76	1404	1470.76	1218	1513	1452.19
ENSG00000164406.7|LEAP2	35	28	40	24	36	34
ENSG00000164414.18|SLC35A1	293.51	304.03	330.97	194.99	323.88	288.92
ENSG00000164418.20|GRIK2	101	104	105	75	98	98
ENSG00000164434.12|FABP7	14750	13372	17831	11377	17102	15096
ENSG00000164440.15|TXLNB	166.66	184	195.16	130.43	175	202
ENSG00000164442.10|CITED2	229	268	363	249	306	303
ENSG00000164463.12|CREBRF	180	188	198	131	186	166
ENSG00000164465.18|DCBLD1	396	395	459	320	443	386
ENSG00000164466.13|SFXN1	3105	2923	3485	2510	3242	3329
ENSG00000164488.12|DACT2	9	12	13	18	17	12
ENSG00000164494.12|PDSS2	318	261	309	221	313	300
ENSG00000164506.14|STXBP5	14	15	17	7	4.98	3
ENSG00000164535.15|DAGLB	472	541.95	723	429.97	529	528.98
ENSG00000164542.12|KIAA0895	467	417	484	375	506	444
ENSG00000164543.7|STK17A	668	663	693	520	753	793
ENSG00000164548.11|TRA2A	1747	1875	2376	1398	2024	1649
ENSG00000164574.16|GALNT10	1314	1260	1554	1108	1478	1306
ENSG00000164576.12|SAP30L	390	365	465	271	441	378
ENSG00000164587.13|RPS14	8594.62	8599.98	9153.94	6253.79	9235.6	8102.77
ENSG00000164591.13|MYOZ3	23	18	28	17	17	16
ENSG00000164597.13|COG5	977.9	1042.85	1170.27	852.64	1025.11	974.43
ENSG00000164603.12|BMT2	317	291	344	271	386	377
ENSG00000164609.10|SLU7	1022	1007	1122	763	1021	1066
ENSG00000164610.9|RP9	511.87	507.72	618.78	402.82	615.03	506.66
ENSG00000164611.13|PTTG1	1749	1611	2056	1291	1948	1739
ENSG00000164615.5|CAMLG	470	444	495	362	473	408
ENSG00000164619.10|BMPER	20	34	19	22	21	19
ENSG00000164620.9|RELL2	203.16	297.32	368.02	288.99	295.41	302.16
ENSG00000164631.19|ZNF12	1371	1349	1413	1003	1317	1338
ENSG00000164638.10|SLC29A4	497	502	800	441	514	500
ENSG00000164649.20|CDCA7L	1585.6	1580.94	1873.93	1333.89	1784.63	1757.84
ENSG00000164651.16|SP8	22	22	20	16	6	13
ENSG00000164654.16|MIOS	902.93	844	1000	688	995	854
ENSG00000164663.14|USP49	646.64	638.1	872	551.16	735.89	729.55
ENSG00000164669.13|INTS4P1	8.69	14.21	14.14	14.82	6.71	12.75
ENSG00000164675.11|IQUB	15	16	13	5	13	20
ENSG00000164683.17|HEY1	1481	1636	1821	1223	1560	1423
ENSG00000164684.13|ZNF704	1999	1986	2322	1635	1901	2148
ENSG00000164707.15|SLC13A4	32	28	96	50	52	35.94
ENSG00000164713.9|BRI3	1028.69	1089.3	1122.25	838.09	1060.21	1151.58
ENSG00000164715.6|LMTK2	1377	1489	1831	1251	1493	1633
ENSG00000164733.21|CTSB	1541	1668	1865	1351	1621	1485
ENSG00000164741.15|DLC1	394	415	576	434	600	647
ENSG00000164742.16|ADCY1	845	987	1242	802	1033	1051
ENSG00000164743.5|C8orf48	55	45	62	32	53	66
ENSG00000164751.15|PEX2	581	517	622	425	678	634
ENSG00000164754.14|RAD21	4647.99	4536	5293.64	3723	5219.02	4855.86
ENSG00000164758.7|MED30	74	64	57	41	60	57
ENSG00000164776.9|PHKG1	18.54	27.67	18.41	20.08	25.46	18.42
ENSG00000164808.16|SPIDR	866	855	1042	736	969	832
ENSG00000164815.11|ORC5	690	693	775	544	718	692
ENSG00000164818.16|DNAAF5	958	1242	1643	1140.99	1270	1304
ENSG00000164823.11|OSGIN2	507	525	545	363	575	606
ENSG00000164828.18|SUN1	3772.23	4204.23	4810.88	3374.82	4269	3984
ENSG00000164830.18|OXR1	749	785	754	546	728	728
ENSG00000164849.10|GPR146	3	11.81	27.46	12.18	6.87	6
ENSG00000164850.15|GPER1	13	9	18	14	15	8
ENSG00000164877.19|MICALL2	199	279	341	226	205	254
ENSG00000164880.16|INTS1	1873	2458	3397	2452	2308	2621
ENSG00000164885.13|CDK5	445	443	582	382	510	449
ENSG00000164889.14|SLC4A2	2116.03	2676.52	3376.42	2464.98	2439.22	2697.7
ENSG00000164896.20|FASTK	811	1004	1218	842	1050	927
ENSG00000164897.13|TMUB1	296	396	591	340	348	398
ENSG00000164898.13|FMC1	280.89	285.07	267.18	249.53	295.6	260.78
ENSG00000164902.14|PHAX	1079	1130	1265	795	1131	1076
ENSG00000164904.18|ALDH7A1	3879.96	4212.98	4736.96	3220	4491.94	4347.96
ENSG00000164916.11|FOXK1	1368	1852	1948	1487	1736	1851
ENSG00000164919.11|COX6C	1455	1489	1548	1131	1572	1317
ENSG00000164924.18|YWHAZ	14633.87	14770	17128.82	11591.99	16141.97	15936.96
ENSG00000164929.17|BAALC	5251	4868	6190	4075	6025	5532
ENSG00000164930.12|FZD6	823	819	1050	679.28	1075	936
ENSG00000164932.13|CTHRC1	9	8	7	9	16	18
ENSG00000164933.12|SLC25A32	371.86	352.84	444.4	259.05	466	410.2
ENSG00000164934.14|DCAF13	1836	1723.16	2086.6	1456.95	2238	2013.2
ENSG00000164938.14|TP53INP1	318	358	410	236	304	359
ENSG00000164941.13|INTS8	881.66	753.23	912.9	622.64	872.39	782.27
ENSG00000164944.12|VIRMA	1490	1560	1679	1149	1633	1596
ENSG00000164946.19|FREM1	432	489	527	346	499	478
ENSG00000164949.8|GEM	50	63	41	34	36	30
ENSG00000164951.16|PDP1	5800	6318	5594	4273	5093	5610
ENSG00000164953.15|TMEM67	505	550	588	391	545	507
ENSG00000164961.16|WASHC5	979.92	969.96	1113.79	764.87	1082	1032.95
ENSG00000164967.10|RPP25L	215	247	272	175	281	217
ENSG00000164970.15|FAM219A	968	980	1240	763	1118	947
ENSG00000164975.15|SNAPC3	1108	1039	1183	819	1223	1041
ENSG00000164976.9|MYORG	2324	2500	3180	2094	2862	2756
ENSG00000164978.18|NUDT2	288	315	322	212	334	301
ENSG00000164983.7|TMEM65	50	67	66	36	63	46
ENSG00000164985.15|PSIP1	5961	5985	6973	4428	6380	6181.97
ENSG00000164989.17|CCDC171	80	78	68	66	55	78
ENSG00000165006.14|UBAP1	941	824	1124	693	945	863
ENSG00000165028.12|NIPSNAP3B	21.06	39.07	30	10	29	16
ENSG00000165029.16|ABCA1	2008	2528	2744	1991	2283	2477
ENSG00000165030.4|NFIL3	144	115	156	130	191	145
ENSG00000165046.12|LETM2	88.74	64.56	90.12	70.15	90.79	83.65
ENSG00000165055.15|METTL2B	1190.43	1104.48	1406.6	911.6	1344.87	1284.58
ENSG00000165060.13|FXN	160.89	144.02	203.11	138.82	171.02	178.43
ENSG00000165061.15|ZMAT4	54	43	56	41	52	43
ENSG00000165071.14|TMEM71	20	12	14	9	15	19
ENSG00000165097.15|KDM1B	719	673	867	599	785	789
ENSG00000165102.15|HGSNAT	665.82	758	828	604	751	690
ENSG00000165105.10|RASEF	358	452	437	332	427	474
ENSG00000165113.13|GKAP1	47	41.73	51	40	59	38
ENSG00000165115.15|KIF27	117.67	123.06	135.98	93.28	131	122.46
ENSG00000165119.21|HNRNPK	17694.09	16377.66	20198.21	13443.59	19939.31	17904.57
ENSG00000165121.11|AL353743.1	38.33	35.21	71.02	46.72	53	47.54
ENSG00000165124.18|SVEP1	225	290	254	182	260	266
ENSG00000165138.18|ANKS6	705	825	914	669	848	767
ENSG00000165152.9|TMEM246	17	11	15	18	21	15
ENSG00000165156.15|ZHX1	794.33	727	899.78	533.9	825	889
ENSG00000165169.11|DYNLT3	335	332	370	280	423	336
ENSG00000165171.11|METTL27	10	16	15	9	5	5
ENSG00000165175.15|MID1IP1	703.57	687.08	932.91	643.81	775	773
ENSG00000165185.14|KIAA1958	1139	1112	1389	905	1354	1236
ENSG00000165186.12|PTCHD1	681	655	831	633	789	743
ENSG00000165194.15|PCDH19	202	251	275	190	191	271
ENSG00000165195.15|PIGA	253	235	296	184	309	251
ENSG00000165209.18|STRBP	731.7	679.82	820	535.76	713.73	696.86
ENSG00000165219.21|GAPVD1	1548	1718	1950	1315	1858	1780
ENSG00000165233.18|CARD19	123	142	276	154	172	160
ENSG00000165238.16|WNK2	261	353	468	364	300	403.55
ENSG00000165240.20|ATP7A	248	283	312	201	241	266
ENSG00000165244.7|ZNF367	356	348	453	259	350	370
ENSG00000165259.14|HDX	195	189	197	119	169	207
ENSG00000165264.11|NDUFB6	450	485	607	440	587	611
ENSG00000165271.17|NOL6	1093	1214	1485	1045	1210	1265
ENSG00000165272.16|AQP3	13	17	19	14	13	13
ENSG00000165275.10|TRMT10B	193	243	245	179	293	221
ENSG00000165280.16|VCP	8052	8251	9888	6702	9151	8662
ENSG00000165282.13|PIGO	719	826	975	667	901	763
ENSG00000165283.16|STOML2	1759	1752	2030	1367	1996	1625
ENSG00000165288.10|BRWD3	532	526	624	376	625	561
ENSG00000165304.8|MELK	1480	1418	1693	1166	1640	1573
ENSG00000165322.17|ARHGAP12	795	773	980	614	929	779
ENSG00000165323.15|FAT3	1736	2060	2197	1603	1811	2149
ENSG00000165338.16|HECTD2	587	654	647	489	668	708
ENSG00000165355.7|FBXO33	221	202	233	174	245	223
ENSG00000165359.15|INTS6L	155	132	170	120	171	120
ENSG00000165389.7|SPTSSA	1295	1209	1361	939	1392	1386
ENSG00000165392.10|WRN	708	648	762	547	789	742
ENSG00000165406.16|MARCH8	160	220	229	137	172	204
ENSG00000165410.14|CFL2	1148	1030	1300	868	1346	1189
ENSG00000165416.14|SUGT1	486	488	566	373	512	525
ENSG00000165417.12|GTF2A1	1907.45	1705	1980.37	1424	2006	1969
ENSG00000165424.6|ZCCHC24	1168.84	1037.89	1459.71	938.51	1214.75	1247
ENSG00000165434.8|PGM2L1	507	614	563	451	530	641
ENSG00000165443.12|PHYHIPL	129.66	117.57	157.84	98.66	169.57	148.6
ENSG00000165449.11|SLC16A9	153	144	179	133	204	150
ENSG00000165458.14|INPPL1	3266	3707	4756	3066	3835	3379
ENSG00000165474.7|GJB2	116	121	145	104	132	103
ENSG00000165475.15|CRYL1	272	241	274	159	235	186
ENSG00000165476.14|REEP3	515	561	636	400	594	607
ENSG00000165478.7|HEPACAM	423.26	490.42	600.99	377.4	537.31	497.76
ENSG00000165480.16|SKA3	642	640	812	491	681	696
ENSG00000165487.14|MICU2	533	512	597	402	567	531
ENSG00000165490.13|DDIAS	574	631	737	504	653	668
ENSG00000165494.11|PCF11	1291.03	1344.37	1825.17	1211.93	1491.52	1357
ENSG00000165495.16|PKNOX2	55	71	92	49	73	50
ENSG00000165501.17|LRR1	269.95	285.91	336.43	231.76	301.8	328.67
ENSG00000165502.6|RPL36AL	1779.31	1623.99	2159.47	1338	1994	1733
ENSG00000165506.14|DNAAF2	394	378	426	279	379	409
ENSG00000165507.8|DEPP1	11	11	12	7	16	11
ENSG00000165511.6|C10orf25	45	34	50	33	50	41
ENSG00000165512.5|ZNF22	570	551	596	412.41	573.39	495.78
ENSG00000165516.11|KLHDC2	575.58	604.42	635.63	472.22	627.22	551.58
ENSG00000165521.15|AL121768.1	97.54	99.91	118.53	64.4	102.83	75.95
ENSG00000165525.18|NEMF	1169.42	1187.58	1419.37	885.78	1364.78	1205.42
ENSG00000165526.9|RPUSD4	711	700	793	540	791	709
ENSG00000165527.7|ARF6	1487	1371	1705	1177	1725	1580
ENSG00000165533.18|TTC8	312	338	420	269	381	354
ENSG00000165548.11|TMEM63C	156.73	210	196	184	148	179
ENSG00000165555.9|NOXRED1	20	17	13	9	10	10
ENSG00000165566.12|AMER2	377	362	479	266	383	415
ENSG00000165572.7|KBTBD6	420.48	444.11	557.82	377.39	510.1	525.31
ENSG00000165609.13|NUDT5	906	792.79	1052.61	716.73	987.84	853.49
ENSG00000165617.14|DACT1	34	42	50	37	23	41
ENSG00000165626.17|BEND7	60	68	90	49	105	78
ENSG00000165629.20|ATP5F1C	1007	935	1131	733	1194	1060
ENSG00000165630.14|PRPF18	137	144	160.54	92.02	155.84	134.98
ENSG00000165632.8|TAF3	155	156	238	147	185	182
ENSG00000165633.13|VSTM4	168	154	208	124	161	148
ENSG00000165637.13|VDAC2	1482.16	1563.28	1647.61	1182.76	1689.39	1625.11
ENSG00000165650.12|PDZD8	686.02	583	756	512	666	661.14
ENSG00000165660.8|ABRAXAS2	214	234	262	180	322	237
ENSG00000165661.16|QSOX2	1608	1778	2268	1515	1997	1893
ENSG00000165669.14|FAM204A	225	214	241	166	219	210
ENSG00000165671.20|NSD1	2129	2311	2519	1804	2279	2287
ENSG00000165672.7|PRDX3	1629	1609	1783	1291	1918	1701
ENSG00000165675.16|ENOX2	197	193	209	162	204	202
ENSG00000165678.21|GHITM	1346	1372	1531	1101	1575	1509
ENSG00000165684.4|SNAPC4	333	436	605	444	426	438
ENSG00000165688.12|PMPCA	1507	1779	2112	1506	1892	1747
ENSG00000165689.17|ENTR1	901	1019	1244	825	1063	1017
ENSG00000165698.16|SPACA9	77	76	111	60	83	64.55
ENSG00000165699.14|TSC1	1010	1067	1245	842	1070	988
ENSG00000165704.15|HPRT1	365	279	337	238	326	281
ENSG00000165714.11|BORCS5	225	256	265	186	283	253
ENSG00000165716.11|DIPK1B	482.14	476.59	651.55	405.44	488.47	456.85
ENSG00000165724.6|ZMYND19	513	552	723	443	564	555
ENSG00000165730.16|STOX1	54	59	60	44	50	58
ENSG00000165732.13|DDX21	2013	1906	2266	1486	2204	2126
ENSG00000165733.8|BMS1	944.15	936.25	1203.7	736.35	1032.63	973.85
ENSG00000165752.17|STK32C	77	70	97	64	79	77
ENSG00000165775.18|FUNDC2	701.99	654	834	532	783	706
ENSG00000165782.10|PIP4P1	719	721	908	620	925	763
ENSG00000165792.17|METTL17	896.44	998.77	1181	843.78	1064.71	885.48
ENSG00000165795.23|NDRG2	823	851	895	639	854	733
ENSG00000165801.10|ARHGEF40	1802.59	1946.03	2558.53	1690.02	2124.8	1805.24
ENSG00000165802.22|NSMF	1782	2165	2542	1873	1984	2171
ENSG00000165804.16|ZNF219	310.44	376.61	580.57	363.03	436.09	359.73
ENSG00000165806.19|CASP7	471	606	520	437	531	585
ENSG00000165813.20|CCDC186	114	101	150	88	115	103
ENSG00000165819.12|METTL3	1254.22	1177.37	1415.73	915	1415.99	1189.2
ENSG00000165821.12|SALL2	1720	1828	2363	1332	1915	1773.65
ENSG00000165832.6|TRUB1	175	172	179	139	174	188
ENSG00000165861.14|ZFYVE1	533	645	731	533	633	657
ENSG00000165868.14|HSPA12A	193	243	274	200	298	295
ENSG00000165879.8|FRAT1	17	25	29	19	35	21
ENSG00000165886.5|UBTD1	63	99	114	93	83	122
ENSG00000165891.16|E2F7	1172	1256	1506	1127	1395	1528
ENSG00000165895.19|ARHGAP42	381.97	293	407	216	366	302.99
ENSG00000165898.13|ISCA2	194	187	230	160	230	233
ENSG00000165905.18|LARGE2	28	48	52	35	33	37
ENSG00000165912.16|PACSIN3	272	436	446	382	377	406
ENSG00000165914.15|TTC7B	458	539	552	426	499	517
ENSG00000165915.14|SLC39A13	361	464	630	395	411	353
ENSG00000165916.8|PSMC3	3031	3034	3792	2490	3621	3198
ENSG00000165923.16|AGBL2	27	34	45	27	38	27
ENSG00000165934.12|CPSF2	2281	2207	2742	1650	2535	2449
ENSG00000165943.5|MOAP1	678	679	711	482	712	736
ENSG00000165948.11|IFI27L1	258	256	333	208	323	250
ENSG00000165949.12|IFI27	11	15	17	13	11	12
ENSG00000165959.12|CLMN	467	439.34	586	410	532	475
ENSG00000165995.20|CACNB2	123	105	141.95	82	92	97
ENSG00000165996.14|HACD1	74	58	85	61	80	78
ENSG00000165997.5|ARL5B	603	548	575	411	631	613
ENSG00000166002.7|SMCO4	25	24	22	7	13	14
ENSG00000166004.15|CEP295	777.63	808.42	859.11	639.86	810.5	814.77
ENSG00000166012.16|TAF1D	1335.96	1394.22	1760.49	1003.44	1701.43	1346.88
ENSG00000166016.6|ABTB2	298	333	422	328	339	341
ENSG00000166024.13|R3HCC1L	176	216	211	146	197	202
ENSG00000166025.18|AMOTL1	1951	2018	2572	1825	2302	2301
ENSG00000166033.13|HTRA1	577	593	697	587	692	601
ENSG00000166037.11|CEP57	908	951	987	768	970	962
ENSG00000166046.11|TCP11L2	64	91	70	61	70	91
ENSG00000166068.13|SPRED1	3562	3716	3806	2772.63	3735	4137
ENSG00000166073.10|GPR176	347	321	369	271	400	354
ENSG00000166086.12|JAM3	3142.86	3005.78	3900.33	2509.77	3584.94	3141.43
ENSG00000166091.21|CMTM5	20	20	44	14	27	23
ENSG00000166106.3|ADAMTS15	143	143	187	120	154	152
ENSG00000166123.14|GPT2	1644	1673	2149	1535	1934	1663
ENSG00000166128.13|RAB8B	1855	1645	1990	1220	2025	1788
ENSG00000166130.15|IKBIP	482	418	470	352	454	504
ENSG00000166133.18|RPUSD2	227	212	274	203	201	232
ENSG00000166135.14|HIF1AN	793.84	830	957	681	918	834
ENSG00000166136.16|NDUFB8	561.05	592.02	780.81	481.56	596.88	605.48
ENSG00000166140.17|ZFYVE19	329.06	331.09	389	252.06	363.07	309.28
ENSG00000166147.13|FBN1	669	776	835	596	750	732
ENSG00000166153.16|DEPDC4	10	13	10	14	19	18
ENSG00000166164.15|BRD7	2396.58	2221.99	2885.69	1751.07	2694.78	2375.52
ENSG00000166165.13|CKB	7038	8406	11312	7914	8133	8533
ENSG00000166166.13|TRMT61A	279	345	443	321	379	392
ENSG00000166167.18|BTRC	544	462	570	384	634	484
ENSG00000166169.17|POLL	172	182	173.92	151	189.68	188
ENSG00000166170.9|BAG5	1731	1707	1884	1286	1835	1797
ENSG00000166171.13|DPCD	182	178	221.08	144	193.32	178
ENSG00000166173.10|LARP6	117	133	160	98	142	130
ENSG00000166181.13|API5	2945	2897.99	3131	2218.96	3124	2858
ENSG00000166188.2|ZNF319	160	138	209	160	204	171
ENSG00000166189.7|HPS6	112	134	135	118	128	152
ENSG00000166192.15|SENP8	76	93	88	75	108	86
ENSG00000166197.16|NOLC1	2873	2878	3362	2306	3137	2994
ENSG00000166199.13|ALKBH3	280	288	336	276	319	283
ENSG00000166200.15|COPS2	1736	1731	2064	1398	1910	1852
ENSG00000166206.15|GABRB3	981	1061	1150	876	1073	1181
ENSG00000166224.16|SGPL1	931	973	1100	726	1017	945
ENSG00000166225.8|FRS2	804	737	856	609	877	807
ENSG00000166226.13|CCT2	4793	4432	5582	3743	5441	5057
ENSG00000166228.9|PCBD1	185	159	225	153	183	186
ENSG00000166233.15|ARIH1	1224.09	1327.42	1442.4	928.75	1347.29	1336.75
ENSG00000166246.14|C16orf71	15	11.39	20.58	6	10.21	13
ENSG00000166250.12|CLMP	281	325	299	274	306	363
ENSG00000166257.8|SCN3B	13	18	26	19	15	19
ENSG00000166260.11|COX11	592.02	558.73	678.61	449.64	631.93	572.12
ENSG00000166261.11|ZNF202	376	367	420	309	427	398
ENSG00000166262.15|FAM227B	34	35.42	42.6	36.15	50	41.7
ENSG00000166263.13|STXBP4	318	335	457	257	437	387
ENSG00000166266.14|CUL5	1027	1006	1163	820	1105	1118
ENSG00000166272.18|WBP1L	295	252	298	197	280.82	265
ENSG00000166275.15|BORCS7	104.65	105	126	59.53	118	118
ENSG00000166278.15|C2	16	14.03	20.04	16	14	13
ENSG00000166289.6|PLEKHF1	28	44	46	75	38	55
ENSG00000166292.12|TMEM100	39	62	38	25	35	69
ENSG00000166295.9|ANAPC16	647	667.98	769	503.93	708.75	713.94
ENSG00000166311.10|SMPD1	273	341	474	299	388	378
ENSG00000166313.19|APBB1	518	530	736	470	531	494
ENSG00000166317.12|SYNPO2L	25	46	37	20	15	24
