Ctrl_923_R2B1	Ola_923_R2B1	Ctrl_923_R3B1	Ola_923_R3B1	Ctrl_923_R1B2	Ola_923_R1B2
ENSG00000006125.18|AP2B1	5502	5692	6714	4533	6061	6115
ENSG00000006194.10|ZNF263	1022.92	1074.01	1249.08	842.33	1025.05	947.16
ENSG00000006210.7|CX3CL1	1029	1133	1595	1187	1240	1187
ENSG00000006282.21|SPATA20	214	319	348	228	254	320
ENSG00000006283.18|CACNA1G	69.06	101.09	146.88	92	122.21	124
ENSG00000006327.13|TNFRSF12A	582	549	690	525	640	641
ENSG00000006432.15|MAP3K9	610	690	846	675	809	791
ENSG00000006451.8|RALA	1200	1147	1305	854	1260	1203
ENSG00000006453.14|BAIAP2L1	245.31	303.7	244.75	220.91	242.79	287.42
ENSG00000006459.11|KDM7A	260	238	320	177	278	228
ENSG00000006468.14|ETV1	10675	9450	11395	6789	10898	10037
ENSG00000006530.17|AGK	1344.29	1382.45	1686.81	1100.75	1628.64	1456.79
ENSG00000006534.16|ALDH3B1	124	139	173	139	130	131
ENSG00000006576.16|PHTF2	2271	2017	2635	1746	2715	2520
ENSG00000006607.14|FARP2	1322.17	1277.43	1479.45	1015.68	1418.88	1411.2
ENSG00000006625.18|GGCT	1551.99	1591	1758	1307.58	1732	1695
ENSG00000006634.8|DBF4	1321.77	1294.06	1604.02	1044.05	1461.96	1449.18
ENSG00000006638.11|TBXA2R	24	33	30	25	17	38
ENSG00000006652.14|IFRD1	2177	2044	2432	1660	2403	2178
ENSG00000006695.11|COX10	259.96	240.84	279.98	199.98	255	270.95
ENSG00000006704.10|GTF2IRD1	528	637	834	509	613	588
ENSG00000006712.15|PAF1	1740	1728	2459	1483	2145	1872
ENSG00000006715.16|VPS41	1989	1941	2122	1574	1878	2068
ENSG00000006744.19|ELAC2	1211	1274	1695	1096	1435	1347
ENSG00000006756.16|ARSD	238.79	266	291.57	177	248	285
ENSG00000006831.10|ADIPOR2	2015	2114	2412	1664	2314	2204
ENSG00000006837.12|CDKL3	57.83	40.47	76.52	42.62	64.49	49.4
ENSG00000007047.15|MARK4	507	579	650	431	544	537
ENSG00000007062.11|PROM1	2052	1884	2289	1353	2149	1815
ENSG00000007080.11|CCDC124	468	606	784	550	539	633
ENSG00000007168.13|PAFAH1B1	4282	4105	4722	3272	4559.19	4366.34
ENSG00000007171.17|NOS2	12	10	10	14	10	17
ENSG00000007174.18|DNAH9	379	310	486	303	437	350
ENSG00000007202.15|KIAA0100	4949.97	5365.57	6293.55	4468.41	5676.37	5499.75
ENSG00000007237.18|GAS7	10802	12550	13318	10441	12211	13150
ENSG00000007255.10|TRAPPC6A	57	73	100	64	47	90
ENSG00000007341.19|ST7L	363.67	354.52	403.32	237.14	428.55	339.14
ENSG00000007372.22|PAX6	315.23	313.81	423.22	234.83	335.68	307.7
ENSG00000007376.8|RPUSD1	216	284	367	266.99	261	294
ENSG00000007384.15|RHBDF1	151	205	249	196	225	187
ENSG00000007392.16|LUC7L	1337	1491	1660	1031	1611	1243
ENSG00000007402.11|CACNA2D2	32	34	29	26	27	32
ENSG00000007516.13|BAIAP3	654.04	813.26	984.96	747.15	759.2	657.56
ENSG00000007520.4|TSR3	252.96	258.74	344.04	273.85	335.8	298.44
ENSG00000007541.16|PIGQ	364	531.06	625.23	469.19	490	500.88
ENSG00000007545.15|CRAMP1	1034.05	1200.85	1433.17	945.48	1229.44	1151.12
ENSG00000007866.21|TEAD3	199	222	266	196	217	191
ENSG00000007923.16|DNAJC11	1706.33	1842.01	2346.35	1618.69	2092.83	1863.46
ENSG00000007944.15|MYLIP	312	371	366	241	317	284
ENSG00000007968.7|E2F2	290	337	407	276	308	281
ENSG00000008018.9|PSMB1	2565	2322	2861	1872	2854	2598
ENSG00000008056.14|SYN1	144	157.95	171	152	161	172
ENSG00000008083.14|JARID2	988	1063	1232	843	1015	1110
ENSG00000008086.11|CDKL5	180	209	181	145	200	208
ENSG00000008128.23|CDK11A	607.27	772.22	982.66	651.53	726.9	651.73
ENSG00000008130.15|NADK	1325	1621	1998	1392	1619	1564
ENSG00000008256.16|CYTH3	501	584	682	451	598	555
ENSG00000008277.14|ADAM22	1696	1589	1893	1183	1634	1508
ENSG00000008282.8|SYPL1	2002	2053	2097	1556	2109	2176
ENSG00000008283.16|CYB561	249	244	256	201	192	192
ENSG00000008294.21|SPAG9	5468	6030	6544	4565	6181	5810
ENSG00000008300.17|CELSR3	2282	2746	3135	2377	2483	2552
ENSG00000008311.15|AASS	1189.96	1221	1561	925	1373.92	1144
ENSG00000008324.11|SS18L2	230.07	249.24	228	172	301	221
ENSG00000008382.15|MPND	206	275.86	314.92	244.94	262.9	293.69
ENSG00000008405.12|CRY1	452	478	540	394	559	499
ENSG00000008441.16|NFIX	1290	1486	1921	1321	1493	1629
ENSG00000008513.16|ST3GAL1	130	158	179	122	128	144
ENSG00000008710.19|PKD1	814.18	1296.2	1593.38	1339.41	1053.58	1147.29
ENSG00000008735.14|MAPK8IP2	390	580	657	441	517	499
ENSG00000008838.20|MED24	1421	1774	2215	1474	1858	1697
ENSG00000008853.16|RHOBTB2	917.87	1047.41	1307.71	923.41	1143.77	1163.66
ENSG00000008869.12|HEATR5B	667	636	705	442	762	669
ENSG00000008952.17|SEC62	2007	1841	2129	1443	2085	1999
ENSG00000008988.9|RPS20	5846	5896	6472	4438	6253	5874
ENSG00000009307.16|CSDE1	11833	11274.96	14502	9063	12993.97	12411
ENSG00000009335.18|UBE3C	3211	3180	3610	2568	3466	3288
ENSG00000009413.15|REV3L	3898.86	3520.44	4529.85	2775.22	3947.34	3717.38
ENSG00000009724.16|MASP2	45	47	54	27	30	35
ENSG00000009780.15|FAM76A	136	126	190	93	183	143
ENSG00000009830.11|POMT2	852	885	1189	806	1041	898
ENSG00000009844.16|VTA1	1489	1386	1536	1088	1542	1454
ENSG00000009950.16|MLXIPL	56	65	64	57	50	57
ENSG00000009954.11|BAZ1B	8055	8474	9982	6482	8910	8884
ENSG00000010017.13|RANBP9	2678.96	2969.81	2902.91	2136.57	2846.63	2787.71
ENSG00000010072.16|SPRTN	251.26	241.37	342.78	237.02	341.2	295.88
ENSG00000010165.20|EEF1AKNMT	925	921	1105	742	1073	976
ENSG00000010219.13|DYRK4	158	136.86	149	92.72	144	146.87
ENSG00000010244.18|ZNF207	4346	4130	5090.07	3370	4936	4218
ENSG00000010256.11|UQCRC1	2949	2946	3722	2707	3409	3119
ENSG00000010270.13|STARD3NL	1192	1196	1324	849	1352	1268
ENSG00000010278.14|CD9	2022	2129	2363	1555	2249	2080
ENSG00000010292.13|NCAPD2	4774	4983.66	5955.03	4026.67	5386.31	5014.98
ENSG00000010295.19|IFFO1	383	477	544	400	467	414
ENSG00000010310.9|GIPR	34	31	23	24	41	29
ENSG00000010318.21|PHF7	56	34	64	33	47	40
ENSG00000010322.16|NISCH	1603	2142	2535	1836	1936	1886
ENSG00000010361.13|FUZ	307.03	340.06	365.47	263.82	385.08	336.27
ENSG00000010404.18|IDS	7283.22	7529.35	9121.06	6339.05	8192.37	8414.74
ENSG00000010539.11|ZNF200	412	476	553	354	460	498
ENSG00000010626.15|LRRC23	98.27	129.42	143.43	126.05	150.3	155.33
ENSG00000010704.18|HFE	49	71	59	59	64	56
ENSG00000010803.16|SCMH1	918.99	938	1126.99	690.99	994	827
ENSG00000010810.17|FYN	4485	4196	5138	3458	4888	4383
ENSG00000010818.10|HIVEP2	84	112	99	98	115	108
ENSG00000011007.12|ELOA	1777.75	1873.73	2189.33	1502.97	2150.29	1944.78
ENSG00000011009.11|LYPLA2	787	993	1277	912	913	960
ENSG00000011021.23|CLCN6	1096.61	1235	1579.76	1058	1450.73	1253
ENSG00000011028.14|AC080038.1	5425.5	7041.28	8653.58	6407.74	6580.43	7100.76
ENSG00000011052.21|NME1-NME2	363.44	424.93	742.28	386.46	489.42	507.12
ENSG00000011105.14|TSPAN9	534	671	716	518	603	547
ENSG00000011114.15|BTBD7	770	776	1028	668	920	903
ENSG00000011132.12|APBA3	143.11	198.76	264	192	172.9	144
ENSG00000011143.16|MKS1	406	380	482	264	433	345
ENSG00000011198.9|ABHD5	522	488	560	398	579	519
ENSG00000011243.18|AKAP8L	1608.54	1782.89	2259.03	1510.21	2005.22	1645.34
ENSG00000011258.16|MBTD1	1099	1099	1123	783	1108	1051
ENSG00000011260.14|UTP18	1090	950	1137	815	1226	1088
ENSG00000011275.18|RNF216	2215.65	2498	2942.16	1990	2403.68	2440.15
ENSG00000011295.16|TTC19	944.71	937	1118	738	1010	924.34
ENSG00000011304.20|PTBP1	4468	4809	6201	4273	5143	5034
ENSG00000011332.19|DPF1	604	634	915	629	736	689
ENSG00000011347.9|SYT7	267	275	368	309	307	278
ENSG00000011376.11|LARS2	2160	2415	2732	1990	2653	2554
ENSG00000011405.13|PIK3C2A	2322	2332	2642	1825	2651	2555
ENSG00000011422.12|PLAUR	119	91	156	84	140	99
ENSG00000011426.11|ANLN	3365	3396	4152	2608	3865	3800
ENSG00000011451.19|WIZ	1072	1398	1937	1289	1415	1421
ENSG00000011454.17|RABGAP1	1927	1990	2250	1581	2194	2113
ENSG00000011465.17|DCN	6	17	20	11	11	6
ENSG00000011478.12|QPCTL	247	232	278	224	236	221
ENSG00000011485.14|PPP5C	2214	2497	3240	2048	2583	2566.39
ENSG00000011523.14|CEP68	1026.67	1091.01	1164.5	885.1	1086	1135
ENSG00000011566.15|MAP4K3	839	839	900	647	932	910
ENSG00000011638.10|TMEM159	72	92	59	42	85	56
ENSG00000012048.22|BRCA1	1241	1347	1476	1002	1324	1307
ENSG00000012061.15|ERCC1	1281.21	1246.2	1787.75	1171.01	1421.22	1198.68
ENSG00000012171.19|SEMA3B	458	502	624	465	539	421
ENSG00000012174.12|MBTPS2	1123.61	1135	1330.45	930.74	1283	1276
ENSG00000012211.13|PRICKLE3	48.5	65.27	52.81	56.02	53.7	46.84
ENSG00000012232.8|EXTL3	8168	9861	10710	8465.19	9365	10334
ENSG00000012660.14|ELOVL5	3182	3146	3671	2559	3721	3407
ENSG00000012822.16|CALCOCO1	841	889	991	591	905	769
ENSG00000012963.15|UBR7	1550.38	1547	1743.89	1181	1810.96	1665.98
ENSG00000012983.11|MAP4K5	1439	1268	1523	1030	1392	1292
ENSG00000013016.16|EHD3	337	324	463	270	382	311
ENSG00000013275.7|PSMC4	2018	2163	2766	1857	2425	2297
ENSG00000013288.8|MAN2B2	366	520	628	391	445	409
ENSG00000013297.11|CLDN11	16	11	13	5	14	16
ENSG00000013306.16|SLC25A39	1327	1780	2033	1480	1673	1648
ENSG00000013364.19|MVP	19	44	44	38	18	25
ENSG00000013374.16|NUB1	957.96	1067.89	1138.83	773	1083.44	984
ENSG00000013375.16|PGM3	1238.89	1301.53	1427.11	1020.19	1376.8	1344.7
ENSG00000013392.8|RWDD2A	204	185	181	144	186	173
ENSG00000013441.16|CLK1	572	594	804	515	619	621
ENSG00000013503.10|POLR3B	439	363	456	274	373	400
ENSG00000013523.9|ANGEL1	951.57	994.37	1303.85	816.61	1171.3	1011.98
ENSG00000013561.18|RNF14	843	838	906	631	895	854
ENSG00000013563.14|DNASE1L1	68.58	93.21	112.68	80.03	80.58	108.9
ENSG00000013573.17|DDX11	1533.67	1834.08	2376.36	1574.79	2086.77	1689.26
ENSG00000013583.10|HEBP1	266	317	307	253	300	308
ENSG00000013619.14|MAMLD1	844	959	1127	854	931	886
ENSG00000013725.14|CD6	13	14	17	15	11	12
ENSG00000013810.19|TACC3	2224	2759	3382.54	2353.31	2581	2479
ENSG00000014123.10|UFL1	660	633	761	454	716	618
ENSG00000014138.9|POLA2	774	770.68	851.5	653	853.06	788.49
ENSG00000014164.7|ZC3H3	234	274	373	259	252	236
ENSG00000014216.15|CAPN1	520	659	756.89	508	557	576
ENSG00000014641.18|MDH1	2419	2377.87	2461.58	1856.69	2703.72	2593.62
ENSG00000014824.14|SLC30A9	2567	2480	2880	1947	2777	2742
ENSG00000014914.21|MTMR11	31	34	35	28	37	20
ENSG00000014919.12|COX15	596.44	568.41	711.78	519.22	676.37	611.48
ENSG00000015133.19|CCDC88C	368	434	543	328	424	394
ENSG00000015153.14|YAF2	241	209	293	174	266	272
ENSG00000015171.19|ZMYND11	1170	1101	1333	907	1278	1088
ENSG00000015285.10|WAS	39	26	60	21	34	31
ENSG00000015475.18|BID	557	635	846	629	747	769
ENSG00000015479.18|MATR3	10258.15	9573.01	11704.97	7761.22	11447.97	10720.13
ENSG00000015532.9|XYLT2	285	361	530	329	374	368
ENSG00000015568.13|RGPD5	167.92	267.71	172.78	106.11	76.81	63.31
ENSG00000015592.16|STMN4	71	63	54	28	56	50
ENSG00000015676.18|NUDCD3	1539	1700	1833	1370	1745	1582
ENSG00000016391.11|CHDH	86	124	107	85	84	95
ENSG00000016864.18|GLT8D1	1161	1054	1262	787.01	1136	1052
ENSG00000017260.19|ATP2C1	1795.34	1839.3	2106.37	1386.92	1965.81	1847.21
ENSG00000017797.13|RALBP1	1183	1231	1508	1008	1296	1272
ENSG00000018189.13|RUFY3	2052	1959	2231	1574	2253	1984
ENSG00000018408.14|WWTR1	4572.8	4554.7	5527.17	3600.75	5314.98	5092.43
ENSG00000018510.15|AGPS	1214	1207	1334	871.77	1283	1282.25
ENSG00000018610.14|CXorf56	413.74	424	490	367.92	398.78	417
ENSG00000018699.13|TTC27	274	231	335	210	280	283
ENSG00000018869.16|ZNF582	85.79	78.53	89	61.49	70.08	77.65
ENSG00000019102.12|VSIG2	11	4	15	8	15	7
ENSG00000019144.19|PHLDB1	2758.8	3020.13	4159.06	2572.64	3221.14	2877.12
ENSG00000019485.13|PRDM11	191	155	236	200	212	195
ENSG00000019505.8|SYT13	22	16	17	8	17	12
ENSG00000019549.12|SNAI2	316	374	471	377	431	498
ENSG00000019582.15|CD74	20	38.03	25.27	21.69	21	30
ENSG00000019995.6|ZRANB1	350.51	307.67	409.71	278.7	369.58	367.06
ENSG00000020129.16|NCDN	697	773.32	1009	774	780	868
ENSG00000020181.17|ADGRA2	38.31	59.25	67.74	53.66	45.5	58.23
ENSG00000020256.20|ZFP64	464	415	632	426	519	477
ENSG00000020426.11|MNAT1	419	328	473	270	418	415
ENSG00000020577.13|SAMD4A	973	955	1024	714	956	951
ENSG00000020633.18|RUNX3	12	13	11	12	8	10
ENSG00000020922.12|MRE11	690	765	856	605	736	762
ENSG00000021300.14|PLEKHB1	1050	1123	1381	899	1215	1131
ENSG00000021574.12|SPAST	590	479	602	403	576	587
ENSG00000021645.18|NRXN3	216	248	308	200	262	281
ENSG00000021762.20|OSBPL5	278	376	440	321	296	360
ENSG00000021776.11|AQR	1627	1637	1971	1307	1808	1772
ENSG00000022267.17|FHL1	2425	2404	2588	1782	2551	2351
ENSG00000022277.12|RTF2	2339	2332	2616	1952.53	2692	2449
ENSG00000022567.9|SLC45A4	151	153	167	123	148	159
ENSG00000022840.16|RNF10	2057	1983	2363	1651	2353	2077
ENSG00000022976.15|ZNF839	172.51	167.8	213.4	133.77	174.33	122.1
ENSG00000023041.11|ZDHHC6	555	504	634	402	562	595
ENSG00000023171.18|GRAMD1B	145	160	162	139	149	123
ENSG00000023191.17|RNH1	774	984	1368	1032	969	1059
ENSG00000023228.14|NDUFS1	2041.04	2047.61	2364.89	1513.89	2209.6	2175.62
ENSG00000023287.13|RB1CC1	1496	1459	1569	1154	1607	1572
ENSG00000023318.8|ERP44	873	867	1023	651	952	867
ENSG00000023330.15|ALAS1	1029	1015	1231	913	1117	1023
ENSG00000023516.9|AKAP11	952	955	1145	760	1041	1079
ENSG00000023572.9|GLRX2	342.63	274.53	370.78	242.84	356.81	346.64
ENSG00000023608.5|SNAPC1	197.68	263	260	185.84	269.08	239.19
ENSG00000023697.13|DERA	422	384	472	364	440	429
ENSG00000023734.11|STRAP	2963	2781	3662	2511	3499	3248
ENSG00000023902.14|PLEKHO1	847	770	1037	647	902	707
ENSG00000023909.10|GCLM	250	229	317	204	380	308
ENSG00000024048.10|UBR2	758	722	760	593	757	763
ENSG00000024422.12|EHD2	949	1107	1257	1058	1041	1123
ENSG00000024526.17|DEPDC1	1127.6	1174.27	1332.3	841.34	1393.05	1206.28
ENSG00000024862.17|CCDC28A	176	191	201.73	133	201	192
ENSG00000025039.14|RRAGD	746	745	706	552	843	794
ENSG00000025156.12|HSF2	699	634	735	490	700	733
ENSG00000025293.17|PHF20	1939	2005	2268	1523	2184	2040
ENSG00000025423.11|HSD17B6	46	50.05	48.17	36	42	45
ENSG00000025434.19|NR1H3	84	92	84.02	75	91	89
ENSG00000025770.19|NCAPH2	998.16	1203.98	1392.31	1002.42	1273.84	1128.06
ENSG00000025772.8|TOMM34	1090	1106	1496	1007	1389	1167
ENSG00000025796.14|SEC63	2657.61	2570.26	3031.35	1979.63	2832.62	2695.4
ENSG00000025800.14|KPNA6	1880	1975	2187.63	1548	2242	2160.71
ENSG00000026025.16|VIM	35470.95	40217.51	43959.63	31517.37	39186.67	39612.34
ENSG00000026036.22|RTEL1-TNFRSF6B	205.23	373.02	432.18	347.64	347.15	313.03
ENSG00000026297.15|RNASET2	75	83	106	95	87.62	85
ENSG00000026508.18|CD44	1610	1967	1973	1448	1669	1863
ENSG00000026559.14|KCNG1	78	121	133	116	94	96.64
ENSG00000026652.14|AGPAT4	1451	1460	1782	1171	1623	1290
ENSG00000026950.17|BTN3A1	364.16	362.39	442.34	309.61	386.26	331.37
ENSG00000027001.10|MIPEP	293	287.12	363	237	313.05	348
ENSG00000027697.14|IFNGR1	592	603	679	451	671	638
ENSG00000027847.14|B4GALT7	281	384	406	277	297	305
ENSG00000028116.17|VRK2	13.6	21.36	16.96	24	32.55	19.26
ENSG00000028137.19|TNFRSF1B	147	230	173	162	153	187
ENSG00000028203.18|VEZT	917	764	1190	625	1051	939
ENSG00000028277.21|POU2F2	25	40	39	35	38	32
ENSG00000028310.18|BRD9	1375.89	1540.96	1874.18	1286.99	1598.91	1448.91
ENSG00000028528.15|SNX1	2443	2546	3124	2015	2950	2446
ENSG00000028839.10|TBPL1	311.02	247.53	341.72	222.41	343.26	315.55
ENSG00000029153.14|ARNTL2	537	531	581	412	562	592
ENSG00000029363.16|BCLAF1	5072.63	4952.59	5913.9	3791.35	5302.23	5242.4
ENSG00000029364.12|SLC39A9	1596	1610	1853	1185	1806	1631
ENSG00000029639.11|TFB1M	213.68	179.38	266.87	211.78	280.49	236.13
ENSG00000029725.17|RABEP1	2056.57	2068.34	2528.45	1767.8	2305.86	2204.42
ENSG00000029993.15|HMGB3	2709	2369	3080	2021	2929	2440
ENSG00000030066.13|NUP160	2999	3007	3701	2358	3456	3277
ENSG00000030110.13|BAK1	297	370	466	293	409	382
ENSG00000030582.18|GRN	1490	1875	2127	1640	1527	1743
ENSG00000031003.10|FAM13B	952	927	1017	725	1020	959
ENSG00000031081.10|ARHGAP31	788	701	947	610	840	848
ENSG00000031691.7|CENPQ	336	304	376	283	390	339
ENSG00000031698.13|SARS	3231	3227	3984	2683	3751	3286
ENSG00000031823.14|RANBP3	1125	1212	1556	1105	1225	1243
ENSG00000032219.18|ARID4A	615	574	773	462	680	684
ENSG00000032389.12|EIPR1	417	480	571	407	558	516
ENSG00000032444.16|PNPLA6	573	860	973	725	644	777
ENSG00000032742.17|IFT88	349	355	439	258	397	334
ENSG00000033011.12|ALG1	351.47	408.08	494.65	360.06	434.42	424.84
ENSG00000033030.13|ZCCHC8	437	448	618	367	598	477
ENSG00000033050.9|ABCF2	1644.17	1557.23	2059.05	1434.14	2001.41	1747.89
ENSG00000033100.16|CHPF2	1237	1801.43	1914.98	1437.34	1635	1659.51
ENSG00000033170.16|FUT8	1419.84	1387.7	1598.69	1099.24	1415.96	1466.54
ENSG00000033178.13|UBA6	1583	1423	1635	1056	1650	1464
ENSG00000033327.13|GAB2	2197	2166	3092	1824	2556	2228
ENSG00000033627.16|ATP6V0A1	1501	1816	2072	1459	1799	1737
ENSG00000033800.13|PIAS1	919.99	1021.53	1209.65	760.14	1137.68	913.8
ENSG00000033867.16|SLC4A7	1697	1630	1830	1262	1761	1821
ENSG00000034053.14|APBA2	1221	1504	1884	1299	1499	1360
ENSG00000034152.18|MAP2K3	339	395	483	351	453	446
ENSG00000034510.6|TMSB10	19005	19331	22794	15860	21010	19307
ENSG00000034533.11|ASTE1	96.66	91.7	116.63	74.08	92.19	115.79
ENSG00000034677.13|RNF19A	2543	2597	2682	1894	2747	2574
ENSG00000034693.15|PEX3	236	226.69	273.92	184	256	272
ENSG00000034713.8|GABARAPL2	1136	1218	1231	858	1248	1228
ENSG00000035115.21|SH3YL1	446	499	520	333	541	436
ENSG00000035141.8|FAM136A	1323	1353	1593	1048	1503	1438
ENSG00000035403.17|VCL	821.98	907.41	972.8	704.69	945.44	925.23
ENSG00000035499.13|DEPDC1B	603	548	698	417	685	554
ENSG00000035664.11|DAPK2	89	104	124	77	108	94
ENSG00000035681.9|NSMAF	597	617	738	513	748	575
ENSG00000035687.10|ADSS	713	687	743	543	783	758.98
