LMP_417_R1B1	LMP.Olap_417_R1B1	LMP_417_R2B2	LMP.Olap_417_R2B2	LMP_417_R3B2	LMP.Olap_417_R3B2
ENSG00000164111.15|ANXA5	3264	3755	3116	2921	4167	3845
ENSG00000164117.13|FBXO8	236.48	244.63	185	220.33	215.48	208.12
ENSG00000164118.13|CEP44	249.52	322.37	306	322.67	303.52	296.88
ENSG00000164125.15|GASK1B	7	13	14.57	14	2	1
ENSG00000164134.13|NAA15	607	713	628	564	1046	986
ENSG00000164136.17|IL15	44	61	44	44	101	87
ENSG00000164144.16|ARFIP1	767	768	718	546	748	661
ENSG00000164151.12|ICE1	1093	1154	1043	999	1129	1029
ENSG00000164162.14|ANAPC10	143.32	161.67	148.04	121.66	147	129.64
ENSG00000164163.11|ABCE1	1113	1270.9	1100	892.99	1448	1287
ENSG00000164164.16|OTUD4	973	1069	850	841	1128	1144
ENSG00000164167.12|LSM6	168	140	149	107	197	190
ENSG00000164168.7|TMEM184C	793	863	678	596	712	583
ENSG00000164169.13|PRMT9	242	254	200	156	199	213
ENSG00000164171.11|ITGA2	405	536	399	406	1233	1140
ENSG00000164172.19|MOCS2	750	878	684	623	914	776
ENSG00000164180.13|TMEM161B	438	475.03	424	374.05	399	340
ENSG00000164181.14|ELOVL7	10	13	3	7	25	34
ENSG00000164182.11|NDUFAF2	142.88	162	122.88	102	186	164.69
ENSG00000164187.7|LMBRD2	601	652	652	696	465	446
ENSG00000164188.8|RANBP3L	83	70	44	27	10	15
ENSG00000164190.18|NIPBL	2634	2718	2577	2327	2020	1864
ENSG00000164197.12|RNF180	91	106	89	70	80	87
ENSG00000164209.17|SLC25A46	924	973	782	767	940	824
ENSG00000164211.13|STARD4	1341	1474.99	1425	1384	1739.98	1733.98
ENSG00000164219.10|PGGT1B	546.11	586.92	572.63	489.43	434.43	415.79
ENSG00000164220.7|F2RL2	46	51	33	36	79	81
ENSG00000164221.13|CCDC112	277	228	276	209	263	232
ENSG00000164236.12|ANKRD33B	134	189	122	138	244	236
ENSG00000164237.9|CMBL	218	302	250	216	185	198
ENSG00000164244.20|PRRC1	878	1018	829	707	901	779
ENSG00000164252.13|AGGF1	835.9	811.67	695.3	750.99	719.61	658.81
ENSG00000164253.14|WDR41	800.7	898	806	732	650	599
ENSG00000164258.12|NDUFS4	558	553	497	396	448	374
ENSG00000164284.15|GRPEL2	368.94	480	385	366	432.98	364.94
ENSG00000164291.16|ARSK	160	188	167	161	174	175
ENSG00000164292.13|RHOBTB3	732.14	777.42	751	689.65	1090.59	1151
ENSG00000164294.14|GPX8	520	656	647	642	569	530
ENSG00000164296.7|TIGD6	143.73	190.94	119.52	109	122	86.64
ENSG00000164300.17|SERINC5	4906.83	5666	4422	4319	3702.84	3788
ENSG00000164305.19|CASP3	970	1019	894	729	1354	1197
ENSG00000164306.11|PRIMPOL	221.81	250.5	208.11	244.41	209.86	214.08
ENSG00000164307.13|ERAP1	719.69	851.94	652.11	616.53	657.44	574.09
ENSG00000164308.16|ERAP2	593	703	606	552	653	722
ENSG00000164309.15|CMYA5	21	11	9	9	19	11
ENSG00000164323.14|CFAP97	1075	1272	966	823	1024	1036
ENSG00000164327.13|RICTOR	442	508	470	368	373	343
ENSG00000164329.13|TENT2	885	978	721	629	1090	1013
ENSG00000164330.17|EBF1	173	198	134	127	219	206
ENSG00000164331.10|ANKRA2	246.05	240	176.52	172.15	195.89	170.58
ENSG00000164332.8|UBLCP1	472	508	435	453	514	439
ENSG00000164338.10|UTP15	216.95	211	185.48	147.85	215.11	240.42
ENSG00000164342.12|TLR3	261	300	200	221	149	102
ENSG00000164344.16|KLKB1	11	10	18.53	20.83	2.1	5
ENSG00000164346.10|NSA2	830.78	925.31	643.19	575.47	787.9	704.66
ENSG00000164347.18|GFM2	443.77	533.75	478.71	410.27	682.33	600.63
ENSG00000164362.19|TERT	33	51	44	47	23	18
ENSG00000164366.3|CCDC127	494.26	516.71	475	439.57	438.18	404.35
ENSG00000164398.13|ACSL6	153	141	104	110	78	58
ENSG00000164402.14|SEPT8	3179.34	3230.2	2729.87	2548.8	2861.9	2792.59
ENSG00000164404.8|GDF9	27.83	29	19.82	24.2	16	10
ENSG00000164405.11|UQCRQ	942.17	1116	820.18	764.8	894	897
ENSG00000164406.7|LEAP2	37	30	38	49	17	25
ENSG00000164414.18|SLC35A1	539.18	562.61	438.77	394.49	350.46	334.94
ENSG00000164434.12|FABP7	1457	1505	1592	1334	870	670
ENSG00000164440.15|TXLNB	112.07	112	100.67	144.05	189.29	205.49
ENSG00000164442.10|CITED2	110	115	112	95	217	171
ENSG00000164463.12|CREBRF	254	279	246	230	164	159
ENSG00000164465.18|DCBLD1	250	274	236	239	332.02	349
ENSG00000164466.13|SFXN1	1134	1346	1107	1046	1303	1299
ENSG00000164494.12|PDSS2	297	306	306	203	238	199
ENSG00000164506.14|STXBP5	421	410	426.87	382	410.98	406.92
ENSG00000164512.18|ANKRD55	9	14	25	25	2	0
ENSG00000164520.11|RAET1E	9	13	8	12.7	28.25	21.96
ENSG00000164535.15|DAGLB	440	505	363	373	490.98	526
ENSG00000164542.12|KIAA0895	143	168	127	116	145	157
ENSG00000164543.7|STK17A	709	817	721	583	1083	1062
ENSG00000164548.11|TRA2A	1285	1227	1137	979	1040	926
ENSG00000164574.16|GALNT10	2619	2826	2008	1777	1161	1052
ENSG00000164576.12|SAP30L	990	1053	1034	843	916	859
ENSG00000164587.13|RPS14	2907	3352	2652	2416	2688	2578
ENSG00000164597.13|COG5	582.7	638.5	522.78	451.36	640.26	581.54
ENSG00000164603.12|BMT2	262	272	271	210	191	145
ENSG00000164609.10|SLU7	1059	1080	926	689	784	715
ENSG00000164610.9|RP9	235.83	264.84	225.88	232.95	283.92	219.68
ENSG00000164611.13|PTTG1	1637	1736	2001	1825	1842	1634
ENSG00000164615.5|CAMLG	636	636	503	432	550	603
ENSG00000164619.10|BMPER	17	11	32	16	16	12
ENSG00000164620.9|RELL2	180.73	232.78	124.61	133.01	330.26	356.6
ENSG00000164631.19|ZNF12	630	738	783	655	598	599
ENSG00000164638.10|SLC29A4	240	269	157	170	225	226
ENSG00000164647.9|STEAP1	9	20	8	17	87	43.96
ENSG00000164649.20|CDCA7L	2605.72	2642.74	2309.99	2099.82	1890.7	1602.7
ENSG00000164654.16|MIOS	390	466	379	367	468	403
ENSG00000164663.14|USP49	440.67	462.02	390	429.67	387.13	354
ENSG00000164674.15|SYTL3	33	35	13	17	14	11
ENSG00000164683.17|HEY1	1005	1150	935	869	1597	1267
ENSG00000164684.13|ZNF704	939	914	941	903	682	612
ENSG00000164692.17|COL1A2	120559	125398	78461	70593	38206	33673
ENSG00000164713.9|BRI3	1110.84	1304.1	912	850.55	1192.33	1270.44
ENSG00000164715.6|LMTK2	944	1082	831	874	907	919
ENSG00000164733.21|CTSB	3253	3576	2530	2296	3409	3203
ENSG00000164746.14|C7orf57	11	14	12	7	34	50
ENSG00000164751.15|PEX2	596	606	499	429	336	262
ENSG00000164754.14|RAD21	7248.98	8305	8329.78	7676.14	7022.44	6580
ENSG00000164758.7|MED30	80	109	109	90	73	97
ENSG00000164776.9|PHKG1	204.81	258.4	172.55	171.99	96.66	96.27
ENSG00000164808.16|SPIDR	433	462	384	370	300	273
ENSG00000164815.11|ORC5	276	283	272	243	341	340
ENSG00000164818.16|DNAAF5	256.97	291	217	200	321.98	383
ENSG00000164823.11|OSGIN2	451	558	487	443	505	524
ENSG00000164828.18|SUN1	2489.17	2599.78	2145	2040.69	2079.92	2076
ENSG00000164830.18|OXR1	664	673	637	600	310	216
ENSG00000164849.10|GPR146	11.02	21.25	18.89	22.04	23.95	3
ENSG00000164850.15|GPER1	256	284	178	197	191	240
ENSG00000164877.19|MICALL2	909	1113	967	987	957	1031
ENSG00000164879.7|CA3	9	3	10	11	13	5
ENSG00000164880.16|INTS1	1608	1979	1304	1148	1417	1641
ENSG00000164885.13|CDK5	551	560	412	373	462	468
ENSG00000164889.14|SLC4A2	4124.63	4656.83	3448.89	3135.72	3613.79	4072.24
ENSG00000164896.20|FASTK	1300	1317	959	844	987	1048
ENSG00000164897.13|TMUB1	383	429	320	287	457	469
ENSG00000164898.13|FMC1	156.03	179.56	117.91	106.43	107.95	105.16
ENSG00000164902.14|PHAX	856	935	688	692	853	769
ENSG00000164904.18|ALDH7A1	2140	2478.99	1851.99	1693	1974.96	1812.97
ENSG00000164916.11|FOXK1	1043	1101	825	815	908	928
ENSG00000164919.11|COX6C	1867	1855	1559	1257	1744	1560
ENSG00000164924.18|YWHAZ	10345.9	11749.99	10505.97	9012.98	11509.98	10562.85
ENSG00000164929.17|BAALC	790	947.05	913	907	712	708
ENSG00000164933.12|SLC25A32	269.31	279.18	263.02	215.43	369.03	386.49
ENSG00000164934.14|DCAF13	687.69	679.77	615.06	519.67	659.97	602.51
ENSG00000164938.14|TP53INP1	1016	1138	1120	983	707	533
ENSG00000164941.13|INTS8	785.22	857.67	707.28	593.19	650.94	655.32
ENSG00000164944.12|VIRMA	1074	1133	1024	939	1030	981
ENSG00000164946.19|FREM1	25	23	11	10	2	3
ENSG00000164949.8|GEM	392	486	336	373	588	561
ENSG00000164951.16|PDP1	566	649	644	553	887	855
ENSG00000164953.15|TMEM67	95	95	64	82	116	89
ENSG00000164961.16|WASHC5	1828	2072	1804.82	1596.95	2031.96	1900
ENSG00000164967.10|RPP25L	89	115	90	68	85	91
ENSG00000164970.15|FAM219A	752	790	643	686	865	946
ENSG00000164975.15|SNAPC3	585	576	572	532	478	446
ENSG00000164976.9|MYORG	820	932	740	713	766	810
ENSG00000164978.18|NUDT2	169	211	130	142	164	121
ENSG00000164983.7|TMEM65	832	907	848	819	782	825
ENSG00000164985.15|PSIP1	2400.99	2832	2533.99	2063.99	2303	2083.97
ENSG00000164989.17|CCDC171	71	62	50	43	41	38
ENSG00000165006.14|UBAP1	549	582	343	357	392	370
ENSG00000165023.7|DIRAS2	495	575	558	541	462	475
ENSG00000165029.16|ABCA1	220	260	354	315	208	175
ENSG00000165030.4|NFIL3	329	365	324	277	317	328
ENSG00000165046.12|LETM2	64.06	64.1	43.66	46.63	69.52	60.43
ENSG00000165055.15|METTL2B	870.52	1001.4	737.64	665.55	837.26	926.89
ENSG00000165060.13|FXN	178.8	197	160.66	140.89	173	194
ENSG00000165071.14|TMEM71	525	650	785	644	529	491
ENSG00000165078.12|CPA6	82	99	73	71	110	95
ENSG00000165091.17|TMC1	28	26	26	10	21	16
ENSG00000165097.15|KDM1B	202	259	191	178	229	186
ENSG00000165102.15|HGSNAT	1673	1832	1464.24	1272	1145	1102
ENSG00000165105.10|RASEF	31	50	33	43	119	152
ENSG00000165113.13|GKAP1	207.46	258.65	222	205	169	137.8
ENSG00000165115.15|KIF27	158.04	168.61	151.4	132.44	103.01	78.07
ENSG00000165118.15|C9orf64	239	262	209	205	272	276
ENSG00000165119.21|HNRNPK	12582.97	13260.69	11338.11	10045.29	12384.22	10933
ENSG00000165121.11|AL353743.1	110.45	110.46	122.27	73.89	75.99	70.77
ENSG00000165124.18|SVEP1	40	55	41	40	61	45
ENSG00000165138.18|ANKS6	747	821	583	554	533	583
ENSG00000165152.9|TMEM246	231	306	187	221	244	236
ENSG00000165156.15|ZHX1	1381.23	1460.81	1285.63	1180.59	1249.6	1088.79
ENSG00000165171.11|METTL27	81	89	42	49	58	75
ENSG00000165175.15|MID1IP1	350	338	248	222	402	383.74
ENSG00000165185.14|KIAA1958	112	140	153	137	133	185
ENSG00000165194.15|PCDH19	582	819	725	669	1139	1054
ENSG00000165195.15|PIGA	198	273	285	283	188	174
ENSG00000165209.18|STRBP	642.77	702.75	577.74	581.73	605.81	607.88
ENSG00000165219.21|GAPVD1	899	1050	853	770	1030	942
ENSG00000165240.20|ATP7A	544.36	550	519	580.27	420	376.29
ENSG00000165244.7|ZNF367	1030	1211	1278	1220	989	899
ENSG00000165246.14|NLGN4Y	291.99	307.68	248.01	219.94	271.96	238.42
ENSG00000165259.14|HDX	142	138	109	110	143	92
ENSG00000165264.11|NDUFB6	296	342	290	227	299	268
ENSG00000165271.17|NOL6	314	345	227	216	257	251
ENSG00000165272.16|AQP3	62	69	50	52	69	76
ENSG00000165275.10|TRMT10B	142	170	104	136	99	107
ENSG00000165280.16|VCP	4217	4623	3715	3124	4523	4344
ENSG00000165282.13|PIGO	591	675	387	393	386	369
ENSG00000165283.16|STOML2	751	883	655	553	759	783
ENSG00000165288.10|BRWD3	445	449	441	453	420	313
ENSG00000165304.8|MELK	584	808	815	743	1132	1032
ENSG00000165312.6|OTUD1	87	93	69	60	114	104
ENSG00000165322.17|ARHGAP12	1686	1740	1416	1244	1444	1229
ENSG00000165323.15|FAT3	190	197	172	202	110	82
ENSG00000165338.16|HECTD2	1121	1241	1035	961	823	688
ENSG00000165355.7|FBXO33	431	511	391	344	402	492
ENSG00000165359.15|INTS6L	343	360	301	304	309	289
ENSG00000165389.7|SPTSSA	1273	1582	1371	1295	1450	1364
ENSG00000165392.10|WRN	398	498	413	315	328	286
ENSG00000165406.16|MARCH8	1538	1713	1258	1193	940	873
ENSG00000165410.14|CFL2	2621	2762	2086	1797	2872	2568
ENSG00000165416.14|SUGT1	876	873	830	719	748	627
ENSG00000165417.12|GTF2A1	1496	1659.35	1623	1507.53	1171.45	1171
ENSG00000165424.6|ZCCHC24	976.16	1023.43	706.22	663.69	957.49	961.9
ENSG00000165434.8|PGM2L1	1147	1355	1206	1239	2793	2535
ENSG00000165449.11|SLC16A9	60	77	86	93	562	502
ENSG00000165458.14|INPPL1	5224	5304	3682	3455	3739	3607
ENSG00000165475.15|CRYL1	737	760	604	559	406	377
ENSG00000165476.14|REEP3	1650	1898	1608	1475	1351	1318
ENSG00000165478.7|HEPACAM	17.91	14.63	25.46	32.53	23.21	26.54
ENSG00000165480.16|SKA3	703	956	941	953	1141	1096
ENSG00000165487.14|MICU2	1458	1601	1310	1091	1364	1113
ENSG00000165490.13|DDIAS	383	438	491	474	523.14	588
ENSG00000165494.11|PCF11	2125.08	2390.81	2087.82	1911.92	1576.31	1490.18
ENSG00000165495.16|PKNOX2	269	307	288	267	20	33
ENSG00000165501.17|LRR1	401.58	434.09	458.46	429.37	486.98	447.52
ENSG00000165502.6|RPL36AL	2043	2243	1637	1570	2147	2006
ENSG00000165506.14|DNAAF2	206	211	166	140	202	168
ENSG00000165507.8|DEPP1	25	11	20	18	9	8
ENSG00000165511.6|C10orf25	77	90	100	63	63	71
ENSG00000165512.5|ZNF22	752.49	795.11	624.29	547.55	521.34	460.15
ENSG00000165516.11|KLHDC2	1085.46	1162.69	866.3	822.99	726.83	683.67
ENSG00000165521.15|AL121768.1	349.8	330.06	342.17	241.45	197.39	194.98
ENSG00000165525.18|NEMF	1358.54	1361.31	1120.7	1028.01	1199.17	1153.33
ENSG00000165526.9|RPUSD4	444	479	332	317	502	488
ENSG00000165527.7|ARF6	1790	2100	1803	1662	2053	1954
ENSG00000165533.18|TTC8	580	565	499	419	350	337
ENSG00000165548.11|TMEM63C	87	117.33	64	51	93	94
ENSG00000165572.7|KBTBD6	923.36	1093.78	895.74	823.27	1061.93	974.64
ENSG00000165609.13|NUDT5	1379.76	1460.45	1234.6	1113.36	1432.45	1312.78
ENSG00000165617.14|DACT1	51	52	29	24	48	54
ENSG00000165626.17|BEND7	457	480	368	317	458	389
ENSG00000165629.20|ATP5F1C	2503	2758	2185	1966	2767	2399
ENSG00000165630.14|PRPF18	362.93	397	309.39	310	338	294
ENSG00000165632.8|TAF3	379	429	330	273	351	382
ENSG00000165633.13|VSTM4	230	218	160	139	108	111
ENSG00000165637.13|VDAC2	3218.24	3668.05	3079.18	2620.01	3346.08	3074.75
ENSG00000165644.10|COMTD1	46	35	28	49	49	55
ENSG00000165650.12|PDZD8	1176.23	1380.79	1051	949	1333.37	1317.79
ENSG00000165655.17|ZNF503	85.89	101	75	95	99	108.77
ENSG00000165660.8|ABRAXAS2	434	475	383	386	426	363
ENSG00000165661.16|QSOX2	1012	1154	845	812	859	880
ENSG00000165669.14|FAM204A	635	666	578	481	479	500
ENSG00000165671.20|NSD1	1512	1608	1269	1243	1456	1305
ENSG00000165672.7|PRDX3	2598	2988	2438	1968	2906	2677
ENSG00000165675.16|ENOX2	305	329	250	201	189	152
ENSG00000165678.21|GHITM	3458	3927	3101.99	2760	4381	4005
ENSG00000165684.4|SNAPC4	346	360	270	240	370	307
ENSG00000165688.12|PMPCA	1108	1243	933	823	1332	1373
ENSG00000165689.17|ENTR1	998	1096	749	714	977	957
ENSG00000165698.16|SPACA9	257	268	197	205	193	176
ENSG00000165699.14|TSC1	1853	1923	1497	1418	1374	1343
ENSG00000165704.15|HPRT1	619	696	679	670	862	691
ENSG00000165714.11|BORCS5	290	298	224	255	246	251
ENSG00000165716.11|DIPK1B	515.21	508.28	296.23	281.48	387.68	388.34
ENSG00000165724.6|ZMYND19	565	611	457	460	555	676
ENSG00000165730.16|STOX1	191	205	159	131	76	59
ENSG00000165731.19|RET	66	59	48	64	16	13
ENSG00000165732.13|DDX21	2234	2562	2044	1757	2626	2310
ENSG00000165733.8|BMS1	2071.26	2183.76	1916.33	1656.65	1803.82	1689.7
ENSG00000165752.17|STK32C	284	314	213	227	174	173
ENSG00000165757.9|JCAD	386	468	350	360	483	453
ENSG00000165775.18|FUNDC2	1123.99	1247	959.95	854.85	781	731
ENSG00000165782.10|PIP4P1	1292	1418	1063	1009	1128	1151
ENSG00000165792.17|METTL17	1381.63	1498.27	1113.76	984.46	1270.19	1198.56
ENSG00000165795.23|NDRG2	1878	1966.77	1413	1233	881	837
ENSG00000165801.10|ARHGEF40	3930.12	4273.56	2977.17	2700.66	2886.05	3015.2
ENSG00000165802.22|NSMF	1737	1948	1186	1123	1387	1497
ENSG00000165804.16|ZNF219	698.94	804.52	527.71	557.32	742.87	760.4
ENSG00000165806.19|CASP7	2135	2568	2090	2025	2002	1845
ENSG00000165813.20|CCDC186	528	582	445	401	452	459
ENSG00000165819.12|METTL3	1469.46	1625.58	1255.65	1178.24	1265.45	1232.29
ENSG00000165821.12|SALL2	1326	1407	1045	973	1128	1081
ENSG00000165832.6|TRUB1	603	695	589	513	688	668
ENSG00000165861.14|ZFYVE1	1067	1235	889	870	1001	946
ENSG00000165868.14|HSPA12A	764	914	675	690	738	723
ENSG00000165879.8|FRAT1	52	59	36	53	49	49
ENSG00000165886.5|UBTD1	660	772	566	521	610	652
ENSG00000165891.16|E2F7	674	849	783	826	1146	1180
ENSG00000165895.19|ARHGAP42	1364.95	1247.86	941	860.88	899.96	720.82
ENSG00000165898.13|ISCA2	290	305	208	193	385	379
ENSG00000165912.16|PACSIN3	78	79	69	52	66	73
ENSG00000165914.15|TTC7B	1270	1335	1083	999	873	890
ENSG00000165915.14|SLC39A13	1309	1332	970	912	1114	1216
ENSG00000165916.8|PSMC3	4713	4979	3896	3419	4209	3907
ENSG00000165923.16|AGBL2	56	59	46	47	36	56
ENSG00000165934.12|CPSF2	1941	2095	1685	1466	1869	1720
ENSG00000165943.5|MOAP1	805	916	664	617	699	622
ENSG00000165948.11|IFI27L1	673	661	528	571	672	655
ENSG00000165949.12|IFI27	12	12	29	36	7	20
ENSG00000165959.12|CLMN	503	580	478	566	559	565
ENSG00000165995.20|CACNB2	513	533	436.93	366	226.47	236
ENSG00000165996.14|HACD1	280	288	249	226	317	255
ENSG00000165997.5|ARL5B	544	687	763	674	848	835
ENSG00000166004.15|CEP295	950.6	1157.68	984.48	965.25	963.93	852.67
ENSG00000166012.16|TAF1D	1354.59	1296	1198.5	970.32	1225.33	1153.66
ENSG00000166016.6|ABTB2	155	160	166	128	124	192
ENSG00000166024.13|R3HCC1L	389	457	422	360	432	331
ENSG00000166025.18|AMOTL1	3670	4312	3579	3311	4710	4498
ENSG00000166033.13|HTRA1	6853	7616	5565	5009	4889	4287
ENSG00000166035.11|LIPC	18	31	31	34	26	16
ENSG00000166037.11|CEP57	1084	1287	1068	999	1310	1293
ENSG00000166046.11|TCP11L2	140	151	88	81	278	287
ENSG00000166068.13|SPRED1	1239	1437	1336	1161	992	886
ENSG00000166073.10|GPR176	335	440	335	303	333	350
ENSG00000166086.12|JAM3	1927.84	2166	1842.9	1578.99	2000.07	1813.64
ENSG00000166091.21|CMTM5	45	61	27	39	51	84
ENSG00000166106.3|ADAMTS15	155	181	105	105	332	385
ENSG00000166123.14|GPT2	443	520	422	458	527	626
ENSG00000166128.13|RAB8B	1952	2270	2068	2051	4219	4030
ENSG00000166130.15|IKBIP	500	561	544	502	573	566
ENSG00000166133.18|RPUSD2	162	203	134	129	156	178
ENSG00000166135.14|HIF1AN	2901	3180.74	2445.66	2270.85	2598	2547.44
ENSG00000166136.16|NDUFB8	1925.06	2106.73	1669.58	1523.23	2154.21	2126.23
ENSG00000166140.17|ZFYVE19	660	740	555	534.1	617.19	617.64
ENSG00000166145.14|SPINT1	40	34	26	24	111	128
ENSG00000166147.13|FBN1	3416	4010	3063	2893	3375	3034
ENSG00000166153.16|DEPDC4	28	23	23	17	22	17
ENSG00000166164.15|BRD7	1626.7	1800.67	1488.83	1311.85	1428.94	1343.31
ENSG00000166165.13|CKB	4746	5717	4852	4773	4748	5250
ENSG00000166166.13|TRMT61A	241	325	235	205	288	296
ENSG00000166167.18|BTRC	549	588	482	430	595	562
ENSG00000166169.17|POLL	443.89	493.85	296	303.83	360.66	365.54
ENSG00000166170.9|BAG5	1738	1948	1645	1545	1663	1770
ENSG00000166171.13|DPCD	152.11	133.15	114	129.17	165.34	136.46
ENSG00000166173.10|LARP6	632	676	469.9	454	735.9	759
ENSG00000166181.13|API5	2271	2437	2063	1965.99	2412	2336
ENSG00000166188.2|ZNF319	262	291	210	202	218	259
ENSG00000166189.7|HPS6	320	368	277	248	387	385
ENSG00000166192.15|SENP8	95	92	75	63	89	78
ENSG00000166197.16|NOLC1	2427	2829	2123	1823	2605	2322
ENSG00000166199.13|ALKBH3	480	488	342	275	418	407
ENSG00000166200.15|COPS2	1449	1562	1239	1189	1671	1547
ENSG00000166206.15|GABRB3	13	28	15	15	18	19
ENSG00000166224.16|SGPL1	2221	2243	1649	1398	1482	1428
ENSG00000166225.8|FRS2	691	713	614	507	488	443
ENSG00000166226.13|CCT2	2586	2989	2248	1867	2931	2624
ENSG00000166228.9|PCBD1	1193	1347	970	987	1115	1147
ENSG00000166233.15|ARIH1	1594.11	1736.86	1528.01	1303.02	1745.17	1750.75
ENSG00000166246.14|C16orf71	25.41	24.63	6	19.43	15.12	12
ENSG00000166257.8|SCN3B	558	558	382	411	480	487
ENSG00000166260.11|COX11	669.53	753.96	621.54	626	654	657
ENSG00000166261.11|ZNF202	367	402	304	236	296	264
ENSG00000166262.15|FAM227B	30.46	57.14	30.74	34.76	25.12	24.52
ENSG00000166263.13|STXBP4	230	218	177	152	147	170
ENSG00000166266.14|CUL5	1106	1234	1109	991	1140	1124
ENSG00000166272.18|WBP1L	2557.24	2805.88	2230.22	1878.62	1828	1907.92
ENSG00000166275.15|BORCS7	777.81	797.12	578.38	533.5	583.75	454.64
ENSG00000166289.6|PLEKHF1	5	11	14	8	20	26
ENSG00000166292.12|TMEM100	165	174	186	181	177	122
ENSG00000166295.9|ANAPC16	1899.53	1997	1549.56	1535.8	1317.53	1216.96
ENSG00000166311.10|SMPD1	1087	1150	762	792	897	864
ENSG00000166313.19|APBB1	843	852	584	522	620	625
ENSG00000166321.14|NUDT13	39	51	19	32	33	28
ENSG00000166326.7|TRIM44	3330	3297	2948	2572	2263	1987
ENSG00000166333.13|ILK	3019.27	3306.43	2471.67	2235.82	2441.99	2285.63
ENSG00000166337.10|TAF10	781.95	805.1	622.74	666.94	623.7	501.19
ENSG00000166340.17|TPP1	8276.77	9822.04	7859.86	7720.43	7210	6802.08
ENSG00000166341.8|DCHS1	13.28	22.52	22	31.81	0	7
ENSG00000166343.10|MSS51	56	48	34	52	22	14
ENSG00000166347.19|CYB5A	856	876	777	660	638	580
ENSG00000166348.18|USP54	889.35	958.55	790.13	801.29	738.19	717.16
ENSG00000166349.9|RAG1	13	21	18	39	44	34.93
ENSG00000166352.16|C11orf74	145	168	138	106	162	127
ENSG00000166377.20|ATP9B	655	756	563	534	504	460
ENSG00000166387.13|PPFIBP2	569	592	492	456	243	269
ENSG00000166398.12|KIAA0355	378	421	258	243	237	252
ENSG00000166401.14|SERPINB8	168.78	193	183.94	187.95	229.91	217
ENSG00000166402.8|TUB	410	579	346	359	478	441
ENSG00000166405.15|RIC3	478	434	424	408	166	153
ENSG00000166407.14|LMO1	1446	1322	998	1121	475	403
ENSG00000166411.14|IDH3A	1561.71	1734.16	1424.01	1177.97	1794.68	1660.12
ENSG00000166428.13|PLD4	12.27	13.34	13.26	16.04	12.4	13.58
ENSG00000166432.15|ZMAT1	88	64	75	69	40	37
ENSG00000166435.15|XRRA1	392.36	444.5	335.53	297.15	288.29	294.36
ENSG00000166436.16|TRIM66	437	472	347	360	304	275
ENSG00000166439.6|RNF169	758.64	839.5	643.47	654.85	591.71	624.64
ENSG00000166441.13|RPL27A	2384.73	2549.42	2035.69	1910.46	2784.56	2445.38
ENSG00000166444.19|ST5	696.92	781.16	569.06	541.71	636	634
ENSG00000166448.14|TMEM130	41	46	23	28	26	20
ENSG00000166450.13|PRTG	151	143	164	142	204	207
ENSG00000166451.13|CENPN	572.16	818.98	752.46	710.26	894.49	947.81
ENSG00000166452.11|AKIP1	339	304	257	251	305	261
ENSG00000166454.10|ATMIN	1242	1397	993	826	1105	1032
ENSG00000166471.11|TMEM41B	368	413	386	342	416	416
ENSG00000166473.17|PKD1L2	25	30	21	14	76	106
ENSG00000166477.13|LEO1	696	777	691	531	807	744
ENSG00000166478.10|ZNF143	322	350	310	201	285	239
ENSG00000166479.10|TMX3	1461	1631	1542	1415	1985	1821
ENSG00000166482.11|MFAP4	1001	1394	414	390	799	726
ENSG00000166483.11|WEE1	610	690	716	576	792	684
ENSG00000166484.20|MAPK7	1278.77	1486.9	1247.61	1308.75	1145.17	1148.52
ENSG00000166503.9|HDGFL3	1439	1670	1561	1345	1654	1485
ENSG00000166507.17|NDST2	841.48	825.33	510.62	473.85	628.83	569.12
ENSG00000166508.17|MCM7	4534.38	5280.55	4332.93	3866	5166.86	5032.77
ENSG00000166526.17|ZNF3	550.38	601.59	465	437	529	549.71
ENSG00000166529.14|ZSCAN21	313.62	301.41	221	210	211	202.29
ENSG00000166532.16|RIMKLB	1212	1089.99	1066	1049	743	661
ENSG00000166546.14|BEAN1	81	94	64	48	59	65
ENSG00000166548.15|TK2	947.67	957.63	817	750	813.87	830.88
ENSG00000166557.13|TMED3	758	862	616	554	781	675
ENSG00000166562.9|SEC11C	650	696	560	476	640	598
ENSG00000166575.17|TMEM135	435	421	323	319	471	445
ENSG00000166578.10|IQCD	15	27	12	14	13	15
ENSG00000166579.15|NDEL1	1060	1133	966	906	1255	1119
ENSG00000166582.10|CENPV	58.2	66	62	39	33	29.37
ENSG00000166595.12|CIAO2B	536	535	368	393	541	529
ENSG00000166598.15|HSP90B1	12075	13651	13677	11182.98	12096.65	10733
ENSG00000166603.5|MC4R	7	16	16	18	32	23
ENSG00000166619.14|BLCAP	1411	1436	1155	1158	1424	1283
ENSG00000166664.13|CHRFAM7A	469.68	489.02	423.68	297.18	75.32	77.65
ENSG00000166676.16|TVP23A	15.45	19.92	8.38	18.49	7.33	5.45
ENSG00000166681.13|BEX3	2429	2729	2246	2096	3214	3205
ENSG00000166685.12|COG1	1546.79	1665.51	1164.43	1073.57	1359.16	1195.69
ENSG00000166689.16|PLEKHA7	44	47	33	27	43	37
ENSG00000166704.11|ZNF606	263	327.57	242	231	188	204.4
ENSG00000166707.11|ZCCHC18	56	76	49	61	80	72
