Ctrl_923_R2B1	LMP.Olap_923_R2B1	Ctrl_923_R3B1	LMP.Olap_923_R3B1	Ctrl_923_R1B2	LMP.Olap_923_R1B2
ENSG00000006071.13|ABCC8	338	611	602	589	501	471
ENSG00000006118.14|TMEM132A	2622.86	3591.75	4066.97	3433.95	2902.67	3323.62
ENSG00000006125.18|AP2B1	5502	5157	6714	6028	6061	4845
ENSG00000006194.10|ZNF263	1022.92	1124.31	1249.08	1115.58	1025.05	877.9
ENSG00000006210.7|CX3CL1	1029	1684	1595	2015	1240	1909
ENSG00000006282.21|SPATA20	214	514	348	481	254	421
ENSG00000006283.18|CACNA1G	69.06	128	146.88	116	122.21	91.22
ENSG00000006327.13|TNFRSF12A	582	391	690	575	640	519
ENSG00000006432.15|MAP3K9	610	789	846	896	809	846
ENSG00000006451.8|RALA	1200	1051	1305	1320	1260	1079
ENSG00000006453.14|BAIAP2L1	245.31	338.02	244.75	358.03	242.79	347.28
ENSG00000006459.11|KDM7A	260	159	320	175	278	124
ENSG00000006468.14|ETV1	10675	8237	11395	8896	10898	7089
ENSG00000006530.17|AGK	1344.29	1226.23	1686.81	1429.32	1628.64	1161.1
ENSG00000006534.16|ALDH3B1	124	254	173	260	130	231
ENSG00000006576.16|PHTF2	2271	2328	2635	2996	2715	2422
ENSG00000006607.14|FARP2	1322.17	1370.72	1479.45	1607.04	1418.88	1215.31
ENSG00000006625.18|GGCT	1551.99	1846	1758	2162	1732	1768.99
ENSG00000006634.8|DBF4	1321.77	1189.96	1604.02	1550.89	1461.96	1185.07
ENSG00000006638.11|TBXA2R	24	36	30	35	17	17
ENSG00000006652.14|IFRD1	2177	1894	2432	1974	2403	1619
ENSG00000006695.11|COX10	259.96	238.99	279.98	263.93	255	221
ENSG00000006704.10|GTF2IRD1	528	647	834	619	613	509
ENSG00000006712.15|PAF1	1740	1899	2459	1890	2145	1696
ENSG00000006715.16|VPS41	1989	1910	2122	2066	1878	1586
ENSG00000006744.19|ELAC2	1211	1215	1695	1375	1435	1281
ENSG00000006756.16|ARSD	238.79	309.17	291.57	346.77	248	272
ENSG00000006831.10|ADIPOR2	2015	2120	2412	2315	2314	2026
ENSG00000006837.12|CDKL3	57.83	30.96	76.52	66.59	64.49	49.05
ENSG00000007047.15|MARK4	507	611	650	667	544	543
ENSG00000007062.11|PROM1	2052	1510	2289	1361	2149	959
ENSG00000007080.11|CCDC124	468	522	784	615	539	610
ENSG00000007168.13|PAFAH1B1	4282	4096.24	4722	4453	4559.19	3676
ENSG00000007171.17|NOS2	12	34	10	43	10	20
ENSG00000007174.18|DNAH9	379	256	486	285	437	245
ENSG00000007202.15|KIAA0100	4949.97	5630.15	6293.55	6256.51	5676.37	5398.87
ENSG00000007237.18|GAS7	10802	14152	13318	15553	12211	13343
ENSG00000007255.10|TRAPPC6A	57	122	100	88	47	100
ENSG00000007341.19|ST7L	363.67	396.12	403.32	404.4	428.55	385.06
ENSG00000007372.22|PAX6	315.23	294.51	423.22	322.99	335.68	240.96
ENSG00000007376.8|RPUSD1	216	298	367	254	261	326
ENSG00000007384.15|RHBDF1	151	243	249	200	225	179
ENSG00000007392.16|LUC7L	1337	1766	1660	1789	1611	1367
ENSG00000007402.11|CACNA2D2	32	49	29	35	27	26
ENSG00000007516.13|BAIAP3	654.04	926.87	984.96	810.12	759.2	693.93
ENSG00000007520.4|TSR3	252.96	311.13	344.04	290.88	335.8	297.07
ENSG00000007541.16|PIGQ	364	600.84	625.23	596.92	490	566.07
ENSG00000007545.15|CRAMP1	1034.05	1277.94	1433.17	1444.12	1229.44	1185.63
ENSG00000007866.21|TEAD3	199	260	266	226	217	196
ENSG00000007923.16|DNAJC11	1706.33	1959.47	2346.35	2109.6	2092.83	1946.56
ENSG00000007944.15|MYLIP	312	476	366	406	317	329
ENSG00000007968.7|E2F2	290	490	407	627	308	483
ENSG00000008018.9|PSMB1	2565	2247	2861	2562	2854	2173
ENSG00000008056.14|SYN1	144	179.62	171	180	161	166
ENSG00000008083.14|JARID2	988	1235	1232	1299	1015	1197
ENSG00000008086.11|CDKL5	180	188	181	213	200	188
ENSG00000008128.23|CDK11A	607.27	835.11	982.66	954.61	726.9	791.26
ENSG00000008130.15|NADK	1325	1871	1998	1985	1619	1836
ENSG00000008256.16|CYTH3	501	611	682	576	598	555
ENSG00000008277.14|ADAM22	1696	1117	1893	1218	1634	1020
ENSG00000008282.8|SYPL1	2002	2327	2097	2612	2109	2072
ENSG00000008283.16|CYB561	249	252	256	309	192	243
ENSG00000008294.21|SPAG9	5468	6453	6544	7085	6181	5313
ENSG00000008300.17|CELSR3	2282	2920	3135	2924	2483	2704
ENSG00000008311.15|AASS	1189.96	1160	1561	1314.99	1373.92	1011
ENSG00000008324.11|SS18L2	230.07	319	228	285	301	235
ENSG00000008382.15|MPND	206	347.17	314.92	361.76	262.9	302.95
ENSG00000008405.12|CRY1	452	353	540	458	559	364
ENSG00000008441.16|NFIX	1290	1840	1921	1880	1493	1627
ENSG00000008513.16|ST3GAL1	130	118	179	115	128	159
ENSG00000008710.19|PKD1	814.18	1538.23	1593.38	1313.78	1053.58	1307.91
ENSG00000008735.14|MAPK8IP2	390	526	657	550	517	495
ENSG00000008838.20|MED24	1421	2093	2215	2227	1858	2006
ENSG00000008853.16|RHOBTB2	917.87	1483.76	1307.71	1534.91	1143.77	1435.7
ENSG00000008869.12|HEATR5B	667	710	705	774	762	639
ENSG00000008952.17|SEC62	2007	1857	2129	2156	2085	1600
ENSG00000008988.9|RPS20	5846	5513	6472	5624.98	6253	4501
ENSG00000009307.16|CSDE1	11833	10842	14502	12544	12993.97	9777.96
ENSG00000009335.18|UBE3C	3211	2961	3610	3444	3466	3019
ENSG00000009413.15|REV3L	3898.86	3034.55	4529.85	3759.05	3947.34	2630.72
ENSG00000009724.16|MASP2	45	69	54	26	30	36
ENSG00000009780.15|FAM76A	136	106	190	144	183	104
ENSG00000009830.11|POMT2	852	867	1189	1028	1041	887
ENSG00000009844.16|VTA1	1489	1163	1536	1385	1542	1142
ENSG00000009950.16|MLXIPL	56	74	64	93	50	70
ENSG00000009954.11|BAZ1B	8055	8593	9982	9618	8910	7939
ENSG00000010017.13|RANBP9	2678.96	3017.85	2902.91	3063.03	2846.63	2568.95
ENSG00000010072.16|SPRTN	251.26	330.69	342.78	375.64	341.2	338.67
ENSG00000010165.20|EEF1AKNMT	925	938	1105	1020	1073	953
ENSG00000010219.13|DYRK4	158	145	149	135.63	144	111.49
ENSG00000010244.18|ZNF207	4346	4020	5090.07	4472	4936	3568
ENSG00000010256.11|UQCRC1	2949	3149	3722	3425	3409	3028
ENSG00000010270.13|STARD3NL	1192	1261	1324	1361	1352	1037
ENSG00000010278.14|CD9	2022	2345	2363	2147	2249	1642
ENSG00000010292.13|NCAPD2	4774	5147.15	5955.03	5404.53	5386.31	4685.93
ENSG00000010295.19|IFFO1	383	540	544	535	467	510
ENSG00000010310.9|GIPR	34	50	23	36	41	36
ENSG00000010318.21|PHF7	56	42	64	30	47	30
ENSG00000010319.6|SEMA3G	2	18	5	15	3	17
ENSG00000010322.16|NISCH	1603	2382	2535	2459	1936	2090
ENSG00000010361.13|FUZ	307.03	451.2	365.47	377.5	385.08	368.06
ENSG00000010404.18|IDS	7283.22	10240.92	9121.06	11831.02	8192.37	10031.05
ENSG00000010539.11|ZNF200	412	528.11	553	620.86	460	457
ENSG00000010626.15|LRRC23	98.27	127.31	143.43	106	150.3	98.27
ENSG00000010704.18|HFE	49	70	59	82	64	47
ENSG00000010803.16|SCMH1	918.99	867	1126.99	1005.98	994	794
ENSG00000010810.17|FYN	4485	3741	5138	4070	4888	3295
ENSG00000010818.10|HIVEP2	84	109	99	124	115	119.27
ENSG00000011007.12|ELOA	1777.75	2112.44	2189.33	2325.6	2150.29	1966.27
ENSG00000011009.11|LYPLA2	787	1055	1277	1123	913	1065
ENSG00000011021.23|CLCN6	1096.61	1095	1579.76	1277.69	1450.73	1057.5
ENSG00000011028.14|AC080038.1	5425.5	8473.78	8653.58	8680.41	6580.43	8107.49
ENSG00000011052.21|NME1-NME2	363.44	339.53	742.28	319.35	489.42	340.63
ENSG00000011105.14|TSPAN9	534	695	716	723	603	603
ENSG00000011114.15|BTBD7	770	783	1028	1037	920	792
ENSG00000011132.12|APBA3	143.11	194	264	234	172.9	201.67
ENSG00000011143.16|MKS1	406	494	482	456	433	339
ENSG00000011198.9|ABHD5	522	454	560	514	579	376
ENSG00000011243.18|AKAP8L	1608.54	2061.09	2259.03	2003.99	2005.22	1786.8
ENSG00000011258.16|MBTD1	1099	1067	1123	1177	1108	820
ENSG00000011260.14|UTP18	1090	900	1137	1159	1226	811
ENSG00000011275.18|RNF216	2215.65	2637	2942.16	2739.67	2403.68	2492
ENSG00000011295.16|TTC19	944.71	915.9	1118	1069.64	1010	774
ENSG00000011304.20|PTBP1	4468	4322	6201	4908	5143	4299
ENSG00000011332.19|DPF1	604	658	915	764	736	627
ENSG00000011347.9|SYT7	267	265	368	344	307	298
ENSG00000011376.11|LARS2	2160	2615	2732	2926	2653	2578
ENSG00000011405.13|PIK3C2A	2322	2742	2642	3216	2651	2522
ENSG00000011422.12|PLAUR	119	73	156	71	140	46
ENSG00000011426.11|ANLN	3365	3988	4152	4387	3865	3832
ENSG00000011451.19|WIZ	1072	1397	1937	1429	1415	1339
ENSG00000011454.17|RABGAP1	1927	2270	2250	2487	2194	2010
ENSG00000011465.17|DCN	6	30	20	27	11	19
ENSG00000011478.12|QPCTL	247	288	278	326	236	318
ENSG00000011485.14|PPP5C	2214	2733	3240	2674.99	2583	2430
ENSG00000011523.14|CEP68	1026.67	1294.74	1164.5	1388.15	1086	1249
ENSG00000011566.15|MAP4K3	839	870	900	1003	932	794
ENSG00000011638.10|TMEM159	72	79	59	61	85	67
ENSG00000012048.22|BRCA1	1241	1894	1476	2078	1324	1699
ENSG00000012061.15|ERCC1	1281.21	1364.77	1787.75	1376.7	1421.22	1176.23
ENSG00000012124.17|CD22	3	16	4	12	1	11
ENSG00000012171.19|SEMA3B	458	779	624	779	539	683
ENSG00000012174.12|MBTPS2	1123.61	1028.6	1330.45	1238	1283	1018.61
ENSG00000012211.13|PRICKLE3	48.5	73.39	52.81	75.81	53.7	81.31
ENSG00000012232.8|EXTL3	8168	10444	10710	11655	9365	10394
ENSG00000012660.14|ELOVL5	3182	3276	3671	3947	3721	3226
ENSG00000012822.16|CALCOCO1	841	1090	991	989	905	758
ENSG00000012963.15|UBR7	1550.38	1609	1743.89	1701	1810.96	1410
ENSG00000012983.11|MAP4K5	1439	1243	1523	1346	1392	1011
ENSG00000013016.16|EHD3	337	209	463	208	382	152
ENSG00000013275.7|PSMC4	2018	2263	2766	2435	2425	2183
ENSG00000013288.8|MAN2B2	366	461	628	451	445	374
ENSG00000013297.11|CLDN11	16	21	13	9	14	7
ENSG00000013306.16|SLC25A39	1327	1826	2033	1864	1673	1871
ENSG00000013364.19|MVP	19	21	44	28.03	18	16
ENSG00000013374.16|NUB1	957.96	1003.62	1138.83	1080.72	1083.44	911.78
ENSG00000013375.16|PGM3	1238.89	1162.77	1427.11	1226.25	1376.8	1001.5
ENSG00000013392.8|RWDD2A	204	167	181	181	186	162
ENSG00000013441.16|CLK1	572	647	804	729	619	452
ENSG00000013503.10|POLR3B	439	315	456	453	373	331
ENSG00000013523.9|ANGEL1	951.57	1152.97	1303.85	1222.54	1171.3	998.77
ENSG00000013561.18|RNF14	843	898	906	909	895	740
ENSG00000013563.14|DNASE1L1	68.58	161.63	112.68	177.1	80.58	129.37
ENSG00000013573.17|DDX11	1533.67	2571.16	2376.36	2613.46	2086.77	2445.66
ENSG00000013583.10|HEBP1	266	305	307	334	300	267
ENSG00000013619.14|MAMLD1	844	1217	1127	1134	931	1103
ENSG00000013725.14|CD6	13	29	17	26	11	25
ENSG00000013810.19|TACC3	2224	3289.14	3382.54	3324	2581	2919
ENSG00000014123.10|UFL1	660	558	761	676	716	490
ENSG00000014138.9|POLA2	774	1093.22	851.5	1171.59	853.06	964.29
ENSG00000014164.7|ZC3H3	234	317	373	323	252	293
ENSG00000014216.15|CAPN1	520	688	756.89	706	557	636
ENSG00000014641.18|MDH1	2419	2948.3	2461.58	3206.83	2703.72	2644.12
ENSG00000014824.14|SLC30A9	2567	2640	2880	3099	2777	2396
ENSG00000014914.21|MTMR11	31	37	35	45	37	26
ENSG00000014919.12|COX15	596.44	675.75	711.78	723.91	676.37	608.58
ENSG00000015133.19|CCDC88C	368	414	543	364	424	371
ENSG00000015153.14|YAF2	241	183	293	244	266	181
ENSG00000015171.19|ZMYND11	1170	984	1333	1073	1278	943
ENSG00000015285.10|WAS	39	72	60	67	34	48
ENSG00000015475.18|BID	557	686	846	897	747	797
ENSG00000015479.18|MATR3	10258.15	8195.96	11704.97	9630.87	11447.97	7345.75
ENSG00000015532.9|XYLT2	285	430	530	427	374	414
ENSG00000015568.13|RGPD5	167.92	174.25	172.78	36.9	76.81	85.93
ENSG00000015592.16|STMN4	71	58	54	30	56	34
ENSG00000015676.18|NUDCD3	1539	1652	1833	1627	1745	1321
ENSG00000016391.11|CHDH	86	98	107	102	84	79
ENSG00000016864.18|GLT8D1	1161	983	1262	1100	1136	862.01
ENSG00000017260.19|ATP2C1	1795.34	2032.22	2106.37	2155.97	1965.81	1754.65
ENSG00000017797.13|RALBP1	1183	1221	1508	1423	1296	1133.12
ENSG00000018189.13|RUFY3	2052	1971	2231	2207	2253	1661
ENSG00000018408.14|WWTR1	4572.8	4197.08	5527.17	4941.49	5314.98	4219.48
ENSG00000018510.15|AGPS	1214	1140	1334	1388	1283	1168.83
ENSG00000018610.14|CXorf56	413.74	445.97	490	465.94	398.78	388.94
ENSG00000018699.13|TTC27	274	214	335	253	280	189
ENSG00000018869.16|ZNF582	85.79	78.15	89	67.74	70.08	70.88
ENSG00000019102.12|VSIG2	11	27	15	13	15	7
ENSG00000019144.19|PHLDB1	2758.8	3279.04	4159.06	3334.82	3221.14	2951.76
ENSG00000019485.13|PRDM11	191	196	236	244	212	212
ENSG00000019505.8|SYT13	22	27	17	17	17	4
ENSG00000019549.12|SNAI2	316	472	471	759	431	597
ENSG00000019582.15|CD74	20	42	25.27	32	21	31.7
ENSG00000019995.6|ZRANB1	350.51	372.76	409.71	412.47	369.58	292.94
ENSG00000020129.16|NCDN	697	887	1009	928	780	874
ENSG00000020181.17|ADGRA2	38.31	52.62	67.74	45.77	45.5	44.43
ENSG00000020256.20|ZFP64	464	510	632	581	519	470
ENSG00000020426.11|MNAT1	419	368	473	436	418	292
ENSG00000020577.13|SAMD4A	973	1129	1024	1064	956	916
ENSG00000020922.12|MRE11	690	869	856	1021	736	844
ENSG00000021300.14|PLEKHB1	1050	1386	1381	1294	1215	1102
ENSG00000021574.12|SPAST	590	517	602	684	576	526
ENSG00000021645.18|NRXN3	216	223	308	218	262	221
ENSG00000021762.20|OSBPL5	278	456	440	494	296	441
ENSG00000021776.11|AQR	1627	1662	1971	1932	1808	1494
ENSG00000022267.17|FHL1	2425	2653	2588	2736	2551	2292
ENSG00000022277.12|RTF2	2339	2432	2616	2621	2692	2180
ENSG00000022567.9|SLC45A4	151	142	167	143	148	127
ENSG00000022840.16|RNF10	2057	2037	2363	2199	2353	1818
ENSG00000022976.15|ZNF839	172.51	211.93	213.4	239.34	174.33	135.64
ENSG00000023041.11|ZDHHC6	555	604	634	516	562	495
ENSG00000023171.18|GRAMD1B	145	234	162	255	149	193
ENSG00000023191.17|RNH1	774	1059	1368	1039	969	1037
ENSG00000023228.14|NDUFS1	2041.04	2086.56	2364.89	2472.44	2209.6	1969.21
ENSG00000023287.13|RB1CC1	1496	1498	1569	1447	1607	1231
ENSG00000023318.8|ERP44	873	919	1023	1014	952	810
ENSG00000023330.15|ALAS1	1029	1173	1231	1241	1117	1039
ENSG00000023516.9|AKAP11	952	1004	1145	1230	1041	944
ENSG00000023572.9|GLRX2	342.63	260.95	370.78	354.42	356.81	237.61
ENSG00000023608.5|SNAPC1	197.68	294	260	315.69	269.08	240
ENSG00000023697.13|DERA	422	253	472	267	440	222
ENSG00000023734.11|STRAP	2963	2673	3662	3026	3499	2520
ENSG00000023902.14|PLEKHO1	847	667	1037	657	902	603
ENSG00000023909.10|GCLM	250	267	317	369	380	292
ENSG00000024048.10|UBR2	758	809	760	888	757	741
ENSG00000024422.12|EHD2	949	1678	1257	1586	1041	1388
ENSG00000024526.17|DEPDC1	1127.6	1104.03	1332.3	1274.5	1393.05	1008.49
ENSG00000024862.17|CCDC28A	176	236	201.73	233	201	181
ENSG00000025039.14|RRAGD	746	882	706	857	843	637
ENSG00000025156.12|HSF2	699	676	735	772	700	546
ENSG00000025293.17|PHF20	1939	1973	2268	2199	2184	1740
ENSG00000025423.11|HSD17B6	46	50.03	48.17	41	42	38.02
ENSG00000025434.19|NR1H3	84	143	84.02	163	91	147
ENSG00000025770.19|NCAPH2	998.16	1430.47	1392.31	1497.55	1273.84	1435.93
ENSG00000025772.8|TOMM34	1090	1316	1496	1358	1389	1185
ENSG00000025796.14|SEC63	2657.61	2825.59	3031.35	3238.21	2832.62	2315.5
ENSG00000025800.14|KPNA6	1880	2053	2187.63	2336.42	2242	2024.99
ENSG00000026025.16|VIM	35470.95	40665.68	43959.63	40491.88	39186.67	34308.15
ENSG00000026036.22|RTEL1-TNFRSF6B	205.23	372.52	432.18	415.91	347.15	323
ENSG00000026297.15|RNASET2	75	108.4	106	75.83	87.62	55
ENSG00000026508.18|CD44	1610	2762	1973	2781	1669	2470
ENSG00000026559.14|KCNG1	78	102	133	114	94	124
ENSG00000026652.14|AGPAT4	1451	1587	1782	1664	1623	1279
ENSG00000026950.17|BTN3A1	364.16	421.26	442.34	423.27	386.26	339.38
ENSG00000027001.10|MIPEP	293	274	363	394.05	313.05	287
ENSG00000027697.14|IFNGR1	592	679	679	700	671	573
ENSG00000027847.14|B4GALT7	281	379	406	330	297	296
ENSG00000028116.17|VRK2	13.6	24.46	16.96	18.74	32.55	22.76
ENSG00000028137.19|TNFRSF1B	147	459	173	443	153	430
ENSG00000028203.18|VEZT	917	788	1190	841	1051	671
ENSG00000028277.21|POU2F2	25	37	39	28	38	12
ENSG00000028310.18|BRD9	1375.89	1532.78	1874.18	1651.96	1598.91	1432.1
ENSG00000028528.15|SNX1	2443	2533	3124	2821	2950	2357
ENSG00000028839.10|TBPL1	311.02	276.07	341.72	389.26	343.26	259.6
ENSG00000029153.14|ARNTL2	537	520	581	648	562	517
ENSG00000029363.16|BCLAF1	5072.63	4619.15	5913.9	5137.81	5302.23	4176.88
ENSG00000029364.12|SLC39A9	1596	1508	1853	1818	1806	1391
ENSG00000029639.11|TFB1M	213.68	199.96	266.87	241.18	280.49	206.65
ENSG00000029725.17|RABEP1	2056.57	2011.81	2528.45	2378.19	2305.86	1991.65
ENSG00000029993.15|HMGB3	2709	1887	3080	2143	2929	1782
ENSG00000030066.13|NUP160	2999	3180	3701	3598	3456	3056
ENSG00000030110.13|BAK1	297	396	466	448	409	361
ENSG00000030582.18|GRN	1490	2724	2127	2470	1527	2325
ENSG00000031003.10|FAM13B	952	1093	1017	1141.99	1020	904.98
ENSG00000031081.10|ARHGAP31	788	629	947	745	840	610
ENSG00000031691.7|CENPQ	336	448	376	565	390	403
ENSG00000031698.13|SARS	3231	3698	3984	3807	3751	3200
ENSG00000031823.14|RANBP3	1125	1471	1556	1449	1225	1336
ENSG00000032219.18|ARID4A	615	874	773	1065	680	754
ENSG00000032389.12|EIPR1	417	494	571	545	558	497
ENSG00000032444.16|PNPLA6	573	770.13	973	784	644	780
ENSG00000032742.17|IFT88	349	263	439	334	397	258
ENSG00000033011.12|ALG1	351.47	423.94	494.65	524.45	434.42	472.75
ENSG00000033030.13|ZCCHC8	437	490	618	578	598	438
ENSG00000033050.9|ABCF2	1644.17	1625.7	2059.05	1800.51	2001.41	1734.48
ENSG00000033100.16|CHPF2	1237	1945.33	1914.98	2064.52	1635	1939.69
ENSG00000033170.16|FUT8	1419.84	1338.16	1598.69	1507.51	1415.96	1173.81
ENSG00000033178.13|UBA6	1583	1228	1635	1412	1650	1196
ENSG00000033327.13|GAB2	2197	1614	3092	1875	2556	1539
ENSG00000033627.16|ATP6V0A1	1501	1845	2072	1902	1799	1619
ENSG00000033800.13|PIAS1	919.99	1053.65	1209.65	1242.66	1137.68	907.67
ENSG00000033867.16|SLC4A7	1697	1793	1830	2021	1761	1657
ENSG00000034053.14|APBA2	1221	1382	1884	1516	1499	1365
ENSG00000034152.18|MAP2K3	339	430	483	464	453	552
ENSG00000034510.6|TMSB10	19005	20935	22794	21516	21010	18215
ENSG00000034533.11|ASTE1	96.66	91.78	116.63	139.03	92.19	106.35
ENSG00000034677.13|RNF19A	2543	3439.73	2682	3689	2747	2875.32
ENSG00000034693.15|PEX3	236	212	273.92	293	256	212
ENSG00000034713.8|GABARAPL2	1136	1315	1231	1299	1248	1139
ENSG00000035115.21|SH3YL1	446	406	520	451	541	358
ENSG00000035141.8|FAM136A	1323	1314	1593	1676	1503	1272
