Ctrl_923_R2B1	LMP.Olap_923_R2B1	Ctrl_923_R3B1	LMP.Olap_923_R3B1	Ctrl_923_R1B2	LMP.Olap_923_R1B2
ENSG00000139546.10|TARBP2	591	767	780	724	636	627
ENSG00000139547.7|RDH16	16	9	11	19	12	4
ENSG00000139579.13|NABP2	989	893	1174	990	1194	895
ENSG00000139597.18|N4BP2L1	67	132	82	117	66.29	66.44
ENSG00000139613.12|SMARCC2	3529.16	3650.2	4721.26	3860.36	4072.79	3251.99
ENSG00000139618.14|BRCA2	487	750	612	998	534	771
ENSG00000139620.12|KANSL2	747	851	888	855	911	755
ENSG00000139624.12|CERS5	1015	1176	1134	1305	999	1047
ENSG00000139625.13|MAP3K12	984.31	1354.86	1398.96	1494.18	1053.64	1187.36
ENSG00000139631.18|CSAD	220	379	410	368	310.96	318
ENSG00000139636.15|LMBR1L	567	546	782	548	699	495
ENSG00000139637.14|C12orf10	500.87	540.92	836.93	628.78	659.9	626.91
ENSG00000139641.12|ESYT1	1859.87	1947.89	2516.7	2033.79	2166.59	1693.89
ENSG00000139644.13|TMBIM6	14204	13799	16325	15105	15786	12483
ENSG00000139645.10|ANKRD52	2337	2469	3357	2747	2947	2334
ENSG00000139651.11|ZNF740	1141	1306	1390.98	1403	1320	1090
ENSG00000139668.9|WDFY2	624	692	830	751	798	595
ENSG00000139675.12|HNRNPA1L2	161.42	184.27	190.73	170.35	214.75	198.27
ENSG00000139679.15|LPAR6	117	149	122	124	135	102
ENSG00000139684.14|ESD	779	615	807	776	811	618
ENSG00000139687.15|RB1	190	224	225	250	235	178
ENSG00000139697.14|SBNO1	1469.73	1874.86	1728.81	1881.85	1610.65	1539.92
ENSG00000139714.12|MORN3	39	61	32	69	41	47
ENSG00000139718.10|SETD1B	555	694	918	743	685	732
ENSG00000139719.10|VPS33A	655	646	816	834	736	681
ENSG00000139722.7|VPS37B	1831.1	1731.97	2342.91	1708.9	2024.03	1558.4
ENSG00000139725.8|RHOF	18.3	54.97	9.91	25.63	19.18	15.57
ENSG00000139726.11|DENR	1930	1673	2308	2003.99	2045.99	1571
ENSG00000139734.18|DIAPH3	166	264	243	313	182	200
ENSG00000139737.22|SLAIN1	1009	1015	1216	1009	1055	846
ENSG00000139746.15|RBM26	1176	1294	1395	1366.39	1282	1007.46
ENSG00000139793.18|MBNL2	351	424	433	472	415	467
ENSG00000139800.8|ZIC5	95	126	128	154	99	116
ENSG00000139826.6|ABHD13	365	288	348	376	385	320
ENSG00000139832.5|RAB20	34	66	73	74	85	44
ENSG00000139835.13|GRTP1	37	23	31	15.82	34	15
ENSG00000139842.15|CUL4A	2142	2349.49	2643	2839	2545	2374
ENSG00000139880.19|CDH24	414	306	559	367	392	302
ENSG00000139908.14|TSSK4	27	38	50	39	39	27
ENSG00000139910.20|NOVA1	4130	2620	5496	3198	4684	2417
ENSG00000139915.20|MDGA2	124	70	148	96	140	59
ENSG00000139921.13|TMX1	2133	1940	2307	2464	2269	1827
ENSG00000139926.15|FRMD6	853	823	989	831	973	755
ENSG00000139946.10|PELI2	1014.66	1349	1169.49	1713	1072.89	1414
ENSG00000139970.17|RTN1	1850	2580	2287	3228	2072	2624
ENSG00000139971.15|ARMH4	748	496.37	955.5	550	893.74	511
ENSG00000139973.16|SYT16	30	42	18	41	24.34	32
ENSG00000139974.15|SLC38A6	118.36	130.62	129.02	158.67	134.27	136.68
ENSG00000139977.14|NAA30	582	596	569	645	631	590
ENSG00000139985.6|ADAM21	11.73	22	18	23.93	6.79	21
ENSG00000139990.17|DCAF5	1111	1410	1373	1559	1301	1149
ENSG00000139998.15|RAB15	611	679	782	627	671	582
ENSG00000140006.11|WDR89	357	339	426.9	391.87	416	374
ENSG00000140022.12|STON2	168	277	246	281	185	229
ENSG00000140025.16|EFCAB11	96	135	122	131	111	91
ENSG00000140043.11|PTGR2	427.11	507.64	472.6	576.24	438.75	422.01
ENSG00000140044.13|JDP2	84	93	111	96	68	80
ENSG00000140057.9|AK7	50	31	53	42	60	23
ENSG00000140067.6|FAM181A	202	198.99	177.19	207	177.17	213
ENSG00000140092.14|FBLN5	43	47	44	51	34	37
ENSG00000140104.14|CLBA1	301	366	374	392	310	316
ENSG00000140105.18|WARS	1331	1256.73	1679.41	1477	1524.75	1285
ENSG00000140153.17|WDR20	326	320	425	397	394	351
ENSG00000140157.14|NIPA2	1275.15	1227.71	1463.42	1409.11	1549.47	1222.56
ENSG00000140199.11|SLC12A6	458.06	470.02	514.06	407.07	448.07	394.05
ENSG00000140259.7|MFAP1	973	1061	1128	1088	1025	899
ENSG00000140262.17|TCF12	8191	6564	9520	7411	9173	5922
ENSG00000140263.14|SORD	1190.67	1223.57	1573.85	1392.41	1393.42	1209.12
ENSG00000140264.19|SERF2	4551.94	5152.11	5982.35	4969.56	5204.53	4332.99
ENSG00000140265.12|ZSCAN29	929	842	1230	1118	1071	795
ENSG00000140280.14|LYSMD2	103	82	118	111	116	90
ENSG00000140287.11|HDC	23	2	29	4	23	7
ENSG00000140299.11|BNIP2	1226	1189	1392	1435	1294	1145
ENSG00000140307.11|GTF2A2	930	793	1005	973	1036	728
ENSG00000140319.10|SRP14	3739	3983	4327	4375	4241	3354
ENSG00000140320.12|BAHD1	1080	1389.84	1392	1481.78	1280	1405
ENSG00000140323.6|DISP2	234.69	267.26	309.05	307.45	232.83	229.95
ENSG00000140326.13|CDAN1	352.34	574.34	513.12	573.87	488.94	509.99
ENSG00000140332.15|TLE3	215	217	297	224	231	208
ENSG00000140350.15|ANP32A	6340	5078	7474	5962	6891	4804
ENSG00000140365.15|COMMD4	1059	1336	1371	1453	1377	1285
ENSG00000140367.11|UBE2Q2	819	674	761	795	787	606
ENSG00000140374.16|ETFA	1566	1508	1753	1752	1807	1394
ENSG00000140382.15|HMG20A	1526.43	1519.35	1795.61	1591.36	1656.25	1400.68
ENSG00000140386.13|SCAPER	392	375	481	421	409	333
ENSG00000140391.14|TSPAN3	8019	8024	9245	8727	8965	7570
ENSG00000140395.9|WDR61	861	843	1019	1081	1094	891
ENSG00000140396.13|NCOA2	804	851	882	864	754	689
ENSG00000140398.13|NEIL1	113.67	155.76	219.36	134.51	161.56	113.37
ENSG00000140400.17|MAN2C1	1551.99	1912.8	2370.96	1914.67	1992.07	1747.07
ENSG00000140403.12|DNAJA4	6	5	23.14	18	9	11
ENSG00000140406.3|TLNRD1	148	142	215	153	142	119
ENSG00000140416.21|TPM1	415	457	520.95	550.25	457.39	452.11
ENSG00000140443.14|IGF1R	2453	2884	3540	3320	2971	2575
ENSG00000140450.9|ARRDC4	441	560	475	574	421	403
ENSG00000140451.13|PIF1	536	482	961	486	827	433
ENSG00000140455.17|AC007950.1	1096.71	956.56	1336.61	1143.95	1227.67	823.11
ENSG00000140463.14|BBS4	286	317	318	341	362	256
ENSG00000140464.19|PML	271	502	416	435	307	367
ENSG00000140465.14|CYP1A1	45	105	60	129	43	113
ENSG00000140471.17|LINS1	233	247	271	317	243	230
ENSG00000140474.14|ULK3	839	1233	1183	1248	990	1127
ENSG00000140488.16|CELF6	28.95	29.94	14.66	32	38.83	17.07
ENSG00000140497.16|SCAMP2	773	863	1033	856	885	785
ENSG00000140511.11|HAPLN3	182	264	251	222	206	209
ENSG00000140521.13|POLG	1022.62	1248.71	1646.25	1319.64	1288.59	1190.25
ENSG00000140522.12|RLBP1	190	94	204	94	171	62
ENSG00000140525.17|FANCI	3986.38	5344.29	5076.75	6166.36	4731.41	4900.75
ENSG00000140526.18|ABHD2	7402.99	5888.04	9127.77	6760.6	8305.79	5212.58
ENSG00000140534.13|TICRR	964.82	1578.05	1735.82	1832.38	1412.33	1589.37
ENSG00000140538.16|NTRK3	732	575	1096	759	934	565
ENSG00000140543.14|DET1	161.71	97.49	199.33	102.93	172.28	69.17
ENSG00000140545.15|MFGE8	2569	2869	3655	3071	2983	2545
ENSG00000140548.10|ZNF710	316.3	430.76	446.84	371.14	318.66	361.13
ENSG00000140553.17|UNC45A	1228.81	1651.08	1695.62	1753.91	1441.88	1482.07
ENSG00000140564.12|FURIN	238	249	312	224	256	213
ENSG00000140575.13|IQGAP1	3931	4807	4634	5342	4149	4467
ENSG00000140577.16|CRTC3	545	566	706	644	643	507
ENSG00000140598.15|EFL1	693.95	649.93	821.93	782.98	821	579.94
ENSG00000140612.14|SEC11A	2497.18	2661.16	2689.23	2955.11	2597.16	2337.04
ENSG00000140632.17|GLYR1	2675	3295	3439	3498	3182	3001
ENSG00000140650.12|PMM2	507.27	618.88	655.33	578.92	537.76	485.83
ENSG00000140678.16|ITGAX	33	128	35	95	25	68
ENSG00000140682.19|TGFB1I1	318	453	488	501	436	423
ENSG00000140688.17|C16orf58	1174	1452.97	1787.8	1436.12	1399.87	1235.97
ENSG00000140691.16|ARMC5	144.82	170.68	237.05	179.74	176.49	144.18
ENSG00000140694.17|PARN	931	895	1026	959	1035	751
ENSG00000140718.21|FTO	1757	1759	2005	1952	1902	1574
ENSG00000140740.10|UQCRC2	1784	1983	2107	2091	2018	1751
ENSG00000140743.8|AC092338.1	549.31	382	678	474	667	490
ENSG00000140750.17|ARHGAP17	959	1122	1374	1223	1134	1028
ENSG00000140795.13|MYLK3	36	149	22	143	21	102
ENSG00000140807.7|NKD1	659	422	887	533	829	486
ENSG00000140829.12|DHX38	1882.2	2262.32	2681.64	2395.99	2334.04	2081.19
ENSG00000140830.9|TXNL4B	402	506.32	485.79	496.58	474	490
ENSG00000140832.9|MARVELD3	24.08	46.88	55.13	61	52	36.52
ENSG00000140836.17|ZFHX3	148.07	232.95	233.25	251.76	219.04	249.86
ENSG00000140839.11|CLEC18B	47.36	71.62	52.96	46.79	42.56	32.76
ENSG00000140848.17|CPNE2	2554	3380	3438	3598	2896	3250
ENSG00000140853.15|NLRC5	359	508	472	533	369	546
ENSG00000140854.13|KATNB1	574	821	907	817	690	797
ENSG00000140859.16|KIFC3	227	304	419.22	310	292	306.38
ENSG00000140905.10|GCSH	1470.76	1336.18	1550.47	1584.86	1533.79	1227.3
ENSG00000140931.20|CMTM3	868	865	1058	874	1016	777
ENSG00000140937.14|CDH11	882.88	803.89	1039	815	1012.93	722
ENSG00000140939.14|AC074143.1	345.76	444	505	450.59	471.76	342
ENSG00000140941.13|MAP1LC3B	1407.84	1528.24	1358.76	1474.77	1387.29	1203.52
ENSG00000140943.17|MBTPS1	2153	2475	2698	2537	2523	2123
ENSG00000140948.11|ZCCHC14	1165	1224	1546	1468	1303	1165
ENSG00000140950.16|MEAK7	236	307	278	306	249	248
ENSG00000140961.13|OSGIN1	61	94	121	147	66	146
ENSG00000140983.14|RHOT2	1252	1868	2129	1743	1605	1736
ENSG00000140987.20|ZSCAN32	573.07	584.72	691.56	632.91	620.02	504.87
ENSG00000140988.16|RPS2	15743.21	16100.26	22979.71	15699.94	17991.85	14017.68
ENSG00000140990.15|NDUFB10	970	756	1178	934	1068	834
ENSG00000140992.19|PDPK1	1157.25	1386.75	1391.21	1499.28	1432.36	1311
ENSG00000140993.11|TIGD7	353.08	407.69	530.92	500.42	538.95	440.1
ENSG00000140995.16|DEF8	874	1151	1289	1164	1160	1138
ENSG00000141002.20|TCF25	2040.36	2368.57	2922.83	2490.7	2513.71	2263.83
ENSG00000141012.13|GALNS	314	461	583	480	385	444
ENSG00000141013.17|GAS8	609.57	699.84	791.78	783.01	623.18	642.16
ENSG00000141026.6|MED9	309	429	406	442	338	356
ENSG00000141027.21|NCOR1	2883	2838.33	3496.73	3242	3140	2698
ENSG00000141030.13|COPS3	1518	1545	1698	1741	1617	1312
ENSG00000141034.9|GID4	309	317	435	412	415	326
ENSG00000141040.15|ZNF287	277	293	335	314	296	242
ENSG00000141068.14|KSR1	1084.25	1594.93	1335.67	1717.78	1288.22	1588.54
ENSG00000141076.18|UTP4	1435	1525	1697	1843	1686	1489
ENSG00000141084.11|RANBP10	911	1043	1120	1033	987	818
ENSG00000141086.18|CTRL	28.32	52.78	49.42	42.43	54.61	48.6
ENSG00000141098.13|GFOD2	592	601	827	662	722	658
ENSG00000141101.13|NOB1	901.77	1027	1175	1020	965	955
ENSG00000141127.15|PRPSAP2	689	760	820	848	815	626.94
ENSG00000141179.13|PCTP	95	113	119	93	103	93
ENSG00000141198.16|TOM1L1	150.98	164.26	156.39	165.92	130.07	141.17
ENSG00000141219.15|C17orf80	990	1109	1309	1237	1203.08	1019
ENSG00000141232.5|TOB1	531	747	680	886	568	605
ENSG00000141252.20|VPS53	1043	1338	1233	1389	1164	1229
ENSG00000141258.13|SGSM2	2200.9	4052.74	3611.13	3873.19	2774.17	3537.86
ENSG00000141279.16|NPEPPS	2086.77	2174.83	2507.14	2407.23	2295.13	1845.22
ENSG00000141294.10|LRRC46	13	17	24	20	20	14
ENSG00000141295.14|SCRN2	336	512	502	459	397	406
ENSG00000141298.19|SSH2	594	628	812	721	688	610
ENSG00000141314.13|RHBDL3	566	572	784	578	699	469
ENSG00000141337.12|ARSG	132.9	131.26	174.58	151.33	157.4	121.49
ENSG00000141338.14|ABCA8	4	33	14	14	8	14
ENSG00000141349.8|G6PC3	1646	1854	2337	1799	2056	1749
ENSG00000141367.11|CLTC	11042.97	11595.91	13120.86	13444.96	12412.96	10909.94
ENSG00000141376.22|BCAS3	358	378	393	360	360	296
ENSG00000141378.14|PTRH2	498.03	581.09	622.14	574.04	577.04	466.06
ENSG00000141380.14|SS18	1693	1658	2104	1850	1914	1457
ENSG00000141384.12|TAF4B	85	89	116	96	127	85
ENSG00000141385.9|AFG3L2	1748.41	1796.5	2033.56	2220.6	1908.19	1831.48
ENSG00000141391.14|PRELID3A	176	210	270	227	246	199
ENSG00000141401.12|IMPA2	170	149	236	164	188	136
ENSG00000141404.16|GNAL	15.05	40.4	21.11	57.47	51.65	43.78
ENSG00000141424.13|SLC39A6	4376	3555	5022	4178	4838	3406
ENSG00000141425.18|RPRD1A	2361	2089	2622	2511	2534	1903
ENSG00000141428.17|C18orf21	314.65	251.15	396.73	328.22	368.41	248.97
ENSG00000141429.13|GALNT1	2639	2115	2900	2440	2781	2063
ENSG00000141441.16|GAREM1	300.45	341.19	418.4	405.58	416.25	284.39
ENSG00000141446.11|ESCO1	565	548	644	682	645	521
ENSG00000141447.18|OSBPL1A	1077.33	1106	1240.94	1247.4	1109.65	995
ENSG00000141452.9|RMC1	400.51	376.54	394.97	324.67	426.26	308.38
ENSG00000141456.14|PELP1	1447	1847	1976	1892	1635	1785
ENSG00000141458.13|NPC1	1335.49	1464.46	1681.03	1706.33	1520.74	1480.62
ENSG00000141469.18|SLC14A1	5	25	1	13	2	20
ENSG00000141480.18|ARRB2	967	1089	1190	1094	991	944
ENSG00000141499.16|WRAP53	358.03	437.01	469.06	510.04	418.03	429.02
ENSG00000141503.16|MINK1	1797.92	2782.91	2619	2745	2195	2340
ENSG00000141504.11|SAT2	1024	971	1083	952	1115	817
ENSG00000141505.12|ASGR1	37	47	34	34	16	36
ENSG00000141510.17|TP53	2498.97	3020.99	3043.94	3142.96	2819.97	2594.98
ENSG00000141519.15|CCDC40	136	160	235	188	192	131
ENSG00000141522.12|ARHGDIA	2902.1	3062.28	5627.79	3373.17	3797.28	3296.84
ENSG00000141524.15|TMC6	66	104	100	128.05	79.7	148
ENSG00000141526.16|SLC16A3	8	52	16.11	18	10	12
ENSG00000141527.18|CARD14	13	62.52	32.28	51	32	44.85
ENSG00000141540.11|TTYH2	994.19	981.51	1458.48	1005.52	1120.11	867.29
ENSG00000141542.11|RAB40B	125	219	179	266	159	176
ENSG00000141543.11|EIF4A3	1873	2213	2269	2362	2285	2150
ENSG00000141551.14|CSNK1D	2311.87	2530.73	3098.17	2580.26	2754.75	2526.05
ENSG00000141552.17|ANAPC11	380	479	598	463	569	459
ENSG00000141556.21|TBCD	2220.58	2959.17	3296.22	3151.72	2634.76	2835.77
ENSG00000141560.15|FN3KRP	591	853	748	932.34	665	770
ENSG00000141562.18|NARF	1339	1558	1838	1553	1661	1239
ENSG00000141564.15|RPTOR	734	800.97	1026	1035.99	777	905
ENSG00000141568.21|FOXK2	1444	1590	2160.93	1840	1771	1652
ENSG00000141569.12|TRIM65	373	486	527	565	538	401
ENSG00000141570.11|CBX8	445	565	659	605	489	510
ENSG00000141576.16|RNF157	1835.65	1860.76	2428.55	2165.5	2128.7	1858.71
ENSG00000141577.14|CEP131	295.98	523	526	480	372	433
ENSG00000141579.7|ZNF750	6	19	8	17	11	19
ENSG00000141580.16|WDR45B	2030.96	2114	2685.99	2140	2329.99	1890.99
ENSG00000141582.15|CBX4	421	479	704	599	553	484
ENSG00000141622.14|RNF165	1167	1343	1569	1579	1356	1201
ENSG00000141627.13|DYM	637	569	772	615	749	476
ENSG00000141639.12|MAPK4	390	396	589	413	511	340
ENSG00000141642.9|ELAC1	245.51	194.44	207	203	217.14	164
ENSG00000141644.17|MBD1	1348	1687	1704	1719	1587	1526
ENSG00000141646.13|SMAD4	1755.92	1547.05	1951	1791	1819.39	1398
ENSG00000141655.17|TNFRSF11A	18	9	15	13	10	8
ENSG00000141664.9|ZCCHC2	161	145	240	215	209	188
ENSG00000141696.13|P3H4	1117	1303	1473	1373	1270	1303
ENSG00000141698.16|NT5C3B	849	836	1157	927	960	846
ENSG00000141699.11|RETREG3	708	732	837	792	751	713
ENSG00000141736.13|ERBB2	730	791	1029.05	874.62	828.06	634
ENSG00000141741.12|MIEN1	355	270	347	327.38	380	288
ENSG00000141750.7|STAC2	449	560	643	641	511	512
ENSG00000141753.7|IGFBP4	233	403	254	360	259	347
ENSG00000141756.18|FKBP10	8007	11946	11983	11467	9474	10517
ENSG00000141759.15|TXNL4A	1220	1103	1596	1170	1351	1021
ENSG00000141854.9|MISP3	12	10	12	15	17	12
ENSG00000141858.11|SAMD1	655	643	968	717	733	602
ENSG00000141867.17|BRD4	1434	1644	2347	1645	1801	1459
ENSG00000141873.11|SLC39A3	545	597.07	732.14	606.1	609	582.91
ENSG00000141905.19|NFIC	1549	2308	2660	2385	1919	2063
ENSG00000141933.9|TPGS1	9.05	15.73	31.62	24.23	10.94	25
ENSG00000141934.10|PLPP2	453	667	569	621	490	685
ENSG00000141956.13|PRDM15	367	353	538	415	408	375
ENSG00000141959.17|PFKL	1299	2152	2397	1990	1602	1718
ENSG00000141965.4|FEM1A	44.74	24.83	59.2	39.41	64.27	47.35
ENSG00000141971.13|MVB12A	324	363	460	398	346	353
ENSG00000141985.9|SH3GL1	891.91	1186.92	1533	1225	1124	1114
ENSG00000141994.16|DUS3L	264.57	362.8	472.91	416.65	338.95	375.9
ENSG00000142002.17|DPP9	966.21	1161.31	1442.8	1227.79	1170.77	1161.74
ENSG00000142039.4|CCDC97	596.98	669.68	805.47	658.44	640.7	647.92
ENSG00000142046.15|TMEM91	60	105	78	107	80	70
ENSG00000142065.14|ZFP14	323	268	362	344	344	240
ENSG00000142082.15|SIRT3	374.13	399	420	423	406	380
ENSG00000142089.16|IFITM3	979.88	1456.43	1629.62	1468.44	1340.67	1591.16
ENSG00000142102.15|PGGHG	945	1256	1370	1177	1068	1158
ENSG00000142149.9|HUNK	699	753	796	754	729	702
ENSG00000142156.14|COL6A1	4010	4850	7173	5285	4864	4860
ENSG00000142166.13|IFNAR1	1654	1839	2032	2222	1828	1796
ENSG00000142168.14|SOD1	2197	2848	3153	3067	2663	2746
ENSG00000142173.15|COL6A2	1714	2672	3010	2664	1924	2333
ENSG00000142178.8|SIK1	282.72	466.15	297.29	500.52	304.1	425.58
ENSG00000142186.17|SCYL1	872	1167	1440	1191	1081	1131
ENSG00000142188.17|TMEM50B	585.12	505	569.06	633	553.04	472.02
ENSG00000142192.21|APP	19998	17299	23516	17706	21846	14911
ENSG00000142197.12|DOP1B	849	755	1064	922	831	712
ENSG00000142207.7|URB1	1094	1286	1469	1553	1295	1372
ENSG00000142208.16|AKT1	3311.12	3949.04	4710.48	3951.44	3689.67	3810.32
ENSG00000142227.11|EMP3	495	759	611	799	577	686
ENSG00000142230.11|SAE1	4719	4717	5770	4902	5365	4319
ENSG00000142235.9|AC008403.1	61	68	75	57	46	59
ENSG00000142252.10|GEMIN7	245.66	251.24	249.82	258.34	266.08	237.33
ENSG00000142279.12|WTIP	54	49	61	49	49	50
ENSG00000142303.14|ADAMTS10	79	124	104	76	65	67
ENSG00000142327.13|RNPEPL1	405	547	701	593	509	646
ENSG00000142330.20|CAPN10	254	362	454	357	345	361
ENSG00000142396.10|ERVK3-1	1315.99	1454.23	1596.19	1546.42	1430.72	1327.22
ENSG00000142408.4|CACNG8	561	722	825	815	654	684
ENSG00000142409.6|ZNF787	132	170	217	169	168	138
ENSG00000142444.7|TIMM29	144	187	174	200	168	174
ENSG00000142449.13|FBN3	200	200	304	240	247	231
ENSG00000142453.11|CARM1	1052.37	1118.21	1432.89	1022.77	1230.94	979.72
ENSG00000142459.8|EVI5L	325	472	494	464	424	430
ENSG00000142494.13|SLC47A1	811	1065	1076.98	1298	927	1116.99
ENSG00000142507.10|PSMB6	1828	1695	2335	1849	2264	1627
ENSG00000142512.15|SIGLEC10	7.15	33.07	10.37	19.63	15	9.2
ENSG00000142528.16|ZNF473	620	813	833	762	772.99	727
ENSG00000142530.10|FAM71E1	11.4	12.14	13.07	17.12	11.14	13.05
ENSG00000142534.7|RPS11	12010	11135	13077.3	10488	12659.6	9036
ENSG00000142541.17|RPL13A	14545.86	17550	16947.42	15249.97	15580.57	13601.53
ENSG00000142544.7|CTU1	44	48	45	38	55	43
ENSG00000142546.13|NOSIP	538	709	707	583	539	545
ENSG00000142549.9|IGLON5	1078	991	1817	1078	1363	876
ENSG00000142552.8|RCN3	119	275	205	232	148	217
ENSG00000142556.19|ZNF614	685	689	829	761	772	624
ENSG00000142599.18|RERE	3398	4759	5663	5196	4473	4567
ENSG00000142611.17|PRDM16	24	10	28	12	17	10
ENSG00000142621.19|FHAD1	29.99	49	51	64	41	36
ENSG00000142627.13|EPHA2	1553	2653	2494	2947	2196	3294
ENSG00000142632.17|ARHGEF19	59	140	97	111	63	107
ENSG00000142634.13|EFHD2	340	607	518	604	438	703
ENSG00000142655.13|PEX14	219.07	324.93	365.34	293.51	297.08	323.13
ENSG00000142657.21|PGD	5392	5662	7264	6465	6568	5626
ENSG00000142669.15|SH3BGRL3	1157.85	1264.95	1684.88	1218.97	1338.94	1059.95
ENSG00000142675.18|CNKSR1	25	11	37	16	26	6
ENSG00000142676.14|RPL11	13627	13463	15139	14163	14967	11548
ENSG00000142684.9|ZNF593	85.18	65.97	115.83	99.9	92.09	107.75
ENSG00000142686.8|C1orf216	866	822	1080	910	1043	810
ENSG00000142687.18|KIAA0319L	2032	2229	2587	2551	2462	2084
ENSG00000142694.6|EVA1B	18.44	47.2	42.82	32.24	18.47	34.16
ENSG00000142700.12|DMRTA2	145	241	226	217	183	202
ENSG00000142731.11|PLK4	691	820	887	996	795	717
ENSG00000142733.16|MAP3K6	163	201	256	249	201	207
ENSG00000142751.15|GPN2	633.69	714	814.94	774	678	680.79
ENSG00000142765.18|SYTL1	14	34	22	22	9	27
ENSG00000142784.16|WDTC1	934	1147	1195	1242	1099	1145
ENSG00000142794.18|NBPF3	140.34	123.27	155.13	171.36	182.22	125.91
ENSG00000142798.20|HSPG2	351.92	583.77	627.35	542.72	395.63	480.51
ENSG00000142856.16|ITGB3BP	308	326	354	385	339.04	274
ENSG00000142864.14|SERBP1	9434.79	7961.91	11383.79	8996.94	10575.73	7781.94
ENSG00000142867.13|BCL10	206	198	261	192	212	196
ENSG00000142871.17|CCN1	111	120	155	202	232	174
ENSG00000142875.19|PRKACB	850	837	986	1036	1038	851
ENSG00000142892.15|PIGK	312	285	303	363	308	237
ENSG00000142920.17|AZIN2	63	78	106	92	67	71
ENSG00000142937.12|RPS8	9648.01	9489	10286.86	9480	10230.01	7830
ENSG00000142945.13|KIF2C	2243.99	2790	2720.98	2887.99	2665.97	2250.99
ENSG00000142949.17|PTPRF	3484	5047	5109	5237	3913	4271
ENSG00000142961.14|MOB3C	127	196	155	201	144	146
ENSG00000143013.13|LMO4	4717	4921	4981	5429	5043	4452
ENSG00000143028.9|SYPL2	47	87	67	87	61	86
ENSG00000143033.18|MTF2	639	758	803	854	741	661
ENSG00000143061.17|IGSF3	4684.45	4576.12	5979.08	4954.39	5282.54	4293.62
ENSG00000143067.5|ZNF697	305	343	437	441	410	374
ENSG00000143079.15|CTTNBP2NL	708	746	878	895	846	772
ENSG00000143093.15|STRIP1	970	1041	1093	1123	978	942
ENSG00000143106.13|PSMA5	1694	1808	1843	2054	1818	1562
ENSG00000143126.8|CELSR2	5715	7865	8765	8267	6933	7253
ENSG00000143127.13|ITGA10	20	12	36	10	18	4
ENSG00000143147.14|GPR161	314	226	338	216	341	200
ENSG00000143149.12|ALDH9A1	1741	1622	1838	1798	1965	1436
ENSG00000143153.12|ATP1B1	844.65	1000.26	919.06	1024.09	986.13	902.56
ENSG00000143155.13|TIPRL	421	414	494	498	428	317
ENSG00000143156.14|NME7	161.35	128.74	142.94	115.91	120.87	96.44
ENSG00000143157.11|POGK	1076	1025	1259	1030	1197	862
ENSG00000143158.11|MPC2	112.53	95.45	144	155	122	147.37
ENSG00000143162.9|CREG1	92	113	81	116	108	81
ENSG00000143164.15|DCAF6	335.47	369.55	399	398	421	345.63
ENSG00000143178.13|TBX19	11	21	11	32	15	27
ENSG00000143179.16|UCK2	1451	1337	1782.99	1528	1732	1371
ENSG00000143183.16|TMCO1	2002	1841	2109.41	2085.28	2068	1760
ENSG00000143190.23|POU2F1	280	324	294	302	291	215
ENSG00000143194.13|MAEL	13	20	16	14	32	13
ENSG00000143195.13|ILDR2	1574	976	1756	1141	1656	977
ENSG00000143198.13|MGST3	411	348	500	395	495	295
ENSG00000143207.21|COP1	596	495	682	535	632	457
ENSG00000143222.12|UFC1	1039.41	992.2	1323.22	1050.17	1139.9	945.95
ENSG00000143224.18|PPOX	298.01	472.51	400.29	391.41	320.82	348.51
ENSG00000143226.13|FCGR2A	73.33	77.99	86.47	76.98	111	66
ENSG00000143228.13|NUF2	826	925	887	976	953	833
ENSG00000143248.13|RGS5	27.94	37.98	35.23	26.96	28.39	10.19
ENSG00000143252.14|SDHC	2381.07	2196	2507.97	2459.89	2506.88	2074.99
ENSG00000143256.5|PFDN2	580	585	759	595	723	567
ENSG00000143258.16|USP21	586	530	700	642	731	498
ENSG00000143294.15|PRCC	1010	1072	1332	1158	1143	967
ENSG00000143303.12|RRNAD1	208.36	283.71	263.48	255.79	244.77	207.12
ENSG00000143314.12|MRPL24	785	657	950	731	911	652
ENSG00000143315.7|PIGM	573	505	658	575	657	524
ENSG00000143318.13|CASQ1	22	21	23	32	23	16
ENSG00000143319.16|ISG20L2	918.64	1029.29	1190.52	1106.21	1091.23	936.88
ENSG00000143320.9|CRABP2	192	259	195	199	189	172
ENSG00000143321.19|HDGF	6268	6357	7451	6928	7309	5971
ENSG00000143322.20|ABL2	694	638	913	720	809	590
ENSG00000143324.13|XPR1	1469	1697	1777	1991	1630	1602
ENSG00000143337.18|TOR1AIP1	991.34	1128.48	1176.55	1406.51	1127.83	1044.6
ENSG00000143344.15|RGL1	661	693	674	727	714	614
ENSG00000143353.12|LYPLAL1	121	101	111	117	83	88
ENSG00000143363.17|PRUNE1	485	382	550	437	456	373
ENSG00000143367.16|TUFT1	167	230	181	197	184	186
ENSG00000143368.10|SF3B4	1403	1809	2021	1820	1656	1685
ENSG00000143369.15|ECM1	47	56	42	75	30	38
ENSG00000143373.18|ZNF687	828.34	930.42	1231.6	985.14	937.14	894.49
ENSG00000143374.17|TARS2	841	955	1088	1065	917	911
ENSG00000143375.15|CGN	256	447	322	424	303	348
ENSG00000143376.14|SNX27	1632	1883	2009.99	2117	1941	1822
