LMP_827_R1B1	LMP.Olap_827_R1B1	LMP_827_R2B1	LMP.Olap_827_R2B1	LMP_827_R3B2	LMP.Olap_827_R3B2
ENSG00000004139.14|SARM1	1273.18	1386.76	1115.92	1666.49	1645.16	1181.82
ENSG00000004142.12|POLDIP2	1896.03	2197.33	2207.48	2678.05	2555.53	1990.21
ENSG00000004399.12|PLXND1	1678	1613	1697	2305	2147	1527
ENSG00000004455.16|AK2	1246.83	1404	1719	1653	1698.69	1278.77
ENSG00000004478.8|FKBP4	2518	2809	2367	2708	3149	2320
ENSG00000004487.16|KDM1A	1624	1687	1832	1888	1995	1514
ENSG00000004534.15|RBM6	1811	2042	2726.47	2352	2652	1834
ENSG00000004660.14|CAMKK1	95	89	157	132	160	99
ENSG00000004700.16|RECQL	1594.71	1786.36	1747.76	1897.2	2179.29	1525.01
ENSG00000004766.17|VPS50	523	582	586	603	674	531
ENSG00000004776.13|HSPB6	155.48	206.4	202.24	260.08	257.23	185.88
ENSG00000004777.18|ARHGAP33	404.48	302.99	342.69	498.34	553.24	345.75
ENSG00000004779.10|NDUFAB1	580	656	690	763	804	566
ENSG00000004838.14|ZMYND10	77	119	149	182	153	104
ENSG00000004864.13|SLC25A13	1044	1122	940	1148	1369	985
ENSG00000004866.20|ST7	540.1	578.78	830.31	634.35	661.88	527.65
ENSG00000004897.12|CDC27	1895	1850.99	2077.97	2101	2485.91	1650.94
ENSG00000004961.15|HCCS	387	440	357	514	545	377
ENSG00000004975.12|DVL2	1257	1211	1626	1722	1663	1175
ENSG00000005007.12|UPF1	2419	2318	1959	2669	3096	2103
ENSG00000005020.13|SKAP2	1332	1614	1585	1663	1705	1279
ENSG00000005022.6|SLC25A5	2853.92	3093.88	3653.93	3741.91	4343.89	2911.88
ENSG00000005059.16|MCUB	382	386	870	652	643	444
ENSG00000005073.5|HOXA11	19.77	40	31	28	45	20
ENSG00000005075.15|POLR2J	915.85	903.25	1025.6	1092.43	1157.04	903.71
ENSG00000005100.13|DHX33	1013	1157	951	1186	1188	947
ENSG00000005156.11|LIG3	500.71	551.52	587.73	543.22	684.11	494.66
ENSG00000005175.10|RPAP3	895	1137	903	1119	1228	885
ENSG00000005189.19|REXO5	111	106	137.84	144	179	138
ENSG00000005194.15|CIAPIN1	1126	1290	1058	1428	1550	1144
ENSG00000005206.17|SPPL2B	1467	1477.11	1468	2238	2107	1566
ENSG00000005238.19|FAM214B	408	511	505	630	555	431
ENSG00000005243.10|COPZ2	124	141	160	163	213	168
ENSG00000005249.13|PRKAR2B	157	154	159	198	233	151
ENSG00000005302.18|MSL3	537	591	611	683	766	498
ENSG00000005339.14|CREBBP	1505	1593	1459	1795	2052	1427
ENSG00000005379.17|TSPOAP1	177	198	173	230	213	170
ENSG00000005436.13|GCFC2	368.54	464	429	570	631	437
ENSG00000005448.16|WDR54	340	333	551	505	536	354
ENSG00000005469.11|CROT	843	1195	658	1087	1010	873
ENSG00000005483.20|KMT2E	1381.95	1438	2142.9	1854.84	2124.78	1463.81
ENSG00000005486.17|RHBDD2	2339	2207	2037	2891	3500	2131
ENSG00000005513.10|SOX8	377	273	290	280	556	318
ENSG00000005700.15|IBTK	1345	1546	1834	1787	1855	1385
ENSG00000005801.18|ZNF195	318	478	280	463	371	315
ENSG00000005810.18|MYCBP2	452	485.43	452.51	475	504.97	398
ENSG00000005812.11|FBXL3	306.5	286.99	459.36	391.96	451.01	371
ENSG00000005882.11|PDK2	450.04	542.14	443.63	598.58	630.62	438.92
ENSG00000005884.18|ITGA3	3457	4086	4319	5923.22	5051	4098
ENSG00000005889.15|ZFX	565	645	636	671	743	535
ENSG00000005893.15|LAMP2	1654	1955	2745	2465	2341	1811
ENSG00000005961.18|ITGA2B	4	5	19	12	12	17
ENSG00000006007.12|GDE1	817	1035	861	986	1082	870
ENSG00000006015.17|REX1BD	215	282	205	318	336	230
ENSG00000006016.11|CRLF1	52.89	67.35	71.46	67.83	82.45	52.37
ENSG00000006025.12|AC003665.1	405	415	451	541	494	362
ENSG00000006047.13|YBX2	18	30	16	33	16	16
ENSG00000006062.16|MAP3K14	112.54	95.08	64.24	119.13	158.88	135.95
ENSG00000006071.13|ABCC8	41	51	34	53	32	25
ENSG00000006118.14|TMEM132A	864.97	844	687	977	986.74	617
ENSG00000006125.18|AP2B1	5359	5850	7147	6874	6800	5225
ENSG00000006194.10|ZNF263	577.01	626.77	728.63	815.86	734.12	589.02
ENSG00000006210.7|CX3CL1	1156	1382	949	1458	1423	1129
ENSG00000006282.21|SPATA20	859	833	886	1228	1230	896
ENSG00000006283.18|CACNA1G	32	15	33	32	45	25
ENSG00000006327.13|TNFRSF12A	971	1019	868	1140	1275	779
ENSG00000006451.8|RALA	1084	1295	1403	1360	1549	1137
ENSG00000006453.14|BAIAP2L1	84.95	96.55	128.78	169.78	159.52	130.66
ENSG00000006459.11|KDM7A	110	75	127	118	152	82
ENSG00000006468.14|ETV1	4380	4612	4336	4570	5498	3970
ENSG00000006530.17|AGK	1237.28	1560.97	1247.46	1494.26	1585.45	1208.71
ENSG00000006534.16|ALDH3B1	316	367	284	530	461	370
ENSG00000006576.16|PHTF2	2012	2261	1960	2321	2597	2011
ENSG00000006607.14|FARP2	1625.91	1842.38	1565.97	1982.14	2069.67	1509.11
ENSG00000006625.18|GGCT	970	1125	972	1054	1246.45	938.6
ENSG00000006634.8|DBF4	769.19	603.89	751.13	727.04	1147.35	705.21
ENSG00000006638.11|TBXA2R	70	65	97	97	102	49
ENSG00000006652.14|IFRD1	1068	1118	1317	1296	1357	1001
ENSG00000006695.11|COX10	292.87	361.92	348.95	439.82	351.88	294.81
ENSG00000006704.10|GTF2IRD1	524	570	795	809	826	559
ENSG00000006712.15|PAF1	1554	1779	1595	1933	2232	1422
ENSG00000006715.16|VPS41	1032	1025	1051	1082	1171	897
ENSG00000006744.19|ELAC2	1555	1723	1517	1946	1910	1453
ENSG00000006756.16|ARSD	497	542.49	452.19	657.75	642	537.78
ENSG00000006831.10|ADIPOR2	1511	1519	1593	1646	1817	1438
ENSG00000006837.12|CDKL3	30.68	67.47	51.54	70.61	61.08	47.28
ENSG00000007047.15|MARK4	386	532	628	585	588	403
ENSG00000007062.11|PROM1	31	33	85	77	25	47
ENSG00000007080.11|CCDC124	939	858	755	1098	1372	778
ENSG00000007168.13|PAFAH1B1	3542	4168	3858.47	4335	4602.33	3496
ENSG00000007171.17|NOS2	6695	4951	5442	5731	8482	4998
ENSG00000007174.18|DNAH9	59	120	69	93	124	74
ENSG00000007202.15|KIAA0100	3967.66	4409.3	4326.92	5056.69	5234.1	3741.59
ENSG00000007237.18|GAS7	6797	8619	6084	8977	8422	6802
ENSG00000007255.10|TRAPPC6A	38	31	30	63	45	50
ENSG00000007341.19|ST7L	423.41	606.96	484.4	603.76	585.06	472.32
ENSG00000007372.22|PAX6	87.98	93.86	111.24	93.42	104.91	92.76
ENSG00000007376.8|RPUSD1	252	183	132	301	323	208
ENSG00000007384.15|RHBDF1	338	309	843	545	392	271
ENSG00000007392.16|LUC7L	1091	1200	1484	1547	1483	1052
ENSG00000007402.11|CACNA2D2	16	18	23	33	24	16
ENSG00000007516.13|BAIAP3	10	15.01	17.02	14.01	8	4
ENSG00000007520.4|TSR3	131	150.99	138.98	191.99	222	129
ENSG00000007541.16|PIGQ	515.97	469.88	367.29	731.25	759.66	505.13
ENSG00000007545.15|CRAMP1	694.37	848.81	764.85	1095.61	981.38	735.46
ENSG00000007866.21|TEAD3	586	570	872	803	688	578
ENSG00000007923.16|DNAJC11	1627.51	1824.48	1528.23	1990.98	2178.15	1698.92
ENSG00000007944.15|MYLIP	136	123	214	111	119	76
ENSG00000007968.7|E2F2	162	168	139	201	242	199
ENSG00000008018.9|PSMB1	1421	1463	1801	1747	2152	1390
ENSG00000008056.14|SYN1	75	80	56	87	119	56
ENSG00000008083.14|JARID2	440	457	778	631	573	465
ENSG00000008086.11|CDKL5	7	18	23	40	31	28
ENSG00000008118.10|CAMK1G	41	25	15	16	31	15
ENSG00000008128.23|CDK11A	842.82	938.53	819.26	1014.31	1089.04	764.98
ENSG00000008130.15|NADK	1232	1382	1127	1720	1774	1315
ENSG00000008226.19|DLEC1	9.01	10.09	10.44	13.89	4.86	11.7
ENSG00000008256.16|CYTH3	490	544	579	778	605	547
ENSG00000008277.14|ADAM22	1094	1304	1028	1047	1303	1010
ENSG00000008282.8|SYPL1	2474	3092	3497	3482	3465	2590
ENSG00000008283.16|CYB561	868	998	943	1307	1195.69	920
ENSG00000008294.21|SPAG9	3037	3342	4050	4038	4105	2939
ENSG00000008300.17|CELSR3	522	641	413	682	593	477
ENSG00000008311.15|AASS	2048	2358	2271	2455	2603	2023
ENSG00000008324.11|SS18L2	188	199	195	215	242	164
ENSG00000008382.15|MPND	228	239.16	244.95	315.02	394.18	261.15
ENSG00000008405.12|CRY1	337	419	327	447	459	346
ENSG00000008441.16|NFIX	3301	3249	3896	4625	4795	3468
ENSG00000008513.16|ST3GAL1	873	927	1457	1110	1109	769
ENSG00000008710.19|PKD1	1981.28	1859.54	3414.93	3660.48	2679.65	1647.94
ENSG00000008735.14|MAPK8IP2	212	251	162	269	323	179
ENSG00000008838.20|MED24	1615	1771	1695	2117	2142	1555
ENSG00000008853.16|RHOBTB2	618.06	613.64	461.45	668.17	748.52	503.05
ENSG00000008869.12|HEATR5B	621	712	661	740	768	549
ENSG00000008952.17|SEC62	2591	3039	3149	3347	3446	2554
ENSG00000008988.9|RPS20	2678	2872	3686	3674	4130	2886
ENSG00000009307.16|CSDE1	9444	10775	13375.98	11983	13178.98	9606
ENSG00000009335.18|UBE3C	2360	2592	2580	2945	3221	2436
ENSG00000009413.15|REV3L	2022.04	2483.58	2316.89	2448.56	2990.43	2154.73
ENSG00000009694.13|TENM1	812	950	847	1004	810	756
ENSG00000009724.16|MASP2	55	39	44	51	52	31
ENSG00000009780.15|FAM76A	133	180	162	143	182	171
ENSG00000009830.11|POMT2	799	880	839	961	1043	804
ENSG00000009844.16|VTA1	1509	1834	1693	1910	1998	1663
ENSG00000009950.16|MLXIPL	134	124	119	131	155	124
ENSG00000009954.11|BAZ1B	5062	5728	5166	5996	6402	5050
ENSG00000010017.13|RANBP9	1352.43	1598.47	1794.31	1860.6	1979.85	1539.22
ENSG00000010030.14|ETV7	22	19	8	16	25	10
ENSG00000010072.16|SPRTN	303.49	434.3	336.53	401.68	460.88	337.1
ENSG00000010165.20|EEF1AKNMT	1040	1191	990	1306	1281	949
ENSG00000010219.13|DYRK4	220.33	234.93	249	260	295	224
ENSG00000010244.18|ZNF207	3081.02	3327	3937	3794	4327	3145
ENSG00000010256.11|UQCRC1	3170	3628	4623	4781	4742	3597
ENSG00000010270.13|STARD3NL	664	694	880	746	871	649
ENSG00000010278.14|CD9	1316	1594	7661	4572	2389	2052
ENSG00000010292.13|NCAPD2	2455.42	2317.47	2829.46	2775.83	3307.97	2400.08
ENSG00000010295.19|IFFO1	813	868	877	1200	971	749
ENSG00000010310.9|GIPR	30	17	73	54	40	33
ENSG00000010318.21|PHF7	60	78	67	85	86	62
ENSG00000010319.6|SEMA3G	7	7	14	14	13	10
ENSG00000010322.16|NISCH	2630	2862	2659	3606	3328	2324
ENSG00000010327.10|STAB1	12	20.06	6	17.01	22.02	19.05
ENSG00000010361.13|FUZ	264.98	265.31	207.53	319.88	382.68	278.6
ENSG00000010404.18|IDS	5719.75	6497.94	7041.28	7024.47	6940.89	5493.5
ENSG00000010539.11|ZNF200	208	241	217	235	236	194
ENSG00000010626.15|LRRC23	81.26	105.53	94.37	147.1	129.58	113.54
ENSG00000010704.18|HFE	436	482	501	492	650	487
ENSG00000010803.16|SCMH1	458	507	560	550	617	428
ENSG00000010810.17|FYN	4088	4727	4825	5625	5256	4261
ENSG00000010818.10|HIVEP2	507	575	583.21	603	548	466
ENSG00000011007.12|ELOA	1184	1274.42	1274.59	1310.69	1545.71	1143.29
ENSG00000011009.11|LYPLA2	415	488	365	570	552	425
ENSG00000011021.23|CLCN6	685	593.98	949	781	937.94	662
ENSG00000011028.14|AC080038.1	3131.81	3054.76	3438.6	4508.91	4286.66	3101.83
ENSG00000011052.21|NME1-NME2	410.17	373.39	242.47	384.91	444.35	370.15
ENSG00000011105.14|TSPAN9	1583	2256	2770	3022	2368	1952
ENSG00000011114.15|BTBD7	582	631	522	685	699	566
ENSG00000011132.12|APBA3	241	306	255	383	381	297
ENSG00000011143.16|MKS1	353	463	420	459	531	402
ENSG00000011198.9|ABHD5	797	939	855	1008	1056	820
ENSG00000011201.12|ANOS1	251	359	260	380	271	304
ENSG00000011243.18|AKAP8L	2115.98	2258.54	3730.84	2862.44	2736	1995.59
ENSG00000011258.16|MBTD1	449	439	449	463	526	383
ENSG00000011260.14|UTP18	778	830	741	903	1019	679
ENSG00000011275.18|RNF216	1566.69	1867.01	1564.67	2087.08	1999.65	1475.3
ENSG00000011295.16|TTC19	1110.94	1360.96	1610.16	1595.55	1545.69	1193.25
ENSG00000011304.20|PTBP1	4543	4331	4563	5414	6261	4329
ENSG00000011332.19|DPF1	269	267	461	332	331	312
ENSG00000011347.9|SYT7	29	30	47	34	28	17
ENSG00000011376.11|LARS2	1435	1723	1381	1732	2021	1458
ENSG00000011405.13|PIK3C2A	862	999	1020	988	1095	803
ENSG00000011422.12|PLAUR	161	139	155	162	181	156
ENSG00000011426.11|ANLN	2436	1919	2521	2335	3269	2193
ENSG00000011451.19|WIZ	2340	2179	2130	3199	3259	2068
ENSG00000011454.17|RABGAP1	1140	1349	1316	1427	1440	1154
ENSG00000011465.17|DCN	432	464	411	405	472	403
ENSG00000011478.12|QPCTL	138	121	175	201	231	152
ENSG00000011485.14|PPP5C	1457	1588	1385	1912	2048.65	1384
ENSG00000011523.14|CEP68	333	438.03	349	475	397	354.24
ENSG00000011566.15|MAP4K3	701	784	834	831	971	649
ENSG00000011638.10|TMEM159	40	45	39	31	39	31
ENSG00000011677.13|GABRA3	1078	1384	1170	1254	1130	935
ENSG00000012048.22|BRCA1	982	1106	950	1151	1287	1030
ENSG00000012061.15|ERCC1	1643.21	1824.32	1579.81	2248.49	2169.24	1656.32
ENSG00000012171.19|SEMA3B	385	391	421	546	513	404
ENSG00000012174.12|MBTPS2	983.82	1083.6	1142.14	1306	1410.38	977
ENSG00000012211.13|PRICKLE3	96.35	85.22	61.84	77.04	97.39	68.71
ENSG00000012232.8|EXTL3	4268	4201	3991	4915	5344	3796
ENSG00000012660.14|ELOVL5	2597	2812	2834	2716	3527	2631
ENSG00000012817.15|KDM5D	895	822	1132	988	1076	794
ENSG00000012822.16|CALCOCO1	829	1028	1599	1480	1086	941
ENSG00000012963.15|UBR7	1026	1178	1014	1230.47	1361.77	1043
ENSG00000012983.11|MAP4K5	699	770	810	854	939	773
ENSG00000013016.16|EHD3	528	520	379	563	593	404
ENSG00000013275.7|PSMC4	1888	2172	1880	2538	2726	2018
ENSG00000013288.8|MAN2B2	288	299	251	357	378	266
ENSG00000013306.16|SLC25A39	1347	1402	1206	1620	1679	1176
ENSG00000013364.19|MVP	921	1027.08	808	1230.61	1272.96	913.97
ENSG00000013374.16|NUB1	1075.99	1215.98	1161.99	1463.98	1372.88	1077
ENSG00000013375.16|PGM3	901.12	1030.58	1186.98	1145.02	1284.52	947.85
ENSG00000013392.8|RWDD2A	214	227	195	206	243	165
ENSG00000013441.16|CLK1	552	627	1565	681	1090	745
ENSG00000013503.10|POLR3B	352	458	285	456	552	410
ENSG00000013523.9|ANGEL1	514.31	584.37	556.97	670.42	668.93	516.26
ENSG00000013561.18|RNF14	1268	1643	1740	1824	1870	1352
ENSG00000013563.14|DNASE1L1	246.14	302.92	315.57	435.82	351.78	282.52
ENSG00000013573.17|DDX11	1114.03	1181.91	1065.17	1337.19	1495.32	1068.26
ENSG00000013583.10|HEBP1	379	468	453	517	502	405
ENSG00000013588.8|GPRC5A	19	16	428	86	32	19
ENSG00000013619.14|MAMLD1	1060	1065	880	1086	1203	889
ENSG00000013810.19|TACC3	1460	1169	1455.46	1609	2199	1314
ENSG00000014123.10|UFL1	1027	1177	1226	1298	1407	1035
ENSG00000014138.9|POLA2	308.59	349.45	316.02	491.06	504.45	387.35
ENSG00000014164.7|ZC3H3	283	280	208	394	392	291
ENSG00000014216.15|CAPN1	1034	1085	1133	1362	1449.54	1085
ENSG00000014641.18|MDH1	2026.71	2373	2731.86	2830	2987.72	2176.81
ENSG00000014824.14|SLC30A9	1966	2408	2245	2652	2743	2083
ENSG00000014914.21|MTMR11	1072	1343	1650	1565	1375	1113
ENSG00000014919.12|COX15	564.83	615.43	657.09	666.72	821.57	598.57
ENSG00000015133.19|CCDC88C	105	132	81	113	103	78
ENSG00000015153.14|YAF2	225	238	270	250	296	226
ENSG00000015171.19|ZMYND11	1298	1378	1271	1442	1649	1263
ENSG00000015285.10|WAS	28	43	49	33	57	41
ENSG00000015475.18|BID	396	472	357	488	501	394
ENSG00000015479.18|MATR3	5353.63	5796	6884.12	6456.7	7930.17	5361.49
ENSG00000015532.9|XYLT2	597	520	519	722	751	548
ENSG00000015568.13|RGPD5	224.83	162.29	710.8	435.17	376.1	126.76
ENSG00000015592.16|STMN4	242	275	160	186	161	134
ENSG00000015676.18|NUDCD3	2658	3089	2714	3417	3449	2552
ENSG00000016391.11|CHDH	466.95	492	425	477	582.97	427.89
ENSG00000016864.18|GLT8D1	1255	1401	1668	1776	1734.01	1374.02
ENSG00000017260.19|ATP2C1	2080.03	2363.03	2795.27	2698.04	2790.07	2225.04
ENSG00000017797.13|RALBP1	1081	1278	1405.3	1473.41	1459	1090
ENSG00000018189.13|RUFY3	798	921	1124	1044	992	805
ENSG00000018280.17|SLC11A1	3	4	17	12	7	14
ENSG00000018408.14|WWTR1	10507.58	11910.43	11512.08	13476.11	13182.54	10222.25
ENSG00000018510.15|AGPS	845	1073	969	1096	1308	935
ENSG00000018610.14|CXorf56	184	230.92	219	272	241	227
ENSG00000018625.14|ATP1A2	18	17	15	31	28	32
ENSG00000018699.13|TTC27	397	416	418	482	525	436
ENSG00000018869.16|ZNF582	64.75	70.68	53.99	78.35	80.73	64.67
ENSG00000019144.19|PHLDB1	3649.21	3826.15	3320.04	4834.13	5017.76	3628.72
ENSG00000019485.13|PRDM11	148	139	119	183	215	148
ENSG00000019549.12|SNAI2	1257	1360	2304	1965	2548	1766
ENSG00000019995.6|ZRANB1	447.69	555.8	689.96	674.91	695.23	452.31
ENSG00000020129.16|NCDN	760	788	598	1014	1045	703
ENSG00000020181.17|ADGRA2	108.25	112.04	125.33	175.14	174.41	128.38
ENSG00000020256.20|ZFP64	537	549	443	643	767	469
ENSG00000020426.11|MNAT1	176	174	198	214	247.87	152
ENSG00000020577.13|SAMD4A	657	749	1178	1038	886	627
ENSG00000020922.12|MRE11	596	645	615	683	779	691
ENSG00000021300.14|PLEKHB1	1480	1686	1644	1891	2027	1565
ENSG00000021355.13|SERPINB1	147	185	201	199	223	181
ENSG00000021574.12|SPAST	511	506	494	504	629	472
ENSG00000021645.18|NRXN3	99	121	167	167	149	119
ENSG00000021762.20|OSBPL5	336	338	298	478	522	263
ENSG00000021776.11|AQR	933	1123	1015	1167	1348	994
ENSG00000021826.15|CPS1	271	300	294	264	317	232
ENSG00000022267.17|FHL1	817	996	1321	1252	1095	917
ENSG00000022277.12|RTF2	1923	2421	2434	2664	2807	2132
ENSG00000022567.9|SLC45A4	239	227	163	302	241	185
ENSG00000022840.16|RNF10	2030	2278	2466	2699	2814	2068
ENSG00000022976.15|ZNF839	165.64	213.32	170.43	242.57	238.57	190.77
ENSG00000023041.11|ZDHHC6	495	632	591.17	674	681	509
ENSG00000023171.18|GRAMD1B	188	177	199	182	184	129
ENSG00000023191.17|RNH1	1323	1356	1066	1874	2022	1287
ENSG00000023228.14|NDUFS1	2607	3124.69	3077.6	3384.53	3668.23	2725.04
ENSG00000023287.13|RB1CC1	933	1025	1319	1260	1368	996
ENSG00000023318.8|ERP44	896	1058	1207	1137	1276	943
ENSG00000023330.15|ALAS1	1598	1712	1469	1884	2103	1414
ENSG00000023516.9|AKAP11	951	1117	1135	1117	1136	966
ENSG00000023572.9|GLRX2	427.35	465.7	375.73	542	489.39	343.53
ENSG00000023608.5|SNAPC1	141	157.4	132.67	171	162.88	166.55
ENSG00000023697.13|DERA	362	384	395	411	526	381
ENSG00000023734.11|STRAP	2459	2795	2590	2868	3469	2445
ENSG00000023902.14|PLEKHO1	533	519	950	759	767	597
ENSG00000023909.10|GCLM	565	590	604	531	913	562
ENSG00000024048.10|UBR2	782	1017	904	1064	1078	825
ENSG00000024422.12|EHD2	1491	1658	2890	2606	2196	1755
ENSG00000024526.17|DEPDC1	998.88	702.8	1046.81	806.13	1397.17	895.65
ENSG00000024862.17|CCDC28A	170	200.92	656	346	263	181
ENSG00000025039.14|RRAGD	257	320	761	451	382	303
ENSG00000025156.12|HSF2	379	468	458	450	531	398
ENSG00000025293.17|PHF20	1280	1497	1434	1672	1701	1236
ENSG00000025423.11|HSD17B6	62	51	56	49.06	69.08	41
ENSG00000025434.19|NR1H3	158	163	153	200	179	142
ENSG00000025770.19|NCAPH2	746.13	778.14	707.93	1095.65	1095.89	859.54
ENSG00000025772.8|TOMM34	885	952	889	1131	1176	852
ENSG00000025796.14|SEC63	1324.63	1506.43	1894.63	1739.66	1797.4	1307.69
ENSG00000025800.14|KPNA6	1342	1641.59	1670.22	1804	1865.97	1405
ENSG00000026025.16|VIM	63061.78	62655.91	105510.53	89473.94	85082.51	59066.48
ENSG00000026036.22|RTEL1-TNFRSF6B	237.1	246.48	180.99	369.61	351.71	221.58
ENSG00000026103.22|FAS	1114.14	1800.13	1392.34	1793.31	1507.75	1252.63
ENSG00000026297.15|RNASET2	90	117	156	135	161	101
ENSG00000026508.18|CD44	4511	6222	5445	7087	6286	4848
ENSG00000026559.14|KCNG1	130	174.69	108	242	182	151
ENSG00000026652.14|AGPAT4	782	828	965	960	936	756
ENSG00000026950.17|BTN3A1	631.99	700.89	823.66	814.92	891.64	628.28
ENSG00000027001.10|MIPEP	172	241	226	264	274	221
ENSG00000027644.5|INSRR	10	5	8	12	17	5
ENSG00000027697.14|IFNGR1	401	403	523	446	512	388
ENSG00000027847.14|B4GALT7	311	304	325	413	425	291
ENSG00000028116.17|VRK2	220.01	259.49	262.07	303.65	340.96	249.6
ENSG00000028137.19|TNFRSF1B	1445	1452	1347	1737	2220	1674
ENSG00000028203.18|VEZT	877	1040	1222	1138	1214	902
ENSG00000028310.18|BRD9	434	486	598.55	627.62	676.26	509.08
ENSG00000028528.15|SNX1	1746	2020	1991	2190	2397	1839
ENSG00000028839.10|TBPL1	273.56	373.26	291.42	394.69	425.91	342.01
ENSG00000029153.14|ARNTL2	437	456	420	462	556	395
ENSG00000029363.16|BCLAF1	3653.54	4175.97	4087	4188.32	5234.5	3750.39
ENSG00000029364.12|SLC39A9	1389	1601	1680	1773	1823	1375
ENSG00000029534.20|ANK1	63	119	98	141.33	108	100
ENSG00000029639.11|TFB1M	109.23	113.89	104.29	121.33	127.63	86.19
ENSG00000029725.17|RABEP1	1442.19	1606.26	1571	1661.36	1959.45	1449.72
ENSG00000029993.15|HMGB3	1327	1319	1449	1459	1920	1413
ENSG00000030066.13|NUP160	1156	1269	1218	1268	1532	1110
ENSG00000030110.13|BAK1	363	448.9	367	538	508	440
ENSG00000030582.18|GRN	2008	2025	2136	2981	2975	1986
ENSG00000031003.10|FAM13B	679	797	814	945	1007	744
ENSG00000031081.10|ARHGAP31	862	932	828	1074	1021	783
ENSG00000031691.7|CENPQ	172	149	179	202	255	173
ENSG00000031698.13|SARS	2432	3625	5306	4466	3686	2930
ENSG00000031823.14|RANBP3	1924	1954	1761	2377	2596	1801
ENSG00000032219.18|ARID4A	701	802	835	817	1022	782
ENSG00000032389.12|EIPR1	289	288	264	420	375	238
ENSG00000032444.16|PNPLA6	2491	2451	2024	3358	3396	2257
ENSG00000032742.17|IFT88	189	232	249	250	286	214
ENSG00000033011.12|ALG1	441.79	444.65	404.61	520.92	586.21	414.11
ENSG00000033030.13|ZCCHC8	405	457	602	535	513	362
ENSG00000033050.9|ABCF2	1617.49	1627.68	1453.73	1858.26	2157.76	1452.97
ENSG00000033100.16|CHPF2	2040	2132.22	1972.83	2997	2831	1946.84
ENSG00000033170.16|FUT8	549	604.88	558.74	647	733.44	485
ENSG00000033178.13|UBA6	1412	1427	1833	1657	1857	1358
ENSG00000033327.13|GAB2	674	744	875	852	886	757
ENSG00000033627.16|ATP6V0A1	1392	1551	1488	1679	1537	1147
ENSG00000033800.13|PIAS1	657.99	807.55	813.84	806.28	993.52	726.86
ENSG00000033867.16|SLC4A7	3354	4071	4030	4250	4544	3507
ENSG00000034053.14|APBA2	581	537	611	785	808	580
ENSG00000034152.18|MAP2K3	727	801	579	835	948	623
ENSG00000034510.6|TMSB10	18182	19117	32242	27313	27857	19277
ENSG00000034533.11|ASTE1	229.97	241.97	187.73	275.96	340.93	247.96
ENSG00000034677.13|RNF19A	2767	3891.66	3494	4293.71	3851.63	3150.52
