Ctrl_602_R1B1	LMP_602_R1B1	Ctrl_602_R2B2	LMP_602_R2B2
ENSG00000163041.10|H3F3A	4776.85	5281.91	5599.92	5396.91
ENSG00000163050.17|COQ8A	346	342	312	358
ENSG00000163053.11|SLC16A14	100	139	109	161
ENSG00000163064.6|EN1	77	77	51	81
ENSG00000163069.12|SGCB	2424	2483	2895	2880
ENSG00000163072.15|NOSTRIN	14	20	28	26
ENSG00000163082.10|SGPP2	25	16	20	15
ENSG00000163083.6|INHBB	174	189	152	187
ENSG00000163093.12|BBS5	141.23	151	132.86	166.3
ENSG00000163104.17|SMARCAD1	1571	1708	1896	1781
ENSG00000163110.15|PDLIM5	1793	1866	2238	2133
ENSG00000163125.15|RPRD2	1371	1388	1415	1518
ENSG00000163126.15|ANKRD23	30.98	39.24	53.31	53.64
ENSG00000163131.11|CTSS	11	18	8	12
ENSG00000163132.7|MSX1	134	134	153	161
ENSG00000163138.19|PACRGL	233.65	198.02	252.16	232.16
ENSG00000163141.19|BNIPL	222	204	261	267
ENSG00000163155.12|LYSMD1	360	379	389	429
ENSG00000163156.11|SCNM1	759	653	750	770
ENSG00000163157.15|TMOD4	31.62	26.8	53.07	58.67
ENSG00000163159.12|VPS72	1789.38	1629.2	1630.93	1895.33
ENSG00000163161.13|ERCC3	1605	1610	1705	2003
ENSG00000163162.8|RNF149	424	454	510	538
ENSG00000163166.15|IWS1	1382	1350	1406	1638
ENSG00000163170.12|BOLA3	134	148	147	137
ENSG00000163171.7|CDC42EP3	2853	3242	3738	4063
ENSG00000163191.6|S100A11	1571	1418	1873	1981
ENSG00000163214.21|DHX57	737	737	777	872
ENSG00000163219.11|ARHGAP25	582	560	697	783
ENSG00000163235.16|TGFA	79	74	93	87
ENSG00000163249.12|CCNYL1	497	514.93	601	632
ENSG00000163251.4|FZD5	313	362	372	473
ENSG00000163257.11|DCAF16	671	808	636	724
ENSG00000163281.11|GNPDA2	425	416.49	488	482
ENSG00000163291.14|PAQR3	384.06	505.47	523.09	475.61
ENSG00000163297.17|ANTXR2	661	720	716	744
ENSG00000163312.11|HELQ	279	288	331	344
ENSG00000163319.11|MRPS18C	546.52	607.33	648.51	613.2
ENSG00000163320.11|CGGBP1	2835	3158	3477	3359
ENSG00000163322.14|ABRAXAS1	370.48	389.67	483.49	414.8
ENSG00000163328.13|GPR155	306	363	389	406
ENSG00000163344.6|PMVK	311	259	334	324
ENSG00000163346.17|PBXIP1	1076	986	925	1036
ENSG00000163348.4|PYGO2	579	583	564	656
ENSG00000163349.22|HIPK1	1602	1982	1780	2065
ENSG00000163362.11|INAVA	163	164	149	164
ENSG00000163364.9|LINC01116	51	55	65	77
ENSG00000163374.19|YY1AP1	1975.05	2001.63	2088.91	2225.74
ENSG00000163376.11|KBTBD8	56	57	83	70
ENSG00000163378.14|EOGT	180	186	211	245
ENSG00000163382.12|NAXE	963	936	799	1026
ENSG00000163389.12|POGLUT1	403	483	561	565
ENSG00000163399.16|ATP1A1	9554.9	10267.85	10051.72	11982.95
ENSG00000163406.11|SLC15A2	279	366	311	366
ENSG00000163412.13|EIF4E3	12	20	22	17
ENSG00000163428.4|LRRC58	1419	1641	1735	1678
ENSG00000163430.12|FSTL1	1314	1391	1275.47	1352.98
ENSG00000163431.13|LMOD1	82.74	72.91	71.49	78.49
ENSG00000163444.12|TMEM183A	1296.39	1291.24	1301.19	1384.6
ENSG00000163449.11|TMEM169	291	294	380	377
ENSG00000163453.11|IGFBP7	519.3	491.67	567.24	569.08
ENSG00000163462.18|TRIM46	181	197	180	255
ENSG00000163463.11|KRTCAP2	472	519	468	502
ENSG00000163466.16|ARPC2	2977	3026	3384	3541
ENSG00000163467.11|TSACC	10	5	12	9
ENSG00000163468.15|CCT3	7804	7712	7602	8523
ENSG00000163472.19|TMEM79	283	269	277	360.05
ENSG00000163479.14|SSR2	4393	4194	4160	4447.93
ENSG00000163481.8|RNF25	517	456	488	545
ENSG00000163482.12|STK36	1752	1879	1772	2099
ENSG00000163485.17|ADORA1	301	280	240	265
ENSG00000163507.14|CIP2A	894	1128	1035	1251
ENSG00000163510.14|CWC22	607	687	786	756
ENSG00000163512.14|AZI2	428.39	448.91	541.03	543.46
ENSG00000163516.13|ANKZF1	1224	1209	1222	1361
ENSG00000163517.15|HDAC11	302	274	248	332
ENSG00000163521.16|GLB1L	198	188	186	215
ENSG00000163527.9|STT3B	1438	1463	1698	1653
ENSG00000163528.13|CHCHD4	195	170	179	202
ENSG00000163531.15|NFASC	768	806	693	887
ENSG00000163535.18|SGO2	1082	1382	1148	1330
ENSG00000163536.12|SERPINI1	1051	1242	942	1038
ENSG00000163539.17|CLASP2	836	870	943	814
ENSG00000163541.12|SUCLG1	903	801	858	896
ENSG00000163545.8|NUAK2	56	73	65	90
ENSG00000163558.13|PRKCI	443	518	557	612
ENSG00000163565.18|IFI16	867	887	940	980
ENSG00000163576.18|EFHB	21	18	13	8
ENSG00000163577.8|EIF5A2	312	386	396	400
ENSG00000163584.18|RPL22L1	727	830	938	851
ENSG00000163590.14|PPM1L	1061	1037	1103	994
ENSG00000163596.16|ICA1L	245	344	316	365
ENSG00000163597.14|SNHG16	740.98	767.46	708.91	762.28
ENSG00000163602.10|RYBP	671	721	813	863
ENSG00000163605.14|PPP4R2	1350.85	1624.48	1635.82	1710.47
ENSG00000163607.15|GTPBP8	198.98	202	212	215.96
ENSG00000163608.15|NEPRO	921.77	934.99	1047.85	975.84
ENSG00000163611.11|SPICE1	324.23	347.45	360.87	365.28
ENSG00000163617.11|CCDC191	128	118	176	129
ENSG00000163623.9|NKX6-1	321	414	267	373
ENSG00000163624.6|CDS1	23	41	24	28
ENSG00000163625.15|WDFY3	1101	1219	1349	1290
ENSG00000163626.16|COX18	294	274	271	289
ENSG00000163629.13|PTPN13	2477	2790	3211	3031
ENSG00000163633.12|C4orf36	22.39	6.2	35.51	43.99
ENSG00000163634.12|THOC7	383	370	341	351
ENSG00000163635.18|ATXN7	183.68	286.46	188.35	180.08
ENSG00000163636.10|PSMD6	948.55	1054.96	1138.64	1108.37
ENSG00000163637.13|PRICKLE2	529.37	545	494	498.56
ENSG00000163638.13|ADAMTS9	521	454	707	602
ENSG00000163644.15|PPM1K	250	291	327	353
ENSG00000163655.16|GMPS	1731.84	1966	1826	1871
ENSG00000163659.13|TIPARP	851	1050	905	1058
ENSG00000163660.11|CCNL1	2222	2388	2442	2488
ENSG00000163661.4|PTX3	844	780	693	665
ENSG00000163666.10|HESX1	7	12	12	7
ENSG00000163681.14|SLMAP	487	478	538	567
ENSG00000163682.16|RPL9	7119.05	7196.66	7175.4	6912.67
ENSG00000163683.12|SMIM14	378	490	449	502
ENSG00000163684.11|RPP14	404.79	426.2	468.51	455.82
ENSG00000163686.14|ABHD6	169	147	179	197
ENSG00000163694.15|RBM47	46	61	40	32
ENSG00000163697.17|APBB2	1831	1756	1987	1855
ENSG00000163701.19|IL17RE	21	24	39	30
ENSG00000163702.20|IL17RC	393	405	340	399
ENSG00000163703.17|CRELD1	460	444	486	547
ENSG00000163704.12|PRRT3	128	121	104	126
ENSG00000163710.9|PCOLCE2	53	60	61	68
ENSG00000163714.17|U2SURP	2633.11	2918.02	3073.8	3069.2
ENSG00000163719.19|MTMR14	618	577	531	697
ENSG00000163728.11|TTC14	823	886	1099	1068
ENSG00000163738.18|MTHFD2L	359	359.97	373.96	344.94
ENSG00000163743.13|RCHY1	466	504	529	507
ENSG00000163754.17|GYG1	926	949	968	941
ENSG00000163755.8|HPS3	656	762	798.92	809
ENSG00000163781.13|TOPBP1	2250	2325	2372	2619
ENSG00000163785.12|RYK	1456	1477	1529	1606
ENSG00000163788.14|SNRK	1354.49	1324.08	1324.29	1235.31
ENSG00000163794.6|UCN	21	14	8	15
ENSG00000163795.14|ZNF513	322.11	353.87	294.58	391.65
ENSG00000163798.13|SLC4A1AP	746.26	776.79	804.42	849.44
ENSG00000163803.13|PLB1	5	15	18	19
ENSG00000163806.16|SPDYA	2.55	18.9	6.98	11.55
ENSG00000163807.6|KIAA1143	844	966	945	1028
ENSG00000163808.17|KIF15	1014	1150	973	1272
ENSG00000163811.12|WDR43	998	1058	1169	1071
ENSG00000163812.14|ZDHHC3	832	734	803	886
ENSG00000163818.17|LZTFL1	162	151	183	153
ENSG00000163820.15|FYCO1	328	330	305	376
ENSG00000163832.16|ELP6	383	376	382	433
ENSG00000163840.10|DTX3L	902.97	922	1132.73	1242.54
ENSG00000163848.19|ZNF148	858	988	1022	983
ENSG00000163866.9|SMIM12	552.98	594.3	642	642.68
ENSG00000163867.17|ZMYM6	244.15	298.11	356.97	320.17
ENSG00000163870.15|TPRA1	294	306	274	344.96
ENSG00000163872.16|YEATS2	1770.62	1883.47	1935.6	2305.16
ENSG00000163873.10|GRIK3	4595	4297	4687	4755
ENSG00000163874.11|ZC3H12A	28	41	22	37
ENSG00000163875.15|MEAF6	939	989	996	991
ENSG00000163877.11|SNIP1	291	307	309	325
ENSG00000163879.11|DNALI1	266	274	317	343
ENSG00000163882.9|POLR2H	697	733	747	827
ENSG00000163884.4|KLF15	305	323	276	318
ENSG00000163888.4|CAMK2N2	261.02	206.42	188.82	225.25
ENSG00000163900.11|TMEM41A	283.6	259.96	277.03	283.96
ENSG00000163902.12|RPN1	3715	3524	3571	4069
ENSG00000163904.13|SENP2	1063	1089	1221	1205
ENSG00000163913.11|IFT122	667.79	663.68	649.29	739
ENSG00000163918.10|RFC4	1007	1004	997	1120
ENSG00000163930.10|BAP1	1751	1753	1584	1882
ENSG00000163931.16|TKT	3094	3033	3153	3672
ENSG00000163932.14|PRKCD	117	126	128	169
ENSG00000163933.10|RFT1	303	257	327	327
ENSG00000163935.14|SFMBT1	224	231	268	250
ENSG00000163938.17|GNL3	1300	1266	1433	1375
ENSG00000163939.18|PBRM1	1052	1139.08	1227.81	1230.34
ENSG00000163945.16|UVSSA	891	1009	959	1003
ENSG00000163947.11|ARHGEF3	184	199	149	150
ENSG00000163950.13|SLBP	1272	1351	1275	1436
ENSG00000163956.12|LRPAP1	1858	2064	1749	2125
ENSG00000163959.10|SLC51A	9	14	18	23
ENSG00000163960.12|UBXN7	1342	1705	1917	2034
ENSG00000163961.4|RNF168	799	792	812	844
ENSG00000163964.14|PIGX	463	520	509	583
ENSG00000163975.12|MELTF	78	80	68	96
ENSG00000163995.20|ABLIM2	34	49	23	31
ENSG00000164002.11|EXO5	280	264.2	313.7	357
ENSG00000164008.16|C1orf50	138.22	170.88	213.87	196.26
ENSG00000164010.15|ERMAP	179.55	210	174.38	205
ENSG00000164011.18|ZNF691	199	174	170	202
ENSG00000164022.16|AIMP1	888.21	951.86	1129.98	1092.18
ENSG00000164024.12|METAP1	872	918	1003	958
ENSG00000164031.17|DNAJB14	776	795	900	965
ENSG00000164032.12|H2AFZ	5752	6198	6180	6869
ENSG00000164037.16|SLC9B1	10	16	12	9
ENSG00000164038.15|SLC9B2	258.17	220	315	310.28
ENSG00000164039.15|BDH2	598.83	651	549.99	599.72
ENSG00000164040.16|PGRMC2	819	888	838	908
ENSG00000164045.11|CDC25A	406	451	444	515
ENSG00000164048.14|ZNF589	288	284	310	358
ENSG00000164050.13|PLXNB1	2289	2300	2271	2658
ENSG00000164051.14|CCDC51	200.07	209.11	178.33	211.23
ENSG00000164053.21|ATRIP	232.97	299.07	295.71	309.6
ENSG00000164054.15|SHISA5	1279	1387	1249	1596
ENSG00000164056.11|SPRY1	3133	3371	3702	3816
ENSG00000164061.5|BSN	141	123	114	144
ENSG00000164062.13|APEH	1089	1096	908	1165
ENSG00000164066.13|INTU	95	97	147	146
ENSG00000164068.16|RNF123	500.83	606.02	469.87	599.87
ENSG00000164070.12|HSPA4L	324	395	414	437.27
ENSG00000164073.10|MFSD8	237	205	283	248
ENSG00000164074.15|ABHD18	112	125	159	180
ENSG00000164076.17|CAMKV	12	22	13	15
ENSG00000164077.14|MON1A	125	121	99	154
ENSG00000164080.13|RAD54L2	679	774	727	848.96
ENSG00000164081.12|TEX264	435	412	321	483.04
ENSG00000164082.15|GRM2	134	110	171	156
ENSG00000164086.10|DUSP7	178	256	199	259
ENSG00000164087.7|POC1A	466	474	359	522
ENSG00000164088.18|PPM1M	233	222	211	306
ENSG00000164091.12|WDR82	2704	2962	2953	3061
ENSG00000164096.13|C4orf3	957	903	1099	961
ENSG00000164104.11|HMGB2	5528	6335	5265	6637
ENSG00000164105.4|SAP30	351	436	354	426
ENSG00000164106.8|SCRG1	17	25	30	25
ENSG00000164109.14|MAD2L1	1482	1845	1554	1819
ENSG00000164111.15|ANXA5	1780	1684	2096	1929
ENSG00000164114.19|MAP9	314	343	393	454
ENSG00000164117.13|FBXO8	188.77	194.75	233.01	208.8
ENSG00000164118.13|CEP44	296.23	399.25	383.99	398.2
ENSG00000164134.13|NAA15	1322	1336	1432	1523
ENSG00000164144.16|ARFIP1	451	498	537	473
ENSG00000164151.12|ICE1	2741	2949	3331	3657
ENSG00000164161.10|HHIP	19	21	13	28
ENSG00000164162.14|ANAPC10	185.85	148.51	172.51	201.06
ENSG00000164163.11|ABCE1	2416	2484	2636.99	2572
ENSG00000164164.16|OTUD4	856	981	1105	1033
ENSG00000164167.12|LSM6	415	391	400	429
ENSG00000164168.7|TMEM184C	779	909	1106	949
ENSG00000164169.13|PRMT9	202	217	232	274
ENSG00000164171.11|ITGA2	791	943	1026	952
ENSG00000164172.19|MOCS2	828	833	944	913
ENSG00000164180.13|TMEM161B	698.26	795.25	838.33	842
ENSG00000164181.14|ELOVL7	13	15	8	7
ENSG00000164182.11|NDUFAF2	237	235	264.76	276.66
ENSG00000164187.7|LMBRD2	536	599	676	697
ENSG00000164188.8|RANBP3L	54	63	34	35
ENSG00000164190.18|NIPBL	2072	2313	2355	2457
ENSG00000164197.12|RNF180	387	311	444	322
ENSG00000164199.18|ADGRV1	755	787	1066	807
ENSG00000164209.17|SLC25A46	1098	1189	1336	1383
ENSG00000164211.13|STARD4	457	573	679	639
ENSG00000164219.10|PGGT1B	1014.24	1070.46	1166.53	1158.72
ENSG00000164220.7|F2RL2	16	17	12	14
ENSG00000164221.13|CCDC112	549	602	671	716
ENSG00000164236.12|ANKRD33B	196	197.2	199	226
ENSG00000164237.9|CMBL	21	30	33	31
ENSG00000164244.20|PRRC1	839	838	892	972
ENSG00000164252.13|AGGF1	1121.98	1084.64	1224.68	1389.66
ENSG00000164253.14|WDR41	970	1137	1430.1	1262
ENSG00000164258.12|NDUFS4	1281	1145	1385	1212
ENSG00000164284.15|GRPEL2	145	157	148	168
ENSG00000164291.16|ARSK	166	173	230	223
ENSG00000164292.13|RHOBTB3	2403.98	2565.93	2802.51	2872.87
ENSG00000164296.7|TIGD6	129	126.34	102.03	132
ENSG00000164300.17|SERINC5	3635.14	4125.26	4556.16	4502.33
ENSG00000164303.11|ENPP6	21	28	13	28
ENSG00000164305.19|CASP3	957	1094	1032	1069
ENSG00000164306.11|PRIMPOL	226.8	249.71	286.99	288.24
ENSG00000164307.13|ERAP1	1504.84	1473.65	1749.17	1692.07
ENSG00000164308.16|ERAP2	719	870	805	894
ENSG00000164309.15|CMYA5	18	18	13	16
ENSG00000164323.14|CFAP97	1574	1716	1891	2012
ENSG00000164327.13|RICTOR	549	707	707	669
ENSG00000164329.13|TENT2	788	793	880	854
ENSG00000164330.17|EBF1	409	383	391	410
ENSG00000164331.10|ANKRA2	185.93	244	272.06	220
ENSG00000164332.8|UBLCP1	472	587	597	603
ENSG00000164338.10|UTP15	432.07	461	516.94	493
ENSG00000164342.12|TLR3	111	108	85	106
ENSG00000164346.10|NSA2	1564.22	1550.84	1617.21	1656.46
ENSG00000164347.18|GFM2	622.73	672.69	723.57	784.36
ENSG00000164366.3|CCDC127	568.31	605.47	619.61	673
ENSG00000164398.13|ACSL6	48	66	55	71
ENSG00000164402.14|SEPT8	1694.5	1696.05	1612.31	1910.66
ENSG00000164403.14|SHROOM1	78	104	77	149
ENSG00000164404.8|GDF9	18	22.34	34.29	19
ENSG00000164405.11|UQCRQ	544	615.66	607.71	606
ENSG00000164406.7|LEAP2	22	20	39	8
ENSG00000164414.18|SLC35A1	423.13	480.8	533.31	526.49
ENSG00000164434.12|FABP7	2598	2429	2564	2624
ENSG00000164440.15|TXLNB	56.2	48	51.26	65.54
ENSG00000164442.10|CITED2	115	139	110	148
ENSG00000164463.12|CREBRF	141	150	173	164
ENSG00000164465.18|DCBLD1	286	214	416	340
ENSG00000164466.13|SFXN1	1142	1138	1228	1222
ENSG00000164494.12|PDSS2	295	259	313	249
ENSG00000164506.14|STXBP5	123	106	142	125
ENSG00000164532.10|TBX20	16	20.92	21.68	32.9
ENSG00000164535.15|DAGLB	320	398	352.86	426
ENSG00000164542.12|KIAA0895	239	271	295	312
ENSG00000164543.7|STK17A	1111.28	1202	1240	1320.63
ENSG00000164548.11|TRA2A	2247	2346	2636	2610
ENSG00000164574.16|GALNT10	2361	1839	1994	1875
ENSG00000164576.12|SAP30L	324	279	387	400
ENSG00000164587.13|RPS14	3546	3343	3248	3335
ENSG00000164588.7|HCN1	1000	889	1335	969
ENSG00000164591.13|MYOZ3	15	22	5	14
ENSG00000164597.13|COG5	892.68	849.8	1066.07	910.83
ENSG00000164603.12|BMT2	224	273	234	239
ENSG00000164609.10|SLU7	558	531	613	610
ENSG00000164610.9|RP9	548.12	561.28	597.74	594.59
ENSG00000164611.13|PTTG1	1026	1216	961	1162
ENSG00000164615.5|CAMLG	291	241	358	344
ENSG00000164619.10|BMPER	132	166	92	118
ENSG00000164620.9|RELL2	133.43	127.46	123	132.08
ENSG00000164631.19|ZNF12	518	651	653	654
ENSG00000164638.10|SLC29A4	304	364	280	370
ENSG00000164647.9|STEAP1	16	8	13	8
ENSG00000164649.20|CDCA7L	1629.62	1650.67	1538.72	1895.75
ENSG00000164654.16|MIOS	703	709	867	835
ENSG00000164659.15|KIAA1324L	18	12	17	17
ENSG00000164663.14|USP49	729.86	844.42	792.23	806.04
ENSG00000164669.13|INTS4P1	109.8	84.96	116.12	136.69
ENSG00000164683.17|HEY1	2535	2850	3113	3246
ENSG00000164684.13|ZNF704	1057	1185	1150	1169
ENSG00000164692.17|COL1A2	11	21	1	9
ENSG00000164713.9|BRI3	647	723	626	684.3
ENSG00000164715.6|LMTK2	876	1057	964	1159
ENSG00000164733.21|CTSB	3152	3028	2799	3223
ENSG00000164742.16|ADCY1	887	996	882	959
ENSG00000164743.5|C8orf48	12	16	9	15
ENSG00000164751.15|PEX2	488	513	545	545
ENSG00000164754.14|RAD21	5423	6422.99	5781.26	6193.68
ENSG00000164758.7|MED30	92	95	107	88
ENSG00000164761.9|TNFRSF11B	102	85	120	121
ENSG00000164776.9|PHKG1	40.29	31.04	30.8	50.42
ENSG00000164778.4|EN2	17	17	17	18
ENSG00000164808.16|SPIDR	670	553	680	557
ENSG00000164815.11|ORC5	516	526	531	535
ENSG00000164818.16|DNAAF5	482	500	484	542
ENSG00000164823.11|OSGIN2	356	374	456	417
ENSG00000164828.18|SUN1	2454	2722	2762	3070.18
ENSG00000164830.18|OXR1	521	522	533	550
ENSG00000164841.5|TMEM74	41	53	43	67
ENSG00000164850.15|GPER1	14	28	29	38
ENSG00000164877.19|MICALL2	208	203	166	237
ENSG00000164880.16|INTS1	1315	1531	1180	1575
ENSG00000164885.13|CDK5	236	248	216	270
ENSG00000164889.14|SLC4A2	1390.91	1626.31	1357.58	1754.84
ENSG00000164896.20|FASTK	595	667	609	729
ENSG00000164897.13|TMUB1	207	201	218	233
ENSG00000164898.13|FMC1	83.22	102.12	85.49	106.18
ENSG00000164902.14|PHAX	706	820	804	815
ENSG00000164904.18|ALDH7A1	1086	1167	1074.99	1354
ENSG00000164916.11|FOXK1	721	775	660	753
ENSG00000164919.11|COX6C	1799	1561	1803	1796
ENSG00000164920.9|OSR2	108	81	72	87
ENSG00000164924.18|YWHAZ	15183	15738.8	18593.91	18449.99
ENSG00000164929.17|BAALC	5552	5040	6238	5386
ENSG00000164933.12|SLC25A32	303.87	358.91	361.48	395.7
ENSG00000164934.14|DCAF13	1385.13	1444.39	1503.52	1377.3
ENSG00000164938.14|TP53INP1	681	851	755	692
ENSG00000164941.13|INTS8	923.74	943.52	1112.2	1116.42
ENSG00000164944.12|VIRMA	1379	1467	1668	1598
ENSG00000164946.19|FREM1	267	332	252	272
ENSG00000164949.8|GEM	118	178	77	149
ENSG00000164951.16|PDP1	4344	4789	5721	5636
ENSG00000164953.15|TMEM67	358	383	480	437
ENSG00000164961.16|WASHC5	782	794.88	968.99	881.97
ENSG00000164967.10|RPP25L	397	383	352	417
ENSG00000164970.15|FAM219A	531	473	542	597
ENSG00000164975.15|SNAPC3	654	739	794	779
ENSG00000164976.9|MYORG	3	9	13	11
ENSG00000164978.18|NUDT2	150	122	132	150
ENSG00000164983.7|TMEM65	327	389	398	415
ENSG00000164985.15|PSIP1	2540	2750	2649	2887.99
ENSG00000164989.17|CCDC171	28	37	42	36
ENSG00000165006.14|UBAP1	725	678	706	762
ENSG00000165029.16|ABCA1	2827	3075	3256	2717
ENSG00000165030.4|NFIL3	90	112	91	85
ENSG00000165046.12|LETM2	56.23	48.76	63.31	60.69
ENSG00000165055.15|METTL2B	865.88	894.42	915.57	948
ENSG00000165060.13|FXN	124.51	118.43	131.86	128
ENSG00000165071.14|TMEM71	141	173	130	171
ENSG00000165091.17|TMC1	8	15	9	11
ENSG00000165097.15|KDM1B	473	524	529	531
ENSG00000165102.15|HGSNAT	731	813	825	968
ENSG00000165105.10|RASEF	20	16	10	11
ENSG00000165113.13|GKAP1	125.1	136	124.62	104
ENSG00000165115.15|KIF27	92.02	105.22	111.69	110.85
ENSG00000165119.21|HNRNPK	12824	13487.03	13923.94	14093.56
ENSG00000165121.11|AL353743.1	86.88	109.5	113.69	115.07
ENSG00000165124.18|SVEP1	241	224	265	233
ENSG00000165138.18|ANKS6	808	914	787	818
ENSG00000165140.10|FBP1	27	17	24	24
ENSG00000165152.9|TMEM246	997	1060	1055.99	1192
ENSG00000165156.15|ZHX1	582.91	620	644.6	719
ENSG00000165171.11|METTL27	14	7	13	14
ENSG00000165175.15|MID1IP1	591.72	673.75	715.87	837.67
ENSG00000165185.14|KIAA1958	611	668	800	835
ENSG00000165186.12|PTCHD1	32	33	30	34
ENSG00000165194.15|PCDH19	418	431	582	711
ENSG00000165195.15|PIGA	233	270	284	285
ENSG00000165209.18|STRBP	856	1016.73	1048.74	913.77
ENSG00000165219.21|GAPVD1	1359	1486	1564	1539
ENSG00000165238.16|WNK2	61	71	37	42
ENSG00000165240.20|ATP7A	99	139	145	126
ENSG00000165244.7|ZNF367	734	746	676	814
ENSG00000165259.14|HDX	139	145	177	155
ENSG00000165264.11|NDUFB6	272	266	310	278
ENSG00000165271.17|NOL6	731	626	614	610
ENSG00000165272.16|AQP3	84	101	105	112
ENSG00000165275.10|TRMT10B	321	290	301	332
ENSG00000165280.16|VCP	9257	8991	9329	10180
ENSG00000165282.13|PIGO	1039	934	968	1059
ENSG00000165283.16|STOML2	1824	1839	1797	2061
ENSG00000165288.10|BRWD3	384	508	500	482
ENSG00000165300.7|SLITRK5	61	52	70	80
ENSG00000165304.8|MELK	1796	2038	1965	2289
ENSG00000165312.6|OTUD1	28	38	35	36
ENSG00000165322.17|ARHGAP12	1441	1527	1546	1522
ENSG00000165323.15|FAT3	3110	2679	2946	2309
ENSG00000165338.16|HECTD2	661	705	777	804
ENSG00000165355.7|FBXO33	226	274	263	306
ENSG00000165359.15|INTS6L	94	126	122	127
ENSG00000165389.7|SPTSSA	863	972	984	1039
ENSG00000165392.10|WRN	805	854	1057	938
ENSG00000165406.16|MARCH8	337	320	300	308
ENSG00000165410.14|CFL2	1290	1418	1487	1627
ENSG00000165416.14|SUGT1	599	587	705	698
ENSG00000165417.12|GTF2A1	982	1086	1139	1196
ENSG00000165424.6|ZCCHC24	1493.94	1418.44	1318.22	1402.2
ENSG00000165434.8|PGM2L1	816	961	927	1064
ENSG00000165443.12|PHYHIPL	190.05	190.98	137.23	175.68
ENSG00000165449.11|SLC16A9	308	375	405	365
ENSG00000165458.14|INPPL1	6150	6287	6081	7131
ENSG00000165475.15|CRYL1	372	354	314	365
ENSG00000165476.14|REEP3	807	939	970	917
ENSG00000165478.7|HEPACAM	19.27	1.8	11.33	4.94
ENSG00000165480.16|SKA3	830	947	916	1103
ENSG00000165487.14|MICU2	1087	986	1094	1107
ENSG00000165490.13|DDIAS	603	744	605	715
ENSG00000165494.11|PCF11	1667.16	1700.28	1986.33	2026.3
ENSG00000165495.16|PKNOX2	222	181	210	183
ENSG00000165501.17|LRR1	355.88	386.7	436.87	502.72
ENSG00000165502.6|RPL36AL	1627.28	1527	1636	1772
ENSG00000165506.14|DNAAF2	322	346	358	368
ENSG00000165507.8|DEPP1	109	112	136	136
ENSG00000165511.6|C10orf25	411	429	448	396
ENSG00000165512.5|ZNF22	1962.73	1967.39	2214.23	2016.31
ENSG00000165516.11|KLHDC2	623.94	700.42	745.28	731.77
ENSG00000165521.15|AL121768.1	27.13	37.05	16.7	29.36
ENSG00000165525.18|NEMF	1082.06	1104.58	1302.72	1309.23
ENSG00000165526.9|RPUSD4	638	609	650	642
ENSG00000165527.7|ARF6	764	823	888	907
ENSG00000165533.18|TTC8	327	301	309	276
ENSG00000165548.11|TMEM63C	11	17	3	29
ENSG00000165555.9|NOXRED1	18	15	24	22
ENSG00000165566.12|AMER2	276	318	322	288
ENSG00000165572.7|KBTBD6	601.21	701.3	662.61	755.43
ENSG00000165583.14|SSX5	24	33	29	17
ENSG00000165609.13|NUDT5	1921.29	1843.55	1992.66	2038.95
ENSG00000165617.14|DACT1	161	204	166	219
ENSG00000165626.17|BEND7	432	409	468	524
ENSG00000165629.20|ATP5F1C	2418	2533	2738	2676
ENSG00000165630.14|PRPF18	399	379	444	472.8
ENSG00000165632.8|TAF3	474	469	464	488
ENSG00000165633.13|VSTM4	96	123	77	78
ENSG00000165637.13|VDAC2	1845.23	1887.2	2006.3	1900.83
ENSG00000165650.12|PDZD8	535	553.35	625	620.17
ENSG00000165655.17|ZNF503	20	35	23	21
ENSG00000165660.8|ABRAXAS2	333	327	376	390
ENSG00000165661.16|QSOX2	962	1075	1013	1100
ENSG00000165669.14|FAM204A	402	432	404	436
ENSG00000165671.20|NSD1	1453	1718	1567	1801
ENSG00000165672.7|PRDX3	1271	1379	1348	1408
ENSG00000165675.16|ENOX2	147	150	166	140
ENSG00000165678.21|GHITM	1349	1396	1555	1622
ENSG00000165684.4|SNAPC4	512	486	450	578
ENSG00000165688.12|PMPCA	1292	1301	1115	1367
ENSG00000165689.17|ENTR1	1233	1212	1258	1295
ENSG00000165695.9|AK8	9	10	12	17
ENSG00000165698.16|SPACA9	105	75	99	107
ENSG00000165699.14|TSC1	1248	1394	1363.82	1354
ENSG00000165704.15|HPRT1	374	362	396	373
ENSG00000165714.11|BORCS5	105	152	134	157
ENSG00000165716.11|DIPK1B	657.36	691.91	517.72	643.04
ENSG00000165724.6|ZMYND19	582	521	546	676
ENSG00000165730.16|STOX1	110	113	108	112
ENSG00000165732.13|DDX21	2028	1992	2226	2254
ENSG00000165733.8|BMS1	2461.08	2570.94	2628.54	2716.77
ENSG00000165752.17|STK32C	128	103	131	140
ENSG00000165757.9|JCAD	178	171	182	219
ENSG00000165775.18|FUNDC2	1040.69	975	1048	1035
ENSG00000165782.10|PIP4P1	772	768	748	877
ENSG00000165792.17|METTL17	1144.01	1180	1088.52	1231.75
ENSG00000165795.23|NDRG2	1265	1068	1043.32	1027
ENSG00000165801.10|ARHGEF40	1947.56	2095.62	1880.05	2296.39
ENSG00000165802.22|NSMF	1059	1015	916	1169
ENSG00000165804.16|ZNF219	447.52	512.03	472.01	549.81
