Ctrl_602_R1B1	LMP_602_R1B1	Ctrl_602_R2B2	LMP_602_R2B2
ENSG00000158158.12|CNNM4	388	415	369	438
ENSG00000158161.16|EYA3	758	882	913	975
ENSG00000158163.15|DZIP1L	200	211	173	248
ENSG00000158164.7|TMSB15A	369	409.75	369	358
ENSG00000158169.13|FANCC	942.44	973	1034	1070
ENSG00000158186.13|MRAS	391	457	514	452
ENSG00000158195.11|WASF2	2024.97	2009.97	1996.97	2260
ENSG00000158201.10|ABHD3	285	299	329	345
ENSG00000158220.14|ESYT3	8	17	10	17
ENSG00000158234.12|FAIM	290	294	374	327
ENSG00000158246.8|TENT5B	41	51	44	62
ENSG00000158258.16|CLSTN2	90	46	109	47
ENSG00000158286.13|RNF207	17	22	13	12
ENSG00000158290.16|CUL4B	786	857	941	937
ENSG00000158292.7|GPR153	229	267	177	279
ENSG00000158296.14|SLC13A3	17	21	13	23
ENSG00000158301.18|GPRASP2	322.26	329.22	352.15	371.36
ENSG00000158321.16|AUTS2	1359	1271	1139	1195
ENSG00000158352.15|SHROOM4	228	299	262	304
ENSG00000158373.8|HIST1H2BD	16	24	25	33
ENSG00000158402.20|CDC25C	278	334	251	337
ENSG00000158406.4|HIST1H4H	28	37	38	37
ENSG00000158411.11|MITD1	308	339	388	361
ENSG00000158417.11|EIF5B	2747.08	2669.32	3072.99	3118.16
ENSG00000158423.17|RIBC1	23	29	16	15
ENSG00000158427.15|TMSB15B	94.7	87.35	99.47	93.38
ENSG00000158435.8|CNOT11	845	858	924	1014
ENSG00000158445.10|KCNB1	102.22	131	84.45	111.63
ENSG00000158457.6|TSPAN33	241	252	230	294
ENSG00000158458.20|NRG2	170	164	153	141
ENSG00000158467.16|AHCYL2	710	695	761	738
ENSG00000158470.5|B4GALT5	6592	6993	7593	7494
ENSG00000158480.11|SPATA2	280	343	294	350
ENSG00000158483.16|FAM86C1	137.65	134.11	113.83	117.59
ENSG00000158526.8|TSR2	1710.05	1762.12	1510.8	1831.96
ENSG00000158528.12|PPP1R9A	361	357	489	407
ENSG00000158545.15|ZC3H18	1645	1644	1652	2019
ENSG00000158552.13|ZFAND2B	321	293	360	338
ENSG00000158555.15|GDPD5	45	47	39	46
ENSG00000158560.14|DYNC1I1	119	146	115	141
ENSG00000158571.10|PFKFB1	6	10	14	8
ENSG00000158604.15|TMED4	2020	2095	2428	2410
ENSG00000158615.9|PPP1R15B	1658	1795	1820	1911
ENSG00000158623.14|COPG2	1010.82	894.93	1002.96	998.94
ENSG00000158636.16|EMSY	799	884	907	1015
ENSG00000158669.11|GPAT4	1885	1773	1929	2160
ENSG00000158683.8|PKD1L1	15	13	7	11
ENSG00000158691.14|ZSCAN12	244	297	283	333
ENSG00000158710.14|TAGLN2	788	762	844	913.99
ENSG00000158711.13|ELK4	915	1128.12	1101	1189.74
ENSG00000158715.6|SLC45A3	62	75	63	93
ENSG00000158717.10|RNF166	254	324	235	327
ENSG00000158747.14|NBL1	711	713	641	847
ENSG00000158773.14|USF1	881	928	865	1000
ENSG00000158792.16|SPATA2L	87	97	90	102
ENSG00000158793.14|NIT1	400.66	397.88	374.49	446.88
ENSG00000158796.17|DEDD	504.34	514.12	490.51	546.12
ENSG00000158805.12|ZNF276	1575.7	1472.87	1584.41	1688.65
ENSG00000158815.11|FGF17	8	10	6	13
ENSG00000158828.8|PINK1	1047.19	1056.51	969.91	1139.75
ENSG00000158850.15|B4GALT3	318.91	312.68	303.78	305.36
ENSG00000158856.18|DMTN	64	79	71	82
ENSG00000158859.10|ADAMTS4	324	421	372	555
ENSG00000158863.22|FAM160B2	1032	1051	989	1223
ENSG00000158864.12|NDUFS2	1680	1716	1726	1802
ENSG00000158882.15|TOMM40L	279	249.25	275.56	304.57
ENSG00000158887.16|MPZ	37	23	24	37
ENSG00000158941.16|CCAR2	3719.66	3581.33	3318.86	3922.84
ENSG00000158966.15|CACHD1	571	534	613	628
ENSG00000158985.13|CDC42SE2	394	447	436	423
ENSG00000158987.20|RAPGEF6	346	386	421	418
ENSG00000159023.21|EPB41	741.11	760.17	641.12	798.6
ENSG00000159055.4|MIS18A	581	633	593	628
ENSG00000159063.13|ALG8	803	796	750	797
ENSG00000159069.14|FBXW5	736	822	707	864
ENSG00000159079.19|CFAP298	820.32	783.19	837.84	817.05
ENSG00000159082.17|SYNJ1	590	617	697	710
ENSG00000159086.15|PAXBP1	2297.29	2662.63	2691	2594
ENSG00000159110.19|IFNAR2	408.36	399.56	406.38	506.95
ENSG00000159111.13|MRPL10	609	635	563	676
ENSG00000159128.14|IFNGR2	1359	1331.97	1454.85	1506.82
ENSG00000159131.17|GART	3689	3665	3853	4150
ENSG00000159140.20|SON	11863.99	13506.97	13675.96	13996
ENSG00000159147.18|DONSON	860.01	957.79	933.69	1034.97
ENSG00000159164.10|SV2A	3699	3594	3603	4286
ENSG00000159199.14|ATP5MC1	683	530	539	540
ENSG00000159200.18|RCAN1	1153	1262	1434	1470
ENSG00000159202.18|UBE2Z	1790	1805	1784	2020
ENSG00000159208.16|CIART	551	585	466	565
ENSG00000159210.9|SNF8	1309	1206	1307	1447
ENSG00000159214.13|CCDC24	101.99	125	112	146
ENSG00000159216.18|RUNX1	1135	1251	1459	1308
ENSG00000159228.13|CBR1	539	529.73	541.74	567.22
ENSG00000159231.6|CBR3	214.88	221.94	268.47	264.6
ENSG00000159256.13|MORC3	1197.55	1294.95	1423.96	1434.59
ENSG00000159259.8|CHAF1B	934	979	861	1018
ENSG00000159263.15|SIM2	125	105	84	108
ENSG00000159267.14|HLCS	891	810	951	871
ENSG00000159314.11|ARHGAP27	87	62	71	91
ENSG00000159322.17|ADPGK	1149.9	1176.94	1237.98	1251
ENSG00000159335.16|PTMS	3538	3379	3004	3567
ENSG00000159346.13|ADIPOR1	1511	1454	1384	1687
ENSG00000159348.13|CYB5R1	386	521	431	539
ENSG00000159352.15|PSMD4	3741	3483.99	3686.99	4007
ENSG00000159363.18|ATP13A2	530	636	469	680
ENSG00000159377.11|PSMB4	3593	3584	3551	4017
ENSG00000159387.7|IRX6	26	27	26	16
ENSG00000159388.6|BTG2	1809	1752	1969	1921
ENSG00000159399.9|HK2	414	431	372	420
ENSG00000159403.17|C1R	622	585	513	641.62
ENSG00000159409.14|CELF3	39	47	18	16
ENSG00000159423.17|ALDH4A1	702.61	753	683	892
ENSG00000159433.12|STARD9	1599	1562	1461	1813
ENSG00000159445.13|THEM4	704	722	728	733
ENSG00000159450.12|TCHH	361	297	354	343
ENSG00000159459.12|UBR1	1430	1534	1701	1698
ENSG00000159461.15|AMFR	1339	1321	1317	1440
ENSG00000159479.17|MED8	312	316	313	368
ENSG00000159556.10|ISL2	58	52.87	64	73.67
ENSG00000159579.14|RSPRY1	1589	1609	1668	1717
ENSG00000159588.15|CCDC17	41	38	31	34
ENSG00000159592.11|GPBP1L1	1028	1078	1250	1163
ENSG00000159593.15|NAE1	1798	1810	1900	1902
ENSG00000159596.7|TMEM69	323	340	321	337
ENSG00000159640.16|ACE	12	6	5	14
ENSG00000159658.11|EFCAB14	1289	1332	1418	1380
ENSG00000159685.10|CHCHD6	182	146	135	117
ENSG00000159692.15|CTBP1	1568.54	1656.14	1514.63	1810.8
ENSG00000159712.10|ANKRD18CP	32	25	29	13
ENSG00000159713.11|TPPP3	33	33	18	29
ENSG00000159720.12|ATP6V0D1	1642	1662	1535	1811
ENSG00000159733.13|ZFYVE28	100	105	87	90
ENSG00000159753.14|CARMIL2	14	14	18	18
ENSG00000159761.15|C16orf86	20	28	26	28
ENSG00000159784.17|FAM131B	695	638	678	768
ENSG00000159788.19|RGS12	1294	1264	1307	1329
ENSG00000159792.10|PSKH1	762	897	669	871
ENSG00000159840.16|ZYX	2044	1885	1762	2053
ENSG00000159842.15|ABR	2148	2091.33	1997.15	2474.24
ENSG00000159871.15|LYPD5	93	115	69	95
ENSG00000159873.10|CCDC117	492	554	661	717
ENSG00000159882.13|ZNF230	153	158	159	193
ENSG00000159884.12|CCDC107	314.35	307.25	272.85	293.72
ENSG00000159885.14|ZNF222	106.82	90.73	118.56	121.84
ENSG00000159899.14|NPR2	1136.52	1089.53	1185.33	1345.83
ENSG00000159905.14|AC006213.1	81	98	104	132
ENSG00000159915.12|ZNF233	122	103.87	181	171.82
ENSG00000159917.17|ZNF235	157.16	185.15	214.11	256.54
ENSG00000159921.15|GNE	989	1171	1101	1112
ENSG00000159958.6|TNFRSF13C	63	68	30	55
ENSG00000160007.18|ARHGAP35	2468	2468	2235	2496
ENSG00000160014.16|CALM3	8417	9018	7409	9108
ENSG00000160049.12|DFFA	697.47	837.2	768.89	877.68
ENSG00000160050.14|CCDC28B	249	255	198	271
ENSG00000160051.11|IQCC	326.99	312.78	320	332.97
ENSG00000160055.19|TMEM234	154.11	185.22	173.43	237.78
ENSG00000160058.18|BSDC1	1526	1625	1648	1851
ENSG00000160062.15|ZBTB8A	276.1	334.77	293.87	288.64
ENSG00000160072.19|ATAD3B	180.44	222.12	212.12	224.35
ENSG00000160075.12|SSU72	615	591	542	540
ENSG00000160087.20|UBE2J2	203	221	184	239
ENSG00000160094.15|ZNF362	808	873	662	827
ENSG00000160097.18|FNDC5	225	237	188	211
ENSG00000160111.13|CPAMD8	106	124.61	79	124
ENSG00000160113.5|NR2F6	253	298	251	323
ENSG00000160117.15|ANKLE1	76	65	70	99
ENSG00000160124.9|CCDC58	274	250	298	349
ENSG00000160131.13|VMA21	723	827	800	836
ENSG00000160145.15|KALRN	493.49	391.62	454.77	407.71
ENSG00000160161.9|CILP2	19	16	10	19
ENSG00000160172.10|FAM86C2P	78.26	90	83.64	63
ENSG00000160179.18|ABCG1	286	286	236	215
ENSG00000160190.14|SLC37A1	184	229	251	310
ENSG00000160191.18|PDE9A	766	818	810	855
ENSG00000160193.11|WDR4	416	390	438	441
ENSG00000160194.18|NDUFV3	1055	945	929	1080
ENSG00000160199.14|PKNOX1	616	617	659	638
ENSG00000160200.17|CBS	1238.02	1203.71	1220.23	1488.97
ENSG00000160201.11|U2AF1	1022.83	1101.32	1317.83	1417.07
ENSG00000160207.9|HSF2BP	96	94	81	77
ENSG00000160208.13|RRP1B	1937	2146	1964	2166
ENSG00000160209.19|PDXK	1576	1522	1356	1578
ENSG00000160211.17|G6PD	1779	1947	1993	2661
ENSG00000160213.7|CSTB	1393	1421	1456	1596
ENSG00000160214.12|RRP1	861	892	835	1037
ENSG00000160216.19|AGPAT3	1924	1953	1851	2056
ENSG00000160218.13|TRAPPC10	1005.13	1149.01	1086.23	1346.59
ENSG00000160219.12|GAB3	171	184	159	161
ENSG00000160221.18|GATD3A	83.79	134.2	100.6	60.61
ENSG00000160226.16|CFAP410	336.4	346.33	260.74	366.54
ENSG00000160229.12|ZNF66	38	69.1	33	49.32
ENSG00000160256.13|FAM207A	169	207	246	223
ENSG00000160271.16|RALGDS	1692	1913	1453	1834
ENSG00000160282.14|FTCD	17	19	8	13
ENSG00000160284.15|SPATC1L	197	173	187	212
ENSG00000160285.15|LSS	3665.99	3508	3470.96	4326
ENSG00000160293.17|VAV2	1322	1219	1205	1359
ENSG00000160294.11|MCM3AP	3521.94	3697.31	3546.66	4083.07
ENSG00000160298.17|C21orf58	593	710	549	804
ENSG00000160299.17|PCNT	2126	2403	2068	2598
ENSG00000160305.18|DIP2A	1959	2094	2126	2402
ENSG00000160307.10|S100B	4802	4079	4815	4588
ENSG00000160310.18|PRMT2	2446	2374	2747	2833
ENSG00000160321.15|ZNF208	111.58	119.55	161.69	147.25
ENSG00000160323.18|ADAMTS13	208	218	214	245
ENSG00000160325.14|CACFD1	416	459	386	452
ENSG00000160326.14|SLC2A6	300	332	304	415
ENSG00000160336.15|ZNF761	379.64	339.8	439.56	437.13
ENSG00000160345.13|C9orf116	46	28	22	42
ENSG00000160352.15|ZNF714	1105	1448.43	1401.34	1590.72
ENSG00000160360.13|GPSM1	1116	1131	1016.94	1315.98
ENSG00000160392.13|C19orf47	234	216	194	246
ENSG00000160401.15|CFAP157	16.89	18.59	21.23	25.99
ENSG00000160404.18|TOR2A	199	236	210	230
ENSG00000160408.14|ST6GALNAC6	1131.29	1193.03	1039	1213.83
ENSG00000160410.15|SHKBP1	604	602	558	635
ENSG00000160439.16|RDH13	168.07	172.25	143.57	185.34
ENSG00000160445.11|ZER1	695	714	642	819
ENSG00000160446.19|ZDHHC12	134	143	109	140
ENSG00000160447.7|PKN3	598	716	546	891
ENSG00000160460.16|SPTBN4	82	91	72	75
ENSG00000160469.16|BRSK1	608	636	653	749
ENSG00000160505.15|NLRP4	25	27	29	21
ENSG00000160539.6|PLPP7	115	135	109	132
ENSG00000160551.11|TAOK1	2320	2661	2988	2859
ENSG00000160563.14|MED27	707	652	738.67	730
ENSG00000160570.14|DEDD2	57	69	40	69
ENSG00000160584.16|SIK3	1572	1529	1634	1709
ENSG00000160588.10|MPZL3	15	17	21	21
ENSG00000160602.14|AC010761.1	195	194	172.48	234
ENSG00000160606.11|TLCD1	93	127	72.52	89
ENSG00000160613.12|PCSK7	1320.09	1372.44	1403.27	1694.54
ENSG00000160633.13|SAFB	3526.69	3392.93	3624.01	3895.62
ENSG00000160678.11|S100A1	40.73	44.44	49.32	57.22
ENSG00000160679.13|CHTOP	1355.77	1257.93	1321.85	1335.67
ENSG00000160685.13|ZBTB7B	143	134	136	178
ENSG00000160688.19|FLAD1	414	419	455	477
ENSG00000160691.18|SHC1	423.72	444.07	431.72	526.31
ENSG00000160695.14|VPS11	971	959	911	959
ENSG00000160703.16|NLRX1	125	169	107	186
ENSG00000160710.16|ADAR	3026	3325	3127	3405
ENSG00000160712.13|IL6R	8	7	14	11
ENSG00000160714.10|UBE2Q1	961	980	1055	1175
ENSG00000160716.5|CHRNB2	77	68	56	79
ENSG00000160741.17|CRTC2	514	556	454	615
ENSG00000160746.12|ANO10	205	202	228	221
ENSG00000160752.14|FDPS	2979.5	2685.72	3065.72	3266.27
ENSG00000160753.16|RUSC1	762.63	754.02	742.89	910.45
ENSG00000160766.14|GBAP1	343.34	407.49	346.16	445.35
ENSG00000160767.21|FAM189B	362	483	449	479
ENSG00000160781.17|PAQR6	694	779	625	830
ENSG00000160783.19|PMF1	1198.89	1238.31	1087.58	1248.56
ENSG00000160785.13|SLC25A44	1523	1482	1445	1687
ENSG00000160789.20|LMNA	290	293	279	380
ENSG00000160796.17|NBEAL2	421	433	323	385
ENSG00000160799.11|CCDC12	430	419	398	466
ENSG00000160801.14|PTH1R	18	23	24	19
ENSG00000160803.8|UBQLN4	3929.75	3829.39	3484.78	4220.33
ENSG00000160813.7|PPP1R35	122	153.14	141	145
ENSG00000160818.16|GPATCH4	1977	1756	1857	2012
ENSG00000160862.13|AZGP1	144.98	139	121	151
ENSG00000160867.15|FGFR4	11	25	18	15
ENSG00000160877.6|NACC1	2160.32	2511.9	2046.46	2421.14
ENSG00000160888.7|IER2	525.44	557	616.17	598.59
ENSG00000160908.15|ZNF394	422.09	441.02	379.54	485.87
ENSG00000160917.15|CPSF4	1381	1251	1239	1413
ENSG00000160932.11|LY6E	318	376	282	344
ENSG00000160948.14|VPS28	1008	971	976	1102
ENSG00000160949.17|TONSL	723	798	680	923
ENSG00000160953.16|PWWP3A	2338.3	2330.97	2415.5	2652.95
ENSG00000160957.13|RECQL4	990.89	1219.95	931.31	1338.74
ENSG00000160959.8|LRRC14	625.23	759.38	620.09	881.12
ENSG00000160961.12|ZNF333	636	662	697	742
ENSG00000160963.14|COL26A1	267	191	299	265
ENSG00000160972.9|PPP1R16A	252.28	219.82	256.99	282.23
ENSG00000160973.7|FOXH1	66.44	53.73	60.57	54.57
ENSG00000160991.16|ORAI2	1194.69	1324.89	1088.7	1425.54
ENSG00000160993.4|ALKBH4	319.31	267.11	301.3	325.46
ENSG00000160999.10|SH2B2	148	146	169	198
ENSG00000161010.15|MRNIP	642.81	702.76	787.44	746.88
ENSG00000161011.20|SQSTM1	1568.41	1563.24	1578.56	1896.12
ENSG00000161013.17|MGAT4B	906	946	856	1038
ENSG00000161016.17|RPL8	9170	8602	7542	9531
ENSG00000161021.13|MAML1	961	1115	1049	1238
ENSG00000161036.13|LRWD1	622	633	603	694
ENSG00000161040.16|FBXL13	8	13	15	17
ENSG00000161048.11|NAPEPLD	459	455	483	497
ENSG00000161057.12|PSMC2	2434	2405	2647	2677
ENSG00000161082.13|CELF5	81	87.24	42.96	55.37
ENSG00000161091.13|MFSD12	563.41	601.93	596.55	642.45
ENSG00000161149.12|TUBA3FP	23.79	49.28	22.74	37.01
ENSG00000161180.11|CCDC116	9	9	11	14
ENSG00000161202.19|DVL3	3889	4387	3907	4709
ENSG00000161203.13|AP2M1	4803	4659	4671	5357
ENSG00000161204.11|ABCF3	1128	1139	1178	1404
ENSG00000161217.12|PCYT1A	1189	1238.3	1430	1707
ENSG00000161265.15|U2AF1L4	259.51	249.24	198.83	209.35
ENSG00000161267.12|BDH1	358	404	313	493
ENSG00000161277.10|THAP8	85	129	92	113
ENSG00000161298.18|ZNF382	450	449	542.04	578
ENSG00000161328.11|LRRC56	18	42	25	27
ENSG00000161381.14|PLXDC1	238	188.09	224	194
ENSG00000161395.14|PGAP3	255	266	227	275
ENSG00000161513.12|FDXR	108	98	98	129
ENSG00000161526.15|SAP30BP	1312	1204	1208	1410
ENSG00000161533.12|ACOX1	817	971	896	1007
ENSG00000161542.16|PRPSAP1	631	718	670	716
ENSG00000161547.16|SRSF2	3911.35	4019.61	4062.99	4100.06
ENSG00000161551.14|ZNF577	416.43	472	433	491.39
ENSG00000161558.11|TMEM143	85	80	67	97
ENSG00000161618.10|ALDH16A1	201	278	189	283
ENSG00000161638.11|ITGA5	116	87	76	86
ENSG00000161642.17|ZNF385A	398	300	246	382
ENSG00000161643.12|SIGLEC16	16.87	15	20.91	11.84
ENSG00000161647.18|MPP3	109	115	115	110
ENSG00000161654.9|LSM12	1101.6	1079.46	1149.42	1210.74
ENSG00000161664.6|ASB16	54.29	69	50	68.83
ENSG00000161671.16|EMC10	2425.47	2595.05	2374.31	2773.06
ENSG00000161677.11|JOSD2	45	63	70	65
ENSG00000161681.15|SHANK1	12	11	6	5
ENSG00000161682.14|FAM171A2	286	333	261	320
ENSG00000161692.18|DBF4B	927	1025	892	1153
ENSG00000161714.12|PLCD3	559	572	537	671
ENSG00000161791.14|FMNL3	1290.77	1194.95	1340.66	1309.9
ENSG00000161800.13|RACGAP1	2353	2975	2421	2950
ENSG00000161813.22|LARP4	648	798	838	861
ENSG00000161835.11|GRASP	86	86	63	88
ENSG00000161847.14|RAVER1	757.34	986.89	788.22	915.1
ENSG00000161860.7|SYCE2	76.67	50	47	51.71
ENSG00000161888.11|SPC24	1304	1527	1107	1612
ENSG00000161904.12|LEMD2	688	651	624	712
ENSG00000161912.18|ADCY10P1	14	14	17	16
ENSG00000161914.10|ZNF653	125	131	145	156
ENSG00000161920.10|MED11	258	213	225	229.13
ENSG00000161921.15|CXCL16	441	424	340	391
ENSG00000161939.19|RNASEK-C17orf49	27.77	28.6	29.2	16.57
ENSG00000161955.16|TNFSF13	162.75	209	183	203.72
ENSG00000161956.13|SENP3	1511.48	1458.54	1366.23	1676.98
ENSG00000161958.11|FGF11	75.98	97.88	90.9	66.57
ENSG00000161960.15|EIF4A1	13681.39	12858.02	14533.56	14951.61
ENSG00000161970.14|RPL26	6802	6109.98	6450.52	6437.83
ENSG00000161980.5|POLR3K	200.96	214	216.91	228
ENSG00000161981.10|SNRNP25	503.04	553	577.09	647
ENSG00000161996.19|WDR90	486.36	546.06	393.78	485
ENSG00000161999.12|JMJD8	418.35	393.7	321.39	444.9
ENSG00000162004.17|CCDC78	242	280	228	260
ENSG00000162032.16|SPSB3	122.44	127.57	112.96	152.76
ENSG00000162062.15|TEDC2	134	174	148	176
ENSG00000162063.13|CCNF	659.87	815.86	619	867.92
ENSG00000162065.13|TBC1D24	405	471	417	519
ENSG00000162066.15|AMDHD2	393.85	419	365	473
ENSG00000162073.13|PAQR4	667.5	716.39	648.25	778.25
ENSG00000162076.13|FLYWCH2	52	62	63	86
ENSG00000162086.14|ZNF75A	955.14	912.93	1020.94	1030.56
ENSG00000162104.10|ADCY9	682	618	732	775
ENSG00000162105.18|SHANK2	150	183	216	233
ENSG00000162129.13|CLPB	570.46	498.29	553.61	543.95
ENSG00000162139.10|NEU3	294	405	331	395
ENSG00000162144.9|CYB561A3	283.74	263.42	242.15	281.65
ENSG00000162148.11|PPP1R32	13	19.7	15	14
ENSG00000162174.12|ASRGL1	457.3	568.28	465.33	515.08
ENSG00000162188.6|GNG3	14	21	13.66	16
ENSG00000162191.13|UBXN1	1212	1125	1118	1224
ENSG00000162194.12|LBHD1	124.8	149.36	132.58	153.15
ENSG00000162222.14|TTC9C	309	300	382	393
ENSG00000162227.8|TAF6L	404.85	457.5	386.01	497.45
ENSG00000162231.14|NXF1	2165	2135	2262	2608
ENSG00000162236.11|STX5	606	580	593	662
ENSG00000162241.12|SLC25A45	236	226	234	311
ENSG00000162244.11|RPL29	4132.82	4113.58	3671.27	3896.8
ENSG00000162298.18|SYVN1	929.63	989.48	914.54	1047.17
ENSG00000162300.13|ZFPL1	349.09	328.37	299.65	355
ENSG00000162302.13|RPS6KA4	538	596	566	732
ENSG00000162337.12|LRP5	1732	1841	1519	1807
ENSG00000162341.17|TPCN2	238	249	192.75	264
ENSG00000162368.13|CMPK1	1327	1381	1525	1486
ENSG00000162373.13|BEND5	88	98	81	100
ENSG00000162377.6|COA7	702	756	772	758
ENSG00000162378.13|ZYG11B	737	889	856	967
ENSG00000162384.14|CZIB	512	512	668	576
ENSG00000162385.11|MAGOH	427	385	477	474
ENSG00000162390.17|ACOT11	58	59.83	55.86	67
ENSG00000162396.6|PARS2	87	81	95	106
ENSG00000162402.14|USP24	1625	1643	1927	1793
ENSG00000162407.9|PLPP3	3065.2	2666	3488.66	2834.13
ENSG00000162408.11|NOL9	160	182	161	200
ENSG00000162409.11|PRKAA2	254	275	267	299
ENSG00000162413.16|KLHL21	301	346	269	265
ENSG00000162415.7|ZSWIM5	376	331	329	357
ENSG00000162419.12|GMEB1	337	307	341	353
ENSG00000162426.14|SLC45A1	17	20	18	24
ENSG00000162430.17|SELENON	6285.96	6570.92	6270.95	7372.4
ENSG00000162433.15|AK4	851.34	947.42	845.91	878.94
ENSG00000162434.12|JAK1	1105	1209	1218	1200
ENSG00000162437.14|RAVER2	332	357	405	423
ENSG00000162441.12|LZIC	747	812	876	881
ENSG00000162458.13|FBLIM1	577	618	717	876
ENSG00000162461.8|SLC25A34	135	113	89	123
ENSG00000162490.7|DRAXIN	350	362	278	294
ENSG00000162512.16|SDC3	2221	2405	2180	2656
ENSG00000162517.13|PEF1	318	367	303	380
ENSG00000162520.14|SYNC	69.41	56.7	59.66	84.26
ENSG00000162521.19|RBBP4	5317.58	5653.29	5910.31	6170.74
ENSG00000162522.11|KIAA1522	498	646	426	576
ENSG00000162526.7|TSSK3	44.32	43.12	37.98	46.98
ENSG00000162542.13|TMCO4	173	166	151	167
ENSG00000162545.6|CAMK2N1	762	757	905	1002
ENSG00000162551.14|ALPL	36	27	21	21
ENSG00000162572.20|SCNN1D	95	128	106	103
ENSG00000162576.16|MXRA8	56	69	76	70
ENSG00000162585.17|FAAP20	164.86	197.02	147.8	166.21
ENSG00000162599.16|NFIA	1578	1402	1456	1290
ENSG00000162600.12|OMA1	127	100	150	143
ENSG00000162601.10|MYSM1	824	935	1072	1032
ENSG00000162604.12|TM2D1	252	198	270	289
ENSG00000162607.13|USP1	1373	1494	1467	1643
ENSG00000162613.16|FUBP1	1917	2064	2156	2212
ENSG00000162614.18|NEXN	81	77	89.78	107
ENSG00000162616.9|DNAJB4	262	318	368	360
ENSG00000162620.16|LRRIQ3	16	19	18	18
ENSG00000162623.16|TYW3	286	282.77	265.98	260.86
ENSG00000162627.17|SNX7	242	268	301	371
ENSG00000162630.5|B3GALT2	18	22	12	26
ENSG00000162636.16|FAM102B	292	365	333	381
ENSG00000162641.19|AKNAD1	159	219.84	184	219
ENSG00000162642.14|C1orf52	199	208	239	182
ENSG00000162650.16|ATXN7L2	242	251	211	275
ENSG00000162664.17|ZNF326	1102	1158	1120	1171
ENSG00000162669.16|HFM1	101	108	122	103
ENSG00000162670.11|BRINP3	2111	1566	2185	1390
ENSG00000162676.12|GFI1	20	13	11	14
ENSG00000162688.17|AGL	297	442	483	531
ENSG00000162694.14|EXTL2	548.59	705.23	741.88	751
ENSG00000162695.12|SLC30A7	385	431	499	448
ENSG00000162702.8|ZNF281	722	859	918	931
ENSG00000162704.16|ARPC5	2601	2861	2779	3118
ENSG00000162706.13|CADM3	16	11.82	10.88	12.01
ENSG00000162714.12|ZNF496	1259	1260	1230	1358
ENSG00000162729.14|IGSF8	253	255	251	319
ENSG00000162733.18|DDR2	646	744	821	767
ENSG00000162734.12|PEA15	2650	2479.99	2469.97	2763.99
ENSG00000162735.18|PEX19	865	832	847	880.72
ENSG00000162736.17|NCSTN	2208	2210	2457	2518
ENSG00000162738.6|VANGL2	1101	1220	1103	1342
ENSG00000162745.10|OLFML2B	12	18	27	17
ENSG00000162746.14|FCRLB	14	13	20	14
ENSG00000162757.4|C1orf74	143.4	126.99	154.98	135.97
ENSG00000162769.13|FLVCR1	312	380	471	445
ENSG00000162772.17|ATF3	167	129	188	170
ENSG00000162775.15|RBM15	213	234	255	274
ENSG00000162783.10|IER5	1446	1366	1411	1521
ENSG00000162804.14|SNED1	166.89	184.55	201.52	220.75
ENSG00000162813.18|BPNT1	353	404	450	453
ENSG00000162814.11|SPATA17	21	31	35	25
ENSG00000162817.7|C1orf115	2469	2209	3688	3560
ENSG00000162819.12|BROX	802.73	849.89	944.56	910.7
ENSG00000162825.16|NBPF20	155.12	155.64	195.48	186.93
ENSG00000162836.12|ACP6	385	384	401	538
ENSG00000162851.8|TFB2M	206	207	199	204
ENSG00000162852.14|CNST	310	321	381	392
ENSG00000162869.16|PPP1R21	439	501	487	556
ENSG00000162873.14|KLHDC8A	1909	2127	1551	2089
ENSG00000162878.13|PKDCC	144	153	173	150
ENSG00000162885.13|B3GALNT2	732.29	758.38	805.92	780.48
ENSG00000162889.10|MAPKAPK2	1238	1204	1192	1418
ENSG00000162909.18|CAPN2	2453	2445	2635	2835
ENSG00000162910.19|MRPL55	182	178	202	217
ENSG00000162923.16|WDR26	2258	2520.67	2671.87	2919
ENSG00000162924.14|REL	124.4	106.35	144.6	153.15
ENSG00000162927.14|PUS10	90	71	82	70.27
ENSG00000162928.9|PEX13	314	422	460	437.73
ENSG00000162929.13|KIAA1841	351.58	396	476	505.17
ENSG00000162931.12|TRIM17	12	8	16	11
ENSG00000162944.10|RFTN2	558	600	609	635
ENSG00000162946.22|DISC1	315	296.91	313.37	281.07
ENSG00000162959.13|MEMO1	354.22	309.95	416.51	369.23
ENSG00000162961.14|DPY30	362	410	440	448
ENSG00000162971.11|TYW5	313.6	285	331	350
ENSG00000162972.10|MAIP1	214.4	190	222	224
ENSG00000162975.5|KCNF1	852	769	974	1030
ENSG00000162976.13|PQLC3	138	90	122	97
ENSG00000162980.17|ARL5A	687.05	733.15	764.86	762.88
ENSG00000162981.14|FAM84A	159	85	154	152
ENSG00000162992.3|NEUROD1	274.91	343	151	221
ENSG00000162994.16|CLHC1	209	199.43	226	187
ENSG00000162997.15|PRORSD1P	27	14	11	14
ENSG00000162999.12|DUSP19	47	71	60	54
ENSG00000163001.11|CFAP36	495	502	486	549
ENSG00000163002.13|NUP35	376	421	401	476
ENSG00000163006.12|CCDC138	301	267	288	306
ENSG00000163013.11|FBXO41	188	197	143	177
ENSG00000163026.12|WDCP	524	558	592	661
ENSG00000163029.16|SMC6	1097	1104	1217	1245
ENSG00000163040.14|CCDC74A	41.59	37.07	38.17	42.8
