Ola_923_R2B1	LMP.Olap_923_R2B1	Ola_923_R3B1	LMP.Olap_923_R3B1	Ola_923_R1B2	LMP.Olap_923_R1B2
ENSG00000120324.8|PCDHB10	171.35	162.55	149.45	203.09	168.52	136.08
ENSG00000120327.6|PCDHB14	588.54	533.33	553.3	641.62	728.4	582.65
ENSG00000120328.6|PCDHB12	19	25	14.03	23	12	10.02
ENSG00000120333.4|MRPS14	484	423	389	449	434	365
ENSG00000120334.15|CENPL	274	289	195.11	329	291	231
ENSG00000120341.18|SEC16B	16.45	32.99	21	33.89	24.16	30.11
ENSG00000120370.12|GORAB	173	168	131	213	150	117
ENSG00000120437.8|ACAT2	2978.65	2519.47	2894.81	3551.75	3928.44	3324
ENSG00000120438.12|TCP1	4120.35	4133.49	3250.19	4536.21	4372.47	3861.93
ENSG00000120440.15|TTLL2	21	12	26	13	19	15
ENSG00000120451.10|SNX19	1798	1772	1342	1868	1661	1592
ENSG00000120458.11|MSANTD2	291	288	211.22	388	254	242.72
ENSG00000120509.10|PDZD11	775	828	687	903	847	751
ENSG00000120519.14|SLC10A7	84	55	54	71	85	42
ENSG00000120526.11|NUDCD1	499	357	392	497	561	386
ENSG00000120533.13|ENY2	1039	836	818	920	1098	829
ENSG00000120539.14|MASTL	425.6	502.8	302.24	565.94	427.74	494.25
ENSG00000120549.18|KIAA1217	392	724	363	752	365	615
ENSG00000120616.15|EPC1	363	298	242	411	360	257
ENSG00000120645.11|IQSEC3	7	20	9	35	10	27
ENSG00000120647.10|CCDC77	458.25	727.09	378	791.03	517	643.03
ENSG00000120656.11|TAF12	440	440	298	510	395	373
ENSG00000120662.16|MTRF1	108	69	65	61	79	74
ENSG00000120675.6|DNAJC15	126	98	88	106	135	80
ENSG00000120685.20|PROSER1	1789	1843	1480	2075	1898	1791
ENSG00000120686.12|UFM1	994	959	686	952	901	780
ENSG00000120688.9|WBP4	208	150	120	178	181	151
ENSG00000120690.16|ELF1	209	264	190	298	241	232
ENSG00000120693.13|SMAD9	35	28	33	52	42	11
ENSG00000120694.19|HSPH1	2174	2288	1727	2937	2620	2527
ENSG00000120696.8|KBTBD7	226.89	216.28	160.61	222.46	237.66	215.63
ENSG00000120697.9|ALG5	552	523	399	638	507	468
ENSG00000120699.13|EXOSC8	699.17	833.41	624.49	979.77	780.25	711.33
ENSG00000120705.13|ETF1	3312	3350	2540	3983	3521	3093
ENSG00000120708.17|TGFBI	111	166	68	199	100	156
ENSG00000120709.11|FAM53C	1822.68	2387.67	1458.9	2775.16	1676.11	2226.51
ENSG00000120725.13|SIL1	413	430	317	455	338	371
ENSG00000120727.13|PAIP2	1709	1866	1261	1987	1739	1580
ENSG00000120733.14|KDM3B	3666	3791	3067	4353	3955	3357
ENSG00000120738.8|EGR1	1101	907	1528	2149	1320	950
ENSG00000120742.11|SERP1	1168.26	1268	987	1422.53	1272.07	1156
ENSG00000120756.13|PLS1	206	181	152	173	213	191
ENSG00000120784.16|ZFP30	584.47	628.32	498	824.21	700.34	606.46
ENSG00000120798.17|NR2C1	474	524	404	582	446	461
ENSG00000120800.5|UTP20	1227	715	965	1007	1360	746
ENSG00000120802.13|TMPO	4341.58	3846.8	3418.05	4554.93	4599.15	3482.8
ENSG00000120805.14|ARL1	765	741	535	832	815	608
ENSG00000120832.10|MTERF2	319.79	381	283	465	374	320
ENSG00000120833.14|SOCS2	187	170	161	175	208	124
ENSG00000120837.8|NFYB	653	676	487	637	725	491
ENSG00000120860.10|WASHC3	198	178	154	194	214	132
ENSG00000120868.13|APAF1	867.13	1003	758.5	1021	975.53	824
ENSG00000120875.9|DUSP4	3438	3429	3205	4302	4195	3777
ENSG00000120885.21|CLU	12444	13870	10066	14051	11925	12537
ENSG00000120889.13|TNFRSF10B	1680	2155	1290	2294	1642	1849
ENSG00000120896.13|SORBS3	1237	1368	1024	1458	1191	1366
ENSG00000120899.18|PTK2B	1757	2716	1552	2874	1699	2362
ENSG00000120910.14|PPP3CC	151.98	174.84	129.64	209.54	165.73	128.86
ENSG00000120913.23|PDLIM2	173.83	215.58	162.86	199	168.91	204.87
ENSG00000120915.13|EPHX2	139	244	119	237	137	152
ENSG00000120925.16|RNF170	249	222	191	218	220	199
ENSG00000120942.13|UBIAD1	505	523	411	557	550	456
ENSG00000120948.17|TARDBP	5300	4772	4301	5128	5575.98	4391.95
ENSG00000120963.12|ZNF706	1162	1321	930	1449	1086	1092
ENSG00000120992.18|LYPLA1	1330	1273	1146.96	1569.97	1512	1278
ENSG00000121005.9|CRISPLD1	1466	1730	1106	1815	1459	1476
ENSG00000121022.14|COPS5	1046	1171	859	1299	1079	970
ENSG00000121039.10|RDH10	184	121	167.86	188.89	211	160.94
ENSG00000121057.13|AKAP1	1147	1349	1007	1411	1215	1260
ENSG00000121058.5|COIL	505	469	385	555	499	414
ENSG00000121060.18|TRIM25	1188	1392	1033	1501	1170	1238
ENSG00000121064.12|SCPEP1	288	343	210	387	257	331
ENSG00000121067.18|SPOP	1083	979	747	1138	1090	967
ENSG00000121068.14|TBX2	382	459	346	528	452	458
ENSG00000121073.14|SLC35B1	701	633	519	676	672	574
ENSG00000121104.8|FAM117A	394.12	548.04	357	602	413.04	536.04
ENSG00000121152.10|NCAPH	1280	1528	1078	1816	1272	1421
ENSG00000121210.16|TMEM131L	624	654	469	662	607	549
ENSG00000121211.7|MND1	121	206	105	256	152	162
ENSG00000121270.15|ABCC11	7	22.48	11.14	25.3	16.2	13.29
ENSG00000121274.12|TENT4B	277	303	244	335	338	328
ENSG00000121281.12|ADCY7	44.7	54.93	41.81	33.74	18.93	21.94
ENSG00000121289.18|CEP89	1069	1071	878	1242	1083	992
ENSG00000121310.17|ECHDC2	8	16	7	19	12	5
ENSG00000121350.16|PYROXD1	108.24	96.98	91.51	98.86	161.99	69.46
ENSG00000121361.4|KCNJ8	105	114	97	118	132	95
ENSG00000121390.18|PSPC1	1543	1506	1163	1634	1625	1431
ENSG00000121406.9|ZNF549	180	206.66	134	229	208	188.04
ENSG00000121410.11|A1BG	46.49	45.2	45.24	60.36	47.5	41.01
ENSG00000121413.12|ZSCAN18	650	903	534	845	646	721
ENSG00000121417.14|ZNF211	645.75	836	508	892	645	770
ENSG00000121440.15|PDZRN3	634.86	737.41	574.33	791.78	608	709.49
ENSG00000121454.6|LHX4	29.6	32.73	25.76	44.98	25.04	24.95
ENSG00000121481.11|RNF2	461	360	346	424	462	308
ENSG00000121486.12|TRMT1L	216	217	188	239	263	207
ENSG00000121542.12|SEC22A	230	241	166	245	250	215
ENSG00000121577.13|POPDC2	11	13	6	17	8	12
ENSG00000121578.13|B4GALT4	506	486	335	556	451	396
ENSG00000121579.13|NAA50	3165	3250	2548	4040	3449	3327
ENSG00000121621.7|KIF18A	700	732	477	840	685	691
ENSG00000121644.19|DESI2	1038	920	788	1109	1084	914
ENSG00000121653.11|MAPK8IP1	1659	1491	1400	1652	1738	1558.48
ENSG00000121671.11|CRY2	299	333	262	373	242	275
ENSG00000121680.16|PEX16	141	144	136	109	143	176
ENSG00000121690.11|DEPDC7	65	72	47	95	67	71
ENSG00000121691.6|CAT	919	1093	728	1263	950	927
ENSG00000121716.20|PILRB	1158.22	1320.67	962.3	1501.12	859.57	1335.31
ENSG00000121741.16|ZMYM2	2731	2793	2176	3089	2727	2295
ENSG00000121743.4|GJA3	317	516	230	553	333	424
ENSG00000121749.15|TBC1D15	784	764	655	806	864	663
ENSG00000121753.12|ADGRB2	2408	3171	2228	3043	2285	2990
ENSG00000121766.15|ZCCHC17	961	1076	727	1166	1014	958
ENSG00000121769.7|FABP3	225	357	220	404	275	372
ENSG00000121774.18|KHDRBS1	4427	4506	3747	5118	4895	3992
ENSG00000121775.18|TMEM39B	295	338	286	321	348	313
ENSG00000121851.13|POLR3GL	274	404	235	402	293	356
ENSG00000121864.10|ZNF639	652	690	547	793	713	615
ENSG00000121879.5|PIK3CA	479.64	639.77	402.41	719.28	569.13	581.13
ENSG00000121892.15|PDS5A	3037	3191	2431	3573	3241	2831
ENSG00000121897.14|LIAS	209.86	263.12	141.41	327.31	171.43	194.96
ENSG00000121900.19|TMEM54	245.75	358.94	206	280.82	257.73	302.93
ENSG00000121903.14|ZSCAN20	132	111	79	126	102	82
ENSG00000121905.10|HPCA	25.25	25.06	15	20.18	20.27	18.07
ENSG00000121931.16|LRIF1	599.14	633.07	554.55	856.73	686.81	619.61
ENSG00000121940.15|CLCC1	1080.12	1349.98	929.13	1411.22	1040.12	1139.25
ENSG00000121957.14|GPSM2	1142.88	968.02	792.87	1024.78	1056.83	788.68
ENSG00000121964.14|GTDC1	389	211	299	307	432	184.61
ENSG00000121966.6|CXCR4	671	816	441	826	559	621
ENSG00000121988.18|ZRANB3	326	377	273	405	315	334
ENSG00000121989.15|ACVR2A	624.1	726.77	513.59	841.54	566.48	540.57
ENSG00000122008.15|POLK	457	437	382	518	499	381
ENSG00000122026.10|RPL21	7287.01	7566.56	5382.09	7427.66	7441.48	5857.41
ENSG00000122033.14|MTIF3	232.94	240.29	191.17	238.43	283.3	221.51
ENSG00000122034.15|GTF3A	1028.06	919.71	931.83	1049.57	1124.7	947.49
ENSG00000122042.9|UBL3	3223	2803	2445	3263	3619	2607
ENSG00000122068.13|FYTTD1	1631	1794	1201	2163	1774	1779.79
ENSG00000122085.17|MTERF4	707.01	744.96	553.07	839.6	683.14	748.5
ENSG00000122126.17|OCRL	1300	1329	939	1371	1254	1080
ENSG00000122140.11|MRPS2	738.73	933.82	703.57	867.53	662.83	851.51
ENSG00000122203.15|KIAA1191	2317	2295.99	1947	2463	2522	2015.84
ENSG00000122218.15|COPA	4695	5643	3707	5811	4647	4941
ENSG00000122257.20|RBBP6	1871	1924	1453	2343	1866	1716
ENSG00000122299.12|ZC3H7A	1957	2019	1538	2150	1917	1653
ENSG00000122335.16|SERAC1	261	280	190	328	274	319
ENSG00000122359.18|ANXA11	286	402	276	408	282	320
ENSG00000122376.11|SHLD2	460.78	393.45	392.33	541.02	488	403.45
ENSG00000122378.14|PRXL2A	23	24	8	23	15	19
ENSG00000122386.10|ZNF205	95.7	84.44	95.94	116.83	102.97	97.89
ENSG00000122390.19|NAA60	917	979	864	945	868	909
ENSG00000122406.13|RPL5	13935.84	13736.05	10466.46	14101.96	13668.47	10965.23
ENSG00000122417.15|ODF2L	209	267	184	341	226	222
ENSG00000122435.10|TRMT13	400.42	375.28	271.99	441.47	354.57	327.7
ENSG00000122477.12|LRRC39	20.58	15.72	17.01	21.53	4.43	17.3
ENSG00000122481.17|RWDD3	119.88	120.47	71.93	123.92	88.26	96.57
ENSG00000122482.21|ZNF644	1718	1629	1296	1950	1742	1497
ENSG00000122483.17|CCDC18	327.9	477.79	288.48	547.97	429.14	493.63
ENSG00000122484.9|RPAP2	524	544	467	653	575	519
ENSG00000122490.19|PQLC1	420	505	351	402	363	452
ENSG00000122507.20|BBS9	317	279	239	308	374	240
ENSG00000122512.16|PMS2	1268.37	1322.44	986.13	1482.61	1146.3	1209.15
ENSG00000122515.15|ZMIZ2	1549	1836	1503	1635	1522	1369
ENSG00000122545.19|SEPT7	9408	8345.95	7343.98	9785	9849	7378
ENSG00000122547.11|EEPD1	316	340	288	341	370	389
ENSG00000122550.18|KLHL7	1428	1355	1139	1612	1587	1284
ENSG00000122557.10|HERPUD2	666	633	542	684	741	596
ENSG00000122565.19|CBX3	9543.04	9295.79	7794.8	10958.05	10340.2	8810.79
ENSG00000122566.21|HNRNPA2B1	43001.94	37191.18	33237.16	41630.94	42726.74	33698.17
ENSG00000122574.10|WIPF3	58	57	56	64	90	64
ENSG00000122584.13|NXPH1	662	511	452	515	656	404
ENSG00000122591.11|FAM126A	1880	1946	1556	2387	2139	1997
ENSG00000122642.11|FKBP9	8254.67	8373.24	6523.53	8669.4	8484.91	6799.61
ENSG00000122643.20|NT5C3A	674	741.97	615.98	866.97	783.96	568.88
ENSG00000122644.13|ARL4A	952	1878	748	1965.88	932.91	1544
ENSG00000122674.11|CCZ1	1782.46	1651.6	1350.25	1996	1722.98	1540.72
ENSG00000122678.17|POLM	273	265	230	297	241	251
ENSG00000122687.17|MRM2	1213.57	1311.92	938.41	1446.81	1223.43	1155.14
ENSG00000122691.13|TWIST1	51	68	56	77	78	59
ENSG00000122692.9|SMU1	1790.99	1937	1361	2080.99	1963	1754
ENSG00000122694.16|GLIPR2	1306	1353	1093	1511	1365	1206
ENSG00000122696.14|SLC25A51	155	188.98	121	188.98	172	164
ENSG00000122705.17|CLTA	1586	1750	1460	1968	1723	1631
ENSG00000122707.12|RECK	201	246	173	266	172	197
ENSG00000122729.19|ACO1	743	631	563	725	771	638
ENSG00000122733.12|PHF24	49	44	49	47	79	45
ENSG00000122741.16|DCAF10	706	720	568	795	667	648
ENSG00000122756.15|CNTFR	1242	1197	1120	1378	1266	1186
ENSG00000122778.9|KIAA1549	1360	1529	1174	1674	1503	1532
ENSG00000122779.18|TRIM24	4086	3676	3237	4356	4413	3640
ENSG00000122783.16|CYREN	1042.55	984.19	799.74	1101.27	1108.3	963.08
ENSG00000122786.20|CALD1	8486	9484	6527	10302	8786	8335
ENSG00000122861.16|PLAU	881	1114.11	728.57	1306.71	995	1148.9
ENSG00000122863.6|CHST3	2379	2568	1951	2875	2710	2427
ENSG00000122870.11|BICC1	67	71	46	51	57	40
ENSG00000122873.12|CISD1	100	114	88	143	119	115
ENSG00000122877.16|EGR2	378	436	368	532	405	437
ENSG00000122882.10|ECD	366	478	353	519	425	399
ENSG00000122884.12|P4HA1	692	760	527	662	661	404
ENSG00000122912.15|SLC25A16	115	152	90	154	139	104
ENSG00000122952.17|ZWINT	917	924	780	1001	938	850
ENSG00000122958.15|VPS26A	479	449	349	510	441	433
ENSG00000122965.11|RBM19	730	789	627	859	772	711
ENSG00000122966.16|CIT	1561	1998	1240	2166	1509	1784
ENSG00000122970.16|IFT81	1194	1203	992	1445	1345	1085
ENSG00000122971.9|ACADS	76	101	75	76	84	76
ENSG00000122986.13|HVCN1	49.54	68.87	30	62.44	44.06	43
ENSG00000123064.12|DDX54	871.75	1076.84	902	1153.81	948	1058.56
ENSG00000123066.8|MED13L	1464.95	1226	983	1268	1410	982
ENSG00000123080.11|CDKN2C	1387	1431	1309	1541	1612	1290
ENSG00000123091.5|RNF11	1305	1521	1039	1713	1485	1384
ENSG00000123094.15|RASSF8	382	545	309	648	528	554
ENSG00000123095.6|BHLHE41	105	165	51	109	119	93
ENSG00000123096.11|SSPN	71	71	40	57	51	34
ENSG00000123104.12|ITPR2	820	665	683.86	730	971	572
ENSG00000123106.10|CCDC91	310.18	290.99	252.73	358.56	352.8	305.4
ENSG00000123119.12|NECAB1	47.15	37.49	24.1	39.35	40.17	42
ENSG00000123124.13|WWP1	590.13	479.32	430.53	555.13	629.16	505
ENSG00000123130.17|ACOT9	631	733	500	772	652	672
ENSG00000123131.13|PRDX4	1123	1115	923	1173	1181	973
ENSG00000123136.14|DDX39A	1533	1561	1295	1586	1572	1370
ENSG00000123143.12|PKN1	1220	1406	951	1252	1076	1138
ENSG00000123144.11|TRIR	1047	1322	956	1240	1037	1088
ENSG00000123146.20|ADGRE5	1325.88	1548.93	1051.92	1497.97	1155.85	1466.99
ENSG00000123154.12|WDR83	167.38	182.66	144.91	198.16	147.92	192.35
ENSG00000123159.16|GIPC1	927	997	840	999	863	904
ENSG00000123178.15|SPRYD7	77	92	58	95	110	73
ENSG00000123179.14|EBPL	236	248	171	236	208	222
ENSG00000123191.14|ATP7B	174	148	109	146	154	157
ENSG00000123200.16|ZC3H13	1198	1177	875	1329	1293	1127
ENSG00000123213.23|NLN	1700	1585	1357	1924	1857	1631
ENSG00000123219.13|CENPK	492	600	354	711	528	544
ENSG00000123240.17|OPTN	180	235	115	213	164	172
ENSG00000123268.9|ATF1	170	212	180	225	218	183
ENSG00000123297.18|TSFM	524.87	594.3	434.74	687.64	631.08	589.19
ENSG00000123349.14|PFDN5	2315	2536	1818	2683	2361	2195
ENSG00000123352.17|SPATS2	664	698	509	747	720	628
ENSG00000123353.10|ORMDL2	212.22	257.93	183.68	277.09	218.07	257.06
ENSG00000123358.20|NR4A1	548.41	740.09	522.1	758.58	582.48	743.79
ENSG00000123374.11|CDK2	1788	2144.61	1459	2343	1847	1912
ENSG00000123384.13|LRP1	2654	2817	2302	2234	2331	1822
ENSG00000123395.14|ATG101	595.78	683.83	492.71	644.72	544.83	696.04
ENSG00000123411.15|IKZF4	281	265	218	274	269	191
ENSG00000123415.15|SMUG1	309	356	275	326	311	315
ENSG00000123416.15|TUBA1B	40615.61	38633.42	35385.13	43122.64	43330.81	38736.55
ENSG00000123427.17|EEF1AKMT3	119.26	159.67	107.34	162.6	155	147
ENSG00000123444.14|KBTBD4	479.61	505.7	399.39	514.67	451.09	537.31
ENSG00000123472.12|ATPAF1	930	909	771	999	1089	871
ENSG00000123473.15|STIL	847	1039	640	1193	878	1040
ENSG00000123485.12|HJURP	2052	2770	1700	3032	2180	2466
ENSG00000123505.16|AMD1	2946	3207	2383	3593	3497	2892
ENSG00000123545.6|NDUFAF4	243	183	174	211	263	181
ENSG00000123552.17|USP45	151	143	134	187	133	142
ENSG00000123560.14|PLP1	529	199	387	188	504	137
ENSG00000123562.17|MORF4L2	3648	3587.82	2804	3898.94	3669	3117
ENSG00000123570.4|RAB9B	95	91	86	97	75	106
ENSG00000123575.9|FAM199X	1298	1275	943	1397	1299	1176
ENSG00000123595.7|RAB9A	499	467	380	516	584	457
ENSG00000123600.19|METTL8	451	563	425	667	540	571
ENSG00000123607.15|TTC21B	287	231	188	248	244	177
ENSG00000123609.10|NMI	104	113	79	143	103	90
ENSG00000123610.5|TNFAIP6	232	201	162	193	230	172
ENSG00000123636.18|BAZ2B	469.98	523.52	386.09	506.17	503.84	426.11
ENSG00000123643.13|SLC36A1	473	504	372	590	493	590
ENSG00000123684.13|LPGAT1	1396	1262	1132	1586	1471	1225
ENSG00000123685.9|BATF3	70	81	48	82	56	64
ENSG00000123700.4|KCNJ2	944	1203.13	667.33	1346.52	931	1086.5
ENSG00000123728.10|RAP2C	532	466	430	560	564	472
ENSG00000123737.12|EXOSC9	1089.44	1021.76	815.23	1177.2	1059.62	864.33
ENSG00000123739.11|PLA2G12A	473	539	339.56	595.57	537.87	474.59
ENSG00000123810.8|B9D2	83	58	76	61	89	57
ENSG00000123815.12|COQ8B	705	742	560	701	624	650
ENSG00000123836.15|PFKFB2	316	284	212	355	317	248.03
ENSG00000123870.10|ZNF137P	70	72	74	90	82	61
ENSG00000123892.12|RAB38	27	34	22	30	31	20
ENSG00000123908.12|AGO2	1820	1768	1632	1927	2076	1607
ENSG00000123933.17|MXD4	896	1379	812	1437	871	1272
ENSG00000123975.5|CKS2	1532	1574	1283	1867	1609	1515
ENSG00000123983.14|ACSL3	7258	5867	5918	7640	8222	6001
ENSG00000123989.14|CHPF	2509.61	3142.19	2526.89	3028.56	2594.73	2993.92
ENSG00000123992.19|DNPEP	884	925	679	981	824	874
ENSG00000123999.5|INHA	21	16	8	17	12	17
ENSG00000124006.15|OBSL1	4066.57	4591.37	3713.45	4715.05	3916.45	4364.09
ENSG00000124067.17|SLC12A4	1004.99	1144.63	985.12	1215.14	978.6	1153.16
ENSG00000124074.12|ENKD1	183.45	211.15	140	190	188	199.1
ENSG00000124097.7|HMGB1P1	7.02	30.04	3.01	25.05	9.02	16.04
ENSG00000124098.10|FAM210B	1725	1471	1380	1630	1822	1331
ENSG00000124104.19|SNX21	431.45	542.4	353.5	595.65	381.16	469.47
ENSG00000124120.11|TTPAL	943	1060	764	1298	1043	1097
ENSG00000124126.14|PREX1	15615.99	14415.99	13356.97	15349.99	15460.99	13934.99
ENSG00000124140.13|SLC12A5	117.15	94.9	93.72	99.95	101	78.4
ENSG00000124145.6|SDC4	653	768	509	845	653	577
ENSG00000124151.19|NCOA3	1344	1293	1025	1410	1341	1244
ENSG00000124155.18|PIGT	2597	3119	2249	3256	2587	3002
ENSG00000124160.12|NCOA5	1292	1149	947	1252	1416	1129
ENSG00000124164.15|VAPB	2783	2894	2121	3135	2806	2533
ENSG00000124171.9|PARD6B	94	90	47	133	94	79
ENSG00000124172.10|ATP5F1E	4116.96	4055.97	3549.94	4451.89	4273.88	3785.82
ENSG00000124177.15|CHD6	2425	2378	1762	2390	2352	1894
ENSG00000124181.14|PLCG1	9897.06	9207.98	7910.97	10091.93	9034.28	8226.06
ENSG00000124191.18|TOX2	87	141	96	124	100	115
ENSG00000124193.15|SRSF6	5305.98	5858.56	3892.98	5937.85	4612	4383
ENSG00000124194.16|GDAP1L1	14	21	11	10	9	11
ENSG00000124198.9|ARFGEF2	1639	1798	1339	2037	1719	1682
ENSG00000124201.15|ZNFX1	1096.01	1222.06	943.03	1382.07	1192.07	1143.94
ENSG00000124207.17|CSE1L	6062	7095	4962	8390	6690	6424
ENSG00000124208.16|TMEM189-UBE2V1	181.58	196.47	81.18	98.3	146.62	291.89
ENSG00000124209.4|RAB22A	1062	1078	901	1295	1179	1047
ENSG00000124212.6|PTGIS	198	153	132	154	184	105
ENSG00000124214.19|STAU1	3276	3286	2659	3726	3419	3073
ENSG00000124216.4|SNAI1	20	24	22	17	12	33
ENSG00000124217.4|MOCS3	316	332	236	388	302	318
ENSG00000124222.22|STX16	2725.04	3312.84	2087.51	3614.88	2536.03	2690.55
ENSG00000124224.17|PPP4R1L	96	120	56	106	86	54
ENSG00000124225.16|PMEPA1	158	126	130	103.39	169	90
ENSG00000124226.11|RNF114	2147	2577	1807	2685	2267	2332
ENSG00000124228.14|DDX27	1803.9	1867.94	1429.97	1993.93	1739.93	1749
ENSG00000124243.17|BCAS4	199	262.02	175	240.02	224.43	258
ENSG00000124251.11|TP53TG5	19.53	25.82	18.28	24.58	10.99	28.65
ENSG00000124257.6|NEURL2	10.72	38.73	17.63	23.93	16.96	17.98
ENSG00000124275.14|MTRR	569	582	508	675	635	603
ENSG00000124279.12|FASTKD3	249	231	203	299	268	236
ENSG00000124299.14|PEPD	961	901	970	1048	1122	1040
ENSG00000124302.13|CHST8	155	175	177	209	165	216
ENSG00000124313.15|IQSEC2	132	158	61	107	107	109
ENSG00000124333.16|PAR|Y|VAMP7	232.5	292	181	309	220.5	233
ENSG00000124333.16|VAMP7	232.5	292	181	309	220.5	233
ENSG00000124356.16|STAMBP	994	1142	826	1183	1067	886
ENSG00000124357.13|NAGK	1058	1099	790	1187	914	964
ENSG00000124370.11|MCEE	74	75	62	80	59	87
ENSG00000124374.9|PAIP2B	67	39	64	59	82	44
ENSG00000124380.11|SNRNP27	672.79	694	527.79	871.46	737.68	655
ENSG00000124383.9|MPHOSPH10	822	786	541	856	858	686
ENSG00000124406.16|ATP8A1	29	26	14	28	16	20
ENSG00000124422.12|USP22	8592.69	8035.38	7159.91	8285	8684.07	7424.24
ENSG00000124440.15|HIF3A	39	70	50	68	20	26
ENSG00000124444.15|ZNF576	225.25	200.7	176	225	190.73	168.8
ENSG00000124459.12|ZNF45	446	444	351	490	448	434
ENSG00000124479.10|NDP	85	89	78	97.68	83	64
ENSG00000124486.13|USP9X	4622	4546	3622	4967	4857	4159
ENSG00000124496.12|TRERF1	525	726	494	716	519	593
ENSG00000124507.11|PACSIN1	22	46	10	37	11	27
ENSG00000124508.16|BTN2A2	421	478.5	345.95	593.6	425.35	396.39
ENSG00000124523.15|SIRT5	256.71	216.27	155.25	249.33	212.68	200.65
ENSG00000124532.14|MRS2	841.96	735	621.82	915.28	793.59	710.81
ENSG00000124535.15|WRNIP1	1096	1223	981	1287	1188	1046
ENSG00000124541.7|RRP36	853.8	873	703.9	1037.45	890.73	838.43
ENSG00000124549.14|BTN2A3P	103	136	112	115	119	113
ENSG00000124562.10|SNRPC	1423	1447	1247	1626	1525	1412
ENSG00000124570.19|SERPINB6	1290	1693	1104	1953	1312	1578
ENSG00000124571.18|XPO5	3927.99	4107	3419.99	4676.98	4126.98	4048.98
ENSG00000124574.15|ABCC10	324	330	278	414	322	336
ENSG00000124587.14|PEX6	527	541	420	540	476	574
ENSG00000124588.20|NQO2	243.26	288	183.12	335	234	259.45
ENSG00000124593.16|AL365205.1	175.37	243.82	128.34	179.44	141.03	137.56
ENSG00000124596.17|OARD1	501.9	460	331	517	465	446.11
ENSG00000124608.5|AARS2	711.98	837	581.95	914	616.95	720.95
ENSG00000124613.8|ZNF391	217	232	153	236	208	176
ENSG00000124614.15|RPS10	8683.65	8153.48	6631.29	7678.19	8160.42	6936.52
ENSG00000124615.20|MOCS1	279.97	239.96	220.95	256.87	249	172.85
ENSG00000124635.8|HIST1H2BJ	10	14	14	15	10	10
ENSG00000124641.16|MED20	528	574	412	583	496	557
ENSG00000124659.6|TBCC	296	314	231	364	261	279
ENSG00000124688.13|MAD2L1BP	243	311	222	307	253	237
ENSG00000124702.18|KLHDC3	1799	2061	1540	1939	1931	1785
ENSG00000124733.4|MEA1	1472.34	1652	1253.08	1584.06	1462.57	1454.87
ENSG00000124762.13|CDKN1A	2339	4376	2078	4520.43	2536	4237.8
ENSG00000124766.6|SOX4	3147	2406	2501	2488	3141	1844
ENSG00000124767.7|GLO1	3740	3993	2937	4676	4140	3692
ENSG00000124772.12|CPNE5	559	628	423	661	487	513
ENSG00000124782.20|RREB1	452	452	404	419	456	373
ENSG00000124783.14|SSR1	3627	3726	3002	4282	4028	3615
ENSG00000124784.9|RIOK1	350	321	319	408	395	341
ENSG00000124785.9|NRN1	944	1385	838	1387	1143	1015
ENSG00000124786.11|SLC35B3	160	151	110	178	135	114
ENSG00000124787.13|RPP40	113	125	101	190	147	138
ENSG00000124788.18|ATXN1	702	793	534	857	672	689
ENSG00000124789.11|NUP153	2481.29	2686.88	1955.92	3049.2	2950.64	2540.77
ENSG00000124795.16|DEK	5997	5512	4360	6847	6198	4978
ENSG00000124802.12|EEF1E1	301	231	242	297	323	231
ENSG00000124813.22|RUNX2	46	55	39	38	47	36
ENSG00000124831.19|LRRFIP1	703	773.12	585.46	899.25	719.04	683.52
ENSG00000124839.13|RAB17	10	16	17	9	13	11
ENSG00000124920.13|MYRF	1405	1513	1242	1675	1318.46	1336
ENSG00000124942.14|AHNAK	395	632	326	597	354	445
ENSG00000125037.12|EMC3	844.62	952.05	661	884.32	816.49	851.27
ENSG00000125089.17|SH3TC1	38	113	41	95	37	90
ENSG00000125107.18|CNOT1	7096.63	7574.94	5797.97	8358.82	7438.79	7004.3
ENSG00000125122.15|LRRC29	13	21	21	15	22	29
ENSG00000125124.12|BBS2	1328	1265.11	974	1390	1162.48	1060.42
ENSG00000125148.7|MT2A	249	224	198	219	234	236
ENSG00000125149.11|C16orf70	320.04	401.65	318.21	433.9	362.8	322.97
ENSG00000125166.13|GOT2	3252	3246	2761	3876	3645	3265
ENSG00000125170.11|DOK4	485	581	425	557	498	495
ENSG00000125246.15|CLYBL	83	68	51	87	78	47
ENSG00000125247.15|TMTC4	749	729	638	735	703	653
ENSG00000125249.7|RAP2A	1164	1088	904	1292	1282	1033
ENSG00000125257.15|ABCC4	780	670	712	941	943	752
ENSG00000125266.7|EFNB2	3055.07	2455.3	2202.69	2678.56	3048.16	2275.67
ENSG00000125285.5|SOX21	1209	1167	872	1171	943	716
ENSG00000125304.9|TM9SF2	2819.5	3218.55	2090.24	3612.28	2965	2956.95
ENSG00000125319.14|C17orf53	203	356	185	375	212	328
ENSG00000125347.14|IRF1	100	130.39	69	185	107.95	178.52
ENSG00000125351.11|UPF3B	791	876	620	889	823	741
ENSG00000125352.5|RNF113A	167	195	146	217	187	218
ENSG00000125354.23|SEPT6	460	616	415	704	454	557
ENSG00000125355.15|TMEM255A	341	286	222	290	315	191
ENSG00000125356.7|NDUFA1	931	786	687	846	918	720
ENSG00000125375.14|DMAC2L	524.89	446.09	372.93	545.47	472.25	435.16
