Ctrl_602_R1B1	Ola_602_R1B1	Ctrl_602_R2B2	Ola_602_R2B2
ENSG00000164761.9|TNFRSF11B	102	107	120	89
ENSG00000164776.9|PHKG1	40.29	40.33	30.8	39.41
ENSG00000164778.4|EN2	17	27	17	11
ENSG00000164808.16|SPIDR	670	697	680	629
ENSG00000164815.11|ORC5	516	536	531	503
ENSG00000164818.16|DNAAF5	482	595	484	503.6
ENSG00000164823.11|OSGIN2	356	477	456	419
ENSG00000164828.18|SUN1	2454	2947	2762	2640
ENSG00000164830.18|OXR1	521	656	533	552
ENSG00000164841.5|TMEM74	41	63	43	53
ENSG00000164850.15|GPER1	14	27	29	45
ENSG00000164877.19|MICALL2	208	257	166	253
ENSG00000164880.16|INTS1	1315	1647	1180	1446
ENSG00000164885.13|CDK5	236	220	216	233
ENSG00000164889.14|SLC4A2	1390.91	1606.3	1357.58	1512.8
ENSG00000164896.20|FASTK	595	652	609	681
ENSG00000164897.13|TMUB1	207	239	218	227
ENSG00000164898.13|FMC1	83.22	93.75	85.49	83.22
ENSG00000164902.14|PHAX	706	813	804	707
ENSG00000164904.18|ALDH7A1	1086	1234	1074.99	1077
ENSG00000164916.11|FOXK1	721	884	660	757
ENSG00000164919.11|COX6C	1799	1922	1803	1736
ENSG00000164920.9|OSR2	108	104	72	96
ENSG00000164924.18|YWHAZ	15183	19061.95	18593.91	18267.76
ENSG00000164929.17|BAALC	5552	6532	6238	5719
ENSG00000164933.12|SLC25A32	303.87	450.9	361.48	347.82
ENSG00000164934.14|DCAF13	1385.13	1535.1	1503.52	1311.18
ENSG00000164938.14|TP53INP1	681	882	755	674
ENSG00000164941.13|INTS8	923.74	1045.45	1112.2	1020.37
ENSG00000164944.12|VIRMA	1379	1561	1668	1419
ENSG00000164946.19|FREM1	267	331	252	249
ENSG00000164949.8|GEM	118	148	77	107
ENSG00000164951.16|PDP1	4344	5633	5721	5432
ENSG00000164953.15|TMEM67	358	466	480	463
ENSG00000164961.16|WASHC5	782	927	968.99	813.94
ENSG00000164967.10|RPP25L	397	385	352	403
ENSG00000164970.15|FAM219A	531	581	542	586
ENSG00000164975.15|SNAPC3	654	783	794	733
ENSG00000164976.9|MYORG	3	9	13	20
ENSG00000164978.18|NUDT2	150	149	132	144
ENSG00000164983.7|TMEM65	327	436	398	395
ENSG00000164985.15|PSIP1	2540	2891	2649	2449.99
ENSG00000164989.17|CCDC171	28	31	42	37
ENSG00000165006.14|UBAP1	725	768	706	671
ENSG00000165029.16|ABCA1	2827	3852	3256	3265
ENSG00000165030.4|NFIL3	90	101	91	73
ENSG00000165046.12|LETM2	56.23	62.97	63.31	57.88
ENSG00000165055.15|METTL2B	865.88	1073.37	915.57	847.73
ENSG00000165060.13|FXN	124.51	183.87	131.86	122.64
ENSG00000165071.14|TMEM71	141	153	130	158
ENSG00000165097.15|KDM1B	473	605	529	501
ENSG00000165102.15|HGSNAT	731	888.78	825	820
ENSG00000165105.10|RASEF	20	20	10	17
ENSG00000165113.13|GKAP1	125.1	128	124.62	113
ENSG00000165115.15|KIF27	92.02	119.92	111.69	84.38
ENSG00000165119.21|HNRNPK	12824	14624.12	13923.94	12940.31
ENSG00000165121.11|AL353743.1	86.88	121.92	113.69	99.62
ENSG00000165124.18|SVEP1	241	309	265	234
ENSG00000165138.18|ANKS6	808	961	787	814
ENSG00000165140.10|FBP1	27	22	24	23
ENSG00000165152.9|TMEM246	997	1082	1055.99	1070
ENSG00000165156.15|ZHX1	582.91	676.62	644.6	600.24
ENSG00000165171.11|METTL27	14	18	13	7
ENSG00000165175.15|MID1IP1	591.72	727	715.87	709
ENSG00000165185.14|KIAA1958	611	818	800	745
ENSG00000165186.12|PTCHD1	32	36	30	32
ENSG00000165194.15|PCDH19	418	499	582	598
ENSG00000165195.15|PIGA	233	280	284	243
ENSG00000165209.18|STRBP	856	1056.69	1048.74	878.88
ENSG00000165219.21|GAPVD1	1359	1578	1564	1451
ENSG00000165238.16|WNK2	61	61	37	38
ENSG00000165240.20|ATP7A	99	165	145	128
ENSG00000165244.7|ZNF367	734	818	676	555
ENSG00000165259.14|HDX	139	142	177	152
ENSG00000165264.11|NDUFB6	272	331	310	288
ENSG00000165271.17|NOL6	731	748	614	588
ENSG00000165272.16|AQP3	84	91	105	91
ENSG00000165275.10|TRMT10B	321	359	301	315
ENSG00000165280.16|VCP	9257	10164	9329	8987
ENSG00000165282.13|PIGO	1039	999	968	969
ENSG00000165283.16|STOML2	1824	1882	1797	1787
ENSG00000165288.10|BRWD3	384	531	500	423
ENSG00000165300.7|SLITRK5	61	72	70	38
ENSG00000165304.8|MELK	1796	2148	1965	1893
ENSG00000165312.6|OTUD1	28	40	35	43
ENSG00000165322.17|ARHGAP12	1441	1612	1546	1311
ENSG00000165323.15|FAT3	3110	4100	2946	2845
ENSG00000165338.16|HECTD2	661	801	777	771
ENSG00000165355.7|FBXO33	226	318	263	237
ENSG00000165359.15|INTS6L	94	128	122	123
ENSG00000165389.7|SPTSSA	863	1014	984	974
ENSG00000165392.10|WRN	805	1002	1057	864
ENSG00000165406.16|MARCH8	337	399	300	310
ENSG00000165410.14|CFL2	1290	1565	1487	1427
ENSG00000165416.14|SUGT1	599	684	705	609
ENSG00000165417.12|GTF2A1	982	1351	1139	1078
ENSG00000165424.6|ZCCHC24	1493.94	1534.85	1318.22	1332.3
ENSG00000165434.8|PGM2L1	816	1125	927	917
ENSG00000165443.12|PHYHIPL	190.05	203.38	137.23	156.92
ENSG00000165449.11|SLC16A9	308	388	405	349
ENSG00000165458.14|INPPL1	6150	6890	6081	6226
ENSG00000165475.15|CRYL1	372	419	314	283
ENSG00000165476.14|REEP3	807	1052	970	945
ENSG00000165478.7|HEPACAM	19.27	11.07	11.33	2
ENSG00000165480.16|SKA3	830	985	916	872
ENSG00000165487.14|MICU2	1087	1098	1094	940
ENSG00000165490.13|DDIAS	603	681	605	617
ENSG00000165494.11|PCF11	1667.16	2049	1986.33	1765.49
ENSG00000165495.16|PKNOX2	222	205	210	195
ENSG00000165501.17|LRR1	355.88	499.5	436.87	450.64
ENSG00000165502.6|RPL36AL	1627.28	1652	1636	1600
ENSG00000165506.14|DNAAF2	322	359	358	366
ENSG00000165507.8|DEPP1	109	133	136	136
ENSG00000165511.6|C10orf25	411	458	448	438
ENSG00000165512.5|ZNF22	1962.73	2231.63	2214.23	2053.37
ENSG00000165516.11|KLHDC2	623.94	775.59	745.28	661.41
ENSG00000165521.15|AL121768.1	27.13	37.11	16.7	29.65
ENSG00000165525.18|NEMF	1082.06	1324.41	1302.72	1111.59
ENSG00000165526.9|RPUSD4	638	717	650	583
ENSG00000165527.7|ARF6	764	830	888	874
ENSG00000165533.18|TTC8	327	357	309	299
ENSG00000165548.11|TMEM63C	11	13.64	3	24
ENSG00000165555.9|NOXRED1	18	12	24	21
ENSG00000165566.12|AMER2	276	365	322	254
ENSG00000165572.7|KBTBD6	601.21	765.49	662.61	622.59
ENSG00000165583.14|SSX5	24	31	29	28
ENSG00000165609.13|NUDT5	1921.29	2003.25	1992.66	1781.97
ENSG00000165617.14|DACT1	161	182	166	144
ENSG00000165626.17|BEND7	432	505	468	461
ENSG00000165629.20|ATP5F1C	2418	2781	2738	2461
ENSG00000165630.14|PRPF18	399	408.53	444	389.82
ENSG00000165632.8|TAF3	474	485	464	446
ENSG00000165633.13|VSTM4	96	93	77	95
ENSG00000165637.13|VDAC2	1845.23	2123.8	2006.3	1862.15
ENSG00000165644.10|COMTD1	4	17	8	10
ENSG00000165650.12|PDZD8	535	705.01	625	562
ENSG00000165655.17|ZNF503	20	30	23	19
ENSG00000165660.8|ABRAXAS2	333	375	376	361
ENSG00000165661.16|QSOX2	962	1150	1013	931
ENSG00000165669.14|FAM204A	402	390	404	405
ENSG00000165671.20|NSD1	1453	1899	1567	1593
ENSG00000165672.7|PRDX3	1271	1491	1348	1279
ENSG00000165675.16|ENOX2	147	160	166	128
ENSG00000165678.21|GHITM	1349	1692	1555	1473
ENSG00000165684.4|SNAPC4	512	644	450	475
ENSG00000165688.12|PMPCA	1292	1351	1115	1132
ENSG00000165689.17|ENTR1	1233	1361	1258	1212
ENSG00000165698.16|SPACA9	105	87.64	99	93
ENSG00000165699.14|TSC1	1248	1610.96	1363.82	1324
ENSG00000165704.15|HPRT1	374	403	396	334
ENSG00000165714.11|BORCS5	105	131	134	141
ENSG00000165716.11|DIPK1B	657.36	791.14	517.72	610.64
ENSG00000165724.6|ZMYND19	582	594	546	483
ENSG00000165730.16|STOX1	110	104	108	81
ENSG00000165732.13|DDX21	2028	2316	2226	1905
ENSG00000165733.8|BMS1	2461.08	2866.15	2628.54	2432.04
ENSG00000165752.17|STK32C	128	131	131	137
ENSG00000165757.9|JCAD	178	171	182	155
ENSG00000165775.18|FUNDC2	1040.69	1039	1048	970
ENSG00000165782.10|PIP4P1	772	899	748	785
ENSG00000165792.17|METTL17	1144.01	1323.93	1088.52	1192.75
ENSG00000165795.23|NDRG2	1265	1297.78	1043.32	949
ENSG00000165801.10|ARHGEF40	1947.56	2098.44	1880.05	1832.9
ENSG00000165802.22|NSMF	1059	1177	916	1037
ENSG00000165804.16|ZNF219	447.52	573.77	472.01	495.38
ENSG00000165806.19|CASP7	489	544	514	546
ENSG00000165813.20|CCDC186	196	266	299	264
ENSG00000165819.12|METTL3	1525.05	1592.78	1627.78	1581.15
ENSG00000165821.12|SALL2	1423	1457	1205	1165
ENSG00000165832.6|TRUB1	221	295	250	249
ENSG00000165861.14|ZFYVE1	540	667	564	609
ENSG00000165868.14|HSPA12A	277	331	257	257
ENSG00000165879.8|FRAT1	29	30	26	10
ENSG00000165886.5|UBTD1	101	118	95	101
ENSG00000165891.16|E2F7	469	507	382	381
ENSG00000165895.19|ARHGAP42	788	1014.97	897.88	815.97
ENSG00000165898.13|ISCA2	338	390	373	332
ENSG00000165912.16|PACSIN3	296	298	234	302
ENSG00000165914.15|TTC7B	389	526	394	383
ENSG00000165915.14|SLC39A13	799	1068	801	1011
ENSG00000165916.8|PSMC3	4478	4789	4161	4317
ENSG00000165934.12|CPSF2	1818	2078	2088	1834
ENSG00000165943.5|MOAP1	588	698	612	527
ENSG00000165948.11|IFI27L1	132	131	156	149
ENSG00000165949.12|IFI27	38	41	42	46
ENSG00000165953.9|SERPINA12	17	25	19	20
ENSG00000165959.12|CLMN	214	219	194	194
ENSG00000165973.18|NELL1	49	79	72	70
ENSG00000165995.20|CACNB2	33	52	48	32
ENSG00000165996.14|HACD1	52	87.04	94	68
ENSG00000165997.5|ARL5B	991	1328	1351	1087
ENSG00000166002.7|SMCO4	19	22	17	16
ENSG00000166004.15|CEP295	792.33	1016.16	920.64	872.57
ENSG00000166012.16|TAF1D	1705.15	2046.58	2034.44	1757.02
ENSG00000166016.6|ABTB2	284	327	251	254
ENSG00000166024.13|R3HCC1L	267	346	326	326
ENSG00000166025.18|AMOTL1	2360	2980	2352	2383.38
ENSG00000166033.13|HTRA1	1170	1224	1186	1061
ENSG00000166037.11|CEP57	969	1138	1044	990
ENSG00000166046.11|TCP11L2	20	18	15	18
ENSG00000166068.13|SPRED1	2473	3278	3553	3342
ENSG00000166073.10|GPR176	390	486	407	377
ENSG00000166086.12|JAM3	3396.09	3601.89	3436.39	2951.17
ENSG00000166091.21|CMTM5	29	19	11	12
ENSG00000166106.3|ADAMTS15	368	416	402	402
ENSG00000166123.14|GPT2	919	924	873	767
ENSG00000166128.13|RAB8B	1954	2376	2102	1989
ENSG00000166130.15|IKBIP	291	380	352	351
ENSG00000166133.18|RPUSD2	390	438	384	421
ENSG00000166135.14|HIF1AN	1097	1338	1196.91	1101
ENSG00000166136.16|NDUFB8	735.2	827.9	676.5	749.54
ENSG00000166140.17|ZFYVE19	689	732.14	737.2	703.42
ENSG00000166147.13|FBN1	129	150	157	149
ENSG00000166153.16|DEPDC4	17	12	13	13
ENSG00000166164.15|BRD7	2769.57	2880.28	2701.97	2417.94
ENSG00000166165.13|CKB	5318	6065	4897	5487
ENSG00000166166.13|TRMT61A	316	373	268	313
ENSG00000166167.18|BTRC	560	707	676	609
ENSG00000166169.17|POLL	213	233.91	232	245.84
ENSG00000166170.9|BAG5	1424	1522	1450	1361
ENSG00000166171.13|DPCD	114	173.09	116	148.16
ENSG00000166173.10|LARP6	311	319	314	343
ENSG00000166181.13|API5	2388.99	2895	2708	2428
ENSG00000166188.2|ZNF319	259	306	266	302
ENSG00000166189.7|HPS6	215	267	191	243
ENSG00000166192.15|SENP8	120	127	100	124
ENSG00000166197.16|NOLC1	2070	2247	2048	1872
ENSG00000166199.13|ALKBH3	326	359	334	293
ENSG00000166200.15|COPS2	916	1039	1069	949
ENSG00000166225.8|FRS2	420	527	485	396
ENSG00000166226.13|CCT2	2906	3195	3254	2876
ENSG00000166233.15|ARIH1	1878.17	2215.88	2014.06	1889.14
ENSG00000166246.14|C16orf71	8	16.18	8.68	14.22
ENSG00000166257.8|SCN3B	24	18	22	22
ENSG00000166260.11|COX11	582.69	723.56	778.03	649.6
ENSG00000166261.11|ZNF202	405	379	463	347
ENSG00000166262.15|FAM227B	28.8	25.27	40.48	25.36
ENSG00000166263.13|STXBP4	240	354	301	294
ENSG00000166266.14|CUL5	1057.88	1338.88	1288	1125
ENSG00000166272.18|WBP1L	577	649	519	529
ENSG00000166275.15|BORCS7	256.84	273.13	289	252
ENSG00000166278.15|C2	13	18	27	15
ENSG00000166289.6|PLEKHF1	47	49	42	44
ENSG00000166292.12|TMEM100	265	346	528	563
ENSG00000166295.9|ANAPC16	774.62	828.78	868.87	798.85
ENSG00000166311.10|SMPD1	622	674	601	692
ENSG00000166313.19|APBB1	1393	1412	1313	1317
ENSG00000166317.12|SYNPO2L	488	503	458	369
ENSG00000166321.14|NUDT13	12	16	22	19
ENSG00000166326.7|TRIM44	2783	3467	3155	2788
ENSG00000166333.13|ILK	1617.89	1765.2	1589.53	1669.25
ENSG00000166337.10|TAF10	800.53	840.68	877.22	826.19
ENSG00000166340.17|TPP1	3344	3643.74	3375.08	3364.83
ENSG00000166341.8|DCHS1	3391.78	4082	3232.63	3529.19
ENSG00000166342.19|NETO1	199.24	204.3	206.42	177.93
ENSG00000166343.10|MSS51	35	39	46	32
ENSG00000166347.19|CYB5A	572	578	509	552
ENSG00000166348.18|USP54	1960.57	2281.9	1960.96	1893.95
ENSG00000166349.9|RAG1	15	30	52	52
ENSG00000166352.16|C11orf74	249.87	265	294	243
ENSG00000166377.20|ATP9B	653	725	698	615
ENSG00000166387.13|PPFIBP2	1150	1347	1123	1046
ENSG00000166394.15|CYB5R2	13	17	7	14
ENSG00000166398.12|KIAA0355	479	685	613	591
ENSG00000166401.14|SERPINB8	71.81	104	75	98.83
ENSG00000166402.8|TUB	318	345	288	279
ENSG00000166405.15|RIC3	236	314	237	262
ENSG00000166407.14|LMO1	22	26	26	19
ENSG00000166411.14|IDH3A	1269.01	1453.99	1300.33	1278.64
ENSG00000166428.13|PLD4	13.36	14.27	10.6	19.69
ENSG00000166432.15|ZMAT1	357	463	383	348
ENSG00000166435.15|XRRA1	156.39	97.53	148.45	128.72
ENSG00000166436.16|TRIM66	209	307	265	285
ENSG00000166439.6|RNF169	722.61	954.47	855.55	797.28
ENSG00000166441.13|RPL27A	5699.7	5781.13	5161.42	4921.31
ENSG00000166444.19|ST5	810.15	887.16	771.39	752.62
ENSG00000166446.15|CDYL2	33	47	33	30
ENSG00000166450.13|PRTG	124	172	151	151
ENSG00000166451.13|CENPN	692.21	779.74	732.35	717.09
ENSG00000166452.11|AKIP1	264	264	239	259
ENSG00000166454.10|ATMIN	1306	1671	1514	1300
ENSG00000166471.11|TMEM41B	469	558	507	506
ENSG00000166477.13|LEO1	823	945	1002	921
ENSG00000166478.10|ZNF143	428	491	449	432
ENSG00000166479.10|TMX3	1719	2176	2348	2110
ENSG00000166482.11|MFAP4	264	292	94	122
ENSG00000166483.11|WEE1	925	1027	985	822
ENSG00000166484.20|MAPK7	572	661.94	516.62	602.55
ENSG00000166503.9|HDGFL3	2214.9	2524.36	2120	2023.76
ENSG00000166507.17|NDST2	318.27	340.39	366.96	344.81
ENSG00000166508.17|MCM7	8170.44	8441.73	6733.71	6390
ENSG00000166526.17|ZNF3	1508.14	1733.28	1485.51	1236.03
ENSG00000166529.14|ZSCAN21	582.86	551.72	571.49	522.97
ENSG00000166532.16|RIMKLB	730.99	892	805	730.99
ENSG00000166546.14|BEAN1	23	38	13	21
ENSG00000166548.15|TK2	815.37	962.66	760.48	753.83
ENSG00000166557.13|TMED3	928	880	888	842
ENSG00000166562.9|SEC11C	774	800	741	657
ENSG00000166575.17|TMEM135	368	417	365	345
ENSG00000166578.10|IQCD	82	69	69	86
ENSG00000166579.15|NDEL1	415	518	498	508
ENSG00000166582.10|CENPV	21	20	20	12.11
ENSG00000166595.12|CIAO2B	455	588	495	541
ENSG00000166598.15|HSP90B1	12596	13842.25	13964.94	12412.88
ENSG00000166619.14|BLCAP	676	741	773	645
ENSG00000166676.16|TVP23A	7.43	10.32	11.33	12.62
ENSG00000166681.13|BEX3	1486	1717	1584	1470
ENSG00000166682.12|TMPRSS5	298	329	256	287
ENSG00000166685.12|COG1	823.39	878.82	843.52	824.04
ENSG00000166689.16|PLEKHA7	345	369	325	264
ENSG00000166704.11|ZNF606	553.33	719.63	649.08	553.94
ENSG00000166707.11|ZCCHC18	45	52	45	53
ENSG00000166710.19|B2M	8531	9843	9203	8609
ENSG00000166716.10|ZNF592	1636	1773	1570	1382
ENSG00000166734.20|CASC4	3137.91	3639.77	3410.39	3371.93
ENSG00000166747.12|AP1G1	2161	2668	2484	2401
ENSG00000166750.10|SLFN5	19	36	34	45
ENSG00000166762.18|CATSPER2	44.09	36.48	41.53	30.62
ENSG00000166770.10|ZNF667-AS1	516	515.99	533	569
ENSG00000166780.11|C16orf45	981	1078	887	879
ENSG00000166783.22|MARF1	936	1100	916	879
ENSG00000166788.10|SAAL1	586	649	619	568
ENSG00000166793.11|YPEL4	54	62	44	44
ENSG00000166794.4|PPIB	4913.96	4691.05	4611.46	4544.11
ENSG00000166797.11|CIAO2A	528	601	582	497
ENSG00000166801.15|FAM111A	1820	2304	2218	2039
ENSG00000166803.13|PCLAF	846.94	939.27	754.19	870.24
ENSG00000166813.15|KIF7	644.21	886.51	661.86	632.88
ENSG00000166821.9|PEX11A	129	151	158	133
ENSG00000166822.13|TMEM170A	493	557	564.7	542.7
ENSG00000166823.5|MESP1	25	25	28	22
ENSG00000166831.9|RBPMS2	78	74	68	76
ENSG00000166833.21|NAV2	1637.11	2137.71	1534.09	1659.58
ENSG00000166839.17|ANKDD1A	124.46	183.88	121.86	149.21
ENSG00000166840.13|GLYATL1	4	10	11	10
ENSG00000166845.15|C18orf54	438	589	583	549
ENSG00000166847.10|DCTN5	1391.85	1671.68	1520	1468
ENSG00000166848.6|TERF2IP	1477	1672.47	1594	1469
ENSG00000166851.15|PLK1	1489.99	1620.34	1209.99	1380.98
ENSG00000166855.9|CLPX	809	983	887	841
ENSG00000166860.3|ZBTB39	380	433	387	373
ENSG00000166881.10|NEMP1	1267	1580	1467	1511
ENSG00000166886.13|NAB2	404	503	438	510
ENSG00000166887.15|VPS39	2359	2763	2388	2291
ENSG00000166888.12|STAT6	20	7	19	11
ENSG00000166889.14|PATL1	2256	2592	2320	2346
ENSG00000166896.8|ATP23	54	42	55	56
ENSG00000166897.15|ELFN2	22	27	29.99	26
ENSG00000166900.17|STX3	88	119	60	63
ENSG00000166902.5|MRPL16	678	730	753	694
ENSG00000166908.18|PIP4K2C	241	305	278	258
ENSG00000166912.17|MTMR10	1216.03	1437.53	1354.92	1168.73
ENSG00000166913.13|YWHAB	6209	7151	6843	6334
ENSG00000166922.8|SCG5	16	35	17	25
ENSG00000166924.9|NYAP1	102	132	104	133
ENSG00000166925.9|TSC22D4	674.78	671	563.24	671.18
ENSG00000166927.13|MS4A7	9	21	15	23
ENSG00000166938.13|DIS3L	973	1218	1161	1075
ENSG00000166946.14|CCNDBP1	382	479	440	494
ENSG00000166949.16|SMAD3	1141	1374	1324	1232
ENSG00000166963.13|MAP1A	3183	3747	3023	3501
ENSG00000166965.12|RCCD1	98	77	73	61
ENSG00000166971.17|AKTIP	389.53	444.68	429.59	410.04
ENSG00000166974.12|MAPRE2	1209	1356	1389	1316
ENSG00000166979.13|EVA1C	41	40	26.79	34
ENSG00000166986.15|MARS	2452.33	2600.89	2275.13	2318.2
ENSG00000166987.15|MBD6	1060	1178	909	887
ENSG00000166997.8|CNPY4	548	578.45	551	558
ENSG00000167004.13|PDIA3	11581.44	12218.2	13181.79	11793.2
ENSG00000167005.14|NUDT21	3130	3830	3545	3344
ENSG00000167011.9|NAT16	105	127	100	122
ENSG00000167034.10|NKX3-1	68	66	68	60
ENSG00000167065.13|DUSP18	84.32	125.93	130.98	129.43
ENSG00000167074.15|TEF	859	948	838	825
ENSG00000167081.17|PBX3	531	602	535	508
ENSG00000167085.11|PHB	2487	2619.33	2242	2289.22
ENSG00000167088.11|SNRPD1	1678	1807.99	1799	1592
ENSG00000167100.14|SAMD14	316.28	356.04	267.93	250.8
ENSG00000167103.12|PIP5KL1	21	19	17	12
ENSG00000167106.12|FAM102A	907	1049.57	769.8	802.65
ENSG00000167107.12|ACSF2	369	404	344	325
ENSG00000167110.17|GOLGA2	1674	1689	1594	1623
ENSG00000167112.10|TRUB2	980	1021	827	885
ENSG00000167113.11|COQ4	866	945	844	884
ENSG00000167114.13|SLC27A4	568	651	600	566
ENSG00000167118.10|URM1	1090	1173	1027	1078
ENSG00000167123.19|CERCAM	1106	1090	1028	1079
ENSG00000167130.18|DOLPP1	666	727	660	661
ENSG00000167131.17|CCDC103	79.44	68.05	100.67	21.47
ENSG00000167136.7|ENDOG	64.45	86.11	76.2	49.01
ENSG00000167157.11|PRRX2	24	28	18	18
ENSG00000167173.19|C15orf39	1498	1614.22	1236	1308.39
ENSG00000167178.16|ISLR2	11	17	7	5
ENSG00000167182.15|SP2	564	585	464	428
ENSG00000167186.11|COQ7	342	350	299	297
ENSG00000167191.12|GPRC5B	3663.41	3919.78	3370.31	3219.1
ENSG00000167193.8|CRK	1625	2207	2180	2094
ENSG00000167196.14|FBXO22	629.33	813.74	762.92	716.89
ENSG00000167202.11|TBC1D2B	492.08	583.77	499.87	496
ENSG00000167207.13|NOD2	11	13	5.79	7
ENSG00000167216.16|KATNAL2	158	158	131	134
ENSG00000167220.12|HDHD2	881.02	950.22	941.21	867.82
ENSG00000167232.14|ZNF91	1009	1299	1207.59	1016.29
ENSG00000167244.20|IGF2	8934.08	10140.96	6585.08	6726.71
ENSG00000167257.11|RNF214	790.95	852.97	731.91	765.61
ENSG00000167258.13|CDK12	1466	1757	1604	1463
ENSG00000167264.18|DUS2	347.65	333	299	310
ENSG00000167272.10|POP5	279	310	279	268
ENSG00000167280.16|ENGASE	453	582	452	437
ENSG00000167283.8|ATP5MG	1251.98	1213.73	1111.89	1163.57
ENSG00000167291.16|TBC1D16	2056	2526	2208	2427
ENSG00000167302.10|TEPSIN	256.38	338.9	288.95	321.5
ENSG00000167306.20|MYO5B	2687.99	2948.99	3070.99	2944.99
ENSG00000167315.18|ACAA2	1195.99	1360.98	1216	1108.97
ENSG00000167323.11|STIM1	825	864	726	797
ENSG00000167325.15|RRM1	2733	3194	2755	2617
ENSG00000167333.13|TRIM68	215	280	214	210
ENSG00000167363.14|FN3K	216	255	170	197
ENSG00000167371.20|PRRT2	437.24	529.15	366.78	425.95
ENSG00000167377.18|ZNF23	368.6	393.42	376.72	340.39
ENSG00000167378.8|IRGQ	1057	1189.86	1146	1086
ENSG00000167380.16|ZNF226	645	663	688	623
ENSG00000167384.10|ZNF180	275	301	240	233
ENSG00000167393.17|PAR|Y|PPP2R3B	315.5	378.5	296.5	310
ENSG00000167393.17|PPP2R3B	315.5	378.5	296.5	310
ENSG00000167394.13|ZNF668	98.65	144.83	89.89	131.96
ENSG00000167395.10|ZNF646	1067.38	1174.85	975.45	1051.85
ENSG00000167397.15|VKORC1	454.12	469.28	403.39	442.99
ENSG00000167447.12|SMG8	452	481.59	504.49	455.76
ENSG00000167460.16|TPM4	10097.84	11549.73	10527.71	10164.88
ENSG00000167461.12|RAB8A	870.39	956.66	916.53	844.71
ENSG00000167468.16|GPX4	4297	4303	3714	3840
ENSG00000167470.12|MIDN	2604	3171	3159	3280
ENSG00000167491.17|GATAD2A	1995	2141	1800	1846
ENSG00000167508.12|MVD	403	510	444	487
ENSG00000167513.9|CDT1	425	513	349	437
ENSG00000167515.10|TRAPPC2L	728	673	596	591
ENSG00000167522.16|ANKRD11	2377.64	2974.34	2377.92	2354.67
ENSG00000167523.13|SPATA33	210	198	172	178
ENSG00000167524.14|RSKR	292.69	379.24	292.89	285.71
ENSG00000167525.13|PROCA1	753	824	779	720
ENSG00000167526.13|RPL13	5759.85	6401.78	5391.9	5473.78
ENSG00000167528.12|ZNF641	382	400	443	368
ENSG00000167535.8|CACNB3	574	566	571	573
ENSG00000167536.14|DHRS13	387.99	510.18	349.42	381.93
ENSG00000167543.16|TP53I13	419	503	457	509
ENSG00000167548.15|KMT2D	1286.5	1790.5	1222.04	1452.04
ENSG00000167549.18|CORO6	37	44	28	34
ENSG00000167550.11|RHEBL1	30	36	38	32
ENSG00000167552.14|TUBA1A	46778.93	47157.3	47746.28	46982.11
ENSG00000167553.15|TUBA1C	92.19	98.39	114.65	93.66
ENSG00000167554.15|ZNF610	178	206	192	151
ENSG00000167555.14|ZNF528	752	943	884	815
ENSG00000167562.12|ZNF701	228.71	320.73	244.82	217.25
ENSG00000167565.13|SERTAD3	182.55	238.71	168	157.56
ENSG00000167566.17|NCKAP5L	571	643	559	613
ENSG00000167578.18|RAB4B	131.2	147.32	138.9	160.14
ENSG00000167588.13|GPD1	31	34	18	15
ENSG00000167595.15|PROSER3	405.49	530.25	387.34	435.57
ENSG00000167601.12|AXL	56	73	93	113
ENSG00000167604.14|AD000864.1	62	65	43	56
ENSG00000167614.13|TTYH1	1947	2120	1942	2144
ENSG00000167615.16|LENG8	4013	4629.28	3926.25	3885
ENSG00000167619.12|TMEM145	176	196	154	175
ENSG00000167625.10|ZNF526	242	279	221	247
ENSG00000167632.15|TRAPPC9	475	536	512	437
ENSG00000167635.11|ZNF146	2416	2860	2748	2419
ENSG00000167637.17|ZNF283	112	148	130	96
ENSG00000167645.17|YIF1B	257	325	231	308
ENSG00000167646.13|DNAAF3	23.88	16.3	17	21
ENSG00000167654.18|ATCAY	1160	1273	978	970
ENSG00000167657.14|DAPK3	585	711	578	657
ENSG00000167658.16|EEF2	25740	29311	22601	23693
ENSG00000167670.16|CHAF1A	1783	1972	1673	1619
ENSG00000167671.12|UBXN6	1077.97	1337.62	996.14	1047.34
ENSG00000167674.15|HDGFL2	1786	1864	1620	1567
ENSG00000167676.4|PLIN4	65	83	48	67
ENSG00000167680.16|SEMA6B	682	754	533	557
ENSG00000167685.15|ZNF444	459	496	385	410
ENSG00000167693.17|NXN	473	591	431	453
ENSG00000167695.15|FAM57A	763	832	728	803
ENSG00000167699.13|GLOD4	1936	2091	1913	1809
ENSG00000167700.9|MFSD3	80	100	72	93
ENSG00000167701.14|GPT	8	22	17	21
ENSG00000167702.12|KIFC2	1201.56	1317.81	1127.43	1320.19
ENSG00000167703.14|SLC43A2	461	531	436.28	509.17
ENSG00000167705.12|RILP	12	22	21	29
ENSG00000167711.13|SERPINF2	9	11	14	15
ENSG00000167716.18|WDR81	510.41	619.99	452.37	530.98
ENSG00000167720.13|SRR	787.18	895.08	807.42	785.79
ENSG00000167721.10|TSR1	1594.24	1820.1	1513.84	1564.7
ENSG00000167733.13|HSD11B1L	133.08	150.84	114.83	123.22
ENSG00000167740.9|CYB5D2	359	365	313	296
